mass,mjd
0.26,55383.27307870371
0.23,55383.27410879629
0.23,55383.27513888889
0.24,55383.27618055556
0.33,55383.27724537037
0.16,55383.278275462966
0.17,55383.27931712963
0.14,55383.280335648145
0.13,55383.281377314815
0.14,55383.28241898148
0.2,55383.28344907407
0.18,55383.28449074074
0.19,55383.286574074074
0.18,55383.28864583333
0.19,55383.29070601852
0.16,55383.29174768519
0.15,55383.29278935185
0.14,55383.29487268518
0.27,55383.295902777776
0.2,55383.296944444446
0.11,55383.299050925925
0.13,55383.30011574074
0.21,55383.301157407404
0.18,55383.30324074074
0.17,55383.30324074074
0.17,55383.304293981484
0.19,55383.305347222224
0.34,55383.307442129626
0.31,55383.30847222222
0.4,55383.311736111114
0.08,55383.318020833336
0.11,55383.322164351855
0.07,55383.324282407404
0.14,55383.32743055555
0.1,55383.330555555556
0.17,55383.33268518518
0.25,55383.333715277775
0.26,55383.33476851852
0.33,55383.335810185185
0.22,55383.336851851855
0.26,55383.33789351852
0.25,55383.33893518519
0.21,55383.33998842593
0.23,55383.34101851852
0.1,55383.34241898148
0.13,55383.34347222222
0.25,55383.34453703704
0.14,55383.347662037035
0.2,55383.349756944444
0.06,55383.350798611114
0.06,55383.35184027778
0.24,55383.353946759256
0.11,55383.36020833333
0.29,55383.36126157407
0.24,55383.36230324074
0.09,55383.363344907404
0.07,55383.365428240744
0.27,55383.36646990741
0.09,55383.36751157408
0.16,55383.36855324074
0.18,55383.36959490741
0.15,55383.37063657407
0.31,55383.37167824074
0.23,55383.37273148148
0.4,55383.373773148145
0.41,55383.374814814815
0.11,55383.376921296294
0.08,55383.376921296294
0.13,55383.377962962964
0.15,55383.38109953704
0.1,55383.38528935185
0.15,55383.38743055556
0.13,55383.39163194445
0.21,55383.39266203704
0.52,55383.39371527778
0.46,55383.39582175926
0.42,55383.396886574075
0.41,55383.39792824074
0.36,55383.3990162037
0.51,55383.40006944445
0.42,55383.40109953703
0.39,55383.40215277778
0.35,55383.40320601852
0.33,55383.40425925926
0.41,55383.40530092592
0.44,55383.40635416667
0.36,55383.40744212963
0.46,55383.409525462965
0.36,55383.410578703704
0.31,55383.41162037037
0.3,55383.412673611114
0.12,55383.41373842592
0.21,55383.41478009259
0.2,55383.415821759256
0.51,55383.416875
0.47,55383.418969907405
0.32,55383.42008101852
0.3,55383.42217592592
0.27,55383.42322916666
0.36,55383.427037037036
0.55,55383.428078703706
0.63,55383.429131944446
0.63,55383.43019675926
1.08,55383.431238425925
0.92,55383.43230324074
0.4,55383.43335648148
0.45,55383.43440972222
0.58,55383.43655092592
0.6,55383.43760416667
0.51,55383.43866898148
0.46,55383.439733796295
0.41,55383.440787037034
0.41,55383.442881944444
0.21,55383.44398148148
0.26,55383.4450462963
0.29,55383.44609953704
0.3,55383.4471412037
0.35,55383.44819444444
0.37,55383.44925925926
0.26,55383.4503125
0.3,55383.451365740744
0.31,55383.45245370371
0.29,55383.453518518516
0.32,55383.45457175926
0.26,55383.455613425926
0.2,55383.456666666665
0.27,55383.45773148148
0.25,55383.45878472222
0.24,55383.45983796296
0.2,55383.46090277778
0.58,55383.46299768519
0.32,55383.4640625
0.14,55383.46511574074
0.18,55383.46618055556
0.24,55383.4672337963
0.3,55383.46828703704
0.18,55383.46934027778
0.21,55383.47145833333
0.13,55383.47251157407
0.1,55383.47356481481
0.12,55383.47467592593
0.12,55383.476793981485
0.13,55383.478900462964
0.15,55383.4799537037
0.19,55383.48101851852
0.16,55383.48207175926
0.15,55383.483125
0.11,55383.484189814815
0.38,55383.48525462963
0.25,55383.486296296294
0.14,55383.48736111111
0.14,55383.48841435185
0.14,55383.48947916667
0.18,55383.49054398148
0.17,55383.49159722222
0.18,55383.49265046296
0.2,55383.494780092595
0.24,55383.495844907404
0.24,55383.49689814815
0.21,55383.499027777776
0.15,55383.50115740741
0.23,55383.503275462965
0.26,55383.504328703704
0.24,55383.50898148148
0.14,55383.510046296295
0.31,55383.51111111111
0.28,55383.51217592593
0.21,55383.51322916667
0.16,55383.514328703706
0.16,55383.51540509259
0.13,55383.51644675926
0.18,55383.52013888889
0.18,55383.52333333333
0.09,55383.52546296296
0.19,55383.5296875
0.07,55383.532858796294
0.1,55383.53392361111
0.14,55383.53710648148
0.24,55383.5381712963
0.17,55383.53923611111
0.13,55383.540289351855
0.12,55383.54138888889
0.06,55383.5424537037
0.18,55383.546689814815
0.08,55383.547743055555
0.26,55383.548796296294
0.08,55383.54986111111
0.09,55383.55200231481
0.09,55383.55305555555
0.11,55383.556296296294
0.16,55383.55736111111
0.27,55383.55842592593
0.17,55383.559479166666
0.17,55383.5616087963
0.09,55383.56590277778
0.06,55383.568032407406
0.09,55383.56909722222
0.13,55383.57440972222
0.11,55383.57655092593
0.2,55383.57760416667
0.14,55383.57871527778
0.15,55383.579780092594
0.21,55383.58190972222
0.21,55383.58405092593
0.11,55383.585127314815
0.06,55383.587696759256
0.26,55383.58876157407
0.15,55383.589837962965
0.16,55383.59196759259
0.21,55383.59409722222
0.26,55383.59517361111
0.21,55383.596238425926
0.21,55383.59730324074
0.18,55383.59835648148
0.41,55383.600486111114
