mass,mjd
0.75,56735.24298611111
0.79,56735.244050925925
0.88,56735.24511574074
0.63,56735.24616898148
0.51,56735.2472337963
0.57,56735.24828703704
0.46,56735.24932870371
0.51,56735.250393518516
0.47,56735.25145833333
0.49,56735.25251157407
0.46,56735.253541666665
0.39,56735.25460648148
0.42,56735.2556712963
0.45,56735.25672453704
0.58,56735.25884259259
0.48,56735.25991898148
0.39,56735.26096064815
0.39,56735.26201388889
0.36,56735.26306712963
0.75,56735.264131944445
0.65,56735.26519675926
0.7,56735.26625
0.69,56735.26731481482
0.58,56735.26836805556
0.66,56735.26944444444
0.51,56735.27050925926
0.59,56735.271574074075
0.56,56735.27263888889
0.61,56735.2737037037
0.55,56735.27475694445
0.36,56735.27583333333
0.31,56735.27688657407
0.47,56735.277962962966
0.54,56735.27900462963
0.6,56735.280069444445
0.61,56735.281122685185
0.54,56735.2821875
0.53,56735.28324074074
0.57,56735.28430555556
0.58,56735.28537037037
0.63,56735.28643518518
0.4,56735.28748842593
0.49,56735.288564814815
0.32,56735.29070601852
0.28,56735.29175925926
0.42,56735.2928125
0.39,56735.29388888889
0.5,56735.294953703706
0.46,56735.298414351855
0.48,56735.299479166664
0.43,56735.30054398148
0.45,56735.3016087963
0.53,56735.30266203704
0.49,56735.30372685185
0.66,56735.30479166667
0.88,56735.30585648148
0.95,56735.306921296295
0.74,56735.30798611111
0.56,56735.30905092593
0.7,56735.31010416667
0.77,56735.31116898148
0.59,56735.3122337963
0.75,56735.313310185185
0.7,56735.31438657407
0.9,56735.31545138889
0.83,56735.316516203704
0.88,56735.31758101852
0.76,56735.31864583334
0.65,56735.319710648146
0.64,56735.32078703704
0.65,56735.321851851855
0.58,56735.322905092595
0.49,56735.32398148148
0.55,56735.3250462963
0.59,56735.32611111111
0.51,56735.32717592592
0.48,56735.328252314815
0.48,56735.32934027778
0.55,56735.330405092594
0.46,56735.331458333334
0.6,56735.33252314815
0.73,56735.33466435185
0.75,56735.33571759259
0.81,56735.33678240741
0.84,56735.337858796294
0.89,56735.33892361111
1.01,56735.34
1.04,56735.34105324074
1.06,56735.34211805555
1.08,56735.34318287037
1.48,56735.344247685185
1.08,56735.345300925925
