mass,mjd
2.29,56734.24248842592
2.35,56734.24354166666
2.62,56734.24460648148
2.17,56734.24564814815
2.2,56734.246724537035
2.21,56734.247766203705
2.4,56734.24883101852
2.57,56734.24989583333
2.43,56734.25094907408
2.19,56734.25199074074
1.97,56734.25304398148
2.35,56734.25412037037
2.25,56734.255162037036
1.88,56734.256203703706
1.94,56734.257268518515
2.18,56734.25832175926
2.24,56734.25938657407
2.16,56734.26045138889
1.76,56734.261516203704
2.33,56734.262557870374
1.79,56734.26362268518
2.12,56734.2646875
2.23,56734.26574074074
1.64,56734.266805555555
1.42,56734.268530092595
1.74,56734.269594907404
1.9,56734.27064814815
4.43,56734.27211805555
1.63,56734.2731712963
1.32,56734.27422453704
1.92,56734.276342592595
1.48,56734.277407407404
1.35,56734.2784837963
1.42,56734.27953703704
1.71,56734.280590277776
1.68,56734.28165509259
1.52,56734.28270833333
1.59,56734.283784722225
1.74,56734.284849537034
1.67,56734.28590277778
1.5,56734.28697916667
1.04,56734.28931712963
1.56,56734.29037037037
1.78,56734.291446759256
1.9,56734.29251157407
2.15,56734.29357638889
2.17,56734.294641203705
2.49,56734.29568287037
2.59,56734.296747685185
2.33,56734.2978125
2.24,56734.30128472222
1.91,56734.30233796296
1.78,56734.303402777776
2.0,56734.30446759259
1.46,56734.30553240741
1.41,56734.306597222225
1.38,56734.307662037034
1.6,56734.30871527778
1.33,56734.30978009259
1.2,56734.31085648148
1.27,56734.3119212963
1.36,56734.31298611111
1.4,56734.3140625
1.25,56734.31511574074
1.55,56734.31618055556
1.4,56734.317245370374
1.35,56734.31829861111
1.49,56734.31935185185
1.76,56734.32148148148
1.22,56734.32361111111
1.37,56734.32467592593
1.26,56734.3259375
1.26,56734.32744212963
1.73,56734.32850694445
1.39,56734.32959490741
1.42,56734.33063657407
0.89,56734.331712962965
1.99,56734.33277777778
2.35,56734.33384259259
1.67,56734.33493055555
1.91,56734.3359837963
1.57,56734.33770833333
1.13,56734.33876157407
1.42,56734.33982638889
1.47,56734.341527777775
0.89,56734.35864583333
0.81,56734.35971064815
0.66,56734.36075231482
0.8,56734.3618287037
1.02,56734.362916666665
0.86,56734.36398148148
0.64,56734.37155092593
1.18,56734.37267361111
1.42,56734.37373842593
0.95,56734.37671296296
0.77,56734.37778935185
0.7,56734.37887731481
0.77,56734.37994212963
1.0,56734.38103009259
0.22,56734.38208333333
1.2,56734.38315972222
1.12,56734.38423611111
1.04,56734.385300925926
1.09,56734.38637731481
1.04,56734.387453703705
0.87,56734.38851851852
0.87,56734.38959490741
0.7,56734.390706018516
1.7,56734.41296296296
1.15,56734.414039351854
0.96,56734.41509259259
1.37,56734.41619212963
2.0,56734.41724537037
1.97,56734.41829861111
1.09,56734.419386574074
1.34,56734.42045138889
0.84,56734.42152777778
1.65,56734.464953703704
1.76,56734.46625
3.3,56734.47862268519
1.52,56734.48100694444
1.55,56734.48210648148
2.31,56734.48318287037
2.37,56734.48427083333
2.97,56734.507372685184
2.75,56734.51179398148
2.55,56734.512870370374
2.65,56734.51395833334
2.67,56734.51525462963
1.69,56734.516331018516
2.16,56734.51740740741
2.37,56734.518472222226
2.32,56734.51956018519
2.17,56734.52064814815
2.6,56734.52174768518
2.6,56734.522824074076
2.73,56734.52391203704
2.67,56734.525
2.61,56734.526087962964
2.48,56734.52825231481
2.34,56734.52935185185
2.01,56734.532847222225
2.38,56734.53393518519
2.74,56734.53501157407
2.7,56734.53611111111
3.13,56734.5372337963
2.62,56734.538310185184
2.31,56734.53939814815
2.21,56734.54048611111
2.29,56734.54157407407
2.4,56734.542662037034
2.6,56734.543761574074
2.92,56734.54483796296
2.75,56734.5459375
2.54,56734.54702546296
2.32,56734.548125
2.24,56734.54920138889
2.01,56734.55030092593
2.13,56734.55137731481
1.99,56734.5525
2.22,56734.55469907408
2.26,56734.55577546296
1.96,56734.556875
1.68,56734.55795138889
2.15,56734.55905092593
2.08,56734.56013888889
2.12,56734.56123842593
2.1,56734.56232638889
2.61,56734.563425925924
2.2,56734.56451388889
2.16,56734.5655787037
2.36,56734.56664351852
2.33,56734.56775462963
2.18,56734.56883101852
1.97,56734.56989583333
2.06,56734.57099537037
2.47,56734.57208333333
2.47,56734.57425925926
2.1,56734.5753587963
1.2,56734.5775462963
1.67,56734.57864583333
1.97,56734.58467592593
1.49,56734.585868055554
0.98,56734.58697916667
1.92,56734.60346064815
2.02,56734.60456018519
1.82,56734.605625
1.66,56734.606724537036
1.95,56734.607835648145
1.69,56734.60891203704
1.81,56734.61224537037
1.21,56734.61444444444
1.47,56734.615532407406
1.56,56734.616631944446
1.39,56734.61771990741
1.96,56734.618796296294
2.11,56734.61989583333
2.2,56734.62099537037
2.1,56734.622083333335
2.01,56734.6231712963
1.84,56734.62427083333
1.65,56734.62534722222
1.38,56734.62645833333
1.11,56734.627546296295
1.13,56734.62899305556
1.37,56734.63009259259
1.28,56734.63119212963
1.11,56734.63230324074
1.19,56734.6333912037
