dimm,mjd
0.94,56737.224953703706
0.98,56737.2259837963
1.28,56737.22703703704
1.16,56737.2280787037
1.16,56737.22913194444
1.3,56737.23018518519
1.61,56737.231203703705
1.43,56737.232256944444
1.58,56737.23328703704
1.56,56737.23431712963
1.21,56737.23535879629
1.02,56737.23642361111
1.01,56737.2374537037
0.91,56737.238483796296
0.95,56737.239537037036
1.22,56737.240590277775
0.84,56737.24240740741
1.08,56737.24346064815
0.9,56737.24451388889
1.01,56737.2455787037
0.97,56737.24663194444
0.83,56737.24768518518
0.83,56737.24875
0.85,56737.24980324074
0.77,56737.250868055555
0.8,56737.25193287037
0.75,56737.252974537034
0.62,56737.25403935185
0.62,56737.25510416667
0.66,56737.256157407406
0.64,56737.25722222222
0.55,56737.25828703704
0.59,56737.25934027778
0.58,56737.260405092595
0.57,56737.261458333334
0.52,56737.26252314815
0.5,56737.26358796296
0.52,56737.26464120371
0.48,56737.265706018516
0.57,56737.26675925926
0.59,56737.2678125
0.54,56737.26888888889
0.55,56737.26994212963
0.49,56737.27101851852
0.67,56737.27207175926
0.54,56737.27313657408
0.61,56737.274201388886
0.53,56737.2752662037
0.52,56737.27633101852
0.54,56737.277395833335
0.49,56737.27846064815
0.47,56737.27952546296
0.46,56737.28057870371
0.45,56737.28166666667
0.46,56737.28273148148
0.52,56737.28376157407
0.57,56737.28482638889
0.41,56737.28587962963
0.4,56737.286944444444
0.42,56737.28800925926
0.43,56737.2890625
0.4,56737.290127314816
0.45,56737.29371527778
0.63,56737.29478009259
0.44,56737.29584490741
0.45,56737.2969212963
0.41,56737.29798611111
0.38,56737.29902777778
0.46,56737.30008101852
0.37,56737.301145833335
0.37,56737.30221064815
0.39,56737.303252314814
0.39,56737.30538194445
0.35,56737.306446759256
0.36,56737.30751157407
0.34,56737.30857638889
0.28,56737.309652777774
0.39,56737.31071759259
0.42,56737.31178240741
0.37,56737.31284722222
0.36,56737.31392361111
0.41,56737.31497685185
0.4,56737.31605324074
0.38,56737.31962962963
0.35,56737.32069444445
0.32,56737.32173611111
0.35,56737.322800925926
0.35,56737.323854166665
0.38,56737.32488425926
0.39,56737.325949074075
0.43,56737.32701388889
0.42,56737.32809027778
0.39,56737.32915509259
0.41,56737.33021990741
0.45,56737.33128472222
0.42,56737.332349537035
0.42,56737.33342592593
0.39,56737.33449074074
0.37,56737.33556712963
0.31,56737.33663194445
0.35,56737.337685185186
0.36,56737.33877314815
0.4,56737.34086805556
0.36,56737.34193287037
0.38,56737.34300925926
0.37,56737.34407407408
0.36,56737.345138888886
0.35,56737.34621527778
0.35,56737.347280092596
0.34,56737.348344907405
0.33,56737.3494212963
0.32,56737.350486111114
0.33,56737.3515625
0.36,56737.352627314816
0.31,56737.3537037037
0.34,56737.354780092595
0.38,56737.355844907404
0.39,56737.3569212963
0.41,56737.35799768518
0.38,56737.35903935185
0.39,56737.36011574074
0.4,56737.36225694444
0.35,56737.363344907404
0.37,56737.36440972222
0.34,56737.36548611111
0.32,56737.36655092592
0.35,56737.367627314816
0.38,56737.36869212963
0.36,56737.36976851852
0.34,56737.370844907404
0.3,56737.3719212963
0.32,56737.37299768518
0.34,56737.3740625
0.34,56737.37513888889
0.37,56737.376180555555
0.37,56737.37725694444
0.39,56737.378333333334
0.34,56737.37940972222
0.36,56737.380474537036
0.32,56737.38155092593
0.3,56737.38261574074
0.3,56737.38369212963
0.29,56737.39076388889
0.31,56737.39184027778
0.32,56737.392905092594
0.31,56737.39399305556
0.3,56737.39505787037
0.3,56737.397210648145
0.29,56737.39826388889
0.3,56737.39934027778
0.39,56737.400405092594
0.36,56737.40148148148
0.3,56737.40255787037
0.32,56737.40363425926
0.29,56737.404710648145
0.31,56737.40578703704
0.29,56737.406863425924
0.26,56737.40793981482
0.29,56737.4090162037
0.32,56737.410092592596
0.33,56737.41118055556
0.32,56737.41224537037
0.31,56737.41333333333
0.32,56737.41439814815
0.33,56737.41547453704
0.34,56737.4165625
0.32,56737.41763888889
0.32,56737.41872685185
0.31,56737.419803240744
0.29,56737.42087962963
0.3,56737.42196759259
0.29,56737.42304398148
0.33,56737.42412037037
0.34,56737.42519675926
0.31,56737.42627314815
0.32,56737.427349537036
0.36,56737.42842592593
0.31,56737.42951388889
0.31,56737.431666666664
0.35,56737.432754629626
0.37,56737.43383101852
0.39,56737.434907407405
0.36,56737.43599537037
0.33,56737.437060185184
0.35,56737.43813657408
0.42,56737.43922453704
0.38,56737.44028935185
0.43,56737.44137731481
0.38,56737.442465277774
0.42,56737.44354166667
0.46,56737.44461805555
0.48,56737.44569444445
0.38,56737.44677083333
0.4,56737.447858796295
0.47,56737.44893518519
0.42,56737.45002314815
0.47,56737.45108796296
0.46,56737.45217592592
0.46,56737.45326388889
0.39,56737.45434027778
0.46,56737.455416666664
0.46,56737.45649305556
0.48,56737.45758101852
0.5,56737.45866898148
0.57,56737.45974537037
0.57,56737.4608912037
0.46,56737.46196759259
0.5,56737.46304398148
0.58,56737.46413194444
0.6,56737.465208333335
0.52,56737.46630787037
0.46,56737.46974537037
0.45,56737.470821759256
0.49,56737.47190972222
0.45,56737.47298611111
0.46,56737.474074074074
0.48,56737.47516203704
0.53,56737.47621527778
0.5,56737.47729166667
0.6,56737.47837962963
0.58,56737.479467592595
0.55,56737.480532407404
0.49,56737.481620370374
0.46,56737.48269675926
0.53,56737.48378472222
0.54,56737.48486111111
0.54,56737.485914351855
0.59,56737.48700231482
0.66,56737.488078703704
0.6,56737.489166666666
0.63,56737.49023148148
0.57,56737.49130787037
0.67,56737.49239583333
0.76,56737.493472222224
0.91,56737.49454861111
0.9,56737.495625
0.78,56737.496712962966
0.77,56737.49780092593
0.88,56737.49885416667
0.6,56737.4999537037
0.8,56737.50103009259
0.97,56737.502118055556
0.99,56737.503217592595
1.11,56737.50430555556
1.19,56737.50539351852
0.94,56737.50648148148
0.89,56737.507569444446
0.92,56737.50863425926
0.71,56737.50971064815
1.02,56737.51079861111
0.98,56737.51188657407
1.09,56737.51296296297
1.05,56737.51405092593
0.87,56737.51513888889
0.95,56737.516226851854
0.76,56737.51730324074
0.73,56737.51840277778
0.78,56737.519479166665
0.67,56737.520578703705
0.7,56737.52166666667
0.81,56737.52275462963
0.86,56737.523831018516
0.9,56737.52491898148
0.97,56737.52600694444
0.92,56737.527083333334
0.81,56737.528182870374
0.78,56737.529270833336
0.75,56737.53034722222
0.69,56737.531435185185
0.77,56737.53252314815
0.77,56737.533587962964
0.85,56737.53466435185
1.01,56737.53576388889
1.04,56737.536840277775
0.85,56737.53792824074
1.0,56737.5390162037
0.87,56737.54011574074
0.94,56737.54119212963
1.09,56737.542280092595
0.99,56737.54335648148
1.11,56737.54443287037
1.13,56737.545486111114
1.28,56737.546585648146
1.03,56737.54766203704
1.26,56737.54875
0.8,56737.55092592593
0.9,56737.55202546297
0.81,56737.55311342593
0.74,56737.55420138889
0.82,56737.5553125
0.85,56737.55640046296
0.78,56737.55747685185
0.8,56737.55857638889
0.78,56737.55966435185
0.76,56737.560752314814
1.15,56737.56185185185
0.82,56737.563310185185
0.86,56737.56439814815
0.99,56737.56548611111
0.83,56737.56657407407
0.71,56737.567662037036
0.83,56737.56875
0.9,56737.56983796296
0.97,56737.570925925924
0.82,56737.57201388889
0.77,56737.57310185185
0.73,56737.57420138889
0.65,56737.57528935185
0.81,56737.576377314814
1.34,56737.57747685185
0.96,56737.578564814816
0.76,56737.57965277778
0.82,56737.58074074074
1.05,56737.58184027778
0.74,56737.58292824074
0.8,56737.58400462963
0.85,56737.58511574074
0.69,56737.58625
0.66,56737.58739583333
0.61,56737.58855324074
0.66,56737.58971064815
0.66,56737.59081018518
0.68,56737.591886574075
0.73,56737.592997685184
0.74,56737.59408564815
0.78,56737.595185185186
0.66,56737.59627314815
0.72,56737.59737268519
0.72,56737.59847222222
0.73,56737.59956018518
0.72,56737.60065972222
0.68,56737.60172453704
0.67,56737.606157407405
0.63,56737.607256944444
0.61,56737.60835648148
0.65,56737.60947916667
