dimm,mjd
0.75,56736.224270833336
0.69,56736.2253125
0.75,56736.22638888889
0.91,56736.227430555555
0.63,56736.228472222225
0.72,56736.22950231482
0.63,56736.23055555556
0.64,56736.2316087963
0.67,56736.23267361111
0.5,56736.23375
0.67,56736.234814814816
0.62,56736.23584490741
0.66,56736.23688657407
0.63,56736.23793981481
0.58,56736.23899305556
0.59,56736.240069444444
0.61,56736.241111111114
0.6,56736.24290509259
0.63,56736.243946759256
0.54,56736.24501157407
0.47,56736.24606481481
0.53,56736.24712962963
0.53,56736.2481712963
0.6,56736.249236111114
0.5,56736.25030092592
0.54,56736.25136574074
0.51,56736.25241898148
0.46,56736.25347222222
0.39,56736.25451388889
0.34,56736.255578703705
0.39,56736.256689814814
0.31,56736.257743055554
0.32,56736.25880787037
0.32,56736.25987268519
0.32,56736.26090277778
0.3,56736.26195601852
0.35,56736.263020833336
0.34,56736.264085648145
0.32,56736.265127314815
0.33,56736.26619212963
0.41,56736.26726851852
0.39,56736.26832175926
0.35,56736.269375
0.35,56736.270416666666
0.38,56736.27148148148
0.36,56736.272523148145
0.33,56736.273564814815
0.36,56736.2746412037
0.36,56736.27569444444
0.31,56736.276770833334
0.32,56736.27782407407
0.35,56736.27887731481
0.43,56736.279953703706
0.35,56736.281018518515
0.39,56736.28208333333
0.46,56736.283113425925
0.39,56736.284166666665
0.49,56736.28524305556
0.46,56736.2862962963
0.4,56736.28733796296
0.32,56736.28841435185
0.37,56736.28946759259
0.45,56736.29053240741
0.41,56736.29157407407
0.39,56736.29263888889
0.59,56736.29607638889
0.7,56736.29715277778
0.6,56736.29821759259
0.78,56736.29924768519
0.64,56736.30032407407
0.72,56736.30137731481
0.47,56736.30244212963
0.53,56736.303506944445
0.42,56736.30457175926
0.35,56736.305625
0.43,56736.30670138889
0.4,56736.30773148148
0.39,56736.308796296296
0.41,56736.30986111111
0.51,56736.3109375
0.43,56736.31199074074
0.41,56736.31306712963
0.4,56736.31412037037
0.46,56736.31518518519
0.46,56736.31625
0.48,56736.317291666666
0.52,56736.318333333336
0.45,56736.31940972222
0.43,56736.32047453704
0.46,56736.321539351855
0.42,56736.322604166664
0.52,56736.32366898148
0.64,56736.3247337963
0.7,56736.32579861111
0.54,56736.326875
0.52,56736.32792824074
0.4,56736.32900462963
0.51,56736.33006944445
0.65,56736.33113425926
0.35,56736.33219907407
0.42,56736.33326388889
0.41,56736.334328703706
0.42,56736.33537037037
0.34,56736.33644675926
0.31,56736.33752314815
0.31,56736.338587962964
0.32,56736.33965277778
0.34,56736.34071759259
0.33,56736.34179398148
0.45,56736.3428587963
0.47,56736.34392361111
0.43,56736.345
0.41,56736.34606481482
0.45,56736.3471412037
0.5,56736.34820601852
0.5,56736.349270833336
0.44,56736.350335648145
0.39,56736.35141203704
0.36,56736.352476851855
0.33,56736.35355324074
0.33,56736.35461805556
0.33,56736.35569444444
0.36,56736.35675925926
0.48,56736.357824074075
0.4,56736.35890046296
0.39,56736.3599537037
0.36,56736.36104166666
0.4,56736.36210648148
0.43,56736.36318287037
0.43,56736.36424768518
0.38,56736.365324074075
0.45,56736.366435185184
0.43,56736.3675
0.41,56736.368576388886
0.39,56736.36965277778
0.37,56736.370717592596
0.38,56736.37179398148
0.33,56736.3728587963
0.36,56736.373935185184
0.38,56736.37498842592
0.44,56736.376064814816
0.46,56736.3771412037
0.42,56736.37820601852
0.41,56736.379282407404
0.4,56736.38034722222
0.39,56736.381423611114
0.35,56736.38247685185
0.34,56736.38355324074
0.36,56736.384618055556
0.41,56736.38570601852
0.43,56736.386770833335
0.62,56736.39387731482
0.82,56736.39493055556
0.67,56736.396006944444
0.63,56736.39707175926
0.77,56736.398148148146
0.78,56736.39921296296
0.78,56736.400289351855
0.81,56736.40136574074
1.06,56736.40244212963
0.8,56736.40351851852
0.81,56736.404594907406
0.67,56736.4056712963
0.75,56736.406747685185
0.84,56736.40782407407
0.7,56736.40891203703
0.58,56736.40998842593
0.59,56736.41105324074
0.47,56736.41212962963
0.57,56736.41320601852
0.46,56736.41428240741
0.49,56736.41537037037
0.51,56736.41643518519
0.49,56736.41751157407
0.53,56736.418587962966
0.58,56736.41966435185
0.63,56736.42072916667
0.7,56736.4243287037
0.71,56736.425405092596
0.71,56736.42648148148
0.7,56736.42753472222
0.62,56736.42859953704
0.61,56736.4296875
0.56,56736.43184027778
0.41,56736.432905092595
0.48,56736.43398148148
0.46,56736.435069444444
0.51,56736.43613425926
0.48,56736.4372337963
0.45,56736.438310185185
0.57,56736.43938657407
0.68,56736.44045138889
0.66,56736.44150462963
0.51,56736.44259259259
0.54,56736.443657407406
0.48,56736.44474537037
0.44,56736.44582175926
0.47,56736.44689814815
0.51,56736.44797453703
0.47,56736.44905092593
0.49,56736.45013888889
0.43,56736.451203703706
0.44,56736.453368055554
0.47,56736.45445601852
0.57,56736.45549768519
0.65,56736.45658564815
0.6,56736.457662037035
0.57,56736.45875
0.51,56736.45982638889
0.51,56736.460914351854
0.54,56736.46197916667
0.5,56736.463055555556
0.57,56736.46413194444
0.58,56736.465208333335
0.68,56736.4662962963
0.94,56736.46737268518
1.02,56736.468460648146
1.35,56736.46953703704
0.51,56736.47405092593
0.64,56736.47513888889
0.59,56736.47621527778
0.42,56736.47729166667
0.44,56736.47837962963
0.51,56736.479467592595
0.43,56736.48054398148
0.45,56736.481620370374
0.43,56736.48269675926
0.38,56736.483773148146
0.4,56736.48486111111
0.4,56736.4859375
0.4,56736.48701388889
0.36,56736.48810185185
0.4,56736.48918981481
0.42,56736.490266203706
0.48,56736.49135416667
0.36,56736.492430555554
0.4,56736.49350694445
0.35,56736.49458333333
0.4,56736.495671296296
0.38,56736.49783564815
0.36,56736.498923611114
0.5,56736.5
0.51,56736.50111111111
0.44,56736.50219907407
0.46,56736.50325231482
0.51,56736.504328703704
0.51,56736.50540509259
0.41,56736.50645833334
0.45,56736.507523148146
0.53,56736.50861111111
0.44,56736.5096875
0.48,56736.510775462964
0.39,56736.51186342593
0.43,56736.51292824074
0.45,56736.51400462963
0.4,56736.515069444446
0.36,56736.51614583333
0.37,56736.517233796294
0.43,56736.51831018519
0.41,56736.51940972222
0.43,56736.52048611111
0.42,56736.521574074075
0.38,56736.52266203704
0.38,56736.52375
0.37,56736.524826388886
0.35,56736.52591435185
0.4,56736.52700231481
0.4,56736.52809027778
0.48,56736.52916666667
0.5,56736.530324074076
0.48,56736.53141203704
0.44,56736.53251157407
0.42,56736.533587962964
0.39,56736.53467592593
0.35,56736.53574074074
0.4,56736.536828703705
0.36,56736.537986111114
0.35,56736.5390625
0.4,56736.54016203704
0.42,56736.54125
0.37,56736.542337962965
0.44,56736.54342592593
0.45,56736.54451388889
0.48,56736.54560185185
0.4,56736.546689814815
0.34,56736.547743055555
0.38,56736.54883101852
0.37,56736.54990740741
0.36,56736.55099537037
0.32,56736.552083333336
0.37,56736.553148148145
0.34,56736.554247685184
0.35,56736.555300925924
0.36,56736.55747685185
0.44,56736.559652777774
0.4,56736.560740740744
0.43,56736.56181712963
0.45,56736.56291666667
0.41,56736.56400462963
0.43,56736.565092592595
0.46,56736.56616898148
0.51,56736.5672337963
0.51,56736.568333333336
0.44,56736.5694212963
0.47,56736.57050925926
0.45,56736.571608796294
0.47,56736.572696759256
0.6,56736.57377314815
0.55,56736.57487268518
0.62,56736.57597222222
0.69,56736.577060185184
0.6,56736.578148148146
0.58,56736.579247685186
0.58,56736.58032407407
0.5,56736.581412037034
0.51,56736.5825
0.52,56736.58358796296
0.47,56736.58467592593
0.51,56736.58583333333
0.54,56736.587002314816
0.55,56736.58813657407
0.57,56736.589224537034
