dimm,mjd
1.02,56735.22423611111
0.85,56735.225266203706
0.9,56735.2262962963
0.91,56735.227326388886
0.88,56735.22835648148
0.78,56735.23043981481
0.97,56735.231469907405
0.86,56735.2325
0.79,56735.23354166667
0.85,56735.23457175926
0.76,56735.235613425924
0.77,56735.23667824074
0.84,56735.237708333334
0.97,56735.23875
0.88,56735.239803240744
0.97,56735.24084490741
0.81,56735.242638888885
0.86,56735.24369212963
0.8,56735.24475694444
0.81,56735.24582175926
0.73,56735.246875
0.69,56735.247928240744
0.62,56735.24898148148
0.79,56735.25003472222
0.73,56735.25109953704
0.64,56735.25216435185
0.61,56735.25318287037
0.65,56735.25424768519
0.67,56735.25530092593
0.8,56735.25636574074
0.82,56735.257418981484
0.79,56735.258472222224
0.89,56735.25954861111
1.02,56735.26060185185
0.71,56735.261666666665
0.64,56735.262719907405
0.79,56735.263773148145
0.75,56735.26483796296
0.82,56735.2658912037
0.74,56735.26695601852
0.74,56735.268009259256
1.02,56735.26908564815
0.73,56735.27013888889
0.86,56735.271215277775
0.71,56735.27228009259
0.65,56735.274409722224
0.68,56735.27547453704
0.71,56735.277592592596
0.48,56735.278645833336
0.58,56735.279710648145
0.53,56735.28076388889
0.46,56735.2818287037
0.49,56735.28288194445
0.49,56735.28395833333
0.52,56735.28501157407
0.48,56735.28607638889
0.48,56735.287141203706
0.49,56735.28820601852
0.46,56735.28927083333
0.45,56735.29033564815
0.5,56735.29138888889
0.49,56735.2924537037
0.55,56735.29353009259
0.49,56735.29565972222
0.57,56735.29912037037
0.66,56735.30018518519
0.75,56735.30123842593
0.64,56735.302303240744
0.73,56735.30335648148
0.96,56735.3044212963
0.78,56735.30548611111
0.78,56735.3065625
0.87,56735.30761574074
0.79,56735.30869212963
0.83,56735.3097337963
0.87,56735.31079861111
0.61,56735.311875
0.72,56735.312951388885
0.69,56735.3140162037
0.73,56735.31508101852
0.7,56735.316145833334
0.66,56735.31722222222
0.78,56735.31827546296
0.61,56735.31935185185
0.58,56735.32042824074
0.65,56735.32148148148
0.57,56735.322546296295
0.54,56735.32362268519
0.63,56735.3246875
0.67,56735.32575231481
0.59,56735.32681712963
0.58,56735.327881944446
0.5,56735.32896990741
0.68,56735.330034722225
0.63,56735.331099537034
0.56,56735.33216435185
0.7,56735.33322916667
0.59,56735.33430555555
0.58,56735.3353587963
0.65,56735.33642361111
0.61,56735.3375
0.67,56735.33856481482
0.71,56735.33962962963
0.71,56735.34069444444
0.73,56735.34175925926
0.68,56735.342824074076
0.94,56735.34388888889
0.76,56735.344930555555
0.66,56735.34599537037
0.7,56735.34707175926
0.74,56735.34814814815
0.8,56735.34921296296
0.78,56735.35025462963
0.88,56735.3512962963
1.02,56735.35491898148
0.74,56735.3559837963
0.81,56735.35704861111
0.97,56735.358125
1.12,56735.35917824074
0.81,56735.360243055555
0.94,56735.36130787037
0.9,56735.36237268519
0.73,56735.3634375
0.58,56735.36450231481
0.69,56735.36556712963
0.63,56735.366631944446
0.75,56735.36770833333
0.66,56735.36876157407
0.68,56735.36981481482
0.64,56735.37085648148
0.69,56735.3719212963
0.59,56735.37299768518
0.82,56735.3740625
0.76,56735.37513888889
0.6,56735.3762037037
0.68,56735.37726851852
0.64,56735.37832175926
0.66,56735.37939814815
0.51,56735.38046296296
0.57,56735.38153935185
0.49,56735.38260416667
0.53,56735.38366898148
0.55,56735.38474537037
0.62,56735.385787037034
0.56,56735.386828703704
0.61,56735.38790509259
0.77,56735.38898148148
0.48,56735.396053240744
0.57,56735.39712962963
0.62,56735.398194444446
0.44,56735.39927083333
0.39,56735.40032407407
0.45,56735.401412037034
0.62,56735.40248842593
0.54,56735.40355324074
0.64,56735.404641203706
0.59,56735.405706018515
0.64,56735.40678240741
0.7,56735.407858796294
0.73,56735.40893518519
0.61,56735.41001157407
0.59,56735.41106481481
0.66,56735.41210648148
0.56,56735.413194444445
0.57,56735.41425925926
0.59,56735.415347222224
0.58,56735.41642361111
0.56,56735.41748842593
0.55,56735.41857638889
0.55,56735.41966435185
0.43,56735.42074074074
0.42,56735.42181712963
0.44,56735.42289351852
0.49,56735.42395833333
0.45,56735.425046296295
0.5,56735.42613425926
0.42,56735.42721064815
0.43,56735.42828703704
0.61,56735.43041666667
0.59,56735.43148148148
0.64,56735.43255787037
0.6,56735.43363425926
0.57,56735.43471064815
0.67,56735.43578703704
0.64,56735.437939814816
0.59,56735.4390162037
0.54,56735.440092592595
0.56,56735.441157407404
0.65,56735.442245370374
0.7,56735.44332175926
0.57,56735.444386574076
0.64,56735.44546296296
0.74,56735.446550925924
0.66,56735.45017361111
0.67,56735.45123842593
0.69,56735.45337962963
0.77,56735.45446759259
0.68,56735.45554398148
0.66,56735.45662037037
0.6,56735.457662037035
0.64,56735.458761574075
0.8,56735.45982638889
0.61,56735.46090277778
0.77,56735.46196759259
0.58,56735.463055555556
0.62,56735.46412037037
0.74,56735.46519675926
0.57,56735.46627314815
0.61,56735.467361111114
0.54,56735.4684375
0.53,56735.46949074074
0.55,56735.47056712963
0.55,56735.47164351852
0.68,56735.477800925924
0.66,56735.48033564815
0.74,56735.481400462966
0.6,56735.48247685185
0.7,56735.483564814815
0.7,56735.484606481485
0.72,56735.48568287037
0.64,56735.48677083333
0.72,56735.48784722222
0.71,56735.48892361111
0.7,56735.49002314815
0.78,56735.49144675926
0.8,56735.49361111111
1.04,56735.4946875
0.88,56735.49576388889
0.86,56735.49684027778
0.86,56735.49791666667
0.86,56735.49900462963
0.78,56735.500081018516
0.86,56735.50115740741
0.75,56735.502233796295
0.68,56735.503333333334
0.6,56735.50440972222
0.67,56735.50549768518
0.73,56735.5065625
0.79,56735.50761574074
0.7,56735.50869212963
0.74,56735.50976851852
0.72,56735.51086805556
0.74,56735.51193287037
0.77,56735.513020833336
0.61,56735.5141087963
0.66,56735.51519675926
0.6,56735.516284722224
0.66,56735.51734953704
0.74,56735.51844907407
0.61,56735.51950231481
0.64,56735.52056712963
0.58,56735.52164351852
0.58,56735.52269675926
0.57,56735.52377314815
0.55,56735.524872685186
0.64,56735.525972222225
0.54,56735.52704861111
0.56,56735.528136574074
0.91,56735.52921296296
0.72,56735.53026620371
0.84,56735.53135416667
0.75,56735.532430555555
0.74,56735.53351851852
0.8,56735.53459490741
0.75,56735.53568287037
0.77,56735.536770833336
0.75,56735.53787037037
0.78,56735.539305555554
0.78,56735.54038194445
0.77,56735.54146990741
0.75,56735.542546296296
0.85,56735.54362268518
0.69,56735.54472222222
0.65,56735.545798611114
0.67,56735.54688657408
0.88,56735.54796296296
0.65,56735.549050925925
0.89,56735.55011574074
0.92,56735.55119212963
0.87,56735.552303240744
0.7,56735.55337962963
0.93,56735.554456018515
0.74,56735.55552083333
0.88,56735.556608796294
0.9,56735.55769675926
0.89,56735.55877314815
1.15,56735.55986111111
0.91,56735.56092592593
0.91,56735.56201388889
1.06,56735.563101851854
1.11,56735.56418981482
0.83,56735.5652662037
0.85,56735.566354166665
0.89,56735.56744212963
0.89,56735.56851851852
0.91,56735.56958333333
1.01,56735.57067129629
0.82,56735.57283564815
0.76,56735.57393518519
1.08,56735.575011574074
1.04,56735.57609953704
0.94,56735.5771875
0.85,56735.57826388889
0.93,56735.58185185185
0.72,56735.58295138889
0.69,56735.58403935185
0.75,56735.585173611114
0.73,56735.58636574074
0.89,56735.5875
0.83,56735.58861111111
1.14,56735.58971064815
1.1,56735.59079861111
0.85,56735.591875
1.19,56735.59296296296
1.12,56735.594039351854
1.23,56735.59512731482
1.02,56735.59621527778
1.07,56735.597280092596
0.81,56735.59835648148
1.18,56735.59945601852
1.4,56735.60052083333
1.24,56735.6016087963
1.09,56735.60269675926
1.11,56735.603784722225
1.01,56735.60487268519
1.15,56735.60596064815
0.88,56735.60704861111
0.67,56735.61037037037
0.6,56735.61145833333
0.64,56735.612546296295
0.73,56735.61362268519
0.65,56735.61471064815
0.61,56735.615798611114
0.74,56735.61688657408
1.08,56735.61798611111
0.73,56735.61907407407
0.81,56735.620162037034
1.05,56735.621296296296
0.82,56735.62238425926
1.0,56735.6234837963
0.95,56735.624560185184
1.07,56735.625659722224
0.98,56735.626759259256
0.93,56735.627847222226
1.07,56735.62893518519
0.96,56735.63002314815
1.03,56735.63112268518
1.05,56735.63222222222
1.03,56735.63327546296
0.82,56735.634375
1.04,56735.63579861111
1.05,56735.63793981481
0.96,56735.639016203706
0.92,56735.640081018515
1.18,56735.64115740741
1.01,56735.642222222225
1.0,56735.64328703703
1.03,56735.64436342593
1.13,56735.64545138889
1.13,56735.64653935185
1.19,56735.64761574074
1.18,56735.648680555554
1.26,56735.64975694445
1.18,56735.65084490741
1.16,56735.65193287037
0.99,56735.653020833335
0.96,56735.656747685185
