file,strehl,rms_err,fwhm,mjd,epoch,AIRMASS,ITIME,COADDS,FWINAME,AZ,DMGAIN,DTGAIN,XREF,YREF,XSTREHL,YSTREHL,WSFRRT,AOLBFWHM,LSAMPPWR,LGRMSWF,AOAOAMED,TUBETEMP,telem_file,telem_mjd,rms_mean,rms_std,mass_mjd,dimm_mjd,masspro_mjd,cfht_mjd,mass,dimm,masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,wind_speed,wind_direction,temperature,relative_humidity,pressure
c0152.fits,0.257,394.1,64.61,54671.33855,08jullgs,1.51768,2.8,10,Kp,182.63327,0.250,0.050,413.506,700.537,524.745,422.238,750,1.061642,13.628052,167.0,452,-0.44837,,,,,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0153.fits,0.29600000000000004,373.1,60.69,54671.33912999999,08jullgs,1.51796,2.8,10,Kp,182.8741,0.250,0.050,413.118,699.867,524.344,421.535,750,1.046260,13.719516,137.2,445,-0.44951,,,,,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0154.fits,0.304,368.9,59.02,54671.339929999995,08jullgs,1.5184,2.8,10,Kp,183.21079,0.250,0.050,362.951,650.853,474.095,372.693,750,1.054827,13.582321,115.8,481,-0.44503,,,,,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0155.fits,0.336,353.3,57.48,54671.34051,08jullgs,1.51874,2.8,10,Kp,183.44942,0.250,0.050,364.172,649.862,475.390,371.600,750,1.027024,13.650918,142.9,494,-0.45504,,,,,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0156.fits,0.37,336.9,55.67,54671.34108,08jullgs,1.5191,2.8,10,Kp,183.68798,0.250,0.050,363.873,649.925,475.067,371.590,750,0.974493,13.605187,132.6,481,-0.46216,,,,,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0157.fits,0.307,367.7,59.22,54671.341810000005,08jullgs,1.51961,2.8,10,Kp,183.99416,0.250,0.050,432.017,689.394,543.189,411.186,750,1.008177,13.948174,117.4,423,-0.4723,,,,,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0158.fits,0.287,378.0,61.52,54671.342379999995,08jullgs,1.52003,2.8,10,Kp,184.23251,0.250,0.050,431.983,689.886,543.197,411.579,750,1.064925,13.856711,169.6,441,-0.47056,,,,,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0159.fits,0.298,372.0,62.11,54671.34296,08jullgs,1.52048,2.8,10,Kp,184.47196,0.250,0.050,432.048,689.965,543.189,411.783,750,1.030279,13.948174,110.0,403,-0.47176,,,,,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0160.fits,0.373,335.9,55.83,54671.3443,08jullgs,1.52163,2.8,10,Kp,185.03199,0.250,0.050,408.587,668.748,519.771,390.548,750,0.969538,13.582321,136.1,552,-0.47469,,,,,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0161.fits,0.35700000000000004,343.1,56.77,54671.34491,08jullgs,1.52219,2.8,10,Kp,185.28547,0.250,0.050,407.826,668.720,518.982,390.444,750,0.998025,13.719516,101.8,537,-0.48515,,,,,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0162.fits,0.36700000000000005,338.3,54.97,54671.345479999996,08jullgs,1.52275,2.8,10,Kp,185.52456,0.250,0.050,408.773,668.387,519.917,390.170,750,0.981064,13.742382,120.5,451,-0.49842,,,,,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0163.fits,0.353,344.9,57.52,54671.34619,08jullgs,1.52348,2.8,10,Kp,185.81951,0.250,0.050,436.830,696.904,548.020,418.639,750,1.009263,13.628052,85.6,467,-0.48293,,,,,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0164.fits,0.387,329.6,54.83,54671.346770000004,08jullgs,1.5241,2.8,10,Kp,186.05739,0.250,0.050,436.934,696.150,548.134,417.927,750,0.964619,13.948174,84.4,458,-0.48929,,,,,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0165.fits,0.384,331.0,55.07,54671.34734,08jullgs,1.52473,2.8,10,Kp,186.29483,0.250,0.050,437.677,695.718,548.874,417.369,750,0.981375,13.673784,79.0,483,-0.49733,,,,,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0166.fits,0.353,345.2,57.14,54671.348079999996,08jullgs,1.52559,2.8,10,Kp,186.60056,0.250,0.050,374.202,666.311,485.361,388.162,750,0.984631,13.628052,92.1,490,-0.50614,,,,,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0167.fits,0.37200000000000005,336.1,55.42,54671.34865,08jullgs,1.52629,2.8,10,Kp,186.83669,0.250,0.050,374.206,665.737,485.425,387.356,750,1.055092,13.628052,159.4,529,-0.51253,,,,,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0168.fits,0.36200000000000004,340.7,55.92,54671.349220000004,08jullgs,1.52701,2.8,10,Kp,187.07424,0.250,0.050,374.261,665.990,485.500,387.829,750,0.985216,13.582321,91.7,535,-0.49539,,,,,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0169.fits,0.354,344.5,58.09,54671.34995,08jullgs,1.52797,2.8,10,Kp,187.37722,0.250,0.050,435.482,663.888,546.723,385.546,750,0.952707,13.559455,84.1,484,-0.51215,,,,,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0170.fits,0.33,356.3,56.81,54671.35054,08jullgs,1.52877,2.8,10,Kp,187.61722,0.250,0.050,435.176,664.128,546.313,385.953,750,0.995565,13.605187,154.4,545,-0.51219,,,,,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0171.fits,0.315,363.4,61.75,54671.35111,08jullgs,1.52958,2.8,10,Kp,187.85488,0.250,0.050,434.590,664.073,545.756,385.920,750,1.004517,13.650918,180.0,530,-0.51839,,,,,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0172.fits,0.316,363.0,63.85,54671.35185,08jullgs,1.53066,2.8,10,Kp,188.15897,0.250,0.050,391.501,691.398,502.757,413.111,750,1.008315,13.719516,116.9,621,-0.52324,,,,,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0173.fits,0.226,412.5,72.82,54671.35242,08jullgs,1.53152,2.8,10,Kp,188.39395,0.250,0.050,389.469,692.154,501.102,414.029,750,1.149922,13.742382,234.1,577,-0.52632,,,,,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0174.fits,0.327,357.3,59.7,54671.35299,08jullgs,1.53241,2.8,10,Kp,188.62855,0.250,0.050,391.999,691.497,503.149,413.199,750,1.149922,13.673784,234.1,566,-0.54903,,,,,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0175.fits,0.25,398.4,68.16,54671.35374,08jullgs,1.53361,2.8,10,Kp,188.93553,0.250,0.050,382.793,641.028,493.960,362.677,750,1.149922,13.696650,234.1,601,-0.54755,,,,,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0181.fits,0.31,366.0,63.19,54671.357520000005,08jullgs,1.54037,2.8,10,Kp,190.47818,0.250,0.050,398.371,683.866,509.661,405.581,750,1.160795,13.879577,296.0,487,-0.55451,,,,,,,,54671.356944444444,,,,,,,,,,17.39,103.0,-0.32,41.0,617.6
c0182.fits,0.326,358.1,64.03,54671.358089999994,08jullgs,1.54149,2.8,10,Kp,190.70972,0.250,0.050,399.642,683.571,510.884,405.118,750,1.114466,13.788113,104.3,599,-0.57116,,,,,,,,54671.356944444444,,,,,,,,,,17.39,103.0,-0.32,41.0,617.6
c0183.fits,0.34,351.4,59.89,54671.3587,08jullgs,1.54272,2.8,10,Kp,190.95762,0.250,0.050,399.109,683.657,510.303,405.245,750,1.009617,13.925309,131.2,516,-0.56805,,,,,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0184.fits,0.33,356.1,60.37,54671.3595,08jullgs,1.54436,2.8,10,Kp,191.27907,0.250,0.050,437.571,639.812,548.814,361.405,750,1.072626,13.673784,145.1,520,-0.56681,,,,,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0185.fits,0.28600000000000003,378.3,63.3,54671.36007,08jullgs,1.54557,2.8,10,Kp,191.51006,0.250,0.050,436.522,639.893,547.817,361.555,750,1.027033,13.650918,122.9,570,-0.55877,,,,,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0186.fits,0.253,396.2,69.81,54671.36064,08jullgs,1.54681,2.8,10,Kp,191.74117,0.250,0.050,436.441,639.913,547.734,361.719,750,1.044282,13.559455,124.9,592,-0.56687,,,,,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0187.fits,0.207,424.7,75.32,54671.36142000001,08jullgs,1.54854,2.8,10,Kp,192.05274,0.250,0.050,435.183,639.874,546.714,361.357,750,1.104944,13.650918,118.7,567,-0.5553,,,,,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0188.fits,0.331,355.3,59.44,54671.36199,08jullgs,1.54985,2.8,10,Kp,192.28282,0.250,0.050,436.887,639.324,548.069,361.027,750,1.258539,13.719516,155.6,602,-0.57628,,,,,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0189.fits,0.161,456.7,95.56,54671.36256,08jullgs,1.55118,2.8,10,Kp,192.51315,0.250,0.050,434.996,640.910,546.506,362.453,750,1.258539,13.833845,155.6,476,-0.57737,,,,,,,,54671.36388888889,,,,,,,,,,19.13,105.0,-0.4,41.0,617.5
c0190.fits,0.265,389.7,67.61,54671.36327,08jullgs,1.55288,2.8,10,Kp,192.79762,0.250,0.050,422.931,688.920,534.129,410.505,750,1.258539,13.856711,155.6,577,-0.58151,,,,,,,,54671.36388888889,,,,,,,,,,19.13,105.0,-0.4,41.0,617.5
c0191.fits,0.342,350.1,59.55,54671.36384,08jullgs,1.55428,2.8,10,Kp,193.02584,0.250,0.050,422.994,689.137,534.176,410.913,750,1.040622,13.673784,107.7,568,-0.58476,,,,,,,,54671.36388888889,,,,,,,,,,19.13,105.0,-0.4,41.0,617.5
c0192.fits,0.33299999999999996,354.8,60.73,54671.364420000005,08jullgs,1.55572,2.8,10,Kp,193.25682,0.250,0.050,423.009,689.779,534.176,411.500,750,1.067857,13.673784,116.8,583,-0.58785,,,,,,,,54671.36388888889,,,,,,,,,,19.13,105.0,-0.4,41.0,617.5
c0194.fits,0.16899999999999998,450.7,83.27,54671.36572,08jullgs,1.55903,2.8,10,Kp,193.77098,0.250,0.050,400.072,650.266,511.896,372.031,750,1.026888,13.673784,108.4,592,-0.60858,,,,,,,,54671.367361111115,,,,,,,,,,16.52,100.0,-0.4,40.0,617.6
c0195.fits,0.301,370.5,63.51,54671.36629,08jullgs,1.56055,2.8,10,Kp,193.99795,0.250,0.050,401.666,648.799,512.937,370.451,750,1.247532,13.673784,131.6,609,-0.59362,,,,,,,,54671.367361111115,,,,,,,,,,16.52,100.0,-0.4,40.0,617.6
c0196.fits,0.271,386.3,66.61,54671.36701,08jullgs,1.56251,2.8,10,Kp,194.28376,0.250,0.050,401.937,698.021,513.426,419.892,750,1.114624,13.559455,155.8,627,-0.60537,,,,,,,,54671.367361111115,,,,,,,,,,16.52,100.0,-0.4,40.0,617.6
c0197.fits,0.233,407.9,72.92,54671.367620000005,08jullgs,1.56419,2.8,10,Kp,194.52467,0.250,0.050,401.027,698.369,512.824,420.127,750,1.161334,13.513723,102.5,656,-0.6007,,,,,,,,54671.367361111115,,,,,,,,,,16.52,100.0,-0.4,40.0,617.6
c0198.fits,0.221,415.6,75.33,54671.36819,08jullgs,1.56581,2.8,10,Kp,194.75069,0.250,0.050,401.771,698.280,513.345,420.046,750,1.122512,13.696650,101.6,598,-0.61804,,,,,,,,54671.367361111115,,,,,,,,,,16.52,100.0,-0.4,40.0,617.6
c0199.fits,0.20600000000000002,425.0,79.16,54671.368879999995,08jullgs,1.56777,2.8,10,Kp,195.02127,0.250,0.050,380.032,663.225,491.925,384.518,750,1.108101,13.719516,144.5,573,-0.60817,,,,,,,,54671.367361111115,,,,,,,,,,16.52,100.0,-0.4,40.0,617.6
c0200.fits,0.223,414.1,73.03,54671.36945,08jullgs,1.56945,2.8,10,Kp,195.24576,0.250,0.050,379.244,663.460,491.009,385.075,750,1.215307,13.810979,156.5,551,-0.61471,,,,,,,,54671.37083333333,,,,,,,,,,16.52,89.0,-0.45,40.0,617.6
c0201.fits,0.24100000000000002,403.2,70.26,54671.37002,08jullgs,1.57116,2.8,10,Kp,195.47068,0.250,0.050,379.043,663.440,490.826,385.040,750,1.215307,13.742382,156.5,547,-0.63597,,,,,,,,54671.37083333333,,,,,,,,,,16.52,89.0,-0.45,40.0,617.6
c0202.fits,0.242,402.9,70.96,54671.37071,08jullgs,1.57323,2.8,10,Kp,195.73829,0.250,0.050,410.017,636.669,521.839,358.180,750,1.215307,13.856711,156.5,549,-0.62335,,,,,,,,54671.37083333333,,,,,,,,,,16.52,89.0,-0.45,40.0,617.6
c0203.fits,0.217,418.2,75.06,54671.37127999999,08jullgs,1.57499,2.8,10,Kp,195.96129,0.250,0.050,409.895,636.711,521.479,358.401,750,1.194462,13.902443,144.6,704,-0.62243,,,,,,,,54671.37083333333,,,,,,,,,,16.52,89.0,-0.45,40.0,617.6
c0204.fits,0.214,419.9,74.61,54671.371889999995,08jullgs,1.57691,2.8,10,Kp,196.19913,0.250,0.050,409.886,635.972,521.470,357.603,750,1.128402,13.079272,140.3,565,-0.62308,,,,,,,,54671.37083333333,,,,,,,,,,16.52,89.0,-0.45,40.0,617.6
c0205.fits,0.24600000000000002,400.2,70.15,54671.37267999999,08jullgs,1.57943,2.8,10,Kp,196.50357,0.250,0.050,421.907,674.455,533.738,396.088,750,1.135083,13.559455,147.7,717,-0.63655,,,,,,,,54671.374305555546,,,,,,,,,,21.74,106.0,-0.45,40.0,617.5
c0206.fits,0.242,402.8,69.64,54671.37325,08jullgs,1.5813,2.8,10,Kp,196.7254,0.250,0.050,421.122,674.490,532.876,396.209,750,1.146933,13.513723,123.4,783,-0.64215,,,,,,,,54671.374305555546,,,,,,,,,,21.74,106.0,-0.45,40.0,617.5
c0207.fits,0.242,403.0,71.29,54671.37387,08jullgs,1.58336,2.8,10,Kp,196.96434,0.250,0.050,421.557,674.152,533.159,395.859,750,1.146933,13.559455,123.4,633,-0.63894,,,,,,,,54671.374305555546,,,,,,,,,,21.74,106.0,-0.45,40.0,617.5
c0208.fits,0.192,434.6,83.12,54671.374560000004,08jullgs,1.58571,2.8,10,Kp,197.23255,0.250,0.050,385.672,646.984,497.359,368.693,750,1.146933,13.605187,123.4,648,-0.64898,,,,,,,,54671.374305555546,,,,,,,,,,21.74,106.0,-0.45,40.0,617.5
c0209.fits,0.248,399.3,71.35,54671.37512999999,08jullgs,1.58768,2.8,10,Kp,197.45243,0.250,0.050,386.214,646.918,497.950,368.571,750,1.164183,13.490857,138.4,635,-0.64727,,,,,,,,54671.374305555546,,,,,,,,,,21.74,106.0,-0.45,40.0,617.5
c0210.fits,0.21600000000000003,418.6,74.47,54671.37571,08jullgs,1.58968,2.8,10,Kp,197.67179,0.250,0.050,387.264,647.043,498.724,368.730,750,1.147143,13.696650,142.6,583,-0.64754,,,,,,,,54671.374305555546,,,,,,,,,,21.74,106.0,-0.45,40.0,617.5
c0211.fits,0.23399999999999999,407.5,68.11,54671.37647,08jullgs,1.5924,2.8,10,Kp,197.96393,0.250,0.050,420.315,702.188,532.004,423.912,750,1.027934,13.650918,129.0,711,-0.64827,,,,,,,,54671.37777777779,,,,,,,,,,17.39,107.0,-0.45,40.0,617.5
c0212.fits,0.282,380.2,63.37,54671.37704,08jullgs,1.59447,2.8,10,Kp,198.18169,0.250,0.050,420.127,702.505,531.842,424.148,750,1.311420,13.650918,220.8,724,-0.67433,,,,,,,,54671.37777777779,,,,,,,,,,17.39,107.0,-0.45,40.0,617.5
c0213.fits,0.22699999999999998,411.9,68.48,54671.37762000001,08jullgs,1.59659,2.8,10,Kp,198.40141,0.250,0.050,420.141,702.630,531.893,424.329,750,1.311420,13.399394,220.8,836,-0.66413,,,,,,,,54671.37777777779,,,,,,,,,,17.39,107.0,-0.45,40.0,617.5
c0214.fits,0.20600000000000002,425.3,67.4,54671.37832999999,08jullgs,1.59924,2.8,10,Kp,198.67067,0.250,0.050,367.400,652.438,479.066,374.133,750,1.311420,13.445126,220.8,739,-0.66399,,,,,,,,54671.37777777779,,,,,,,,,,17.39,107.0,-0.45,40.0,617.5
c0215.fits,0.239,404.8,72.9,54671.3789,08jullgs,1.60141,2.8,10,Kp,198.88701,0.250,0.050,368.118,652.628,479.904,374.286,750,1.425797,13.353662,477.2,776,-0.66263,,,,,,,,54671.37777777779,,,,,,,,,,17.39,107.0,-0.45,40.0,617.5
c0217.fits,0.242,402.5,70.23,54671.380260000005,08jullgs,1.60671,2.8,10,Kp,199.39915,0.250,0.050,436.621,692.668,549.159,414.466,750,1.305475,13.422260,160.5,807,-0.69076,,,,,,,,54671.38125,,,,,,,,,,23.48,84.0,-0.52,40.0,617.3
c0218.fits,0.256,394.8,68.94,54671.380829999995,08jullgs,1.60899,2.8,10,Kp,199.61351,0.250,0.050,437.135,693.297,549.510,415.188,750,1.267686,13.559455,498.2,776,-0.68351,,,,,,,,54671.38125,,,,,,,,,,23.48,84.0,-0.52,40.0,617.3
c0219.fits,0.218,417.2,75.08,54671.3814,08jullgs,1.61131,2.8,10,Kp,199.82852,0.250,0.050,436.611,692.879,548.655,414.477,750,1.267686,13.467991,498.2,766,-0.68552,,,,,,,,54671.38125,,,,,,,,,,23.48,84.0,-0.52,40.0,617.3
c0220.fits,0.11599999999999999,495.9,115.03,54671.3822,08jullgs,1.6146,2.8,10,Kp,200.12693,0.250,0.050,402.805,670.930,514.796,392.760,750,1.267686,13.582321,498.2,679,-0.70203,,,,,,,,54671.38125,,,,,,,,,,23.48,84.0,-0.52,40.0,617.3
c0221.fits,0.136,477.9,99.74,54671.382770000004,08jullgs,1.61699,2.8,10,Kp,200.3396,0.250,0.050,401.956,670.786,514.023,392.905,750,1.359074,13.788113,219.3,572,-0.68532,,,,,,,,54671.38125,,,,,,,,,,23.48,84.0,-0.52,40.0,617.3
c0222.fits,0.196,431.3,79.04,54671.38334,08jullgs,1.61942,2.8,10,Kp,200.55197,0.250,0.050,402.622,670.412,514.680,392.071,750,1.327096,13.582321,145.8,602,-0.68263,,,,,,,,54671.38472222224,,,,,,,,,,17.39,109.0,-0.45,39.0,617.4
c0223.fits,0.267,388.5,70.74,54671.3841,08jullgs,1.62272,2.8,10,Kp,200.83461,0.250,0.050,431.381,699.118,543.054,420.926,750,1.169652,13.559455,143.3,696,-0.68417,,,,,,,,54671.38472222224,,,,,,,,,,17.39,109.0,-0.45,39.0,617.4
c0224.fits,0.303,369.3,65.04,54671.38467000001,08jullgs,1.62523,2.8,10,Kp,201.04546,0.250,0.050,432.821,698.698,544.615,420.278,750,1.205182,13.536589,191.9,681,-0.69612,,,,,,,,54671.38472222224,,,,,,,,,,17.39,109.0,-0.45,39.0,617.4
c0225.fits,0.257,394.0,69.08,54671.38525,08jullgs,1.62778,2.8,10,Kp,201.25667,0.250,0.050,432.956,698.733,544.737,420.275,750,1.205182,13.742382,191.9,601,-0.71695,,,,,,,,54671.38472222224,,,,,,,,,,17.39,109.0,-0.45,39.0,617.4
c0228.fits,0.11900000000000001,493.7,105.93,54671.38709,08jullgs,1.63622,2.8,10,Kp,201.9324,0.250,0.050,368.076,668.020,480.102,389.696,750,1.459703,13.559455,304.4,542,-0.73472,,,,,,,,54671.388194444444,,,,,,,,,,18.26,102.0,-0.45,39.0,617.3
c0229.fits,0.23199999999999998,408.8,71.61,54671.38779,08jullgs,1.6395,2.8,10,Kp,202.18537,0.250,0.050,432.724,666.615,544.613,388.122,750,1.209164,13.810979,427.8,578,-0.73895,,,,,,,,54671.388194444444,,,,,,,,,,18.26,102.0,-0.45,39.0,617.3
c0231.fits,0.174,447.0,82.47,54671.38894,08jullgs,1.64502,2.8,10,Kp,202.60129,0.250,0.050,432.749,667.875,544.775,389.372,750,1.294707,13.673784,175.9,691,-0.72899,,,,,,,,54671.388194444444,,,,,,,,,,18.26,102.0,-0.45,39.0,617.3
c2004.fits,0.376,334.2,53.91,54601.439360000004,08maylgs1,1.82651,2.8,10,Kp,148.19225,0.300,0.030,413.652,678.619,525.034,400.577,750,1.000096,14.771345,96.2,438,0.0273,,,,,,,,54601.44027777779,,,,,,,,,,0.87,285.0,1.07,76.0,615.5
c2005.fits,0.405,321.3,51.77,54601.44044,08maylgs1,1.8172,2.8,10,Kp,148.52999,0.300,0.030,413.869,678.309,525.236,400.308,750,0.928823,14.771345,102.9,420,0.01779,,,,,,,,54601.44027777779,,,,,,,,,,0.87,285.0,1.07,76.0,615.5
c2006.fits,0.39799999999999996,324.6,52.7,54601.441029999994,08maylgs1,1.81222,2.8,10,Kp,148.71411,0.300,0.030,413.906,678.533,525.280,400.483,750,0.954763,14.771345,106.3,463,0.01791,,,,,,,,54601.44027777779,,,,,,,,,,0.87,285.0,1.07,76.0,615.5
c2007.fits,0.413,317.9,51.45,54601.44161,08maylgs1,1.80736,2.8,10,Kp,148.89729,0.300,0.030,413.715,678.338,525.056,400.313,750,0.980421,14.634150,101.2,480,-0.00049,,,,,,,,54601.44027777779,,,,,,,,,,0.87,285.0,1.07,76.0,615.5
c2008.fits,0.396,325.3,53.07,54601.44236,08maylgs1,1.80123,2.8,10,Kp,149.13196,0.300,0.030,444.435,707.017,555.843,428.956,750,0.963671,14.771345,114.8,473,0.00158,,,,,,,,54601.44375,,,,,,,,,,1.74,106.0,1.07,79.0,615.5
c2009.fits,0.428,311.5,51.66,54601.44294,08maylgs1,1.79654,2.8,10,Kp,149.31499,0.300,0.030,444.576,707.007,555.938,428.980,750,0.963755,14.748480,131.2,488,-0.00135,,,,,,,,54601.44375,,,,,,,,,,1.74,106.0,1.07,79.0,615.5
c2010.fits,0.42100000000000004,314.6,51.85,54601.44352000001,08maylgs1,1.79183,2.8,10,Kp,149.50117,0.300,0.030,444.436,706.985,555.883,428.921,750,0.981795,14.794211,110.9,491,-0.01059,,,,,,,,54601.44375,,,,,,,,,,1.74,106.0,1.07,79.0,615.5
c2011.fits,0.402,322.7,53.77,54601.44424,08maylgs1,1.78611,2.8,10,Kp,149.73137,0.300,0.030,379.962,676.462,491.299,398.493,750,0.970823,14.702748,128.8,469,-0.00788,,,,,,,,54601.44375,,,,,,,,,,1.74,106.0,1.07,79.0,615.5
c2012.fits,0.41600000000000004,316.5,53.24,54601.444820000004,08maylgs1,1.78158,2.8,10,Kp,149.91684,0.300,0.030,380.428,676.725,491.895,398.729,750,0.983015,14.748480,139.8,438,-0.0012,,,,,,,,54601.44375,,,,,,,,,,1.74,106.0,1.07,79.0,615.5
c2013.fits,0.409,319.7,52.94,54601.44541,08maylgs1,1.77705,2.8,10,Kp,150.10504,0.300,0.030,379.698,676.926,490.997,398.898,750,1.007333,14.679882,127.6,500,-0.01615,,,,,,,,54601.44375,,,,,,,,,,1.74,106.0,1.07,79.0,615.5
c2014.fits,0.366,339.1,54.33,54601.44613,08maylgs1,1.77151,2.8,10,Kp,150.33935,0.300,0.030,445.019,676.474,556.338,398.542,750,1.007924,14.565553,126.0,499,-0.019,,,,,,,,54601.44722222224,,,,,,,,,,2.61,279.0,1.07,79.0,615.4
c2015.fits,0.361,341.2,56.63,54601.446710000004,08maylgs1,1.76716,2.8,10,Kp,150.52675,0.300,0.030,444.750,676.033,556.105,398.015,750,1.012712,14.817077,173.3,426,-0.022,,,,,,,,54601.44722222224,,,,,,,,,,2.61,279.0,1.07,79.0,615.4
c2016.fits,0.332,355.1,58.89,54601.4473,08maylgs1,1.76282,2.8,10,Kp,150.71627,0.300,0.030,444.487,675.520,555.899,397.479,750,1.012709,14.657016,143.3,467,-0.0354,,,,,,,,54601.44722222224,,,,,,,,,,2.61,279.0,1.07,79.0,615.4
c2017.fits,0.35600000000000004,343.5,56.15,54601.44802,08maylgs1,1.75751,2.8,10,Kp,150.9523,0.300,0.030,399.780,701.817,511.078,423.924,750,0.999622,14.748480,147.5,401,-0.03205,,,,,,,,54601.44722222224,,,,,,,,,,2.61,279.0,1.07,79.0,615.4
c2018.fits,0.401,323.3,53.5,54601.4486,08maylgs1,1.75331,2.8,10,Kp,151.14255,0.300,0.030,399.922,701.916,511.265,423.911,750,0.991403,14.771345,158.7,453,-0.02984,,,,,,,,54601.44722222224,,,,,,,,,,2.61,279.0,1.07,79.0,615.4
c2019.fits,0.405,321.4,51.75,54601.44919,08maylgs1,1.74912,2.8,10,Kp,151.33498,0.300,0.030,400.172,702.087,511.644,424.113,750,0.976409,14.657016,135.9,493,-0.03423,,,,,,,,54601.450694444444,,,,,,,,,,0.87,281.0,1.07,79.0,615.3
c2020.fits,0.355,344.3,55.46,54601.449929999995,08maylgs1,1.74385,2.8,10,Kp,151.58115,0.300,0.030,395.168,651.084,506.637,373.093,750,0.988842,14.771345,123.9,453,-0.03539,,,,,,,,54601.450694444444,,,,,,,,,,0.87,281.0,1.07,79.0,615.3
c2021.fits,0.375,334.7,54.25,54601.45051,08maylgs1,1.73981,2.8,10,Kp,151.77303,0.300,0.030,394.848,650.905,506.212,372.877,750,0.973876,14.679882,153.4,433,-0.04211,,,,,,,,54601.450694444444,,,,,,,,,,0.87,281.0,1.07,79.0,615.3
c2022.fits,0.36,341.8,55.45,54601.4511,08maylgs1,1.73579,2.8,10,Kp,151.96723,0.300,0.030,395.132,651.118,506.615,373.045,750,1.024433,14.817077,128.4,416,-0.03931,,,,,,,,54601.450694444444,,,,,,,,,,0.87,281.0,1.07,79.0,615.3
c2023.fits,0.276,383.6,61.37,54601.45186,08maylgs1,1.73062,2.8,10,Kp,152.2215,0.300,0.030,433.921,657.217,545.213,379.208,750,1.009932,14.725614,124.6,427,-0.04318,,,,,,,,54601.450694444444,,,,,,,,,,0.87,281.0,1.07,79.0,615.3
c2024.fits,0.382,331.8,53.42,54601.45244,08maylgs1,1.72675,2.8,10,Kp,152.41515,0.300,0.030,435.026,657.049,546.393,379.043,750,0.992500,14.839943,233.8,391,-0.05024,,,,,,,,54601.45416666667,,,,,,,,,,0.0,84.0,1.07,79.0,615.3
c2025.fits,0.39899999999999997,324.3,51.72,54601.45442,08maylgs1,1.71384,2.8,10,Kp,153.08345,0.300,0.030,434.656,656.923,546.034,378.925,750,1.016281,14.817077,103.9,314,-0.05284,,,,,,,,54601.45416666667,,,,,,,,,,0.0,84.0,1.07,79.0,615.3
c2027.fits,0.243,402.3,55.32,54601.4631,08maylgs1,1.66329,2.8,10,Kp,156.09684,0.500,0.300,412.220,679.170,523.710,401.058,100,0.205913,0.045732,3600.4,126,-0.08392,,,,,,,,54601.46458333333,,,,,,,,,,0.87,249.0,1.07,79.0,615.1
c2028.fits,0.287,377.8,52.58,54601.46432000001,08maylgs1,1.65694,2.8,10,Kp,156.53006,0.500,0.300,405.236,693.735,516.730,415.678,100,0.205913,0.045732,3600.4,127,-0.08427,,,,,,,,54601.46458333333,,,,,,,,,,0.87,249.0,1.07,79.0,615.1
