file,strehl,rms_err,fwhm,mjd,epoch,AIRMASS,ITIME,COADDS,FWINAME,AZ,DMGAIN,DTGAIN,XREF,YREF,XSTREHL,YSTREHL,WSFRRT,AOLBFWHM,LSAMPPWR,LGRMSWF,AOAOAMED,TUBETEMP,telem_file,telem_mjd,rms_mean,rms_std,mass_mjd,dimm_mjd,masspro_mjd,cfht_mjd,mass,dimm,masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,wind_speed,wind_direction,temperature,relative_humidity,pressure
c0077.fits,0.364,339.7,58.87,53212.34642,04jullgs,1.53088,0.181,50,Kp,188.1881,0.50,0.450,723.372,514.253,707.522,810.593,150,,,,160,1.98602,,,,,,,,53212.34722222222,,,,,,,,,,13.04,89.0,2.4,10.0,617.0
c0078.fits,0.37,337.0,57.58,53212.3472,04jullgs,1.53208,0.181,50,Kp,188.51157,0.50,0.450,723.584,514.732,707.685,810.952,150,,,,146,1.99841,,,,,,,,53212.34722222222,,,,,,,,,,13.04,89.0,2.4,10.0,617.0
c0079.fits,0.392,327.4,56.21,53212.3483,04jullgs,1.53385,0.181,50,Kp,188.96341,0.50,0.450,696.684,539.536,680.870,835.693,150,,,,148,1.97936,,,,,,,,53212.34722222222,,,,,,,,,,13.04,89.0,2.4,10.0,617.0
c0080.fits,0.377,333.9,58.13,53212.3486,04jullgs,1.53433,0.181,50,Kp,189.08304,0.50,0.450,696.926,539.362,680.940,835.474,150,,,,161,1.98788,,,,,,,,53212.34722222222,,,,,,,,,,13.04,89.0,2.4,10.0,617.0
c0081.fits,0.221,415.4,78.75,53212.34923,04jullgs,1.53541,0.181,50,Kp,189.34196,0.50,0.450,743.234,487.840,727.241,783.983,150,,,,156,1.99569,,,,,,,,53212.350694444445,,,,,,,,,,12.17,91.0,2.5,10.0,617.0
c0084.fits,0.36200000000000004,340.7,58.05,53212.35034,04jullgs,1.53737,0.181,50,Kp,189.7968,0.60,0.450,746.704,539.193,730.747,835.206,150,,,,143,1.99641,,,,,,,,53212.350694444445,,,,,,,,,,12.17,91.0,2.5,10.0,617.0
c0085.fits,0.322,360.1,60.09,53212.350860000006,04jullgs,1.53832,0.181,50,Kp,190.00889,0.60,0.450,697.125,489.181,681.414,785.297,150,,,,166,1.98476,,,,,,,,53212.350694444445,,,,,,,,,,12.17,91.0,2.5,10.0,617.0
c0086.fits,0.408,320.4,54.75,53212.35115,04jullgs,1.53887,0.181,50,Kp,190.12755,0.60,0.450,697.071,489.770,681.190,785.751,150,,,,166,1.99337,,,,,,,,53212.350694444445,,,,,,,,,,12.17,91.0,2.5,10.0,617.0
c0113.fits,0.32,361.1,59.66,53212.37502,04jullgs,1.60805,0.181,50,Kp,199.49884,0.60,0.450,710.961,518.185,695.099,814.546,150,,,,155,1.92205,,,,,,,,53212.375,,,,,,,,,,9.57,96.0,2.7,9.0,616.9
c0114.fits,0.293,374.8,62.18,53212.37543,04jullgs,1.60972,0.181,50,Kp,199.65544,0.60,0.450,710.217,517.854,694.233,814.012,150,,,,145,1.91418,,,,,,,,53212.375,,,,,,,,,,9.57,96.0,2.7,9.0,616.9
c0073.fits,0.12300000000000001,489.2,99.62,53581.29555,05jullgs,1.53285,2.8,10,Kp,171.27194,0.60,0.500,632.623,589.468,566.977,879.363,201,,14.333334,122.0,140,1.49049,,,,,,,,53581.29513888888,,,,,,,,,,10.43,122.0,1.1,11.0,615.8
c0076.fits,0.102,510.5,100.18,53581.29847,05jullgs,1.52852,2.8,10,Kp,172.47333,0.60,0.500,634.201,590.644,568.751,880.338,201,,13.952381,181.5,159,1.45776,,,,,,,,53581.29861111112,,,,,,,,,,10.43,120.0,1.2,12.0,615.8
c0079.fits,0.133,480.1,94.29,53581.30105,05jullgs,1.52525,2.8,10,Kp,173.543,0.60,0.500,634.688,590.708,569.050,880.558,201,,17.142857,151.4,142,1.44362,,,,,,,,53581.30208333334,,,,,,,,,,10.43,119.0,1.2,12.0,615.8
c0082.fits,0.126,487.0,98.41,53581.30361,05jullgs,1.52253,2.8,10,Kp,174.60336,0.60,0.500,634.761,589.860,569.225,879.748,201,,14.095238,145.2,107,1.41559,,,,,,,,53581.30208333334,,,,,,,,,,10.43,119.0,1.2,12.0,615.8
c0085.fits,0.145,470.1,87.87,53581.30612,05jullgs,1.52034,2.8,10,Kp,175.64831,0.60,0.500,633.339,589.131,567.740,878.985,201,,13.714286,148.0,110,1.40373,,,,,,,,53581.305555555555,,,,,,,,,,9.57,124.0,1.3,12.0,615.8
c0088.fits,0.098,515.8,110.6,53581.30968,05jullgs,1.51803,2.8,10,Kp,177.13685,0.60,0.500,631.143,588.177,565.604,878.010,301,,13.857143,421.1,102,1.38816,,,,,,,,53581.30902777778,,,,,,,,,,6.96,129.0,1.2,11.0,615.9
c0091.fits,0.114,497.8,101.33,53581.31217,05jullgs,1.517,2.8,10,Kp,178.18038,0.60,0.500,632.066,589.145,566.475,879.022,301,,14.047619,124.1,119,1.37012,,,,,,,,53581.3125,,,,,,,,,,9.57,126.0,1.2,10.0,615.9
c0094.fits,0.11800000000000001,494.6,96.84,53581.3149,05jullgs,1.51639,2.8,10,Kp,179.32083,0.60,0.500,636.383,589.540,570.842,879.543,301,,15.619048,186.6,122,1.36851,,,,,,,,53581.31597222222,,,,,,,,,,11.3,127.0,1.3,10.0,615.8
c0097.fits,0.129,483.6,93.49,53581.31744,05jullgs,1.51633,2.8,10,Kp,180.38795,0.60,0.500,637.732,590.771,571.961,880.844,301,,16.428572,109.7,179,1.35966,,,,,,,,53581.31597222222,,,,,,,,,,11.3,127.0,1.3,10.0,615.8
c0100.fits,0.09,524.6,112.72,53581.31995,05jullgs,1.51674,2.8,10,Kp,181.43794,0.45,0.500,633.834,590.064,568.239,879.884,301,,14.000000,139.7,77,1.34228,,,,,,,,53581.319444444445,,,,,,,,,,8.7,116.0,1.3,12.0,615.8
c0103.fits,0.154,462.6,86.08,53581.32241,05jullgs,1.51761,2.8,10,Kp,182.47001,0.45,0.500,635.566,589.986,570.019,879.963,301,,15.190476,150.4,110,1.32799,,,,,,,,53581.32291666666,,,,,,,,,,9.57,128.0,1.4,10.0,615.8
c0106.fits,0.133,480.6,85.61,53581.32501,05jullgs,1.51902,2.8,10,Kp,183.55861,0.45,0.500,638.685,590.193,572.766,880.037,301,,11.714286,211.3,98,1.32112,,,,,,,,53581.32638888888,,,,,,,,,,10.43,127.0,1.4,10.0,615.9
c0109.fits,0.14400000000000002,470.4,88.27,53581.32759,05jullgs,1.52091,2.8,10,Kp,184.63378,0.45,0.500,636.514,589.903,570.886,879.941,301,,11.714286,148.6,105,1.30516,,,,,,,,53581.32638888888,,,,,,,,,,10.43,127.0,1.4,10.0,615.9
c0112.fits,0.11900000000000001,492.9,93.45,53581.33006,05jullgs,1.5232,2.8,10,Kp,185.66072,0.45,0.500,636.589,590.521,570.910,880.573,301,,10.238095,159.2,71,1.28903,,,,,,,,53581.32986111112,,,,,,,,,,11.3,132.0,1.3,10.0,615.8
c0115.fits,0.111,501.1,99.71,53581.33253,05jullgs,1.52597,2.8,10,Kp,186.68824,0.45,0.500,637.400,589.577,571.730,879.458,301,,10.238095,169.8,83,1.30489,,,,,,,,53581.33333333334,,,,,,,,,,10.43,129.0,1.3,10.0,615.8
c0121.fits,0.14,473.9,89.7,53581.33758,05jullgs,1.53308,2.8,10,Kp,188.7704,0.45,0.500,634.980,589.356,569.417,879.299,301,,16.000000,213.3,126,1.2852,,,,,,,,53581.336805555555,,,,,,,,,,9.57,129.0,1.3,10.0,615.8
c0124.fits,0.10300000000000001,509.4,115.97,53581.34005,05jullgs,1.53728,2.8,10,Kp,189.77889,0.40,0.500,636.383,590.114,570.661,879.953,301,,15.047619,141.3,85,1.27644,,,,,,,,53581.34027777778,,,,,,,,,,10.43,133.0,1.4,10.0,615.8
c0127.fits,0.135,478.6,89.89,53581.34257,05jullgs,1.54209,2.8,10,Kp,190.8057,0.40,0.500,638.211,589.997,572.428,879.840,301,,13.142857,173.0,118,1.28349,,,,,,,,53581.34375,,,,,,,,,,9.57,128.0,1.3,10.0,615.9
c0133.fits,0.066,557.5,168.9,53581.347780000004,05jullgs,1.55367,2.8,10,Kp,192.90212,0.40,0.500,633.240,586.550,567.825,874.883,301,,17.523810,298.4,128,1.26996,,,,,,,,53581.34722222222,,,,,,,,,,12.17,130.0,1.3,10.0,615.8
c0136.fits,0.11800000000000001,493.8,97.34,53581.35024,05jullgs,1.55992,2.8,10,Kp,193.8807,0.40,0.500,637.599,589.804,571.854,878.903,301,,13.714286,225.8,100,1.24506,,,,,,,,53581.350694444445,,,,,,,,,,10.43,117.0,1.3,10.0,615.8
c0140.fits,0.09699999999999999,516.0,105.36,53581.35574,05jullgs,1.57582,2.8,10,Kp,196.04342,0.40,0.500,635.027,588.421,569.299,877.738,301,,16.714286,130.5,123,1.18785,,,,,,,,53581.35416666666,,,,,,,,,,10.43,130.0,1.2,11.0,615.9
c0143.fits,0.08199999999999999,534.8,136.17,53581.35834,05jullgs,1.58429,2.8,10,Kp,197.0521,0.50,0.500,631.559,588.437,565.911,878.031,301,,15.666667,124.6,149,1.1686,,,,,,,,53581.35763888888,,,,,,,,,,9.57,129.0,1.1,10.0,615.8
c0146.fits,0.079,538.6,126.38,53581.36095,05jullgs,1.59342,2.8,10,Kp,198.05304,0.50,0.500,633.384,589.421,567.716,878.572,301,,14.904762,114.6,135,1.16053,,,,,,,,53581.36111111112,,,,,,,,,,10.43,128.0,1.1,10.0,615.8
c0149.fits,0.134,479.6,87.3,53581.36357,05jullgs,1.60326,2.8,10,Kp,199.04996,0.50,0.500,636.628,590.199,570.886,879.900,301,,16.428572,181.6,175,1.11781,,,,,,,,53581.36458333334,,,,,,,,,,8.7,137.0,1.2,10.0,615.8
c0152.fits,0.151,465.0,87.54,53581.36626,05jullgs,1.61402,2.8,10,Kp,200.05719,0.50,0.500,638.236,590.504,572.373,880.470,301,,16.190476,142.0,79,1.12491,,,,,,,,53581.36458333334,,,,,,,,,,8.7,137.0,1.2,10.0,615.8
c0155.fits,0.10300000000000001,510.1,116.04,53581.36886,05jullgs,1.62519,2.8,10,Kp,201.02532,0.50,0.500,637.429,588.436,571.680,877.601,301,,16.380953,300.7,167,1.09321,,,,,,,,53581.368055555555,,,,,,,,,,6.96,128.0,1.3,10.0,615.7
c0161.fits,0.12,492.6,101.15,53581.374039999995,05jullgs,1.64951,2.8,10,Kp,202.91313,0.40,0.500,636.571,589.624,570.900,879.300,301,,16.904762,144.2,124,1.06606,,,,,,,,53581.375,,,,,,,,,,10.43,132.0,1.4,10.0,615.7
c1066.fits,0.38,332.7,55.49,53582.29155,05jullgs,1.53494,2.8,10,Kp,170.75436,0.30,0.200,617.244,565.226,551.862,855.380,252,,18.095238,153.6,75,3.63058,,,,,,,,53582.29166666666,,,,,,,,,,7.83,92.0,4.9,2.0,618.5
c1069.fits,0.324,359.0,60.28,53582.29397,05jullgs,1.53105,2.8,10,Kp,171.74984,0.30,0.200,616.694,565.062,551.120,855.136,252,,17.476191,106.4,63,3.65369,,,,,,,,53582.29513888888,,,,,,,,,,6.96,95.0,4.8,2.0,618.5
c1072.fits,0.354,344.7,56.86,53582.296460000005,05jullgs,1.52756,2.8,10,Kp,172.77507,0.30,0.200,615.961,565.199,550.459,855.400,252,,17.095238,107.5,90,3.68624,,,,,,,,53582.29513888888,,,,,,,,,,6.96,95.0,4.8,2.0,618.5
c1075.fits,0.345,348.9,57.47,53582.29879,05jullgs,1.52471,2.8,10,Kp,173.7412,0.30,0.200,615.898,565.739,550.297,855.920,252,,18.285715,104.4,72,3.707,,,,,,,,53582.29861111112,,,,,,,,,,8.7,93.0,4.9,2.0,618.5
c1078.fits,0.32799999999999996,356.8,60.35,53582.3012,05jullgs,1.52221,2.8,10,Kp,174.74157,0.30,0.200,616.593,564.650,551.088,854.782,252,,17.190477,130.7,68,3.68067,,,,,,,,53582.30208333334,,,,,,,,,,9.57,94.0,5.0,2.0,618.5
c1081.fits,0.35200000000000004,345.7,58.6,53582.303660000005,05jullgs,1.52012,2.8,10,Kp,175.76786,0.30,0.200,616.822,566.574,551.278,856.856,252,,17.476191,189.5,78,3.68213,,,,,,,,53582.30208333334,,,,,,,,,,9.57,94.0,5.0,2.0,618.5
c1084.fits,0.41,319.4,53.45,53582.306110000005,05jullgs,1.51849,2.8,10,Kp,176.78845,0.30,0.200,616.587,565.608,551.100,855.776,252,,17.857143,130.8,104,3.67145,,,,,,,,53582.305555555555,,,,,,,,,,8.7,83.0,5.1,2.0,618.5
c1087.fits,0.376,334.4,56.91,53582.30859,05jullgs,1.51729,2.8,10,Kp,177.82676,0.30,0.200,616.909,565.553,551.520,855.724,252,,17.190477,162.3,98,3.68705,,,,,,,,53582.30902777778,,,,,,,,,,11.3,92.0,5.2,2.0,618.6
c1090.fits,0.354,344.3,58.75,53582.31098,05jullgs,1.51658,2.8,10,Kp,178.82827,0.30,0.200,617.383,565.554,552.039,855.767,252,,17.428572,140.9,106,3.70938,,,,,,,,53582.3125,,,,,,,,,,8.7,94.0,5.3,2.0,618.6
c1093.fits,0.34600000000000003,348.1,59.1,53582.31332,05jullgs,1.5163,2.8,10,Kp,179.80859,0.30,0.200,615.409,566.301,549.903,856.552,252,,17.142857,148.3,105,3.70928,,,,,,,,53582.3125,,,,,,,,,,8.7,94.0,5.3,2.0,618.6
c1096.fits,0.381,332.3,56.52,53582.31575,05jullgs,1.51644,2.8,10,Kp,180.82786,0.30,0.200,616.838,565.725,551.284,855.866,252,,18.190477,125.2,105,3.67568,,,,,,,,53582.31597222222,,,,,,,,,,6.96,98.0,5.2,2.0,618.7
c1099.fits,0.363,340.4,58.05,53582.318139999996,05jullgs,1.517,2.8,10,Kp,181.82775,0.30,0.200,616.135,565.597,550.726,855.783,252,,17.095238,147.7,135,3.67777,,,,,,,,53582.319444444445,,,,,,,,,,7.83,98.0,5.2,2.0,618.7
c1102.fits,0.359,342.0,59.05,53582.32061,05jullgs,1.51804,2.8,10,Kp,182.86364,0.30,0.200,616.788,565.223,551.145,855.325,252,,18.238096,145.5,148,3.68345,,,,,,,,53582.319444444445,,,,,,,,,,7.83,98.0,5.2,2.0,618.7
c1105.fits,0.36700000000000005,338.4,58.5,53582.32301,05jullgs,1.51949,2.8,10,Kp,183.86794,0.30,0.200,616.994,566.212,551.432,856.406,252,,17.619048,133.1,170,3.68404,,,,,,,,53582.32291666666,,,,,,,,,,7.83,97.0,5.1,2.0,618.7
c1108.fits,0.353,345.1,58.29,53582.32555,05jullgs,1.5215,2.8,10,Kp,184.92783,0.30,0.200,617.015,565.433,551.495,855.606,252,,16.904762,147.3,86,3.6847,,,,,,,,53582.32638888888,,,,,,,,,,9.57,101.0,5.1,2.0,618.8
c1111.fits,0.344,349.3,60.34,53582.328160000005,05jullgs,1.52407,2.8,10,Kp,186.012,0.30,0.200,617.869,564.699,552.284,854.828,252,,16.809524,129.4,168,3.71341,,,,,,,,53582.32986111112,,,,,,,,,,6.96,99.0,5.1,2.0,618.7
c1114.fits,0.408,320.3,54.82,53582.33072,05jullgs,1.5271,2.8,10,Kp,187.07088,0.30,0.200,616.770,565.044,551.191,855.129,252,,16.619048,128.2,184,3.71615,,,,,,,,53582.32986111112,,,,,,,,,,6.96,99.0,5.1,2.0,618.7
c1117.fits,0.387,329.5,57.17,53582.3331,05jullgs,1.53038,2.8,10,Kp,188.05383,0.30,0.200,616.584,565.267,551.053,855.353,252,,17.095238,126.1,171,3.77417,,,,,,,,53582.33333333334,,,,,,,,,,9.57,97.0,5.1,2.0,618.7
c1120.fits,0.371,336.6,58.85,53582.335530000004,05jullgs,1.53418,2.8,10,Kp,189.05132,0.30,0.200,616.115,564.667,550.612,854.828,252,,17.571429,142.6,220,3.75839,,,,,,,,53582.336805555555,,,,,,,,,,10.43,95.0,5.2,2.0,618.8
c1126.fits,0.11599999999999999,381.7,85.07,53582.344410000005,05jullgs,1.5521,7.4,3,H,192.64868,0.30,0.200,616.266,565.300,550.786,855.185,252,,17.095238,590.1,261,3.77922,,,,,,,,53582.34375,,,,,,,,,,7.83,98.0,5.3,2.0,618.8
c1129.fits,0.21,324.7,60.96,53582.34684,05jullgs,1.55816,7.4,3,H,193.61992,0.30,0.200,615.331,566.873,549.649,857.002,252,,17.285715,170.4,256,3.7908,,,,,,,,53582.34722222222,,,,,,,,,,7.83,99.0,5.3,2.0,618.9
c1132.fits,0.19899999999999998,330.4,60.88,53582.34923,05jullgs,1.56459,7.4,3,H,194.56532,0.30,0.200,615.732,567.457,550.048,857.629,252,,17.571429,122.6,266,3.81345,,,,,,,,53582.350694444445,,,,,,,,,,7.83,111.0,5.3,2.0,618.9
c1135.fits,0.207,326.4,59.54,53582.35168,05jullgs,1.57173,7.4,3,H,195.52882,0.30,0.200,616.193,566.749,550.589,856.760,252,,18.619048,119.5,322,3.82491,,,,,,,,53582.350694444445,,,,,,,,,,7.83,111.0,5.3,2.0,618.9
c1138.fits,0.226,317.0,57.17,53582.35422,05jullgs,1.57968,7.4,3,H,196.51892,0.30,0.200,615.653,567.202,550.004,857.250,252,,17.333334,117.1,266,3.86628,,,,,,,,53582.35416666666,,,,,,,,,,9.57,98.0,5.3,2.0,618.9
c1141.fits,0.217,321.4,59.29,53582.3566,05jullgs,1.58768,7.4,3,H,197.4385,0.30,0.200,617.800,567.246,552.167,857.441,252,,16.285715,151.9,283,3.83181,,,,,,,,53582.35763888888,,,,,,,,,,8.7,105.0,5.3,2.0,618.8
c1144.fits,0.244,308.6,53.94,53582.35906,05jullgs,1.59651,7.4,3,H,198.37934,0.30,0.200,618.204,566.794,552.597,856.842,252,,18.333334,119.4,301,3.86469,,,,,,,,53582.35763888888,,,,,,,,,,8.7,105.0,5.3,2.0,618.8
c1147.fits,0.262,300.6,53.07,53582.36144,05jullgs,1.60559,7.4,3,H,199.28013,0.30,0.200,617.636,567.204,551.962,857.345,252,,19.047619,132.7,295,3.90843,,,,,,,,53582.36111111112,,,,,,,,,,6.96,95.0,5.3,2.0,618.8
c1150.fits,0.255,303.8,54.13,53582.36385,05jullgs,1.61535,7.4,3,H,200.18143,0.30,0.200,617.702,566.908,552.056,856.947,252,,17.000000,132.9,282,3.92016,,,,,,,,53582.36458333334,,,,,,,,,,7.83,108.0,5.2,2.0,618.8
c1153.fits,0.233,313.5,57.07,53582.36619,05jullgs,1.62543,7.4,3,H,201.05018,0.30,0.200,617.217,567.021,551.577,857.116,252,,16.952381,115.5,228,3.92959,,,,,,,,53582.36458333334,,,,,,,,,,7.83,108.0,5.2,2.0,618.8
c1156.fits,0.235,312.7,54.98,53582.36853,05jullgs,1.63608,7.4,3,H,201.90924,0.30,0.200,617.767,566.607,552.177,856.747,252,,17.095238,145.2,282,3.95271,,,,,,,,53582.368055555555,,,,,,,,,,8.7,106.0,5.2,2.0,618.8
c1159.fits,0.225,317.6,57.04,53582.37087,05jullgs,1.64732,7.4,3,H,202.75827,0.30,0.200,618.214,566.433,552.708,856.504,252,,16.095238,125.9,267,3.97049,,,,,,,,53582.37152777778,,,,,,,,,,7.83,107.0,5.2,2.0,618.8
c1162.fits,0.214,322.9,58.48,53582.3732,05jullgs,1.65912,7.4,3,H,203.5943,0.30,0.200,617.995,566.990,552.415,857.044,252,,16.761905,105.6,265,3.96274,,,,,,,,53582.37152777778,,,,,,,,,,7.83,107.0,5.2,2.0,618.8
c0092.fits,0.261,422.2,70.01,53551.38864,05junlgs,1.52008,7.2,5,PK50_1.5,175.89162,0.55,0.320,422.601,685.941,422.601,685.941,201,,13.142857,131.1,192,4.23657,,,,,,,,53551.38888888888,,,,,,,,,,0.0,93.0,5.2,8.0,618.3
c0093.fits,0.29,405.5,62.69,53551.38956,05junlgs,1.51945,7.2,5,PK50_1.5,176.27657,0.55,0.320,221.580,888.991,221.580,888.991,201,,13.142857,131.1,189,4.2433,,,,,,,,53551.38888888888,,,,,,,,,,0.0,93.0,5.2,8.0,618.3
c0094.fits,0.34700000000000003,374.6,60.1,53551.39046,05junlgs,1.51885,7.2,5,PK50_1.5,176.65209,0.55,0.320,624.191,484.319,624.191,484.319,201,,13.238095,141.3,170,4.22247,,,,,,,,53551.38888888888,,,,,,,,,,0.0,93.0,5.2,8.0,618.3
c0095.fits,0.319,389.4,62.87,53551.39135,05junlgs,1.51838,7.2,5,PK50_1.5,177.02329,0.55,0.320,623.940,889.118,623.940,889.118,201,,12.904762,101.6,162,4.20182,,,,,,,,53551.39236111112,,,,,,,,,,0.0,93.0,5.5,8.0,618.3
c0096.fits,0.315,391.7,61.52,53551.39224,05junlgs,1.51791,7.2,5,PK50_1.5,177.39667,0.55,0.320,224.653,486.337,224.653,486.337,201,,13.285715,122.1,175,4.21327,,,,,,,,53551.39236111112,,,,,,,,,,0.0,93.0,5.5,8.0,618.3
c0097.fits,0.368,361.3,60.0,53551.39505,05junlgs,1.51692,8.0,5,PK50_1.5,178.57409,0.55,0.320,424.641,688.241,424.641,688.241,201,,12.952381,126.1,183,4.18716,,,,,,,,53551.39583333334,,,,,,,,,,0.0,93.0,5.6,8.0,618.3
c0098.fits,0.37,360.5,58.21,53551.39604,05junlgs,1.51673,8.0,5,PK50_1.5,178.98908,0.55,0.320,223.826,889.077,223.826,889.077,201,,12.571429,109.8,198,4.17436,,,,,,,,53551.39583333334,,,,,,,,,,0.0,93.0,5.6,8.0,618.3
c0099.fits,0.39799999999999996,346.9,57.47,53551.39702,05junlgs,1.51655,8.0,5,PK50_1.5,179.39976,0.55,0.320,626.406,483.415,626.406,483.415,201,,13.428572,146.0,210,4.17676,,,,,,,,53551.39583333334,,,,,,,,,,0.0,93.0,5.6,8.0,618.3
c0100.fits,0.36200000000000004,364.3,59.49,53551.39791,05junlgs,1.51652,8.0,5,PK50_1.5,179.77328,0.55,0.320,625.130,888.477,625.130,888.477,201,,13.047619,134.5,186,4.1545,,,,,,,,53551.399305555555,,,,,,,,,,0.0,93.0,5.5,8.0,618.2
c0101.fits,0.32899999999999996,381.1,62.18,53551.39886,05junlgs,1.51649,8.0,5,PK50_1.5,180.17316,0.55,0.320,226.891,486.252,226.891,486.252,201,,13.142857,147.5,192,4.15539,,,,,,,,53551.399305555555,,,,,,,,,,0.0,93.0,5.5,8.0,618.2
c0062.fits,0.34700000000000003,348.0,59.17,53933.28159,06jullgs,1.72826,2.8,10,Kp,152.35659,0.30,0.300,407.850,675.218,521.335,399.939,356,,8.969492,105.2,87,3.92321,,,,,,,,53933.280555555546,,,,,,,,,,12.17,107.0,3.7,14.0,616.7
c0064.fits,0.337,352.7,60.97,53933.283220000005,06jullgs,1.71755,2.8,10,Kp,152.90605,0.30,0.300,408.030,674.867,521.732,399.247,356,,9.016950,107.8,87,3.91661,,,,,,,,53933.28402777779,,,,,,,,,,12.17,102.0,3.7,13.0,616.6
c0066.fits,0.386,329.7,56.78,53933.28482000001,06jullgs,1.70741,2.8,10,Kp,153.44838,0.25,0.300,408.855,674.890,522.392,399.391,356,,8.874577,89.7,85,3.9076,,,,,,,,53933.28402777779,,,,,,,,,,12.17,102.0,3.7,13.0,616.6
c0070.fits,0.40700000000000003,320.6,53.6,53933.288270000005,06jullgs,1.68667,2.8,10,Kp,154.6353,0.25,0.300,437.750,702.989,551.274,427.562,356,,9.016950,104.0,87,3.89766,,,,,,,,53933.2875,,,,,,,,,,11.3,107.0,3.7,14.0,616.7
c0072.fits,0.32299999999999995,359.3,61.82,53933.28995,06jullgs,1.67709,2.8,10,Kp,155.2225,0.25,0.300,436.327,702.852,549.975,427.324,356,,9.016950,101.0,96,3.89747,,,,,,,,53933.29097222224,,,,,,,,,,13.04,74.0,3.6,14.0,616.7
c0074.fits,0.349,347.1,58.53,53933.291710000005,06jullgs,1.66746,2.8,10,Kp,155.84093,0.25,0.300,374.187,671.774,487.844,396.294,356,,9.064408,135.4,88,3.89048,,,,,,,,53933.29097222224,,,,,,,,,,13.04,74.0,3.6,14.0,616.7
c0076.fits,0.374,335.4,56.05,53933.29336,06jullgs,1.65871,2.8,10,Kp,156.42928,0.25,0.300,374.026,671.958,487.655,396.548,356,,8.993221,94.9,93,3.88201,,,,,,,,53933.294444444444,,,,,,,,,,13.04,99.0,3.8,12.0,616.7
c0078.fits,0.332,355.2,60.45,53933.29501,06jullgs,1.65032,2.8,10,Kp,157.01883,0.25,0.300,374.432,672.125,488.065,396.676,356,,8.684747,100.3,108,3.89281,,,,,,,,53933.294444444444,,,,,,,,,,13.04,99.0,3.8,12.0,616.7
c0080.fits,0.349,346.7,58.42,53933.29675,06jullgs,1.6418,2.8,10,Kp,157.64728,0.25,0.300,435.355,666.619,549.044,391.200,356,,9.064408,92.0,105,3.87562,,,,,,,,53933.29791666667,,,,,,,,,,11.3,101.0,4.0,12.0,616.7
c0082.fits,0.39299999999999996,326.7,55.14,53933.29837999999,06jullgs,1.63412,2.8,10,Kp,158.24082,0.25,0.300,435.169,666.538,548.829,391.119,356,,9.064408,97.3,103,3.86945,,,,,,,,53933.29791666667,,,,,,,,,,11.3,101.0,4.0,12.0,616.7
c0084.fits,0.327,357.3,60.39,53933.3001,06jullgs,1.62632,2.8,10,Kp,158.87205,0.25,0.300,435.200,667.139,548.884,391.942,356,,9.349153,79.3,117,3.86824,,,,,,,,53933.30138888889,,,,,,,,,,13.91,101.0,4.0,12.0,616.7
c0086.fits,0.35700000000000004,343.1,58.11,53933.30185,06jullgs,1.61869,2.8,10,Kp,159.5211,0.25,0.300,393.556,697.972,507.187,422.513,356,,9.372882,94.1,110,3.87256,,,,,,,,53933.30138888889,,,,,,,,,,13.91,101.0,4.0,12.0,616.7
c0088.fits,0.33899999999999997,351.9,59.43,53933.30355,06jullgs,1.61163,2.8,10,Kp,160.1523,0.25,0.300,393.013,699.015,506.659,423.764,356,,9.277967,89.9,114,3.86044,,,,,,,,53933.304861111115,,,,,,,,,,11.3,101.0,4.0,13.0,616.8
c0090.fits,0.366,338.8,57.31,53933.305270000004,06jullgs,1.60476,2.8,10,Kp,160.79754,0.25,0.300,393.332,698.354,506.991,422.966,356,,9.206781,152.4,112,3.85052,,,,,,,,53933.304861111115,,,,,,,,,,11.3,101.0,4.0,13.0,616.8
c0092.fits,0.406,321.0,54.1,53933.30704,06jullgs,1.59798,2.8,10,Kp,161.46791,0.25,0.300,387.861,646.671,501.396,371.183,356,,9.159323,91.9,108,3.84505,,,,,,,,53933.30902777778,,,,,,,,,,13.04,74.0,4.0,13.0,616.8
c0094.fits,0.39,328.2,55.97,53933.30874,06jullgs,1.59175,2.8,10,Kp,162.11777,0.25,0.300,387.717,646.409,501.304,370.967,356,,9.135594,102.2,129,3.84287,,,,,,,,53933.30902777778,,,,,,,,,,13.04,74.0,4.0,13.0,616.8
c0096.fits,0.38,332.8,56.12,53933.31032999999,06jullgs,1.58619,2.8,10,Kp,162.72637,0.25,0.300,387.466,646.026,501.107,370.485,356,,8.969492,97.8,117,3.81534,,,,,,,,53933.30902777778,,,,,,,,,,13.04,74.0,4.0,13.0,616.8
c0098.fits,0.34700000000000003,347.9,58.99,53933.3122,06jullgs,1.57996,2.8,10,Kp,163.44774,0.25,0.300,428.564,651.899,542.159,376.260,356,,9.301696,72.8,110,3.82833,,,,,,,,53933.3125,,,,,,,,,,11.3,80.0,3.9,14.0,616.8
c0100.fits,0.40399999999999997,321.9,54.96,53933.31389,06jullgs,1.57459,2.8,10,Kp,164.10615,0.25,0.300,428.873,651.659,542.498,376.167,356,,9.111865,98.6,114,3.80707,,,,,,,,53933.31527777779,,,,,,,,,,11.3,96.0,3.8,13.0,616.8
