mass,mjd
0.1,57112.24611111111
0.06,57112.27195601852
0.09,57112.27506944445
0.11,57112.27612268519
0.09,57112.280277777776
0.06,57112.28234953704
0.1,57112.28591435185
0.09,57112.30979166667
0.11,57112.31291666667
0.12,57112.317083333335
0.16,57112.32021990741
0.07,57112.32127314815
0.11,57112.32334490741
0.06,57112.32543981481
0.08,57112.33587962963
0.14,57112.3390162037
0.12,57112.34005787037
0.16,57112.34108796297
0.25,57112.342141203706
0.2,57112.3431712963
0.12,57112.34630787037
0.18,57112.347337962965
0.34,57112.34837962963
0.23,57112.34943287037
0.18,57112.353310185186
0.06,57112.35539351852
0.15,57112.35644675926
0.1,57112.364340277774
0.06,57112.36539351852
0.12,57112.366435185184
0.1,57112.36853009259
0.18,57112.36958333333
0.1,57112.37063657407
0.07,57112.38217592592
0.08,57112.38425925926
0.09,57112.3853125
0.07,57112.38847222222
0.06,57112.40528935185
0.1,57112.40738425926
0.18,57112.4084375
0.21,57112.409479166665
0.2,57112.410532407404
0.16,57112.41158564815
0.14,57112.41263888889
0.07,57112.41369212963
0.09,57112.41474537037
0.14,57112.41788194444
0.06,57112.428402777776
0.11,57112.43052083333
0.08,57112.43157407407
0.07,57112.43261574074
0.08,57112.436840277776
0.08,57112.43788194445
0.07,57112.438935185186
0.09,57112.44496527778
0.1,57112.446018518516
0.14,57112.44708333333
0.15,57112.44813657407
0.12,57112.44917824074
0.13,57112.45023148148
0.15,57112.4512962963
0.18,57112.45233796296
0.09,57112.4533912037
0.21,57112.45549768519
0.11,57112.4565625
0.09,57112.45762731481
0.13,57112.45868055556
0.12,57112.4597337963
0.13,57112.46078703704
0.15,57112.461851851855
0.15,57112.46394675926
0.16,57112.465
0.27,57112.46712962963
0.21,57112.46922453704
0.18,57112.470289351855
0.17,57112.471342592595
0.19,57112.473449074074
0.22,57112.47450231481
0.18,57112.47555555555
0.16,57112.47662037037
0.16,57112.47766203704
0.15,57112.47872685185
0.13,57112.479780092595
0.13,57112.480844907404
0.2,57112.48189814815
0.19,57112.483298611114
0.12,57112.484351851854
0.14,57112.48540509259
0.16,57112.48645833333
0.15,57112.48857638889
0.07,57112.49068287037
0.07,57112.492789351854
0.08,57112.49385416666
0.08,57112.49490740741
0.13,57112.497025462966
0.14,57112.498090277775
0.12,57112.49914351852
0.11,57112.50020833333
0.09,57112.50126157407
0.1,57112.50232638889
0.14,57112.50337962963
0.13,57112.50444444444
0.15,57112.50444444444
0.15,57112.50550925926
0.15,57112.5065625
0.18,57112.50763888889
0.15,57112.5087037037
0.16,57112.50976851852
0.13,57112.51082175926
0.09,57112.51293981481
0.07,57112.51400462963
0.1,57112.515069444446
0.08,57112.51613425926
0.1,57112.517175925925
0.16,57112.519270833334
0.16,57112.52033564815
0.1,57112.52140046296
0.12,57112.52245370371
0.11,57112.52606481482
0.09,57112.528182870374
0.18,57112.530324074076
0.16,57112.53138888889
0.15,57112.5324537037
0.17,57112.533530092594
0.13,57112.534583333334
0.16,57112.53564814815
0.2,57112.53670138889
0.14,57112.537766203706
0.18,57112.538831018515
0.13,57112.53989583333
0.14,57112.54096064815
0.12,57112.54236111111
0.06,57112.544490740744
0.12,57112.5466087963
0.16,57112.54767361111
0.11,57112.548726851855
0.11,57112.549791666665
0.07,57112.55085648148
0.16,57112.554027777776
0.11,57112.55614583333
0.21,57112.55721064815
0.2,57112.55826388889
0.16,57112.559328703705
0.14,57112.56039351852
0.18,57112.56144675926
0.18,57112.56251157408
0.2,57112.56358796296
0.17,57112.56462962963
0.26,57112.56569444444
0.28,57112.56675925926
0.28,57112.5678125
0.26,57112.56994212963
0.29,57112.571018518516
0.29,57112.572071759256
0.28,57112.573159722226
0.31,57112.57423611111
0.22,57112.57747685185
0.22,57112.57958333333
0.22,57112.580659722225
0.22,57112.581712962965
0.22,57112.58277777778
0.22,57112.58384259259
0.22,57112.58490740741
0.22,57112.58597222222
0.22,57112.58703703704
0.22,57112.588125
0.22,57112.58918981482
0.22,57112.59024305556
0.22,57112.59130787037
0.22,57112.59237268518
0.22,57112.5934375
0.22,57112.594513888886
0.22,57112.5955787037
0.22,57112.597708333335
0.22,57112.59983796296
0.22,57112.60089120371
0.22,57112.601956018516
0.22,57112.604097222225
0.22,57112.605150462965
0.22,57112.60622685185
0.22,57112.60729166667
0.22,57112.60836805555
0.22,57112.6094212963
0.22,57112.61048611111
0.22,57112.6115625
0.22,57112.61262731482
0.22,57112.61368055556
0.22,57112.614756944444
0.22,57112.61581018518
0.22,57112.616875
0.22,57112.617951388886
0.22,57112.6190162037
0.22,57112.62006944444
0.22,57112.62113425926
0.22,57112.62221064815
0.22,57112.62327546296
0.22,57112.62541666667
0.22,57112.62646990741
