dimm,mjd
1.04,57111.22729166667
1.07,57111.228310185186
0.98,57111.22934027778
0.88,57111.23037037037
1.13,57111.23138888889
1.05,57111.23241898148
0.98,57111.233449074076
1.02,57111.23447916667
0.93,57111.23552083333
0.92,57111.23653935185
0.76,57111.23758101852
0.65,57111.23861111111
0.93,57111.239641203705
0.77,57111.2406712963
0.86,57111.24171296296
0.89,57111.242743055554
0.98,57111.24450231482
0.94,57111.24554398148
0.89,57111.24658564815
0.83,57111.247615740744
0.72,57111.24864583334
0.76,57111.2496875
0.84,57111.25072916667
0.98,57111.251747685186
0.8,57111.25277777778
0.75,57111.25383101852
0.83,57111.25487268518
0.77,57111.255902777775
0.72,57111.25693287037
0.66,57111.25797453704
0.85,57111.2590162037
0.75,57111.26005787037
0.74,57111.261087962965
0.95,57111.2631712963
0.72,57111.26422453704
0.68,57111.26525462963
0.69,57111.266284722224
0.56,57111.27212962963
0.57,57111.2731712963
0.51,57111.274201388886
0.45,57111.275243055556
0.53,57111.27627314815
0.56,57111.27731481481
0.63,57111.27835648148
0.66,57111.279398148145
0.64,57111.280439814815
0.65,57111.281481481485
0.5,57111.28252314815
0.55,57111.28356481482
0.51,57111.28460648148
0.56,57111.28563657407
0.65,57111.28666666667
0.49,57111.28770833334
0.55,57111.28875
0.6,57111.28978009259
0.55,57111.290821759256
0.5,57111.29185185185
0.53,57111.29289351852
0.56,57111.29394675926
0.6,57111.29497685185
0.61,57111.29601851852
0.57,57111.297060185185
0.49,57111.298101851855
0.47,57111.29914351852
0.56,57111.30018518519
0.63,57111.30121527778
0.59,57111.30226851852
0.45,57111.30331018518
0.44,57111.30435185185
0.44,57111.30538194445
0.41,57111.30642361111
0.43,57111.30746527778
0.52,57111.30849537037
0.52,57111.309537037036
0.58,57111.310578703706
0.63,57111.31162037037
0.64,57111.31266203704
0.68,57111.31371527778
0.65,57111.31474537037
0.64,57111.315787037034
0.44,57111.316828703704
0.5,57111.31787037037
0.59,57111.318923611114
0.54,57111.31996527778
0.48,57111.32100694445
0.37,57111.32203703704
0.4,57111.3230787037
0.38,57111.32413194444
0.43,57111.325162037036
0.48,57111.326203703706
0.37,57111.32724537037
0.46,57111.32828703704
0.48,57111.3293287037
0.56,57111.33037037037
0.52,57111.33142361111
0.6,57111.332453703704
0.53,57111.333506944444
0.54,57111.334548611114
0.47,57111.33663194445
0.4,57111.33767361111
0.41,57111.33872685185
0.41,57111.33976851852
0.48,57111.34081018518
0.43,57111.341875
0.45,57111.34291666667
0.69,57111.34396990741
1.06,57111.34501157407
0.79,57111.34605324074
0.7,57111.34710648148
0.7,57111.34813657407
0.83,57111.34918981481
0.82,57111.35023148148
0.57,57111.351273148146
0.53,57111.352326388886
0.59,57111.353368055556
0.61,57111.354409722226
0.44,57111.355462962965
0.6,57111.356516203705
0.55,57111.35755787037
0.7,57111.358611111114
0.84,57111.35965277778
0.38,57111.368483796294
0.43,57111.369525462964
0.45,57111.3705787037
0.45,57111.37162037037
0.45,57111.372662037036
0.41,57111.373715277776
0.39,57111.374756944446
0.44,57111.375810185185
0.35,57111.376863425925
0.4,57111.378969907404
0.35,57111.380011574074
0.35,57111.381064814814
0.37,57111.38209490741
0.38,57111.38314814815
0.38,57111.384201388886
0.32,57111.385243055556
0.35,57111.38663194444
0.31,57111.38767361111
0.36,57111.388715277775
0.39,57111.38976851852
0.39,57111.39082175926
0.38,57111.391863425924
0.42,57111.392916666664
0.45,57111.39396990741
0.48,57111.39501157407
0.39,57111.39710648148
0.52,57111.39815972222
0.47,57111.39921296296
0.4,57111.40025462963
0.37,57111.40130787037
0.39,57111.402349537035
0.44,57111.40341435185
0.38,57111.40446759259
0.36,57111.40550925926
0.35,57111.4065625
0.36,57111.40762731482
0.3,57111.40869212963
0.39,57111.409733796296
0.32,57111.410787037035
0.4,57111.41185185185
0.43,57111.41290509259
0.33,57111.41395833333
0.34,57111.41501157408
0.47,57111.41605324074
0.59,57111.41710648148
0.54,57111.41815972222
0.49,57111.41921296297
0.58,57111.420266203706
0.71,57111.421319444446
0.5,57111.422372685185
0.54,57111.423425925925
0.59,57111.424479166664
0.62,57111.425520833334
0.68,57111.426574074074
0.69,57111.42763888889
0.57,57111.42869212963
0.61,57111.4297337963
0.56,57111.43078703704
0.55,57111.43184027778
0.57,57111.432905092595
0.54,57111.43394675926
0.87,57111.43863425926
0.94,57111.439675925925
0.76,57111.440717592595
0.8,57111.441770833335
0.83,57111.442824074074
0.79,57111.44702546296
0.64,57111.4480787037
