dimm,mjd
0.54,55424.23957175926
0.53,55424.24162037037
0.39,55424.24266203704
0.47,55424.24369212963
0.53,55424.24575231481
0.56,55424.246782407405
0.46,55424.247824074075
0.57,55424.24885416667
0.52,55424.249872685185
0.44,55424.25094907408
0.52,55424.25199074074
0.46,55424.25303240741
0.48,55424.25407407407
0.46,55424.25510416667
0.49,55424.25686342592
0.38,55424.25790509259
0.33,55424.258935185186
0.35,55424.260034722225
0.32,55424.26106481482
0.39,55424.26210648148
0.41,55424.263136574074
0.32,55424.26417824074
0.28,55424.26521990741
0.38,55424.26625
0.38,55424.267280092594
0.5,55424.26832175926
0.45,55424.26936342593
0.36,55424.27039351852
0.64,55424.27143518518
0.34,55424.273506944446
0.37,55424.274560185186
0.38,55424.27559027778
0.43,55424.27662037037
0.35,55424.278703703705
0.38,55424.2797337963
0.47,55424.28076388889
0.57,55424.28181712963
0.28,55424.28387731482
0.34,55424.28491898148
0.3,55424.285949074074
0.4,55424.286990740744
0.46,55424.28803240741
0.48,55424.2890625
0.44,55424.29011574074
0.53,55424.29119212963
0.4,55424.292233796295
0.51,55424.293275462966
0.42,55424.29431712963
0.47,55424.29534722222
0.67,55424.29892361111
0.47,55424.29996527778
0.6,55424.302037037036
0.47,55424.30412037037
0.46,55424.30621527778
0.63,55424.30725694444
0.65,55424.30829861111
0.57,55424.30934027778
0.72,55424.31037037037
0.47,55424.31141203704
0.45,55424.31568287037
0.4,55424.316712962966
0.57,55424.31775462963
0.44,55424.31880787037
0.47,55424.31984953704
0.41,55424.3208912037
0.49,55424.32193287037
0.54,55424.32297453703
0.58,55424.324016203704
0.6,55424.325057870374
0.48,55424.32609953704
0.59,55424.328194444446
0.57,55424.32923611111
0.6,55424.33027777778
0.61,55424.33236111111
0.56,55424.334502314814
0.57,55424.33658564815
0.53,55424.33762731482
0.46,55424.33866898148
0.63,55424.33972222222
0.63,55424.34075231481
0.52,55424.34180555555
0.46,55424.34284722222
0.65,55424.34390046296
0.68,55424.34494212963
0.46,55424.34599537037
0.57,55424.347025462965
0.47,55424.348078703704
0.39,55424.34912037037
0.52,55424.350173611114
0.83,55424.35121527778
0.52,55424.352268518516
0.47,55424.353310185186
0.61,55424.35539351852
0.55,55424.35748842593
0.65,55424.35851851852
0.56,55424.35957175926
0.52,55424.360625
0.51,55424.36167824074
0.5,55424.36376157407
0.49,55424.36481481481
0.6,55424.36584490741
0.59,55424.367951388886
0.62,55424.36900462963
0.48,55424.370046296295
0.71,55424.371087962965
0.59,55424.372141203705
0.65,55424.37318287037
0.59,55424.374247685184
0.44,55424.37634259259
0.63,55424.377384259256
0.6,55424.3784375
0.52,55424.380532407406
0.67,55424.381585648145
0.61,55424.38263888889
0.8,55424.38369212963
0.65,55424.38474537037
0.66,55424.385787037034
0.83,55424.38788194444
0.5,55424.38997685185
0.54,55424.39209490741
0.62,55424.39313657407
0.54,55424.39417824074
0.53,55424.395219907405
0.51,55424.39628472222
0.52,55424.39734953704
0.4,55424.39840277778
0.54,55424.400509259256
0.42,55424.401550925926
0.4,55424.402604166666
0.45,55424.403657407405
0.39,55424.404710648145
0.44,55424.405752314815
0.46,55424.40980324074
0.55,55424.41085648148
0.44,55424.41189814815
0.47,55424.412939814814
0.46,55424.413993055554
0.48,55424.41502314815
0.5,55424.41607638889
0.56,55424.41711805556
0.64,55424.41818287037
0.64,55424.419270833336
0.73,55424.419270833336
0.66,55424.420324074075
0.55,55424.42136574074
0.91,55424.423483796294
0.57,55424.42559027778
0.53,55424.42663194444
0.54,55424.42768518518
0.54,55424.42873842592
0.62,55424.43238425926
0.64,55424.4334375
0.57,55424.434479166666
0.44,55424.435532407406
0.36,55424.436574074076
0.49,55424.438680555555
0.57,55424.439722222225
0.5,55424.440775462965
0.52,55424.441828703704
0.44,55424.442881944444
0.31,55424.443923611114
0.59,55424.44497685185
0.45,55424.447071759256
0.44,55424.448125
0.35,55424.44917824074
0.41,55424.45023148148
0.43,55424.451273148145
0.71,55424.45232638889
0.41,55424.45337962963
0.31,55424.45548611111
0.41,55424.45653935185
0.39,55424.45758101852
0.36,55424.45863425926
0.36,55424.459699074076
0.34,55424.46074074074
0.4,55424.46184027778
0.4,55424.46289351852
0.34,55424.46394675926
0.36,55424.46498842593
0.35,55424.466157407405
0.27,55424.467210648145
0.39,55424.469351851854
0.46,55424.47041666666
0.37,55424.47146990741
0.44,55424.47357638889
0.39,55424.47462962963
0.37,55424.47568287037
0.52,55424.47673611111
0.39,55424.477800925924
0.37,55424.478854166664
0.36,55424.48097222222
0.77,55424.48306712963
0.59,55424.484131944446
0.38,55424.48517361111
0.43,55424.486226851855
0.43,55424.487291666665
0.46,55424.48944444444
0.29,55424.49050925926
0.37,55424.491574074076
0.36,55424.49261574074
0.31,55424.493680555555
0.31,55424.494733796295
0.38,55424.49579861111
0.44,55424.49689814815
0.46,55424.49795138889
0.47,55424.49901620371
0.46,55424.501122685186
0.44,55424.5021875
0.48,55424.50324074074
0.54,55424.50534722222
0.43,55424.50747685185
0.36,55424.50959490741
0.5,55424.510659722226
0.33,55424.511712962965
0.44,55424.512766203705
0.56,55424.51383101852
0.51,55424.51488425926
0.36,55424.51592592592
0.34,55424.51699074074
0.42,55424.51804398148
0.64,55424.519166666665
0.65,55424.520208333335
0.68,55424.52127314815
0.57,55424.52234953704
0.53,55424.523414351854
0.5,55424.52446759259
0.54,55424.52553240741
0.55,55424.52658564815
0.42,55424.52763888889
0.47,55424.528703703705
0.46,55424.52976851852
0.53,55424.53331018519
0.55,55424.534363425926
0.54,55424.53542824074
0.34,55424.53649305556
0.41,55424.538611111115
0.31,55424.54072916666
0.37,55424.54284722222
0.3,55424.543912037036
0.44,55424.54497685185
0.53,55424.547106481485
0.33,55424.54814814815
0.38,55424.54922453704
0.3,55424.55028935185
0.28,55424.55134259259
0.25,55424.552407407406
0.29,55424.553460648145
0.26,55424.55451388889
0.26,55424.555625
0.29,55424.55667824074
0.23,55424.55773148148
0.24,55424.558796296296
0.32,55424.55986111111
0.35,55424.56091435185
0.31,55424.56197916667
0.27,55424.563043981485
0.3,55424.564097222225
0.34,55424.56520833333
0.29,55424.56627314815
0.29,55424.567337962966
0.25,55424.56946759259
0.27,55424.570856481485
0.4,55424.571921296294
0.33,55424.57297453703
0.45,55424.57403935185
0.34,55424.575104166666
0.28,55424.576157407406
0.37,55424.57722222222
0.44,55424.57828703704
0.7,55424.57934027778
0.49,55424.580405092594
0.52,55424.58146990741
0.36,55424.58258101852
0.32,55424.58472222222
0.57,55424.58578703704
0.5,55424.586875
0.49,55424.58792824074
0.45,55424.58899305556
0.65,55424.590208333335
0.47,55424.59127314815
0.42,55424.59490740741
0.41,55424.595972222225
0.46,55424.597037037034
0.34,55424.59810185185
0.31,55424.59916666667
0.43,55424.60128472222
0.59,55424.603414351855
0.4,55424.603414351855
0.39,55424.60449074074
0.4,55424.60554398148
0.37,55424.606620370374
0.48,55424.60768518518
0.34,55424.60875
0.36,55424.61476851852
0.5,55424.61583333334
0.57,55424.61712962963
0.4,55424.61819444445
0.6,55424.61924768519
0.4,55424.6203125
0.43,55424.62137731481
0.49,55424.62243055556
0.63,55424.62349537037
0.53,55424.624560185184
0.44,55424.625625
0.5,55424.62668981482
0.42,55424.627754629626
0.55,55424.62988425926
0.52,55424.6309375
0.4,55424.632002314815
0.51,55424.6330787037
0.55,55424.635196759256
0.43,55424.63626157407
