mass,mjd
0.09,55424.25824074074
0.1,55424.26866898148
0.1,55424.27384259259
0.1,55424.27488425926
0.2,55424.276967592596
0.1,55424.28318287037
0.11,55424.290451388886
0.24,55424.29152777778
0.2,55424.29258101852
0.12,55424.29361111111
0.13,55424.294652777775
0.13,55424.295694444445
0.09,55424.299259259256
0.08,55424.30030092593
0.26,55424.307604166665
0.31,55424.30967592593
0.18,55424.31071759259
0.17,55424.31601851852
0.14,55424.31707175926
0.19,55424.31811342593
0.18,55424.31914351852
0.17,55424.320185185185
0.14,55424.321226851855
0.26,55424.32226851852
0.19,55424.32331018519
0.16,55424.32540509259
0.18,55424.32644675926
0.2,55424.32748842592
0.2,55424.32957175926
0.16,55424.330625
0.19,55424.331655092596
0.18,55424.332708333335
0.12,55424.333761574075
0.14,55424.33484953704
0.16,55424.33587962963
0.14,55424.33797453704
0.13,55424.3390162037
0.15,55424.34005787037
0.16,55424.34111111111
0.17,55424.342152777775
0.12,55424.343194444446
0.11,55424.34423611111
0.13,55424.345300925925
0.14,55424.34633101852
0.13,55424.34738425926
0.12,55424.34841435185
0.11,55424.34946759259
0.06,55424.35050925926
0.08,55424.3515625
0.08,55424.35261574074
0.09,55424.35365740741
0.11,55424.35469907407
0.12,55424.356782407405
0.15,55424.358877314815
0.17,55424.359930555554
0.17,55424.360972222225
0.18,55424.36201388889
0.17,55424.36306712963
0.14,55424.36515046296
0.12,55424.36620370371
0.11,55424.36828703704
0.11,55424.36934027778
0.18,55424.37144675926
0.2,55424.37248842593
0.15,55424.37355324074
0.13,55424.37459490741
0.1,55424.37563657408
0.1,55424.37668981482
0.13,55424.37773148148
0.15,55424.37878472222
0.14,55424.37982638889
0.12,55424.38087962963
0.09,55424.38193287037
0.09,55424.38298611111
0.09,55424.38402777778
0.07,55424.38508101852
0.07,55424.3871875
0.09,55424.38822916667
0.09,55424.38928240741
0.08,55424.390335648146
0.1,55424.392430555556
0.07,55424.392430555556
0.08,55424.393483796295
0.11,55424.394525462965
0.09,55424.395578703705
0.07,55424.39769675926
0.08,55424.39769675926
0.11,55424.39980324074
0.09,55424.40085648148
0.09,55424.40190972222
0.13,55424.40295138889
0.13,55424.40400462963
0.06,55424.40505787037
0.15,55424.41224537037
0.13,55424.41538194445
0.14,55424.41748842593
0.11,55424.43693287037
0.06,55424.43797453704
0.06,55424.43902777778
0.12,55424.47813657407
0.16,55424.47920138889
0.13,55424.48025462963
0.07,55424.48447916667
0.06,55424.489803240744
0.15,55424.4940162037
0.15,55424.50571759259
0.17,55424.50677083333
0.11,55424.51206018519
0.3,55424.51311342593
0.17,55424.51416666667
0.17,55424.515231481484
0.14,55424.516284722224
0.06,55424.51840277778
0.13,55424.52165509259
0.18,55424.52270833333
0.16,55424.52376157408
0.2,55424.52481481482
0.1,55424.52693287037
0.11,55424.52799768518
0.13,55424.52905092593
0.11,55424.53260416666
0.06,55424.53366898148
0.16,55424.534733796296
0.1,55424.535787037035
0.11,55424.53790509259
0.09,55424.54002314815
0.14,55424.54320601852
0.12,55424.560208333336
