masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
5.08e-22,1.96e-22,2.23e-20,9.17e-17,1.69e-14,1.52e-14,0.16,55424.256516203706
2.89e-24,6.74e-20,4.879999999999999e-22,5.78e-15,7.93e-16,1.72e-14,0.13,55424.2575462963
2.05e-21,1.92e-21,2.86e-22,1.28e-21,7.39e-15,1.83e-14,0.14,55424.25858796296
3.0800000000000003e-22,1.1e-14,4.6100000000000006e-21,3.4600000000000002e-15,9.26e-15,1.9e-14,0.19,55424.25962962963
1.07e-23,1.59e-14,8.93e-22,1.34e-15,6.629999999999999e-17,1.83e-14,0.17,55424.260729166665
1.48e-22,1.32e-15,1.4300000000000002e-17,3.8e-15,2.44e-15,1.87e-14,0.14,55424.26175925926
1.6399999999999998e-15,1.01e-14,2.92e-22,9.2e-16,6.2799999999999995e-15,1.76e-14,0.17,55424.26383101852
,,,,,,,55424.26590277778
9.15e-22,3.3200000000000003e-23,2.72e-19,4.32e-15,3.05e-16,1.73e-14,0.13,55424.26590277778
5.62e-22,5.92e-23,1.6899999999999998e-20,4.7799999999999996e-15,3.23e-14,1.24e-14,0.21,55424.26797453704
2.1299999999999998e-21,3.79e-15,,4.7799999999999996e-15,3.23e-14,1.24e-14,0.15,55424.26903935185
2.1299999999999998e-21,3.79e-15,1.61e-16,5.4e-15,1.08e-15,1.81e-14,0.15,55424.26903935185
2.61e-22,1.63e-15,1.67e-24,3.65e-15,7.58e-16,1.51e-14,0.12,55424.27005787037
5.62e-23,1.4699999999999999e-18,3.21e-22,5.16e-15,3.57e-16,1.81e-14,0.13,55424.27108796296
1.26e-21,2.6800000000000003e-23,6.91e-20,1e-16,1.9e-14,1.65e-14,0.17,55424.27211805555
2.6100000000000003e-23,3.8e-23,5.66e-20,8.65e-17,2.47e-14,1.49e-14,0.18,55424.27315972222
6.14e-23,8.45e-23,1.23e-20,3.12e-16,4.02e-14,1.53e-14,0.22,55424.274189814816
3.0500000000000003e-22,1.6e-14,3.26e-17,8.32e-15,1.95e-14,2.16e-14,0.25,55424.27627314815
2.79e-23,3.0400000000000004e-20,2.8199999999999998e-21,1.29e-15,1.06e-14,1.62e-14,0.15,55424.27732638889
4.83e-22,4.940000000000001e-20,2.08e-22,8.1e-15,1.32e-15,1.78e-14,0.15,55424.278344907405
7.59e-22,1.04e-22,2.27e-21,2.58e-18,1.45e-14,1.24e-14,0.14,55424.279386574075
9.879999999999999e-23,4.35e-19,4.88e-20,2.7999999999999996e-16,1.46e-14,1.06e-14,0.14,55424.28042824074
6.409999999999999e-22,7.849999999999999e-22,2.72e-20,3.25e-17,1.03e-14,1.13e-14,0.13,55424.28144675926
4.4799999999999997e-23,3.67e-15,1.01e-15,8.5e-15,7.8e-15,1.5e-14,0.17,55424.2825
2.22e-23,7.46e-20,9.999999999999999e-23,2.1099999999999998e-16,1.3e-14,9.8e-15,0.13,55424.283530092594
8.78e-23,4.49e-19,2.32e-23,7.66e-16,1.26e-14,1.25e-14,0.14,55424.28457175926
2.2500000000000002e-21,4.82e-23,1.0900000000000001e-21,6.67e-15,7.71e-16,1.69e-14,0.14,55424.28561342593
2.0600000000000002e-21,1.2500000000000001e-21,4.86e-19,4.7700000000000003e-17,7.440000000000001e-15,1.43e-14,0.13,55424.28665509259
5.28e-22,1.51e-18,1.5699999999999999e-21,1.79e-17,8.870000000000001e-15,1.67e-14,0.14,55424.28768518518
