masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
3.11e-22,1.6199999999999999e-19,1.01e-21,8.670000000000001e-15,7.52e-16,1.32e-14,0.13,57991.25071759259
1.2500000000000001e-21,1.17e-22,1.2e-20,5.15e-16,1.33e-14,1.03e-14,0.14,57991.251747685186
3.470000000000001e-21,2.01e-19,5.18e-21,1.09e-17,1.16e-14,9.46e-15,0.12,57991.25278935185
1.7e-22,2.01e-19,5.18e-21,1.09e-17,1.16e-14,9.46e-15,0.13,57991.25381944444
4.85e-22,1.26e-15,1.87e-19,8.03e-15,1.08e-15,1.46e-14,0.14,57991.25486111111
7.98e-23,1.2100000000000002e-22,9.68e-20,1e-16,1.38e-14,1.11e-14,0.14,57991.25693287037
6.81e-23,1.93e-16,7.859999999999999e-15,4.12e-15,5.59e-15,9.509999999999999e-15,0.15,57991.25900462963
1.09e-14,1.2e-15,7.56e-18,7.74e-15,7.729999999999999e-15,1.19e-14,0.18,57991.26107638889
2.3100000000000003e-21,3.6499999999999996e-20,5.940000000000001e-16,1.28e-14,1.92e-15,1.29e-14,0.15,57991.26314814815
6.63e-15,2.15e-15,1.41e-16,1.3e-14,1.94e-15,1.38e-14,0.18,57991.26521990741
1.7300000000000001e-15,9.01e-16,1.83e-15,2.12e-14,6.940000000000001e-15,1.24e-14,0.2,57991.26730324074
4.22e-23,5.44e-23,3.05e-19,2.35e-14,2.82e-15,1.77e-14,0.19,57991.26833333333
2.55e-14,5.2e-15,1.68e-15,7.259999999999999e-15,1.29e-14,1.1e-14,0.24,57991.26936342593
3.65e-14,1.16e-15,5.829999999999999e-17,2.38e-14,7.27e-15,1.34e-14,0.28,57991.27040509259
3.64e-22,7.0200000000000005e-15,2.41e-16,1.96e-14,6.909999999999999e-15,1.26e-14,0.2,57991.27143518518
5.83e-14,6.95e-15,1.17e-16,1.05e-14,1.37e-14,1.23e-14,0.32,57991.272465277776
1.51e-14,1.54e-14,4.4000000000000005e-16,1.57e-14,1.31e-14,1.36e-14,0.26,57991.273518518516
2.58e-21,2.43e-15,3.93e-17,1.37e-14,5.02e-15,1.25e-14,0.17,57991.27453703704
4.4799999999999997e-23,6.58e-20,1.17e-21,1.36e-14,1.18e-15,1.28e-14,0.15,57991.2755787037
6.63e-14,1.28e-14,5.3e-15,1.72e-14,3.5100000000000002e-15,1.23e-14,0.35,57991.27662037037
2.95e-15,1.57e-14,1.75e-16,9e-15,4.65e-15,1.03e-14,0.19,57991.277662037035
4.4499999999999995e-23,1.08e-21,1.1e-15,1.22e-14,4.82e-15,9.08e-15,0.15,57991.27869212963
3.2e-22,8.92e-15,2.87e-14,1.92e-14,7.89e-16,1.14e-14,0.25,57991.27972222222
3.76e-14,3.29e-15,2.87e-14,1.92e-14,7.89e-16,1.14e-14,0.25,57991.28076388889
1.88e-22,3.9299999999999996e-15,1.24e-15,9.709999999999999e-15,7.240000000000001e-15,9.4e-15,0.16,57991.281805555554
4.74e-22,1.88e-21,8.869999999999998e-20,1.81e-14,2.0100000000000003e-15,1.45e-14,0.17,57991.282847222225
3.52e-23,7.85e-15,4.750000000000001e-22,7.33e-17,2.38e-14,1.04e-14,0.19,57991.28388888889
7.37e-22,9.69e-23,1.05e-16,1.54e-14,9.58e-15,1.12e-14,0.17,57991.28984953704
1.06e-21,7.63e-22,3.0499999999999997e-23,4.23e-16,2.02e-14,8.609999999999999e-15,0.15,57991.2908912037
2.78e-22,5.9499999999999995e-22,5.8200000000000005e-21,1.21e-16,1.36e-14,8.9e-15,0.13,57991.29193287037
2.0300000000000002e-21,3.44e-15,6.900000000000001e-16,4.2e-15,1.9e-14,7.75e-15,0.17,57991.29332175926
3.14e-22,1.13e-21,5.92e-17,1.97e-15,3.24e-14,9.5e-15,0.2,57991.29436342593
2.1899999999999998e-21,1.74e-22,1.31e-16,1.64e-14,9.509999999999999e-15,1.23e-14,0.18,57991.29540509259
1.3800000000000003e-21,1.0499999999999999e-21,3.46e-21,8.53e-15,1.29e-14,6.8e-15,0.15,57991.296423611115
9.81e-24,3.6200000000000004e-15,1.1e-15,7.259999999999999e-15,1.5e-14,6.6e-15,0.17,57991.297476851854
4.18e-22,1.3900000000000001e-15,4.62e-20,6.640000000000001e-15,1.31e-14,5.83e-15,0.15,57991.29851851852
1.5e-22,2.5600000000000003e-22,1.87e-15,1.22e-14,1.54e-15,7.15e-15,0.13,57991.29956018519
