masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
4.35e-14,1.94e-14,1.01e-14,1.79e-14,1.87e-15,9.41e-15,0.32,57989.25202546296
6.07e-14,1.11e-14,1.17e-18,1.49e-14,5.3200000000000005e-15,9.49e-15,0.32,57989.253067129626
7.870000000000001e-23,2.56e-17,2.52e-16,1.75e-14,2.51e-15,9.509999999999999e-15,0.15,57989.25408564815
2.74e-14,3.4e-15,1.25e-14,1.03e-14,1.22e-15,8.43e-15,0.24,57989.25512731481
1.19e-15,3.01e-14,3.87e-15,6.35e-15,5.35e-15,7.31e-15,0.22,57989.257893518516
1.51e-14,9.540000000000001e-15,7.32e-15,5.96e-15,2.0300000000000002e-21,8.58e-15,0.2,57989.25892361111
6.700000000000001e-23,5.64e-15,3.6299999999999994e-15,6.32e-15,1.7399999999999999e-15,8.69e-15,0.14,57989.25996527778
8.129999999999999e-15,6.9200000000000004e-15,7.920000000000001e-15,7.8e-15,5.1e-16,1.08e-14,0.19,57989.26099537037
9.23e-23,1.21e-14,5.36e-15,8.02e-15,1.21e-15,8.78e-15,0.17,57989.262025462966
5.73e-14,1.58e-14,2.1699999999999998e-15,1.08e-14,4.54e-15,7.39e-15,0.31,57989.26305555556
3.28e-14,1.38e-14,4.56e-15,1.57e-14,2.44e-15,8.870000000000001e-15,0.27,57989.26409722222
5.65e-14,2.43e-14,1.19e-14,1.83e-14,1.6600000000000002e-15,8.9e-15,0.36,57989.265127314815
5.72e-14,1.45e-14,1.84e-15,1.51e-14,2.56e-15,8.42e-15,0.32,57989.26615740741
9.33e-14,1.81e-16,1.11e-14,1.21e-14,3e-16,7.47e-15,0.36,57989.2671875
7.66e-14,4.94e-15,1.35e-16,1.43e-14,1.6e-15,8.3e-15,0.33,57989.268217592595
2.18e-14,8.72e-15,1.06e-14,8.08e-15,2.08e-21,1.01e-14,0.23,57989.26925925926
1.11e-14,2.45e-15,2e-14,6.06e-15,2.34e-16,1.13e-14,0.21,57989.27027777778
1.08e-22,1.5400000000000001e-16,3.0200000000000003e-20,1.27e-14,2.12e-14,4.95e-15,0.18,57989.271319444444
1.21e-14,1.6e-14,4.77e-16,3.8299999999999995e-15,5.47e-15,7.15e-15,0.2,57989.27234953704
6.55e-16,8.559999999999999e-15,1.6100000000000001e-15,6.59e-15,6.24e-15,6.2e-15,0.15,57989.27337962963
1.34e-21,2.45e-17,5.629999999999999e-19,4.01e-15,5.21e-15,6.39e-15,0.1,57989.274409722224
2.48e-14,6.82e-23,1.2e-16,1.09e-14,2.38e-15,7.38e-15,0.2,57989.27545138889
1.49e-22,4.59e-16,5.76e-17,7.59e-15,1.97e-15,7.109999999999999e-15,0.11,57989.27649305556
2.23e-15,8.92e-15,4.7999999999999993e-23,2.18e-15,5.66e-16,6.15e-15,0.12,57989.27752314815
6.01e-22,3.9800000000000003e-20,2.12e-21,4.2399999999999995e-15,3.55e-16,6.9299999999999994e-15,0.09,57989.27855324074
1e-18,5.54e-15,6.62e-23,2.5800000000000002e-23,8.65e-17,6.909999999999999e-15,0.09,57989.27958333334
1.38e-14,1.87e-15,2.4399999999999996e-23,1.42e-23,1.63e-21,7.28e-15,0.13,57989.280625
9.7e-22,7.92e-23,1.55e-23,8.679999999999999e-24,1.06e-21,7.109999999999999e-15,0.06,57989.28165509259
1.44e-22,5.64e-20,9.26e-21,2.46e-15,7.92e-17,8.03e-15,0.08,57989.28269675926
5.89e-22,2.5e-20,1.5800000000000001e-21,6.559999999999999e-15,5.7e-16,9.25e-15,0.11,57989.28372685185
6.96e-22,2.0399999999999997e-21,7.88e-23,7.29e-19,8.960000000000002e-16,8.209999999999999e-15,0.08,57989.28476851852
2.88e-24,1.8399999999999998e-23,1.53e-22,1.68e-15,5.96e-16,7.56e-15,0.08,57989.28579861111
7.029999999999999e-22,2.64e-18,1.4e-18,1.49e-15,2.0100000000000002e-17,7.83e-15,0.08,57989.28685185185
1.4499999999999998e-21,2.9699999999999997e-15,2.85e-20,6.05e-15,5.740000000000001e-16,9.76e-15,0.12,57989.28789351852
1.39e-14,5.5600000000000004e-15,4.1600000000000004e-19,1.04e-14,1.99e-15,9.66e-15,0.19,57989.28892361111
