mass,mjd
1.29,57974.261608796296
4.01,57974.26263888889
0.16,57974.29688657408
0.54,57974.29792824074
0.36,57974.29895833333
0.36,57974.299988425926
0.36,57974.30101851852
0.36,57974.30204861111
0.36,57974.303078703706
0.99,57974.30412037037
0.88,57974.30515046296
0.12,57974.306180555555
0.33,57974.30721064815
0.27,57974.30825231481
0.4,57974.30929398148
0.44,57974.31033564815
0.25,57974.31136574074
0.32,57974.31240740741
0.27,57974.31344907408
0.41,57974.314479166664
0.31,57974.315520833334
0.19,57974.31655092593
0.37,57974.31759259259
0.28,57974.31862268518
0.36,57974.31966435185
0.23,57974.32071759259
0.25,57974.321747685186
0.2,57974.32277777778
0.21,57974.32381944444
0.16,57974.32486111111
0.28,57974.325891203705
0.33,57974.32693287037
0.3,57974.32796296296
0.35,57974.32900462963
0.33,57974.33489583333
0.63,57974.3359375
0.52,57974.33697916667
0.57,57974.33802083333
0.3,57974.3390625
0.29,57974.340092592596
0.5,57974.34113425926
0.46,57974.34217592593
0.33,57974.34321759259
0.38,57974.34428240741
0.48,57974.34532407407
0.34,57974.346354166664
0.27,57974.347395833334
0.33,57974.3484375
0.34,57974.34947916667
0.31,57974.35052083333
0.31,57974.3515625
0.22,57974.35259259259
0.22,57974.35364583333
0.2,57974.35469907407
0.19,57974.35575231481
0.21,57974.35679398148
0.22,57974.357824074075
0.19,57974.358877314815
0.25,57974.359918981485
0.33,57974.36096064815
0.3,57974.36200231482
0.24,57974.36304398148
0.26,57974.36408564815
0.16,57974.36515046296
0.24,57974.36620370371
0.31,57974.36724537037
0.25,57974.36828703704
0.24,57974.3693287037
0.22,57974.37038194444
0.28,57974.37143518519
0.24,57974.372465277775
0.24,57974.37351851852
0.24,57974.374560185184
0.23,57974.375625
0.23,57974.37667824074
0.19,57974.37770833333
0.16,57974.37875
0.19,57974.37980324074
0.18,57974.380844907406
0.11,57974.381886574076
0.22,57974.38292824074
0.26,57974.38398148148
0.18,57974.38502314815
0.18,57974.38607638889
0.22,57974.38711805556
0.17,57974.38815972222
0.1,57974.389236111114
0.16,57974.39027777778
0.15,57974.391331018516
0.15,57974.392372685186
0.12,57974.393425925926
0.14,57974.394467592596
0.16,57974.395520833335
0.14,57974.3965625
0.1,57974.39760416667
0.13,57974.39865740741
0.16,57974.39969907407
0.18,57974.40075231482
0.13,57974.40180555556
0.12,57974.40284722222
0.12,57974.40388888889
0.17,57974.40494212963
0.18,57974.40599537037
0.19,57974.40704861111
0.18,57974.4080787037
0.14,57974.40913194444
0.11,57974.41018518519
0.11,57974.41122685185
0.11,57974.41228009259
0.1,57974.41333333333
0.11,57974.41436342592
0.11,57974.41541666666
0.09,57974.41648148148
0.11,57974.41753472222
0.14,57974.41856481481
0.11,57974.41961805556
0.13,57974.42065972222
0.11,57974.42171296296
0.08,57974.4227662037
0.08,57974.42851851852
0.15,57974.429560185185
0.11,57974.43480324074
0.18,57974.43585648148
0.24,57974.436898148146
0.2,57974.437951388885
0.15,57974.438993055555
0.16,57974.440046296295
0.13,57974.441087962965
0.37,57974.442141203705
0.31,57974.44318287037
0.47,57974.44792824074
0.34,57974.448969907404
0.25,57974.45002314815
0.26,57974.45106481481
0.25,57974.45211805555
0.25,57974.453148148146
0.39,57974.454201388886
0.41,57974.455243055556
0.38,57974.45628472222
0.43,57974.457337962966
0.5,57974.458391203705
0.42,57974.459444444445
0.54,57974.46047453704
0.56,57974.46152777778
0.49,57974.46256944445
0.35,57974.46361111111
0.45,57974.46466435185
0.51,57974.46571759259
0.68,57974.466770833336
0.85,57974.4678125
0.64,57974.46886574074
0.51,57974.470243055555
0.67,57974.471284722225
0.56,57974.472337962965
0.49,57974.473391203705
0.58,57974.474444444444
0.45,57974.47550925926
0.4,57974.476539351854
0.41,57974.47759259259
0.32,57974.47864583333
0.19,57974.4796875
0.24,57974.48074074074
0.21,57974.481782407405
0.22,57974.482835648145
0.27,57974.48388888889
0.17,57974.485983796294
0.23,57974.48703703703
0.14,57974.48913194444
0.18,57974.49018518518
0.1,57974.49122685185
0.13,57974.49333333333
0.26,57974.49438657407
0.07,57974.49649305556
0.06,57974.49755787037
0.09,57974.498611111114
0.15,57974.49966435185
0.09,57974.500706018516
0.08,57974.503854166665
0.28,57974.505960648145
0.2,57974.50702546296
0.07,57974.50806712963
0.1,57974.50912037037
0.14,57974.51228009259
0.17,57974.513333333336
0.18,57974.516493055555
0.06,57974.527025462965
0.1,57974.536516203705
0.06,57974.53863425926
0.12,57974.54074074074
0.07,57974.543912037036
0.07,57974.55247685185
0.11,57974.55458333333
0.08,57974.55670138889
0.1,57974.56475694444
0.1,57974.57957175926
0.14,57974.58380787037
0.14,57974.584872685184
0.08,57974.59059027778
0.22,57974.591631944444
0.16,57974.59269675926
0.08,57974.59800925926
0.21,57974.60011574074
0.15,57974.60223379629
0.23,57974.60328703704
0.12,57974.60435185185
0.11,57974.61069444445
