masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
4.4e-15,9.96e-15,5.4200000000000005e-15,2.73e-15,1.6600000000000001e-21,7.370000000000001e-15,0.15,57990.25179398148
7.919999999999999e-20,1.36e-14,8.98e-23,1.6299999999999999e-16,1.28e-16,7.83e-15,0.13,57990.2528125
3.2799999999999998e-22,3.84e-15,1.3300000000000001e-15,8.77e-15,7.9800000000000005e-16,7.7e-15,0.13,57990.253842592596
2.76e-14,1.79e-15,3.9399999999999997e-17,3.0199999999999998e-15,8.869999999999999e-16,7.96e-15,0.19,57990.25488425926
1.26e-14,1.3e-15,8.43e-15,4.15e-15,1.5500000000000001e-21,8.190000000000001e-15,0.17,57990.25591435185
1.85e-14,5.73e-15,6.459999999999999e-15,4.7e-15,7.56e-22,7.859999999999999e-15,0.19,57990.256944444445
1.61e-14,3.55e-15,1.1e-14,9.81e-15,5.7e-16,8.43e-15,0.21,57990.25798611111
1.88e-15,1.71e-14,3.79e-16,9.11e-15,3.76e-15,7.35e-15,0.18,57990.25900462963
9.009999999999999e-23,2.55e-23,1.6199999999999999e-19,6.39e-15,5.18e-17,6.7e-15,0.09,57990.260046296295
5.31e-15,7.85e-15,1.21e-15,6.51e-15,2.89e-15,5.6299999999999996e-15,0.15,57990.26107638889
7.61e-15,9.49e-15,3.41e-16,4.35e-15,6.5e-15,4.9e-15,0.16,57990.26210648148
1.81e-14,4.1e-15,9.2e-15,6.659999999999999e-15,1.14e-15,6.85e-15,0.2,57990.26314814815
3.3e-16,1.67e-16,5.9399999999999995e-15,9.66e-15,6.389999999999999e-16,5.92e-15,0.13,57990.26590277778
2.21e-23,4.29e-16,1.72e-15,1.08e-14,2.1399999999999997e-15,5.7e-15,0.12,57990.26694444445
1.55e-14,3.75e-15,1.1e-14,1.35e-14,1.37e-16,6.45e-15,0.21,57990.26797453704
1.1e-21,1.0600000000000001e-16,1.79e-15,1.49e-14,2.35e-15,6.19e-15,0.14,57990.26899305556
2.39e-16,3.31e-15,1.22e-14,1.62e-14,7.1e-16,5.68e-15,0.18,57990.27003472222
2.16e-21,1.29e-15,3.0199999999999998e-15,2.21e-14,1.6500000000000001e-25,5.07e-15,0.16,57990.27106481481
1.1400000000000002e-22,3.77e-15,1.63e-14,6.07e-14,8.88e-22,4.4700000000000005e-15,0.29,57990.27210648148
3.64e-22,1.59e-15,4.01e-15,3.59e-14,5.93e-16,4.870000000000001e-15,0.2,57990.27313657408
2.65e-26,8.37e-15,4.07e-14,3.81e-14,2.45e-17,5.77e-15,0.3,57990.27416666667
1.59e-15,3.6e-15,3.34e-14,3.79e-14,5.9e-16,6.67e-15,0.28,57990.27520833333
1.33e-14,9.27e-15,2.82e-14,5.24e-14,1.5800000000000001e-21,8.45e-15,0.34,57990.276238425926
4.5799999999999995e-23,1.23e-15,5.84e-14,4.83e-14,7.75e-15,5.16e-15,0.36,57990.27726851852
2.9299999999999997e-17,8.1e-15,2.7e-14,3.33e-14,1.5699999999999999e-21,6.51e-15,0.27,57990.27831018518
4.41e-21,6.69e-16,4.31e-14,6.75e-14,4.04e-15,4.0600000000000005e-15,0.35,57990.279340277775
2.5600000000000003e-22,4.1399999999999997e-16,7.08e-14,8.41e-14,1.7300000000000001e-15,5.57e-15,0.42,57990.280381944445
1.07e-23,5.949999999999999e-17,4.21e-14,5.44e-14,2.69e-15,5.25e-15,0.33,57990.28141203704
2.2100000000000003e-21,6.14e-14,1.36e-13,1.1199999999999999e-13,3.3100000000000003e-22,5.71e-15,0.63,57990.28244212963
4.76e-22,4.5799999999999995e-15,3.83e-14,5.74e-14,1.42e-21,5.87e-15,0.33,57990.283483796295
1.6600000000000001e-21,1.34e-15,3.7e-14,5.42e-14,1.9999999999999999e-22,4.7e-15,0.31,57990.284525462965
3.13e-22,1.9300000000000002e-15,3.51e-14,4.5e-14,9.15e-22,4.64e-15,0.29,57990.28556712963
1.38e-22,3.95e-15,4.31e-14,4.72e-14,5.32e-22,4.6700000000000005e-15,0.32,57990.28659722222
2.4399999999999997e-22,4.61e-22,1.41e-14,7.43e-14,2.2200000000000002e-21,7.35e-15,0.31,57990.29246527778
7.9e-24,1.79e-22,5.54e-14,1.2799999999999998e-13,1.05e-23,5.5299999999999995e-15,0.47,57990.29350694444
5.83e-23,2.25e-22,7.19e-15,7.35e-14,1.0699999999999998e-15,6.43e-15,0.3,57990.29454861111
8.890000000000001e-23,3.2200000000000004e-23,6.32e-14,9.97e-14,1.05e-23,4.7799999999999996e-15,0.44,57990.295578703706
5.01e-24,3.5399999999999998e-22,3.74e-15,5.27e-14,1.5900000000000002e-16,7.009999999999999e-15,0.24,57990.296631944446
2.3e-21,9.4e-23,9.429999999999999e-15,6.08e-14,3.21e-15,9.38e-15,0.29,57990.29766203704
1.57e-23,2.95e-22,4.93e-15,5.35e-14,2.6100000000000002e-15,6e-15,0.25,57990.29871527778
1.29e-21,1.47e-21,1.44e-14,4.62e-14,2.82e-15,6.41e-15,0.26,57990.299733796295
1.4100000000000002e-23,1.78e-21,6.69e-15,4.18e-14,2.2e-15,5.9e-15,0.23,57990.300775462965
1.1900000000000001e-23,1.29e-21,1.43e-14,4.99e-14,1.95e-15,7.91e-15,0.27,57990.30181712963
1.73e-22,7.98e-22,7.83e-15,4.71e-14,3.84e-15,7.69e-15,0.25,57990.30287037037
2.24e-21,1.9000000000000003e-21,8.77e-15,6.87e-14,2.43e-16,8.190000000000001e-15,0.29,57990.30390046296
1.1599999999999999e-21,4.66e-23,3.31e-16,4.31e-14,5.46e-15,1.02e-14,0.23,57990.30494212963
1.1e-21,8.189999999999999e-22,2.19e-14,5.94e-14,3.69e-16,1e-14,0.3,57990.305983796294
2.3699999999999998e-23,1.39e-22,4.28e-22,2.07e-15,5.51e-14,9.25e-15,0.25,57990.307025462964
1.62e-21,2.35e-22,1.14e-15,4.13e-14,3.98e-15,1.22e-14,0.23,57990.30806712963
2.75e-22,5.61e-22,2.98e-15,4.56e-14,3.06e-15,8.740000000000001e-15,0.24,57990.3091087963
1.65e-21,1.52e-22,2.15e-15,3.56e-14,2.42e-15,6.34e-15,0.2,57990.31015046296
1.13e-21,2.97e-22,7.34e-15,3.8e-14,2.02e-15,7.259999999999999e-15,0.22,57990.31119212963
1.73e-22,6.24e-24,5.6600000000000005e-15,5.65e-14,3.1899999999999998e-15,7.14e-15,0.26,57990.3122337963
2.09e-21,6.729999999999999e-23,1.49e-14,4.55e-14,1.3800000000000001e-15,6.69e-15,0.25,57990.313263888886
5.0500000000000005e-23,1.38e-22,7.25e-15,4.43e-14,3.8299999999999995e-15,1.23e-14,0.25,57990.314305555556
6.29e-22,3.4e-22,6.26e-15,4.84e-14,1.41e-15,6.32e-15,0.24,57990.315347222226
1.4499999999999998e-21,1.09e-23,4.85e-15,4.67e-14,1.53e-15,6.1e-15,0.23,57990.31638888889
1.7799999999999998e-22,5.7699999999999995e-24,6.230000000000001e-16,2.21e-14,8.64e-15,5.24e-15,0.17,57990.31743055556
1.47e-21,2.2999999999999998e-23,1.16e-14,6.98e-14,1.3800000000000001e-15,5.16e-15,0.3,57990.31847222222
1.3400000000000002e-23,2.2200000000000002e-21,3.09e-14,7.23e-14,3.64e-24,5.11e-15,0.34,57990.31951388889
1.55e-23,1.15e-22,2.6e-15,4.39e-14,2.15e-15,4.26e-15,0.22,57990.320555555554
2.02e-21,1.8700000000000002e-21,8.740000000000001e-15,6.5e-14,6.770000000000001e-22,4.52e-15,0.28,57990.321608796294
2.08e-21,2.15e-22,7e-15,6.25e-14,9.429999999999999e-22,3.91e-15,0.27,57990.32263888889
1.64e-21,4.93e-23,3e-22,3.15e-14,2.08e-15,6.909999999999999e-15,0.19,57990.32369212963
1.0199999999999999e-21,8.27e-23,8.879999999999999e-15,3.07e-14,1.13e-14,7.13e-15,0.23,57990.32472222222
1.4000000000000002e-21,5.82e-23,2.2200000000000003e-20,4.31e-14,4.7e-15,5.99e-15,0.22,57990.32576388889
5.4e-24,1.99e-22,1.7e-20,4.51e-14,3.36e-15,6.559999999999999e-15,0.22,57990.32680555555
4.6800000000000005e-26,3.6600000000000003e-22,9.6e-20,3.75e-14,7.240000000000001e-15,5.35e-15,0.21,57990.3278587963
6.7e-22,5.65e-22,4.1300000000000004e-22,2.76e-14,2.1699999999999998e-15,7.179999999999999e-15,0.18,57990.32890046296
1.88e-21,3.16e-23,3.16e-20,8.93e-15,1.78e-14,4.2e-15,0.16,57990.329930555556
1.38e-22,1.9699999999999998e-21,2.9799999999999996e-20,1.93e-14,9.38e-15,5.14e-15,0.17,57990.330983796295
6.870000000000001e-23,2.38e-22,3.08e-20,1.51e-14,1.07e-14,7.05e-15,0.16,57990.332025462965
1.26e-23,1.1699999999999998e-23,2.3899999999999997e-21,1.49e-14,1.25e-14,6.8599999999999995e-15,0.17,57990.33306712963
2.5699999999999998e-23,1.31e-21,3.45e-21,5.24e-15,1.05e-14,5.28e-15,0.13,57990.3341087963
2.38e-21,4.53e-23,5.0500000000000003e-20,5.28e-15,9.35e-15,4.020000000000001e-15,0.12,57990.33515046296
1.6899999999999998e-21,2.27e-21,2.14e-21,2.05e-15,9.57e-15,4.55e-15,0.11,57990.337233796294
1.3900000000000001e-21,2.2699999999999997e-23,1.67e-20,7.36e-15,5.8e-15,3.66e-15,0.11,57990.338275462964
6.65e-22,7.130000000000001e-22,2.37e-19,1.29e-14,2.8600000000000003e-15,4.03e-15,0.12,57990.33931712963
8.47e-23,1.92e-21,1.18e-16,2.05e-14,8.75e-16,4.43e-15,0.14,57990.34037037037
4.57e-23,1.5e-21,1.6899999999999999e-15,2.6e-14,1.7100000000000002e-15,3.75e-15,0.16,57990.341412037036
6.97e-22,4.7e-23,7.130000000000001e-22,7.76e-15,8.73e-15,3.49e-15,0.12,57990.342453703706
1.1999999999999998e-23,1.82e-22,6.47e-21,5.01e-15,1.34e-14,2.69e-15,0.13,57990.34349537037
1.6800000000000003e-21,2.17e-21,1.7899999999999997e-21,3.44e-16,2.29e-14,3.8200000000000005e-15,0.15,57990.34453703704
6.36e-22,4.49e-23,2.71e-22,3.25e-18,2.17e-14,4.870000000000001e-15,0.14,57990.3455787037
2.4199999999999998e-23,4.72e-22,8.380000000000001e-20,3.15e-15,6.909999999999999e-15,4.09e-15,0.1,57990.350324074076
2.1800000000000003e-21,6.62e-23,8.46e-22,4.16e-15,5.4200000000000005e-15,3.54e-15,0.09,57990.35135416667
8.6e-23,1.8600000000000002e-24,2.2200000000000003e-20,4.9100000000000005e-15,5.6e-15,4.03e-15,0.1,57990.35239583333
1.26e-23,2.38e-21,1.19e-21,4.27e-15,7.19e-15,3.2399999999999998e-15,0.1,57990.3534375
3.5099999999999997e-22,2.81e-22,2.3e-20,3.21e-15,6.21e-15,3.26e-15,0.09,57990.354479166665
2.29e-22,1.82e-22,1.55e-20,4.63e-16,9.08e-15,3.5100000000000002e-15,0.09,57990.355520833335
1.18e-22,4.05e-22,3.35e-22,6.93e-16,9.04e-15,3.4700000000000004e-15,0.09,57990.35659722222
2.4e-21,2.19e-23,5.47e-20,2.47e-15,6.22e-15,4.33e-15,0.09,57990.35763888889
2.0100000000000003e-23,6.440000000000001e-20,9.64e-20,1.23e-15,9.02e-15,3.88e-15,0.1,57990.35868055555
1.8300000000000002e-22,1.35e-23,1.4199999999999997e-19,4.97e-15,7.5e-15,3.36e-15,0.11,57990.35973379629
4.49e-23,1.9600000000000003e-21,5.7799999999999994e-21,1.87e-15,8.95e-15,3.3799999999999997e-15,0.1,57990.36077546296
2.6800000000000003e-23,7.63e-24,1.7799999999999998e-20,1.6600000000000002e-15,5.2e-15,4.03e-15,0.08,57990.3618287037
