dimm,mjd
0.42,57977.242268518516
0.41,57977.24329861111
0.59,57977.2443287037
0.41,57977.24534722222
0.42,57977.24637731481
0.5,57977.24741898148
0.5,57977.248449074075
0.38,57977.24946759259
0.42,57977.25050925926
0.41,57977.25152777778
0.43,57977.25255787037
0.48,57977.25356481481
0.49,57977.254594907405
0.35,57977.255625
0.45,57977.25666666667
0.36,57977.257685185185
0.31,57977.25952546296
0.44,57977.260567129626
0.6,57977.26159722222
0.52,57977.26262731481
0.46,57977.263657407406
0.52,57977.2646875
0.43,57977.26572916667
0.49,57977.26675925926
0.55,57977.26778935185
0.5,57977.26881944444
0.47,57977.26986111111
0.56,57977.270902777775
0.47,57977.27193287037
0.55,57977.27296296296
0.43,57977.27400462963
0.49,57977.275034722225
0.54,57977.27607638889
0.5,57977.277094907404
0.46,57977.278136574074
0.5,57977.279178240744
0.56,57977.28020833333
0.56,57977.28125
0.63,57977.28229166667
0.38,57977.283321759256
0.51,57977.284363425926
0.5,57977.285405092596
0.52,57977.28644675926
0.49,57977.28748842593
0.37,57977.288518518515
0.4,57977.289560185185
0.48,57977.29059027778
0.46,57977.29163194444
0.52,57977.292662037034
0.47,57977.293703703705
0.31,57977.29474537037
0.46,57977.29577546296
0.35,57977.29681712963
0.52,57977.29785879629
0.52,57977.29890046296
0.42,57977.29991898148
0.4,57977.30097222222
0.39,57977.30201388889
0.38,57977.30304398148
0.41,57977.304085648146
0.41,57977.305127314816
0.38,57977.30616898148
0.45,57977.30721064815
0.52,57977.308229166665
0.63,57977.309282407405
0.5,57977.3103125
0.62,57977.311377314814
0.5,57977.31239583333
0.61,57977.31344907408
0.47,57977.31449074074
0.56,57977.315520833334
0.49,57977.3165625
0.56,57977.31760416667
0.47,57977.31864583334
0.42,57977.31967592592
0.45,57977.32071759259
0.4,57977.32175925926
0.5,57977.32792824074
0.45,57977.32895833333
0.42,57977.33
0.31,57977.331041666665
0.48,57977.332083333335
0.33,57977.333125
0.35,57977.334178240744
0.61,57977.33521990741
0.36,57977.33626157408
0.56,57977.33730324074
0.43,57977.33834490741
0.37,57977.33938657407
0.48,57977.34042824074
0.39,57977.341469907406
0.39,57977.342511574076
0.67,57977.34355324074
0.41,57977.34459490741
0.52,57977.34563657407
0.44,57977.34668981482
0.45,57977.34775462963
0.45,57977.3487962963
0.4,57977.34983796296
0.4,57977.35087962963
0.49,57977.35193287037
0.47,57977.35298611111
0.44,57977.3540162037
0.36,57977.35506944444
0.42,57977.35611111111
0.38,57977.357152777775
0.47,57977.358194444445
0.47,57977.35923611111
0.42,57977.36027777778
0.39,57977.36131944445
0.5,57977.36237268519
0.5,57977.36340277778
0.6,57977.36444444444
0.64,57977.36548611111
0.62,57977.36653935185
0.69,57977.36759259259
0.76,57977.368622685186
0.9,57977.369675925926
0.62,57977.370717592596
0.52,57977.371770833335
0.56,57977.3728125
0.87,57977.37386574074
0.52,57977.37490740741
0.44,57977.37594907408
0.37,57977.37700231482
0.55,57977.37805555556
0.6,57977.37908564815
0.51,57977.38013888889
0.52,57977.38119212963
0.75,57977.3822337963
0.47,57977.38328703704
0.67,57977.3843287037
0.52,57977.38537037037
0.65,57977.38642361111
0.62,57977.38747685185
0.49,57977.38853009259
0.76,57977.38957175926
0.72,57977.390625
0.72,57977.39167824074
0.67,57977.39273148148
0.93,57977.39377314815
0.66,57977.39482638889
0.66,57977.39586805556
0.87,57977.3969212963
0.79,57977.39797453704
0.8,57977.3990162037
0.69,57977.40006944445
0.71,57977.40111111111
0.88,57977.40216435185
0.54,57977.40321759259
0.36,57977.40425925926
0.49,57977.40530092592
0.36,57977.40635416667
0.4,57977.40740740741
0.36,57977.40846064815
0.31,57977.40950231482
0.44,57977.41055555556
0.28,57977.4116087963
0.34,57977.41265046296
0.53,57977.41370370371
0.48,57977.41475694445
0.44,57977.41579861111
0.31,57977.421689814815
0.29,57977.42273148148
0.74,57977.42377314815
0.39,57977.424837962964
0.54,57977.42586805556
0.46,57977.4269212963
0.55,57977.42797453704
0.56,57977.429027777776
0.57,57977.43006944445
0.43,57977.431122685186
0.59,57977.43216435185
0.33,57977.433217592596
0.45,57977.434270833335
0.41,57977.435324074075
0.32,57977.43636574074
0.38,57977.437418981484
0.44,57977.438472222224
0.47,57977.43952546296
0.29,57977.44055555556
0.35,57977.441608796296
0.41,57977.44267361111
0.49,57977.443715277775
0.52,57977.444768518515
0.42,57977.445810185185
0.45,57977.44688657407
0.28,57977.44792824074
0.36,57977.44898148148
0.37,57977.45003472222
0.38,57977.45107638889
0.5,57977.45212962963
0.53,57977.45318287037
0.45,57977.45423611111
0.64,57977.45527777778
0.66,57977.456342592595
0.48,57977.457395833335
0.56,57977.458449074074
0.59,57977.45949074074
0.7,57977.460543981484
0.41,57977.461597222224
0.47,57977.46265046296
0.34,57977.4637037037
0.42,57977.46475694444
0.54,57977.46581018518
0.52,57977.46686342593
0.43,57977.46791666667
0.34,57977.46896990741
0.38,57977.47002314815
0.4,57977.471087962964
0.57,57977.4721412037
0.38,57977.47319444444
0.27,57977.47424768518
0.33,57977.47530092593
0.4,57977.47635416667
0.38,57977.47740740741
0.31,57977.47846064815
0.36,57977.47951388889
0.39,57977.48056712963
0.41,57977.48163194444
0.59,57977.48267361111
0.35,57977.48373842592
0.39,57977.48478009259
0.31,57977.48583333333
0.64,57977.48688657407
0.43,57977.48793981481
0.43,57977.48900462963
0.41,57977.49005787037
0.41,57977.491122685184
0.38,57977.49217592592
0.43,57977.49322916667
0.57,57977.49429398148
0.46,57977.49533564815
0.54,57977.49638888889
0.57,57977.49744212963
0.48,57977.49849537037
0.61,57977.499560185184
0.59,57977.500613425924
0.61,57977.50167824074
0.54,57977.50273148148
0.5,57977.50378472222
0.37,57977.504849537036
0.48,57977.505902777775
0.31,57977.50695601852
0.32,57977.50802083333
0.49,57977.50907407407
0.53,57977.51012731482
0.48,57977.51118055556
0.5,57977.51224537037
0.53,57977.51331018518
0.39,57977.514375
0.42,57977.51542824074
0.4,57977.51648148148
0.42,57977.517546296294
0.35,57977.518599537034
0.33,57977.51965277778
0.28,57977.52070601852
0.36,57977.52177083334
0.42,57977.522835648146
0.45,57977.523888888885
0.35,57977.5249537037
0.36,57977.52600694444
0.4,57977.52706018519
0.37,57977.528136574074
0.34,57977.52918981481
0.32,57977.53024305555
0.29,57977.53130787037
0.37,57977.53236111111
0.37,57977.533425925925
0.48,57977.53449074074
0.4,57977.53554398148
0.31,57977.5366087963
0.37,57977.53766203704
0.47,57977.53871527778
0.41,57977.539768518516
0.32,57977.543171296296
0.36,57977.54421296297
0.37,57977.545277777775
0.53,57977.546331018515
0.46,57977.54739583333
0.48,57977.54844907407
0.46,57977.54950231482
0.43,57977.55056712963
0.36,57977.551620370374
0.42,57977.55268518518
0.38,57977.55375
0.46,57977.55480324074
0.41,57977.5558912037
0.55,57977.556967592594
0.41,57977.558020833334
0.37,57977.55908564815
0.4,57977.56012731481
0.47,57977.56119212963
0.39,57977.562256944446
0.4,57977.56332175926
0.49,57977.56438657407
0.42,57977.56543981482
0.49,57977.56650462963
0.48,57977.567557870374
0.53,57977.56862268518
0.4,57977.5696875
0.41,57977.570752314816
0.39,57977.571805555555
0.43,57977.572858796295
0.45,57977.57393518519
0.42,57977.575
0.57,57977.57606481481
0.41,57977.57711805555
0.34,57977.57818287037
0.38,57977.579247685186
0.36,57977.58032407407
0.34,57977.58137731482
0.35,57977.58243055556
0.45,57977.58351851852
0.38,57977.58457175926
0.49,57977.5858912037
0.54,57977.58731481482
0.56,57977.58864583333
0.53,57977.59005787037
0.48,57977.5912962963
0.51,57977.59238425926
0.6,57977.59344907408
0.66,57977.594502314816
0.56,57977.59556712963
0.45,57977.59663194444
0.42,57977.597708333335
0.52,57977.59877314815
0.51,57977.59982638889
0.67,57977.60087962963
0.48,57977.60194444445
0.48,57977.60302083333
0.5,57977.60408564815
0.39,57977.605162037034
0.41,57977.60622685185
0.42,57977.60729166667
0.45,57977.60835648148
0.46,57977.6094212963
0.42,57977.610497685186
0.37,57977.6115625
0.4,57977.61262731482
0.39,57977.61368055556
0.42,57977.61474537037
0.41,57977.6162962963
