dimm,mjd
0.54,57992.23211805556
0.58,57992.233148148145
0.58,57992.23417824074
0.64,57992.23520833333
0.57,57992.236226851855
0.57,57992.23725694444
0.58,57992.23829861111
0.57,57992.239328703705
0.52,57992.24034722222
0.58,57992.24138888889
0.49,57992.242418981485
0.61,57992.24346064815
0.51,57992.244479166664
0.62,57992.245520833334
0.52,57992.24655092593
0.53,57992.24758101852
0.55,57992.248611111114
0.47,57992.250439814816
0.56,57992.25146990741
0.55,57992.2525
0.68,57992.253530092596
0.64,57992.254583333335
0.54,57992.25561342593
0.52,57992.25665509259
0.62,57992.257685185185
0.63,57992.2587037037
0.47,57992.25974537037
0.49,57992.260787037034
0.39,57992.261828703704
0.49,57992.2628587963
0.39,57992.26390046296
0.47,57992.26494212963
0.5,57992.26596064815
0.44,57992.267013888886
0.46,57992.26804398148
0.46,57992.26908564815
0.68,57992.27011574074
0.67,57992.271157407406
0.66,57992.272199074076
0.54,57992.27326388889
0.57,57992.27429398148
0.61,57992.27533564815
0.83,57992.27637731482
0.63,57992.27741898148
0.48,57992.278449074074
0.58,57992.279490740744
0.42,57992.28053240741
0.43,57992.28157407408
0.43,57992.28739583334
0.47,57992.2884375
0.36,57992.28947916667
0.57,57992.29052083333
0.47,57992.291550925926
0.36,57992.292604166665
0.37,57992.29362268518
0.46,57992.29466435185
0.41,57992.29571759259
0.43,57992.296747685185
0.47,57992.297789351855
0.42,57992.29883101852
0.64,57992.29987268519
0.6,57992.30090277778
0.44,57992.30194444444
0.5,57992.30298611111
0.62,57992.304027777776
0.41,57992.30541666667
0.52,57992.30645833333
0.48,57992.307488425926
0.52,57992.308530092596
0.46,57992.30957175926
0.51,57992.31060185185
0.6,57992.31164351852
0.42,57992.312685185185
0.47,57992.313726851855
0.4,57992.31476851852
0.34,57992.31581018519
0.36,57992.31684027778
0.28,57992.31789351852
0.48,57992.31893518518
0.36,57992.31996527778
0.37,57992.32100694445
0.35,57992.322060185186
0.31,57992.32310185185
0.32,57992.32414351852
0.49,57992.32518518518
0.35,57992.32622685185
0.32,57992.32728009259
0.44,57992.32832175926
0.33,57992.329363425924
0.33,57992.330416666664
0.3,57992.331458333334
0.28,57992.3325
0.37,57992.333553240744
0.43,57992.33459490741
0.4,57992.33563657408
0.54,57992.33667824074
0.28,57992.33770833333
0.36,57992.33876157407
0.35,57992.33980324074
0.39,57992.34085648148
0.43,57992.341898148145
0.33,57992.34295138889
0.31,57992.343993055554
0.44,57992.345034722224
0.43,57992.346087962964
0.44,57992.34712962963
0.37,57992.3481712963
0.43,57992.349224537036
0.32,57992.350266203706
0.31,57992.351319444446
0.31,57992.35234953704
0.3,57992.35340277778
0.4,57992.35445601852
0.35,57992.35549768519
0.33,57992.35653935185
0.38,57992.35758101852
0.46,57992.35863425926
0.49,57992.35967592592
0.47,57992.36072916666
0.54,57992.36178240741
0.48,57992.36282407407
0.44,57992.36386574074
0.42,57992.36491898148
0.39,57992.36597222222
0.48,57992.36702546296
0.55,57992.3680787037
0.64,57992.36914351852
0.49,57992.37018518519
0.49,57992.37122685185
0.51,57992.37228009259
0.52,57992.37333333334
0.43,57992.37609953704
0.75,57992.381736111114
0.82,57992.382789351854
0.64,57992.38383101852
0.51,57992.38487268519
0.43,57992.38591435185
0.39,57992.38695601852
0.4,57992.38799768518
0.44,57992.38905092593
0.58,57992.390081018515
0.61,57992.39114583333
0.66,57992.3921875
0.58,57992.393229166664
0.6,57992.39425925926
0.65,57992.39530092593
0.54,57992.39634259259
0.79,57992.39738425926
0.58,57992.3984375
0.8,57992.39947916667
0.58,57992.40052083333
0.44,57992.40157407407
0.54,57992.402604166666
0.61,57992.403645833336
0.53,57992.404699074075
0.56,57992.405752314815
0.58,57992.406805555554
0.43,57992.407847222225
0.47,57992.408900462964
0.37,57992.40994212963
0.37,57992.4109837963
0.45,57992.41203703704
0.49,57992.41307870371
0.38,57992.41412037037
0.43,57992.41516203704
0.41,57992.41621527778
0.38,57992.41726851852
0.49,57992.41832175926
0.48,57992.41936342593
0.46,57992.42040509259
0.5,57992.42145833333
0.54,57992.4225
0.39,57992.42355324074
0.38,57992.42460648148
0.4,57992.42565972222
0.41,57992.426712962966
0.42,57992.427766203706
0.48,57992.428819444445
0.44,57992.42986111111
0.44,57992.430914351855
0.51,57992.43195601852
0.56,57992.43303240741
0.53,57992.43407407407
0.45,57992.435115740744
0.47,57992.43616898148
0.44,57992.43722222222
0.44,57992.438263888886
0.45,57992.43931712963
0.46,57992.440358796295
0.44,57992.441412037035
0.4,57992.442453703705
0.39,57992.443506944444
0.44,57992.444560185184
0.45,57992.44561342592
0.42,57992.44666666666
0.46,57992.44770833333
0.42,57992.44876157407
0.4,57992.44980324074
0.44,57992.45085648148
0.52,57992.45190972222
0.46,57992.45295138889
0.47,57992.45400462963
0.42,57992.455046296294
0.42,57992.45611111111
0.43,57992.45716435185
0.39,57992.458553240744
0.37,57992.45959490741
0.36,57992.460648148146
0.3,57992.461701388886
0.34,57992.46275462963
0.37,57992.46380787037
0.37,57992.46486111111
0.38,57992.46591435185
0.32,57992.46696759259
0.33,57992.46802083333
0.34,57992.46907407408
0.31,57992.47012731482
0.35,57992.47119212963
0.34,57992.47224537037
0.29,57992.473287037035
0.28,57992.474340277775
0.29,57992.47539351852
0.32,57992.47644675926
0.31,57992.47922453703
0.34,57992.480266203704
0.29,57992.48131944444
0.29,57992.48236111111
0.42,57992.48342592592
0.33,57992.48447916667
0.29,57992.48553240741
0.32,57992.48657407407
0.31,57992.48762731482
