dimm,mjd
0.42,57990.23347222222
0.56,57990.234502314815
0.5,57990.23553240741
0.56,57990.236550925925
0.51,57990.23758101852
0.71,57990.23862268519
0.54,57990.239641203705
0.47,57990.2406712963
0.48,57990.24170138889
0.76,57990.242731481485
0.67,57990.24376157407
0.54,57990.244780092595
0.62,57990.24579861111
0.67,57990.24684027778
0.67,57990.24787037037
0.55,57990.24890046296
0.45,57990.250289351854
0.56,57990.25212962963
0.58,57990.25315972222
0.56,57990.25418981481
0.52,57990.255219907405
0.62,57990.25625
0.73,57990.25729166667
0.83,57990.25832175926
0.5,57990.259363425925
0.71,57990.26039351852
0.68,57990.26142361111
0.71,57990.262453703705
0.58,57990.26520833333
0.6,57990.26625
0.51,57990.267280092594
0.68,57990.26832175926
0.52,57990.26934027778
0.48,57990.27038194444
0.53,57990.27141203704
0.55,57990.27244212963
0.63,57990.27347222222
0.73,57990.274513888886
0.63,57990.275555555556
0.47,57990.27658564815
0.65,57990.27761574074
0.52,57990.278645833336
0.61,57990.2796875
0.65,57990.28071759259
0.61,57990.28175925926
0.96,57990.282789351855
0.78,57990.28383101852
0.88,57990.28487268519
0.55,57990.28591435185
0.57,57990.286944444444
0.69,57990.2928125
0.68,57990.293854166666
0.69,57990.29488425926
0.7,57990.29591435185
0.73,57990.29697916667
0.59,57990.29800925926
0.65,57990.299050925925
0.73,57990.300092592595
0.63,57990.30112268519
0.56,57990.30217592593
0.85,57990.30321759259
0.97,57990.304247685184
0.67,57990.305289351854
1.07,57990.30633101852
0.73,57990.30737268519
0.69,57990.30841435185
0.63,57990.30945601852
0.77,57990.31048611111
0.71,57990.31153935185
0.93,57990.312581018516
0.66,57990.31361111111
0.81,57990.31465277778
0.75,57990.31569444444
0.78,57990.317766203705
0.76,57990.31880787037
0.51,57990.319861111115
0.69,57990.320914351854
0.77,57990.32194444445
0.72,57990.32298611111
1.02,57990.32402777778
0.67,57990.32506944444
1.03,57990.32611111111
0.59,57990.327152777776
0.72,57990.328206018516
0.9,57990.329247685186
0.55,57990.33027777778
0.5,57990.33133101852
0.74,57990.33237268519
0.57,57990.33341435185
0.44,57990.33445601852
0.62,57990.335497685184
0.84,57990.336539351854
1.03,57990.33758101852
0.64,57990.33862268519
0.68,57990.33966435185
0.93,57990.34071759259
0.6,57990.34175925926
0.32,57990.34280092592
0.46,57990.34384259259
0.65,57990.34488425926
0.43,57990.34962962963
0.47,57990.35065972222
0.63,57990.35170138889
0.46,57990.352743055555
0.62,57990.353784722225
0.8,57990.35482638889
0.42,57990.35586805556
0.48,57990.356944444444
0.65,57990.357986111114
0.54,57990.35902777778
0.6,57990.360081018516
0.59,57990.361122685186
0.61,57990.362175925926
0.57,57990.363217592596
0.66,57990.36425925926
0.4,57990.3653125
0.46,57990.36634259259
0.44,57990.36846064815
0.45,57990.36951388889
0.65,57990.37055555556
0.55,57990.37333333334
0.4,57990.374375
0.47,57990.37542824074
0.48,57990.37648148148
0.68,57990.37752314815
0.39,57990.37857638889
0.64,57990.37961805556
0.48,57990.3853125
0.55,57990.386354166665
0.6,57990.387407407405
0.76,57990.38947916667
0.55,57990.39053240741
0.91,57990.39157407408
0.73,57990.39262731482
0.45,57990.39366898148
0.57,57990.39472222222
0.62,57990.39577546297
0.61,57990.396828703706
0.61,57990.3978587963
1.05,57990.39891203704
0.93,57990.39996527778
0.78,57990.40100694444
0.9,57990.40206018519
1.1,57990.40310185185
1.03,57990.40415509259
0.52,57990.40521990741
0.5,57990.407314814816
0.94,57990.40835648148
0.84,57990.40940972222
0.91,57990.410462962966
1.03,57990.41150462963
1.11,57990.4125462963
0.99,57990.41359953704
0.75,57990.4146412037
0.92,57990.41569444445
0.95,57990.41675925926
0.72,57990.4178125
1.1,57990.419907407406
0.95,57990.420949074076
0.99,57990.42199074074
0.7,57990.424108796295
0.83,57990.425150462965
0.59,57990.426203703704
0.53,57990.427256944444
0.51,57990.42831018518
0.54,57990.42935185185
0.54,57990.43040509259
0.52,57990.43145833333
0.58,57990.43251157407
0.54,57990.43355324074
0.51,57990.43460648148
0.53,57990.435648148145
0.58,57990.436689814815
0.59,57990.43771990741
0.81,57990.43877314815
0.53,57990.43982638889
0.49,57990.44087962963
0.57,57990.442974537036
0.49,57990.444027777776
0.62,57990.445081018515
0.62,57990.44613425926
0.45,57990.447175925925
0.72,57990.44929398148
0.74,57990.45034722222
0.89,57990.45142361111
0.83,57990.45247685185
0.65,57990.45353009259
0.75,57990.45457175926
0.69,57990.455625
0.81,57990.45667824074
0.8,57990.457719907405
0.78,57990.45877314815
1.05,57990.46087962963
0.79,57990.46193287037
0.74,57990.46297453704
0.72,57990.46402777778
0.77,57990.46508101852
0.86,57990.46613425926
0.72,57990.467523148145
0.78,57990.46857638889
0.89,57990.4696412037
0.79,57990.47069444445
0.72,57990.47173611111
0.74,57990.47278935185
0.67,57990.47384259259
0.66,57990.47488425926
0.76,57990.4759375
0.89,57990.47699074074
0.83,57990.478055555555
0.62,57990.479108796295
1.22,57990.48122685185
0.92,57990.48228009259
0.59,57990.48438657408
0.94,57990.48546296296
1.03,57990.4865162037
1.27,57990.48756944444
1.05,57990.48862268519
0.64,57990.48966435185
1.22,57990.49072916667
0.65,57990.49178240741
0.95,57990.49283564815
1.05,57990.49388888889
0.8,57990.494942129626
0.96,57990.49599537037
0.87,57990.49704861111
0.86,57990.49810185185
1.05,57990.49914351852
0.65,57990.50021990741
0.68,57990.50127314815
0.82,57990.502337962964
0.8,57990.5033912037
0.64,57990.50446759259
0.97,57990.507835648146
0.56,57990.508888888886
0.63,57990.50994212963
0.57,57990.51099537037
0.67,57990.51206018519
0.88,57990.51311342593
0.78,57990.51417824074
0.67,57990.515231481484
0.57,57990.516284722224
0.51,57990.51733796296
0.59,57990.51840277778
0.58,57990.519467592596
0.72,57990.520520833335
0.71,57990.521574074075
0.77,57990.52263888889
0.65,57990.52369212963
0.57,57990.52474537037
0.8,57990.52581018519
0.74,57990.52686342593
0.81,57990.52792824074
1.28,57990.52898148148
0.96,57990.53005787037
0.96,57990.53111111111
0.95,57990.532164351855
0.71,57990.533217592594
0.65,57990.53428240741
0.77,57990.53533564815
0.61,57990.53638888889
0.94,57990.537453703706
0.7,57990.53854166667
0.67,57990.53959490741
0.7,57990.540659722225
0.95,57990.54277777778
0.98,57990.544895833336
0.83,57990.545960648145
0.88,57990.54702546296
0.65,57990.5480787037
0.7,57990.54913194444
0.68,57990.55019675926
0.63,57990.55125
0.72,57990.55232638889
0.74,57990.55337962963
0.78,57990.55443287037
0.81,57990.555497685185
0.76,57990.556550925925
0.65,57990.55761574074
0.57,57990.55868055556
0.73,57990.559745370374
0.56,57990.56079861111
0.79,57990.562939814816
0.72,57990.56400462963
0.86,57990.56506944444
0.77,57990.5671875
0.86,57990.56825231481
0.63,57990.56931712963
0.93,57990.57037037037
0.71,57990.5725
0.68,57990.57355324074
1.0,57990.57568287037
0.76,57990.57674768518
0.6,57990.5778125
0.69,57990.578877314816
0.63,57990.581030092595
0.77,57990.582094907404
0.67,57990.58315972222
0.65,57990.58422453704
0.64,57990.585381944446
0.88,57990.586597222224
0.7,57990.587789351855
0.99,57990.590092592596
0.99,57990.591145833336
1.23,57990.592210648145
1.2,57990.5943287037
1.27,57990.59539351852
1.12,57990.59645833333
1.24,57990.59857638889
1.1,57990.5996875
0.95,57990.60074074074
1.22,57990.60181712963
1.45,57990.60288194445
0.95,57990.603946759256
0.76,57990.60501157407
1.07,57990.60606481481
1.24,57990.60712962963
0.84,57990.60820601852
0.78,57990.60927083333
0.93,57990.61033564815
1.09,57990.61138888889
1.2,57990.6124537037
0.88,57990.61355324074
1.33,57990.61462962963
0.94,57990.61568287037
1.08,57990.616747685184
0.93,57990.6178125
0.93,57990.62076388889
1.2,57990.621828703705
0.88,57990.62289351852
0.99,57990.62395833333
0.81,57990.62503472222
1.0,57990.62608796296
1.3,57990.62715277778
1.06,57990.628217592595
1.03,57990.629270833335
0.91,57990.63034722222
1.24,57990.63140046296
1.3,57990.63247685185
1.01,57990.63459490741
0.84,57990.635659722226
0.73,57990.636724537035
0.96,57990.63778935185
0.75,57990.63885416667
