mass,mjd
0.07,57975.262141203704
0.12,57975.27872685185
0.11,57975.27976851852
0.12,57975.28597222222
0.13,57975.28701388889
0.18,57975.289085648146
0.2,57975.29011574074
0.16,57975.29115740741
0.06,57975.29219907407
0.14,57975.293217592596
0.17,57975.29634259259
0.41,57975.29738425926
0.21,57975.298414351855
0.11,57975.30048611111
0.07,57975.30152777778
0.14,57975.30255787037
0.27,57975.30358796296
0.09,57975.30567129629
0.25,57975.30774305556
0.11,57975.310844907406
0.19,57975.32540509259
0.09,57975.32643518518
0.1,57975.332395833335
0.09,57975.3334375
0.07,57975.33449074074
0.06,57975.33553240741
0.06,57975.3365625
0.08,57975.33760416666
0.14,57975.33865740741
0.19,57975.33969907407
0.2,57975.340729166666
0.18,57975.341782407406
0.18,57975.342824074076
0.2,57975.34385416667
0.16,57975.34489583333
0.2,57975.34594907407
0.19,57975.34699074074
0.23,57975.348032407404
0.18,57975.349074074074
0.18,57975.35011574074
0.19,57975.35118055555
0.17,57975.35221064815
0.16,57975.35325231482
0.18,57975.35430555556
0.14,57975.35534722222
0.18,57975.35638888889
0.13,57975.35743055555
0.1,57975.360185185185
0.07,57975.361238425925
0.08,57975.36226851852
0.08,57975.36331018519
0.09,57975.36435185185
0.1,57975.36539351852
0.1,57975.366435185184
0.09,57975.367476851854
0.11,57975.36853009259
0.13,57975.369571759256
0.16,57975.37060185185
0.17,57975.37165509259
0.23,57975.372708333336
0.24,57975.373773148145
0.3,57975.374814814815
0.42,57975.375868055555
0.57,57975.376909722225
0.71,57975.37795138889
0.97,57975.37898148148
0.5,57975.38003472222
0.28,57975.38107638889
0.22,57975.38211805555
0.32,57975.38317129629
0.22,57975.38421296296
0.23,57975.3852662037
0.25,57975.38630787037
0.22,57975.38732638889
0.24,57975.38837962963
0.2,57975.38943287037
0.27,57975.39048611111
0.45,57975.3915162037
0.34,57975.39255787037
0.26,57975.39361111111
0.21,57975.39465277778
0.2,57975.39570601852
0.2,57975.39677083334
0.22,57975.3978125
0.14,57975.39885416667
0.27,57975.39990740741
0.28,57975.40094907407
0.2,57975.40200231481
0.17,57975.40304398148
0.2,57975.4041087963
0.18,57975.40515046296
0.2,57975.40619212963
0.16,57975.40724537037
0.17,57975.40829861111
0.16,57975.40934027778
0.14,57975.41039351852
0.18,57975.41144675926
0.2,57975.4125
0.15,57975.41354166667
0.11,57975.41459490741
0.12,57975.41564814815
0.1,57975.41668981482
0.14,57975.41774305556
0.16,57975.41878472222
0.16,57975.41983796296
0.16,57975.425671296296
0.09,57975.434594907405
0.06,57975.44363425926
0.07,57975.4446875
0.1,57975.45096064815
0.11,57975.452002314814
0.09,57975.453055555554
0.08,57975.45410879629
0.15,57975.45515046296
0.12,57975.45621527778
0.17,57975.45726851852
0.12,57975.46042824074
0.16,57975.461481481485
0.2,57975.465682870374
0.16,57975.46672453704
0.3,57975.467777777776
0.15,57975.468831018516
0.31,57975.469872685186
0.68,57975.4709375
0.7,57975.47199074074
0.63,57975.47304398148
0.51,57975.47408564815
0.43,57975.47515046296
0.45,57975.47619212963
0.42,57975.47724537037
0.39,57975.47829861111
0.41,57975.47934027778
0.38,57975.480405092596
0.54,57975.481458333335
0.51,57975.4825
0.75,57975.48355324074
0.88,57975.484606481485
0.99,57975.485659722224
1.59,57975.48670138889
1.23,57975.48775462963
0.96,57975.48880787037
0.8,57975.489849537036
0.79,57975.490891203706
0.7,57975.491956018515
0.4,57975.49300925926
0.24,57975.4940625
0.23,57975.495104166665
0.11,57975.49722222222
0.12,57975.49827546296
0.18,57975.50144675926
0.2,57975.504594907405
0.15,57975.51091435185
0.09,57975.511967592596
0.15,57975.513020833336
0.12,57975.515127314815
0.13,57975.517233796294
0.08,57975.51934027778
0.06,57975.52039351852
0.22,57975.52144675926
0.3,57975.5225
0.26,57975.523564814815
0.23,57975.524618055555
0.07,57975.52673611111
0.3,57975.52778935185
0.14,57975.52885416667
0.33,57975.52989583334
0.37,57975.53094907408
0.36,57975.532013888886
0.42,57975.53306712963
0.42,57975.53412037037
0.52,57975.53518518519
0.33,57975.53623842593
0.27,57975.53729166667
0.26,57975.53939814815
0.34,57975.54046296296
0.27,57975.5415162037
0.41,57975.54292824074
0.33,57975.54399305556
0.3,57975.5450462963
0.23,57975.55006944444
0.11,57975.55113425926
0.2,57975.55324074074
0.09,57975.55428240741
0.07,57975.55640046296
0.09,57975.562731481485
0.24,57975.563796296294
0.33,57975.56484953704
0.35,57975.56591435185
0.17,57975.566979166666
0.11,57975.56909722222
0.09,57975.57438657407
0.12,57975.578622685185
0.19,57975.579675925925
0.07,57975.58179398148
0.22,57975.5828587963
0.22,57975.58392361111
0.3,57975.585011574076
0.23,57975.586168981485
0.06,57975.587534722225
0.31,57975.588796296295
0.1,57975.59092592593
0.11,57975.60471064815
0.11,57975.60791666667
0.28,57975.608981481484
0.12,57975.61109953704
0.1,57975.613229166665
