mass,mjd
0.4,57973.26142361111
0.58,57973.26246527778
0.52,57973.2634837963
0.38,57973.26452546296
0.43,57973.26556712963
0.26,57973.266597222224
0.44,57973.26762731482
0.49,57973.26866898148
0.42,57973.26969907407
0.35,57973.27072916667
0.25,57973.27177083334
0.46,57973.27280092592
0.47,57973.273831018516
0.55,57973.27488425926
0.44,57973.27591435185
0.46,57973.27695601852
0.17,57973.27798611111
0.32,57973.279027777775
0.35,57973.28005787037
0.35,57973.28107638889
0.31,57973.282118055555
0.33,57973.283159722225
0.19,57973.28418981482
0.08,57973.28524305556
0.31,57973.28628472222
0.31,57973.287314814814
0.9,57973.28834490741
0.2,57973.28938657408
0.19,57973.291446759256
0.15,57973.29248842593
0.34,57973.29456018518
0.32,57973.29560185185
0.36,57973.296631944446
0.28,57973.297685185185
0.25,57973.29871527778
0.21,57973.29975694444
0.26,57973.300787037035
0.27,57973.301828703705
0.26,57973.30287037037
0.11,57973.30391203704
0.27,57973.30804398148
0.17,57973.30908564815
0.3,57973.31115740741
0.23,57973.31219907408
0.23,57973.31324074074
0.14,57973.31427083333
0.3,57973.3153125
0.54,57973.32003472222
0.51,57973.321076388886
0.1,57973.32209490741
0.11,57973.32313657407
0.13,57973.32417824074
0.25,57973.32623842593
0.47,57973.32832175926
0.95,57973.329363425924
0.78,57973.33039351852
0.95,57973.33143518519
0.86,57973.33246527778
0.44,57973.33868055556
0.22,57973.34076388889
0.23,57973.34180555555
0.26,57973.34284722222
0.21,57973.34422453704
0.2,57973.34527777778
0.16,57973.34631944444
0.15,57973.347349537034
0.12,57973.348391203705
0.1,57973.34943287037
0.07,57973.35324074074
0.17,57973.35429398148
0.18,57973.35534722222
0.17,57973.35638888889
0.22,57973.35741898148
0.21,57973.358460648145
0.18,57973.35951388889
0.2,57973.360555555555
0.2,57973.361597222225
0.21,57973.36263888889
0.18,57973.36369212963
0.21,57973.36472222222
0.23,57973.36577546296
0.22,57973.36681712963
0.26,57973.36785879629
0.18,57973.36888888889
0.18,57973.369942129626
0.23,57973.370983796296
0.2,57973.372025462966
0.16,57973.37306712963
0.19,57973.3741087963
0.16,57973.37516203704
0.11,57973.3762037037
0.08,57973.37724537037
0.1,57973.378287037034
0.18,57973.379328703704
0.2,57973.38037037037
0.2,57973.38141203704
0.13,57973.38560185185
0.12,57973.38664351852
0.13,57973.38768518518
0.32,57973.38872685185
0.21,57973.38978009259
0.24,57973.39082175926
0.3,57973.391875
0.21,57973.392916666664
0.23,57973.39396990741
0.19,57973.39501157407
0.18,57973.39606481481
0.2,57973.39710648148
0.17,57973.398148148146
0.16,57973.399189814816
0.18,57973.400243055556
0.33,57973.401284722226
0.22,57973.402337962965
0.08,57973.40546296296
0.13,57973.40965277778
0.21,57973.41174768518
0.06,57973.41278935185
0.25,57973.41384259259
0.25,57973.41489583333
0.15,57973.4159375
0.29,57973.41701388889
0.1,57973.41806712963
0.12,57973.4191087963
0.06,57973.42120370371
0.1,57973.42434027778
0.09,57973.42538194444
0.51,57973.432175925926
1.21,57973.433217592596
0.8,57973.435324074075
1.04,57973.43636574074
0.64,57973.437418981484
1.13,57973.438472222224
0.34,57973.444768518515
0.33,57973.450011574074
0.83,57973.45663194444
0.13,57973.462916666664
0.42,57973.4681712963
0.13,57973.46922453704
0.14,57973.482152777775
0.15,57973.48741898148
0.3,57973.496886574074
0.26,57973.49793981481
0.31,57973.49900462963
0.21,57973.5000462963
0.46,57973.50109953704
0.14,57973.50215277778
0.55,57973.50320601852
0.76,57973.504270833335
0.46,57973.50533564815
0.32,57973.50638888889
0.41,57973.50743055555
0.61,57973.50953703704
0.36,57973.51059027778
0.33,57973.512708333335
0.36,57973.513761574075
0.16,57973.514814814815
0.56,57973.51693287037
0.81,57973.51798611111
0.43,57973.51903935185
0.54,57973.52009259259
1.23,57973.521145833336
0.39,57973.522199074076
0.97,57973.52326388889
0.83,57973.5243287037
0.76,57973.52537037037
0.46,57973.52642361111
0.41,57973.52748842593
0.3,57973.52854166667
0.36,57973.52960648148
0.48,57973.53065972222
0.09,57973.53171296296
0.21,57973.533842592595
0.2,57973.534895833334
0.36,57973.53806712963
0.42,57973.53912037037
0.47,57973.54017361111
0.43,57973.541238425925
0.17,57973.54230324074
0.16,57973.54336805556
0.42,57973.54443287037
0.23,57973.54653935185
0.27,57973.54865740741
0.28,57973.55403935185
0.09,57973.55510416667
0.07,57973.55615740741
0.09,57973.557222222225
0.23,57973.558287037034
0.14,57973.56040509259
0.15,57973.56251157408
0.07,57973.56462962963
0.19,57973.56994212963
0.11,57973.572060185186
0.07,57973.573125
0.23,57973.57523148148
0.12,57973.581608796296
0.07,57973.58372685185
0.12,57973.59590277778
0.08,57973.603321759256
0.15,57973.60543981481
