mass,mjd
0.19,57976.264328703706
0.16,57976.27259259259
0.08,57976.294386574074
0.15,57976.29542824074
0.24,57976.29645833333
0.11,57976.305810185186
0.22,57976.30997685185
0.07,57976.31309027778
0.1,57976.31413194445
0.3,57976.31621527778
0.32,57976.317245370374
0.12,57976.31828703704
0.22,57976.31932870371
0.28,57976.32037037037
0.18,57976.32141203704
0.27,57976.3224537037
0.25,57976.32349537037
0.29,57976.324525462966
0.23,57976.33148148148
0.23,57976.33252314815
0.19,57976.33357638889
0.24,57976.33461805555
0.27,57976.33565972222
0.25,57976.336701388886
0.13,57976.337743055556
0.16,57976.338796296295
0.14,57976.339837962965
0.22,57976.34087962963
0.21,57976.3419212963
0.2,57976.34296296296
0.2,57976.34400462963
0.24,57976.34505787037
0.26,57976.34611111111
0.24,57976.34715277778
0.22,57976.34819444444
0.25,57976.34924768518
0.27,57976.35028935185
0.24,57976.35134259259
0.24,57976.352372685185
0.24,57976.353425925925
0.16,57976.354467592595
0.19,57976.35550925926
0.19,57976.3565625
0.24,57976.35760416667
0.25,57976.35864583333
0.29,57976.3596875
0.27,57976.36074074074
0.21,57976.36178240741
0.24,57976.362858796296
0.23,57976.363900462966
0.28,57976.36494212963
0.19,57976.3659837963
0.19,57976.36703703704
0.19,57976.3680787037
0.13,57976.36913194445
0.15,57976.37017361111
0.13,57976.37122685185
0.14,57976.37226851852
0.16,57976.37332175926
0.17,57976.374375
0.19,57976.37541666667
0.21,57976.37645833333
0.17,57976.37751157407
0.16,57976.37855324074
0.22,57976.379594907405
0.19,57976.38064814815
0.2,57976.38170138889
0.18,57976.382743055554
0.18,57976.38380787037
0.16,57976.38484953704
0.16,57976.38590277778
0.18,57976.38694444444
0.25,57976.38799768518
0.28,57976.38905092593
0.27,57976.390081018515
0.35,57976.39113425926
0.28,57976.3921875
0.27,57976.393229166664
0.32,57976.394282407404
0.43,57976.395324074074
0.36,57976.39637731481
0.37,57976.39741898148
0.39,57976.39847222222
0.32,57976.399513888886
0.26,57976.400555555556
0.24,57976.401608796295
0.24,57976.402662037035
0.23,57976.403715277775
0.19,57976.404756944445
0.2,57976.405798611115
0.2,57976.406851851854
0.22,57976.407905092594
0.3,57976.40895833333
0.43,57976.41
0.38,57976.41105324074
0.28,57976.41210648148
0.21,57976.413148148145
0.18,57976.41420138889
0.2,57976.41525462963
0.2,57976.41631944444
0.15,57976.41737268519
0.14,57976.42306712963
0.09,57976.42412037037
0.12,57976.4265625
0.11,57976.430752314816
0.07,57976.4359837963
0.07,57976.43703703704
0.15,57976.444386574076
0.1,57976.445439814815
0.14,57976.44857638889
0.14,57976.4612037037
0.13,57976.467523148145
0.15,57976.468564814815
0.2,57976.471724537034
0.07,57976.4759375
0.22,57976.47699074074
0.2,57976.478055555555
0.08,57976.481203703705
0.15,57976.48542824074
0.26,57976.488217592596
0.25,57976.49769675926
0.09,57976.52724537037
0.21,57976.52831018518
0.29,57976.53042824074
0.12,57976.531493055554
0.09,57976.532546296294
0.09,57976.53571759259
0.19,57976.536782407406
0.27,57976.537835648145
0.16,57976.53890046296
0.15,57976.5399537037
0.22,57976.54101851852
0.19,57976.542083333334
0.2,57976.545486111114
0.06,57976.54761574074
0.16,57976.54866898148
0.12,57976.550775462965
0.11,57976.5571412037
0.09,57976.55924768518
0.17,57976.56030092593
0.17,57976.56136574074
0.11,57976.56349537037
0.06,57976.56773148148
0.12,57976.5687962963
0.11,57976.580462962964
0.07,57976.58859953703
0.15,57976.590775462966
0.11,57976.591840277775
0.06,57976.59715277778
0.12,57976.60671296297
