mass,mjd
0.13,57879.26006944444
0.15,57879.26111111111
0.15,57879.2631712963
0.13,57879.264236111114
0.11,57879.26527777778
0.1,57879.26733796296
0.11,57879.26940972222
0.1,57879.27148148148
0.09,57879.27355324074
0.12,57879.275625
0.09,57879.276666666665
0.08,57879.27769675926
0.1,57879.27873842593
0.12,57879.27976851852
0.18,57879.280810185184
0.19,57879.281851851854
0.18,57879.28289351852
0.21,57879.28393518519
0.22,57879.28496527778
0.19,57879.28600694444
0.23,57879.28703703704
0.21,57879.28806712963
0.17,57879.2891087963
0.14,57879.29015046296
0.14,57879.29119212963
0.12,57879.292233796295
0.14,57879.29431712963
0.09,57879.29534722222
0.07,57879.29638888889
0.09,57879.29996527778
0.11,57879.30099537037
0.14,57879.302037037036
0.12,57879.303078703706
0.12,57879.30412037037
0.12,57879.30515046296
0.15,57879.30619212963
0.12,57879.307233796295
0.08,57879.30826388889
0.06,57879.30930555556
0.11,57879.31034722222
0.09,57879.311377314814
0.11,57879.312418981484
0.12,57879.31346064815
0.06,57879.31451388889
0.08,57879.31554398148
0.09,57879.31658564815
0.06,57879.31762731481
0.1,57879.31866898148
0.11,57879.320752314816
0.11,57879.32179398148
0.09,57879.32282407407
0.08,57879.32386574074
0.06,57879.32493055556
0.06,57879.328055555554
0.08,57879.329097222224
0.1,57879.33012731482
0.12,57879.33116898148
0.13,57879.33221064815
0.07,57879.33326388889
0.09,57879.33429398148
0.1,57879.33534722222
0.08,57879.336388888885
0.08,57879.337430555555
0.12,57879.338472222225
0.11,57879.33951388889
0.16,57879.34782407407
0.13,57879.34887731481
0.14,57879.349907407406
0.12,57879.350949074076
0.11,57879.35199074074
0.11,57879.35303240741
0.11,57879.35407407407
0.11,57879.35721064815
0.1,57879.35824074074
0.12,57879.35928240741
0.08,57879.36033564815
0.09,57879.36241898148
0.08,57879.36451388889
0.1,57879.36555555555
0.1,57879.366585648146
0.16,57879.367627314816
0.14,57879.368680555555
0.18,57879.369722222225
0.14,57879.37075231481
0.12,57879.37179398148
0.11,57879.37284722222
0.12,57879.37388888889
0.14,57879.374930555554
0.13,57879.375972222224
0.11,57879.37701388889
0.11,57879.378067129626
0.12,57879.379108796296
0.12,57879.381203703706
0.16,57879.382256944446
0.11,57879.38329861111
0.11,57879.3843287037
0.13,57879.38538194444
0.16,57879.38642361111
0.15,57879.38747685185
0.13,57879.38957175926
0.11,57879.390625
0.17,57879.39166666667
0.17,57879.39271990741
0.13,57879.39376157407
0.12,57879.39481481481
0.12,57879.39585648148
0.16,57879.396898148145
0.18,57879.397939814815
0.17,57879.398993055554
0.11,57879.40107638889
0.11,57879.40211805556
0.09,57879.4031712963
0.1,57879.406319444446
0.12,57879.40736111111
0.08,57879.40945601852
0.1,57879.41049768519
0.09,57879.41260416667
0.09,57879.41364583333
0.07,57879.4146875
0.07,57879.41572916666
0.1,57879.41782407407
0.09,57879.41887731481
0.07,57879.41991898148
0.07,57879.420960648145
0.06,57879.42412037037
0.06,57879.42621527778
0.1,57879.42936342592
0.07,57879.43252314815
0.09,57879.43357638889
0.11,57879.43672453704
0.09,57879.43881944445
0.08,57879.43986111111
0.11,57879.44091435185
0.15,57879.441979166666
0.14,57879.443032407406
0.12,57879.445127314815
0.07,57879.44619212963
0.22,57879.44829861111
0.16,57879.44934027778
0.17,57879.45039351852
0.19,57879.45143518518
0.18,57879.45248842592
0.21,57879.45354166667
0.23,57879.45459490741
0.25,57879.45667824074
0.2,57879.45773148148
0.21,57879.45983796296
0.19,57879.46087962963
0.19,57879.46193287037
0.18,57879.46193287037
0.2,57879.46299768519
0.2,57879.465104166666
0.21,57879.466157407405
0.17,57879.467210648145
0.2,57879.469305555554
0.23,57879.47037037037
0.25,57879.47246527778
0.35,57879.47353009259
0.37,57879.474583333336
0.27,57879.47891203704
0.37,57879.48101851852
0.28,57879.48207175926
0.32,57879.483125
0.4,57879.48521990741
0.28,57879.48627314815
0.29,57879.48732638889
0.28,57879.48837962963
0.21,57879.4894212963
0.24,57879.49153935185
0.22,57879.49260416667
0.09,57879.49364583333
0.1,57879.49575231481
0.11,57879.49680555556
0.15,57879.4978587963
0.13,57879.49996527778
0.26,57879.502071759256
0.16,57879.50313657407
0.31,57879.50417824074
0.13,57879.50524305556
0.07,57879.5062962963
0.17,57879.50734953704
0.06,57879.50840277778
0.21,57879.50945601852
0.23,57879.51157407407
0.2,57879.51366898148
0.19,57879.51472222222
0.09,57879.51577546296
0.24,57879.5168287037
0.22,57879.51788194444
0.12,57879.52951388889
0.13,57879.54568287037
0.25,57879.546747685185
0.09,57879.54991898148
0.17,57879.55101851852
0.09,57879.555243055554
0.07,57879.56054398148
0.19,57879.57221064815
0.16,57879.596354166664
0.13,57879.59741898148
0.13,57879.59847222222
0.11,57879.60060185185
0.1,57879.60166666667
0.12,57879.60273148148
0.24,57879.60486111111
