mass,mjd
0.18,55322.26011574074
0.27,55322.26113425926
0.27,55322.2631712963
0.2,55322.265185185184
0.21,55322.267222222225
0.15,55322.26925925926
0.2,55322.27028935185
0.18,55322.27130787037
0.14,55322.27230324074
0.15,55322.274305555555
0.16,55322.274305555555
0.17,55322.27633101852
0.19,55322.27633101852
0.18,55322.277349537035
0.17,55322.27836805556
0.14,55322.279386574075
0.07,55322.28040509259
0.09,55322.28142361111
0.1,55322.28240740741
0.11,55322.28341435185
0.08,55322.28440972222
0.12,55322.28542824074
0.09,55322.2890625
0.19,55322.29006944445
0.21,55322.29209490741
0.29,55322.29309027778
0.22,55322.295127314814
0.39,55322.2971412037
0.37,55322.29813657407
0.36,55322.29913194444
0.22,55322.300150462965
0.25,55322.30116898148
0.22,55322.3021875
0.19,55322.30320601852
0.16,55322.30422453704
0.19,55322.305243055554
0.21,55322.30626157407
0.21,55322.30829861111
0.18,55322.30930555556
0.15,55322.3103125
0.14,55322.31133101852
0.15,55322.31234953704
0.12,55322.313368055555
0.17,55322.314363425925
0.16,55322.31538194444
0.13,55322.316400462965
0.11,55322.317395833335
0.13,55322.31841435185
0.07,55322.319444444445
0.09,55322.32048611111
0.15,55322.32252314815
0.15,55322.323530092595
0.1,55322.325590277775
0.09,55322.327627314815
0.11,55322.32863425926
0.13,55322.32965277778
0.15,55322.330671296295
0.12,55322.33167824074
0.1,55322.33268518518
0.09,55322.333703703705
0.11,55322.334710648145
0.15,55322.33675925926
0.17,55322.33777777778
0.15,55322.338784722226
0.14,55322.339791666665
0.16,55322.34081018518
0.14,55322.343726851854
0.13,55322.34473379629
0.13,55322.34574074074
0.13,55322.34674768519
0.08,55322.34775462963
0.08,55322.34878472222
0.09,55322.34878472222
0.1,55322.349814814814
0.15,55322.35119212963
0.18,55322.35320601852
0.18,55322.35530092593
0.14,55322.357303240744
0.19,55322.35832175926
0.17,55322.35934027778
0.19,55322.36035879629
0.17,55322.36137731482
0.26,55322.36238425926
0.16,55322.36337962963
0.15,55322.36439814815
0.1,55322.365428240744
0.14,55322.36644675926
0.13,55322.36746527778
0.16,55322.368472222224
0.17,55322.36950231482
0.17,55322.370520833334
0.12,55322.37153935185
0.14,55322.3725462963
0.17,55322.37358796296
0.14,55322.374606481484
0.14,55322.375613425924
0.11,55322.37767361111
0.2,55322.37972222222
0.19,55322.38075231481
0.13,55322.38180555555
0.17,55322.382835648146
0.24,55322.38384259259
0.06,55322.38586805556
0.06,55322.38688657407
0.06,55322.38893518518
0.06,55322.38994212963
0.1,55322.39195601852
0.14,55322.393009259256
0.16,55322.39503472222
0.06,55322.39604166667
0.07,55322.39908564815
0.11,55322.40011574074
0.15,55322.40115740741
0.13,55322.40216435185
0.11,55322.403182870374
0.17,55322.40421296296
0.13,55322.40523148148
0.13,55322.40625
0.16,55322.40728009259
0.15,55322.410833333335
0.26,55322.41185185185
0.2,55322.412881944445
0.14,55322.41491898148
0.09,55322.41594907407
0.1,55322.41800925926
0.14,55322.41903935185
0.11,55322.420115740744
0.09,55322.42113425926
0.13,55322.42215277778
0.09,55322.424212962964
0.17,55322.42523148148
0.16,55322.42626157407
0.2,55322.42831018518
0.19,55322.42931712963
0.18,55322.43032407408
0.17,55322.43236111111
0.18,55322.43340277778
0.15,55322.434432870374
0.13,55322.43543981481
0.17,55322.43644675926
0.29,55322.43746527778
0.24,55322.43849537037
0.21,55322.43953703704
0.16,55322.44157407407
0.18,55322.44260416667
0.21,55322.44363425926
0.17,55322.44568287037
0.2,55322.446701388886
0.13,55322.447743055556
0.16,55322.44980324074
0.15,55322.450833333336
0.17,55322.45185185185
0.21,55322.452881944446
0.2,55322.45392361111
0.19,55322.454976851855
0.16,55322.45600694444
0.16,55322.458078703705
0.2,55322.45909722222
0.2,55322.460127314815
0.29,55322.460127314815
0.27,55322.46114583333
0.25,55322.462175925924
0.22,55322.463217592594
0.2,55322.46424768519
0.2,55322.465266203704
0.2,55322.46628472222
0.18,55322.467314814814
0.17,55322.46836805555
0.18,55322.46942129629
0.19,55322.47045138889
0.16,55322.47149305556
0.15,55322.47253472222
0.2,55322.47355324074
0.15,55322.47561342592
0.23,55322.47851851852
0.16,55322.48055555556
0.17,55322.48471064815
0.09,55322.48572916666
0.16,55322.48674768519
0.09,55322.48883101852
0.08,55322.489849537036
0.12,55322.49087962963
0.14,55322.49190972222
0.15,55322.492951388886
0.26,55322.505324074074
0.2,55322.50636574074
0.14,55322.50740740741
0.24,55322.50945601852
0.15,55322.51047453703
0.15,55322.51149305556
0.18,55322.51356481481
0.29,55322.51460648148
0.41,55322.51563657408
0.33,55322.516689814816
0.37,55322.51773148148
0.38,55322.51877314815
0.29,55322.520833333336
0.37,55322.521875
0.42,55322.52291666667
0.35,55322.52394675926
0.35,55322.52496527778
0.31,55322.52601851852
0.3,55322.52704861111
0.34,55322.52809027778
0.19,55322.52909722222
0.24,55322.53114583333
0.2,55322.53319444445
0.3,55322.53424768519
0.19,55322.53527777778
0.28,55322.53633101852
0.15,55322.53737268518
0.15,55322.53841435185
0.18,55322.53943287037
0.08,55322.540451388886
0.24,55322.54146990741
0.21,55322.5425
0.22,55322.54351851852
0.27,55322.54456018518
0.28,55322.54560185185
0.24,55322.546631944446
0.25,55322.54765046296
0.18,55322.54866898148
0.14,55322.549722222226
0.31,55322.55185185185
0.43,55322.55287037037
0.59,55322.55391203704
0.41,55322.55599537037
0.39,55322.55804398148
0.37,55322.560115740744
0.53,55322.5621875
0.51,55322.56322916667
0.36,55322.56427083333
0.35,55322.5653125
0.09,55322.566342592596
0.09,55322.56737268518
0.26,55322.569502314815
0.14,55322.570543981485
0.36,55322.57158564815
0.3,55322.57262731482
0.24,55322.57366898148
0.22,55322.57471064815
0.34,55322.57576388889
