mass,mjd
0.43,55320.27552083333
0.33,55320.27653935185
0.31,55320.277546296296
0.32,55320.27854166667
0.27,55320.28053240741
0.26,55320.28152777778
0.24,55320.28252314815
0.17,55320.283541666664
0.21,55320.28456018519
0.17,55320.28658564815
0.15,55320.287627314814
0.17,55320.28864583333
0.16,55320.2896412037
0.21,55320.29064814815
0.21,55320.29167824074
0.23,55320.29268518519
0.19,55320.29368055556
0.16,55320.29467592593
0.16,55320.29568287037
0.17,55320.29770833333
0.14,55320.29976851852
0.15,55320.300787037035
0.14,55320.30181712963
0.16,55320.302835648145
0.15,55320.30384259259
0.11,55320.30484953704
0.15,55320.305868055555
0.17,55320.306875
0.14,55320.30788194444
0.14,55320.30888888889
0.12,55320.309907407405
0.15,55320.3109375
0.23,55320.31300925926
0.22,55320.31402777778
0.22,55320.315034722225
0.16,55320.316030092596
0.16,55320.317037037035
0.16,55320.31805555556
0.2,55320.320393518516
0.86,55320.33846064815
0.11,55320.357569444444
0.06,55320.359606481485
0.07,55320.360613425924
0.07,55320.36163194444
0.11,55320.36163194444
0.12,55320.36366898148
0.19,55320.3646875
0.16,55320.36571759259
0.2,55320.367743055554
0.13,55320.368738425925
0.18,55320.36976851852
0.2,55320.370787037034
0.26,55320.37278935185
0.26,55320.37378472222
0.24,55320.37478009259
0.31,55320.376805555556
0.31,55320.377800925926
0.32,55320.37880787037
0.28,55320.379837962966
0.2,55320.38085648148
0.22,55320.38186342592
0.19,55320.382881944446
0.22,55320.38390046296
0.26,55320.38491898148
0.19,55320.3859375
0.2,55320.386967592596
0.32,55320.38900462963
0.45,55320.390023148146
0.27,55320.39204861111
0.29,55320.393055555556
0.34,55320.39407407407
0.26,55320.39509259259
0.34,55320.39885416667
0.25,55320.399872685186
0.21,55320.40188657407
0.17,55320.40188657407
0.18,55320.403912037036
0.17,55320.40494212963
0.21,55320.405960648146
0.18,55320.40696759259
0.21,55320.40934027778
0.18,55320.41034722222
0.14,55320.41135416667
0.19,55320.41237268518
0.2,55320.41337962963
0.13,55320.41440972222
0.12,55320.41646990741
0.15,55320.41751157407
0.19,55320.41851851852
0.29,55320.419537037036
0.36,55320.42056712963
0.27,55320.42162037037
0.27,55320.42265046296
0.21,55320.423680555556
0.23,55320.42469907407
0.09,55320.42674768518
0.11,55320.427766203706
0.12,55320.42979166667
0.19,55320.43079861111
0.13,55320.4318287037
0.13,55320.432858796295
0.14,55320.43388888889
0.1,55320.43591435185
0.14,55320.4369212963
0.14,55320.437951388885
0.13,55320.43895833333
0.17,55320.439988425926
0.15,55320.44101851852
0.12,55320.442037037035
0.12,55320.44304398148
0.15,55320.444085648145
0.18,55320.44511574074
0.21,55320.44614583333
0.18,55320.44820601852
0.24,55320.44923611111
0.25,55320.45024305556
0.23,55320.45125
0.28,55320.45226851852
0.2,55320.45329861111
0.17,55320.4543287037
0.22,55320.455358796295
0.29,55320.45638888889
0.21,55320.45741898148
0.23,55320.459444444445
0.2,55320.46150462963
0.2,55320.46252314815
0.31,55320.46456018519
0.21,55320.46556712963
0.24,55320.46662037037
0.2,55320.46763888889
0.3,55320.46865740741
0.23,55320.4696875
0.23,55320.470717592594
0.35,55320.47278935185
0.32,55320.47381944444
0.27,55320.47484953704
0.24,55320.47693287037
0.17,55320.477951388886
0.18,55320.47898148148
0.19,55320.48003472222
0.2,55320.48103009259
0.19,55320.483831018515
0.06,55320.503171296295
0.14,55320.50828703704
0.07,55320.50828703704
0.17,55320.509351851855
0.11,55320.51038194444
0.09,55320.51346064815
0.11,55320.51857638889
0.16,55320.52060185185
0.13,55320.52471064815
0.06,55320.52883101852
0.22,55320.52984953704
0.44,55320.53189814815
0.47,55320.53291666666
0.63,55320.53394675926
0.7,55320.53497685185
0.65,55320.53600694444
1.02,55320.53704861111
0.65,55320.53806712963
0.65,55320.53909722222
0.89,55320.540127314816
0.71,55320.54114583333
0.6,55320.5421875
0.47,55320.544270833336
0.36,55320.54530092593
0.47,55320.54634259259
0.17,55320.5483912037
0.67,55320.5483912037
0.69,55320.54943287037
0.36,55320.55079861111
0.77,55320.551840277774
0.59,55320.55287037037
0.37,55320.55388888889
0.46,55320.55490740741
0.23,55320.55594907407
0.27,55320.55699074074
0.21,55320.55800925926
0.25,55320.55903935185
0.27,55320.560069444444
0.14,55320.56109953704
0.14,55320.56214120371
0.21,55320.56317129629
0.11,55320.56523148148
0.21,55320.56626157407
0.22,55320.56728009259
0.2,55320.56829861111
0.24,55320.569340277776
0.23,55320.57037037037
0.09,55320.571388888886
0.09,55320.57240740741
0.22,55320.57240740741
0.21,55320.57344907407
0.14,55320.57549768518
0.06,55320.576527777775
0.16,55320.57755787037
0.06,55320.57962962963
0.07,55320.58797453704
0.14,55320.59415509259
0.16,55320.5997337963
0.17,55320.60178240741
0.16,55320.6028125
0.15,55320.603854166664
0.16,55320.604895833334
