mass,mjd
0.17,55321.258310185185
0.27,55321.260347222225
0.26,55321.26361111111
0.29,55321.26462962963
0.25,55321.26565972222
0.21,55321.26666666667
0.28,55321.26865740741
0.24,55321.26865740741
0.24,55321.26966435185
0.36,55321.270682870374
0.54,55321.27171296296
0.31,55321.272731481484
0.43,55321.27375
0.3,55321.27474537037
0.22,55321.27575231482
0.32,55321.27674768519
0.36,55321.27775462963
0.49,55321.27877314815
0.94,55321.27976851852
0.68,55321.28076388889
0.36,55321.281793981485
0.3,55321.28383101852
0.4,55321.284837962965
0.37,55321.285844907405
0.28,55321.287835648145
0.25,55321.28884259259
0.24,55321.28986111111
0.27,55321.29087962963
0.27,55321.29189814815
0.71,55321.29292824074
0.35,55321.29393518518
0.27,55321.29493055555
0.2,55321.296944444446
0.17,55321.296944444446
0.13,55321.298993055556
0.17,55321.30001157407
0.18,55321.301041666666
0.16,55321.30206018518
0.15,55321.303090277775
0.09,55321.30409722222
0.14,55321.30509259259
0.12,55321.30609953704
0.08,55321.30814814815
0.11,55321.309166666666
0.16,55321.31119212963
0.14,55321.312210648146
0.13,55321.31321759259
0.1,55321.31423611111
0.12,55321.31524305556
0.11,55321.31626157407
0.12,55321.31728009259
0.13,55321.31829861111
0.17,55321.3203125
0.16,55321.32133101852
0.18,55321.32336805556
0.18,55321.32438657407
0.17,55321.32540509259
0.15,55321.32641203704
0.15,55321.32844907408
0.17,55321.32946759259
0.17,55321.33049768519
0.12,55321.33253472222
0.11,55321.33354166667
0.13,55321.33456018518
0.11,55321.33559027778
0.13,55321.33660879629
0.16,55321.33760416666
0.15,55321.33861111111
0.1,55321.340636574074
0.13,55321.34166666667
0.15,55321.342685185184
0.2,55321.34564814815
0.15,55321.346666666665
0.11,55321.34769675926
0.1,55321.348715277774
0.09,55321.34972222222
0.13,55321.35074074074
0.16,55321.35177083333
0.18,55321.35381944444
0.15,55321.35381944444
0.12,55321.35585648148
0.18,55321.356886574074
0.12,55321.35790509259
0.1,55321.358923611115
0.08,55321.35994212963
0.14,55321.36094907407
0.19,55321.361967592595
0.16,55321.362974537034
0.19,55321.36398148148
0.14,55321.36503472222
0.18,55321.367060185185
0.17,55321.3680787037
0.19,55321.37012731482
0.19,55321.372141203705
0.31,55321.37417824074
0.26,55321.37621527778
0.21,55321.377233796295
0.17,55321.37824074074
0.17,55321.38030092593
0.12,55321.38130787037
0.09,55321.382314814815
0.13,55321.38334490741
0.17,55321.384375
