masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
2.01e-21,4.8e-15,1.4e-22,3.2399999999999998e-15,3.35e-14,1.46e-14,0.22,55322.25815972222
1.67e-14,3.04e-22,3.5299999999999996e-17,2.27e-14,1.59e-14,2.33e-14,0.28,55322.260462962964
7.0599999999999995e-15,1.08e-14,8.66e-15,2.85e-14,5.81e-15,1.33e-14,0.27,55322.2625
,,,,,,0.21,55322.26453703704
1.09e-14,3.57e-15,6.2799999999999995e-15,1.51e-14,3.3200000000000003e-15,1e-14,0.21,55322.26453703704
,,,,,,0.21,55322.2665625
5.94e-25,2.08e-14,2.5699999999999996e-20,6.1700000000000005e-15,9.27e-15,1.22e-14,0.21,55322.2665625
2.35e-23,3.3500000000000004e-23,7.959999999999999e-17,1.24e-14,6.03e-15,1.5e-14,0.17,55322.268599537034
7.43e-23,3.05e-16,1.09e-15,2.09e-14,8.52e-15,1.74e-14,0.21,55322.26961805556
3.09e-18,1.24e-14,2.77e-15,1.2e-14,5.31e-15,1.1e-14,0.19,55322.270636574074
7.06e-22,4.46e-15,5.6299999999999996e-15,9.46e-15,1.9600000000000003e-15,1.03e-14,0.16,55322.27165509259
2.09e-21,1.45e-14,2.72e-15,1.15e-14,6.63e-18,8.38e-15,0.18,55322.27265046296
1.38e-22,9.99e-15,9.2e-15,9.740000000000001e-15,6.47e-16,8.95e-15,0.18,55322.273668981485
1.14e-23,8.15e-15,1.1e-14,1.12e-14,9.73e-16,1.08e-14,0.19,55322.274664351855
1.85e-22,1.69e-14,1.2e-14,9.37e-15,8.66e-16,1.06e-14,0.21,55322.275671296295
1.1599999999999998e-22,8.609999999999999e-15,1.18e-14,1.18e-14,6.89e-16,1e-14,0.19,55322.27667824074
4.32e-23,1.56e-14,3.21e-15,1.09e-14,1.83e-15,1.12e-14,0.19,55322.27769675926
9.340000000000001e-23,6.9599999999999995e-15,1.8100000000000002e-15,4.0600000000000005e-15,5.12e-15,1.34e-14,0.16,55322.278715277775
1.9300000000000003e-21,3.49e-23,3.63e-21,5.1e-15,9.279999999999999e-16,1.31e-14,0.12,55322.2797337963
1.05e-23,1.4599999999999999e-21,2.9300000000000003e-16,3.5100000000000002e-15,4e-15,9.65e-15,0.11,55322.280752314815
2.3e-21,3.5099999999999997e-22,3.1399999999999997e-21,3.3799999999999997e-15,7.38e-15,1.02e-14,0.13,55322.28177083333
2.2100000000000003e-21,7.399999999999999e-21,4.1399999999999995e-21,8.63e-15,1.49e-15,1.17e-14,0.13,55322.28275462963
1.84e-21,1.59e-21,1.32e-17,6.7599999999999994e-15,2.35e-15,1e-14,0.12,55322.28376157407
1.9699999999999998e-21,1.19e-24,5.8e-22,8.1e-15,1.13e-15,1.14e-14,0.12,55322.28475694444
1.72e-23,4.559999999999999e-16,1.23e-15,5.41e-15,1.14e-15,,0.12,55322.285775462966
6.37e-22,1.48e-22,6.459999999999998e-21,1.7e-15,2.62e-14,1.12e-14,0.21,55322.28940972222
6.37e-22,1.48e-22,6.459999999999998e-21,1.7e-15,2.62e-14,2.06e-14,0.21,55322.28940972222
1.01e-21,7.7e-24,9.2e-21,1.4299999999999998e-16,3.24e-14,2.36e-14,0.23,55322.29142361111
1.5800000000000001e-21,1.9699999999999998e-21,1.15e-22,2.82e-15,5.29e-14,3.01e-14,0.29,55322.29244212963
2.87e-23,4.5899999999999996e-23,4.09e-19,5.41e-15,3.11e-14,2.38e-14,0.24,55322.2934375
5.97e-23,8.869999999999999e-22,1.14e-20,3.45e-15,2.96e-14,2.41e-14,0.23,55322.29445601852
3.61e-22,1.52e-22,2.1800000000000003e-21,1.68e-14,7.76e-14,4.36e-14,0.39,55322.29649305555
,,2.1800000000000003e-21,1.68e-14,7.76e-14,4.36e-14,0.37,55322.297488425924
1.49e-22,1.6699999999999998e-19,5.4e-15,2.5e-14,5.52e-14,4.07e-14,0.36,55322.298483796294
1.49e-22,1.3900000000000001e-21,3.48e-16,1.11e-14,7.22e-14,3.63e-14,0.36,55322.298483796294
2.16e-23,1.08e-14,8.919999999999999e-16,6.1700000000000005e-15,1.75e-14,2.28e-14,0.23,55322.299479166664
1.2800000000000001e-22,1.2200000000000001e-21,1.44e-16,6.32e-15,3.46e-14,2.61e-14,0.25,55322.30049768519
,,,,,,0.22,55322.301516203705
3.03e-22,2.8000000000000003e-23,1.4000000000000002e-21,1.83e-14,3.94e-15,2.92e-14,0.22,55322.301516203705
2.65e-23,4.24e-22,2.71e-21,3.49e-15,1.67e-14,2.51e-14,0.2,55322.30253472222
2.65e-23,4.24e-22,2.71e-21,3.49e-15,1.67e-14,2.51e-14,0.2,55322.30355324074
1.78e-21,5.2e-22,1.23e-19,3.49e-15,1.06e-14,1.99e-14,0.21,55322.30457175926
2.17e-21,1.89e-22,1.4999999999999998e-20,3.41e-15,2.52e-14,2.11e-14,0.21,55322.30457175926
4.25e-22,8.59e-23,1.3100000000000002e-20,1.09e-14,1.98e-14,2.23e-14,0.22,55322.30559027778
6.089999999999999e-24,7e-16,5.83e-16,5.15e-16,2.76e-14,2.12e-14,0.21,55322.30763888889
