mass,mjd
0.85,55319.263125
0.51,55319.28326388889
0.82,55319.284270833334
4.65,55319.28724537037
0.71,55319.32361111111
3.97,55319.34175925926
0.91,55319.36101851852
1.03,55319.36304398148
0.88,55319.3640625
0.86,55319.36505787037
0.7,55319.36605324074
0.61,55319.36704861111
0.64,55319.36806712963
0.79,55319.36908564815
0.67,55319.370104166665
0.6,55319.37111111111
0.62,55319.373148148145
0.52,55319.37416666667
0.47,55319.375185185185
0.45,55319.3762037037
0.49,55319.378217592595
3.12,55319.37923611111
1.02,55319.3966087963
0.6,55319.431076388886
0.35,55319.44835648148
3.3,55319.44936342593
0.49,55319.46863425926
0.52,55319.470671296294
0.44,55319.47168981482
0.55,55319.472708333335
0.44,55319.47375
0.35,55319.47474537037
0.39,55319.47826388889
0.3,55319.47927083333
0.34,55319.48028935185
0.29,55319.481307870374
0.33,55319.48233796296
0.4,55319.48335648148
0.28,55319.48732638889
0.5,55319.488333333335
0.42,55319.489328703705
0.42,55319.490324074075
0.32,55319.491319444445
0.35,55319.49233796296
0.32,55319.49337962963
0.28,55319.494409722225
0.42,55319.49542824074
0.28,55319.49644675926
0.27,55319.497453703705
0.38,55319.49847222222
0.62,55319.49946759259
0.62,55319.50047453704
0.35,55319.50047453704
0.19,55319.502488425926
0.48,55319.50350694444
0.14,55319.504525462966
0.31,55319.505532407406
0.38,55319.507569444446
0.25,55319.50960648148
0.46,55319.510613425926
0.25,55319.51163194444
0.36,55319.512650462966
0.11,55319.513657407406
0.53,55319.51466435185
0.45,55319.515694444446
0.54,55319.51671296296
0.29,55319.51771990741
0.26,55319.518738425926
0.25,55319.51976851852
0.36,55319.52077546297
0.26,55319.522824074076
0.32,55319.52385416667
0.32,55319.52486111111
0.2,55319.525868055556
0.48,55319.52690972222
0.3,55319.52792824074
0.33,55319.528958333336
0.06,55319.52997685185
0.2,55319.53103009259
0.55,55319.53309027778
0.85,55319.53412037037
0.68,55319.53513888889
0.61,55319.536145833335
0.6,55319.53717592593
0.44,55319.53820601852
0.41,55319.54023148148
0.44,55319.541238425925
0.29,55319.54224537037
0.45,55319.54325231481
0.49,55319.54425925926
0.65,55319.545266203706
0.7,55319.5462962963
0.47,55319.547314814816
0.28,55319.54832175926
0.43,55319.54934027778
0.56,55319.55138888889
0.39,55319.55341435185
0.24,55319.554456018515
0.43,55319.55548611111
0.29,55319.5565162037
0.23,55319.55752314815
0.18,55319.558530092596
0.27,55319.55957175926
0.07,55319.560590277775
0.28,55319.56164351852
0.27,55319.562685185185
0.27,55319.56371527778
0.33,55319.56371527778
0.4,55319.56474537037
0.27,55319.56576388889
0.18,55319.567777777775
0.13,55319.56980324074
0.13,55319.571875
0.18,55319.57289351852
0.27,55319.573912037034
0.3,55319.57494212963
0.15,55319.57596064815
0.18,55319.57699074074
0.15,55319.579050925924
0.24,55319.58008101852
0.2,55319.58112268519
0.24,55319.58215277778
0.17,55319.583182870374
0.33,55319.58421296296
0.16,55319.58524305555
0.3,55319.58733796296
0.28,55319.58733796296
0.24,55319.58834490741
0.22,55319.58936342593
0.18,55319.591412037036
0.35,55319.59243055555
0.35,55319.5934375
0.34,55319.5934375
0.37,55319.594456018516
0.43,55319.59553240741
0.43,55319.596550925926
0.69,55319.59758101852
0.62,55319.602060185185
