mass,mjd
0.27,56873.26398148148
0.28,56873.26503472222
0.27,56873.266076388885
0.34,56873.2671412037
0.48,56873.26820601852
0.3,56873.26925925926
0.39,56873.27033564815
0.35,56873.27140046296
0.4,56873.27245370371
0.35,56873.274560185186
0.17,56873.275625
0.16,56873.27670138889
0.29,56873.27775462963
0.2,56873.2787962963
0.16,56873.27983796296
0.12,56873.28087962963
0.14,56873.28193287037
0.22,56873.28298611111
0.27,56873.284050925926
0.26,56873.285150462965
0.4,56873.286203703705
1.05,56873.366875
1.14,56873.367939814816
0.95,56873.36900462963
0.85,56873.37005787037
1.26,56873.37111111111
1.25,56873.37216435185
1.03,56873.37322916667
0.84,56873.37428240741
0.72,56873.37533564815
0.8,56873.37636574074
