dimm,mjd
0.7,56875.2487962963
0.71,56875.24983796296
0.77,56875.25087962963
0.69,56875.25193287037
0.69,56875.252974537034
0.75,56875.25400462963
0.9,56875.255057870374
0.74,56875.25611111111
0.64,56875.25712962963
0.69,56875.25818287037
0.85,56875.25923611111
0.68,56875.26028935185
0.77,56875.26133101852
0.64,56875.26310185185
0.68,56875.26414351852
0.67,56875.26520833333
0.84,56875.266238425924
0.74,56875.26729166666
0.74,56875.26834490741
0.88,56875.26939814815
1.02,56875.270462962966
0.75,56875.271516203706
0.74,56875.272569444445
0.71,56875.273622685185
0.76,56875.27471064815
0.8,56875.27576388889
0.73,56875.27681712963
0.75,56875.27788194444
0.76,56875.27893518518
0.82,56875.281064814815
0.8,56875.28210648148
0.79,56875.283159722225
0.81,56875.284212962964
0.78,56875.28527777778
0.8,56875.28631944444
0.69,56875.28738425926
0.78,56875.2884375
0.73,56875.28949074074
0.81,56875.29054398148
0.74,56875.291608796295
0.73,56875.292662037034
0.81,56875.29372685185
0.74,56875.29478009259
0.84,56875.29584490741
0.74,56875.296898148146
0.73,56875.2990162037
0.85,56875.300416666665
0.77,56875.30148148148
0.9,56875.30253472222
0.8,56875.30358796296
0.82,56875.30465277778
0.82,56875.30568287037
0.67,56875.30673611111
0.71,56875.30778935185
0.67,56875.308854166666
0.68,56875.309907407405
0.7,56875.310960648145
0.72,56875.31202546296
0.65,56875.3130787037
0.74,56875.31413194445
0.74,56875.31518518519
0.76,56875.31621527778
0.71,56875.31728009259
0.68,56875.31831018518
0.73,56875.31936342592
0.65,56875.32042824074
0.71,56875.32148148148
0.63,56875.322546296295
0.73,56875.32361111111
0.69,56875.32466435185
0.6,56875.32572916667
0.64,56875.32679398148
0.6,56875.3278587963
0.62,56875.328888888886
0.59,56875.33100694444
0.67,56875.332083333335
0.64,56875.333136574074
0.63,56875.33420138889
0.73,56875.33526620371
0.67,56875.33631944445
0.65,56875.33739583333
0.69,56875.33844907407
0.63,56875.33951388889
0.73,56875.34322916667
0.71,56875.344293981485
0.83,56875.345358796294
0.77,56875.34643518519
0.74,56875.34748842593
0.73,56875.34856481481
0.84,56875.34962962963
0.85,56875.350694444445
0.74,56875.35175925926
0.79,56875.3528125
0.89,56875.35388888889
0.84,56875.3549537037
0.81,56875.35601851852
0.65,56875.357083333336
0.71,56875.358148148145
0.64,56875.35921296296
0.75,56875.36027777778
0.74,56875.361342592594
0.72,56875.36240740741
0.71,56875.36347222222
0.84,56875.364537037036
0.75,56875.365578703706
0.78,56875.36665509259
0.74,56875.36771990741
0.8,56875.368784722225
0.81,56875.36987268519
0.73,56875.3709375
0.72,56875.37200231481
0.79,56875.373078703706
0.78,56875.37414351852
0.7,56875.37520833333
0.74,56875.37627314815
0.77,56875.377337962964
0.81,56875.37841435185
0.7,56875.38054398148
0.7,56875.38162037037
1.04,56875.382685185185
1.04,56875.38375
0.69,56875.38737268518
0.75,56875.3884375
0.78,56875.38951388889
0.75,56875.3905787037
0.75,56875.39164351852
0.59,56875.39270833333
0.7,56875.39377314815
0.66,56875.39486111111
0.77,56875.39592592593
0.76,56875.39699074074
0.88,56875.39805555555
0.8,56875.39913194445
0.74,56875.400196759256
0.77,56875.40126157407
0.77,56875.402337962965
0.89,56875.403391203705
0.79,56875.40446759259
0.88,56875.405543981484
1.18,56875.40660879629
0.98,56875.40767361111
0.77,56875.40875
0.79,56875.40981481481
1.15,56875.410891203705
0.94,56875.41195601852
0.86,56875.41302083333
0.82,56875.414085648146
0.67,56875.41516203704
0.63,56875.41621527778
0.83,56875.417280092595
0.95,56875.41835648148
1.29,56875.4194212963
1.09,56875.42049768518
1.21,56875.4215625
1.0,56875.422638888886
1.07,56875.4237037037
1.03,56875.424780092595
