masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
1.38e-22,7.64e-16,3.09e-14,5.83e-14,4.75e-15,1.45e-14,0.33,56873.26326388889
2.9e-22,7.15e-22,3.3900000000000004e-16,7.49e-14,8.18e-15,2.14e-14,0.33,56873.264328703706
2.0399999999999998e-23,4.55e-16,7.940000000000001e-16,7.87e-14,2.12e-18,1.42e-14,0.31,56873.265381944446
2.11e-18,6.15e-16,2.57e-14,5.9e-14,5.18e-15,1.18e-14,0.32,56873.266435185185
2.23e-21,1.35e-15,2.59e-14,7.85e-14,7.0200000000000005e-15,1.2e-14,0.36,56873.267488425925
2.23e-21,1.35e-15,2.59e-14,7.85e-14,7.0200000000000005e-15,1.2e-14,0.36,56873.26856481482
1.17e-21,4.93e-22,8.429999999999999e-20,1.2700000000000001e-13,2.9899999999999997e-15,2.73e-14,0.42,56873.26960648148
1.4599999999999998e-23,5.11e-17,2.17e-14,7.07e-14,6.0399999999999995e-15,2.05e-14,0.35,56873.270682870374
4.53e-23,8.679999999999999e-20,2.49e-14,8.39e-14,6.77e-15,1.38e-14,0.37,56873.27174768518
2.1900000000000004e-22,7.030000000000001e-20,4.279999999999999e-15,3.55e-14,1.58e-15,1.41e-14,0.22,56873.27280092592
8.849999999999999e-24,3.9e-17,3.16e-14,7.4e-14,3.36e-15,1.36e-14,0.36,56873.27385416667
9.63e-24,3.68e-15,8.64e-15,4.94e-14,3.27e-17,1.21e-14,0.26,56873.27490740741
5.26e-16,1e-14,1.86e-14,2.88e-14,7.58e-16,1.01e-14,0.25,56873.275972222225
3.16e-23,2.1699999999999998e-15,2.06e-14,6.37e-14,6.559999999999999e-15,8.37e-15,0.32,56873.27704861111
2.82e-15,3.38e-14,9.12e-15,2.28e-14,8.29e-22,1.17e-14,0.28,56873.27810185185
1.8700000000000002e-21,2.4199999999999998e-23,6.070000000000001e-24,6.42e-14,1.98e-17,1.24e-14,0.27,56873.27914351852
7.02e-23,9.47e-16,1.58e-14,3.6e-14,2.25e-15,1.11e-14,0.25,56873.280185185184
3.84e-23,5.58e-15,1.18e-14,4.06e-14,1.7399999999999999e-15,1.14e-14,0.26,56873.28123842592
8.909999999999999e-25,9.540000000000001e-15,9.88e-16,5.49e-14,5.070000000000001e-24,1.67e-14,0.28,56873.28228009259
1.6100000000000002e-23,2.13e-15,9.24e-15,7.17e-14,1.44e-17,1.42e-14,0.31,56873.28334490741
8.719999999999999e-22,8.899999999999999e-18,1.91e-14,5.77e-14,5.51e-15,1.46e-14,0.31,56873.28439814815
1.18e-23,7.19e-15,3.13e-14,8.69e-14,5.549999999999999e-16,1.28e-14,0.39,56873.28549768519
5.220000000000001e-19,4.4200000000000004e-13,2.1500000000000002e-13,8.06e-14,1.8700000000000002e-21,7.16e-15,1.07,56873.36616898148
5.220000000000001e-19,4.4200000000000004e-13,2.1500000000000002e-13,8.06e-14,5.69e-15,4.69e-15,1.07,56873.36616898148
8.08e-14,4.7e-13,2.39e-13,7.4e-14,5.69e-15,4.69e-15,1.17,56873.3672337963
8.4e-15,3.73e-13,1.36e-13,1.02e-13,1.55e-22,8.959999999999999e-15,0.96,56873.36828703704
4.520000000000001e-19,2.4e-13,1.8100000000000004e-13,8.11e-14,1.67e-21,1.04e-14,0.85,56873.36935185185
7.75e-14,6.24e-13,2.51e-13,5.4e-14,1.9100000000000003e-15,9.13e-15,1.29,56873.370405092595
5.68e-14,7.18e-13,1.4599999999999998e-13,7.83e-14,1.44e-14,1.4400000000000001e-15,1.28,56873.371458333335
7.059999999999999e-16,4.2499999999999996e-13,1.88e-13,8.9e-14,2.0999999999999997e-21,6.82e-15,1.04,56873.37252314815
1.53e-22,2.5e-13,1.88e-13,6.3e-14,1.5400000000000001e-22,5.37e-15,0.85,56873.37357638889
4.1000000000000005e-18,1.9600000000000002e-13,1.21e-13,7.78e-14,2.89e-22,4.01e-15,0.73,56873.37462962963
2.81e-20,2.42e-13,1.49e-13,6.91e-14,4.4e-15,3.06e-15,0.81,56873.37568287037
