mass,mjd
0.23,56875.26765046296
0.16,56875.2687037037
0.42,56875.26975694444
0.23,56875.27081018518
0.09,56875.27292824074
0.11,56875.2771875
0.06,56875.28457175926
0.08,56875.2887962963
0.08,56875.32184027778
0.15,56875.32503472222
0.07,56875.33244212963
0.13,56875.34359953704
0.14,56875.344664351855
0.17,56875.345717592594
0.2,56875.34679398148
0.21,56875.34784722222
0.21,56875.34892361111
0.26,56875.34998842593
0.23,56875.35105324074
0.2,56875.352118055554
0.21,56875.35318287037
0.16,56875.3553125
0.12,56875.35638888889
0.1,56875.35744212963
0.07,56875.35851851852
0.06,56875.361712962964
0.07,56875.3627662037
0.1,56875.36383101852
0.06,56875.364895833336
0.09,56875.365949074076
0.11,56875.36701388889
0.12,56875.3680787037
0.1,56875.369166666664
0.06,56875.37024305556
0.09,56875.37664351852
0.08,56875.37877314815
0.09,56875.379837962966
0.11,56875.380902777775
0.13,56875.38197916667
0.17,56875.383043981485
0.14,56875.384108796294
0.1,56875.38775462963
0.06,56875.39200231482
0.06,56875.395219907405
0.11,56875.3962962963
0.14,56875.397361111114
0.16,56875.398414351854
0.11,56875.39949074074
0.11,56875.40056712963
0.14,56875.40163194444
0.12,56875.40269675926
0.16,56875.403761574074
0.17,56875.40482638889
0.21,56875.40590277778
0.33,56875.40697916667
0.27,56875.40804398148
0.21,56875.409108796295
0.22,56875.41017361111
0.2,56875.41125
0.14,56875.41232638889
0.14,56875.413402777776
0.16,56875.41446759259
0.15,56875.41552083333
0.18,56875.41657407407
0.2,56875.41763888889
0.18,56875.41872685185
0.19,56875.41978009259
0.15,56875.42085648148
0.18,56875.42193287037
0.16,56875.42300925926
0.14,56875.42407407407
0.13,56875.425150462965
0.14,56875.42621527778
0.14,56875.427303240744
0.16,56875.42835648148
0.16,56875.4294212963
0.12,56875.430497685185
0.1,56875.431608796294
0.06,56875.4353125
0.13,56875.4374537037
0.1,56875.44065972222
0.18,56875.443877314814
0.19,56875.44495370371
0.24,56875.449224537035
0.06,56875.45028935185
0.14,56875.4675
0.2,56875.4696412037
0.07,56875.480266203704
0.1,56875.48453703704
0.09,56875.48667824074
0.09,56875.48774305556
0.1,56875.496342592596
0.08,56875.510300925926
0.13,56875.512453703705
0.12,56875.51460648148
0.09,56875.51574074074
0.06,56875.51896990741
0.08,56875.522152777776
0.09,56875.53076388889
0.11,56875.54295138889
0.19,56875.54618055555
0.34,56875.54724537037
0.25,56875.548310185186
0.3,56875.54938657407
0.15,56875.550462962965
0.16,56875.55153935185
0.26,56875.55370370371
0.26,56875.554768518516
0.19,56875.55585648148
0.2,56875.55693287037
0.15,56875.561423611114
0.06,56875.564675925925
0.16,56875.56575231482
0.14,56875.56684027778
0.25,56875.5715162037
0.27,56875.572604166664
0.36,56875.57368055556
0.44,56875.57476851852
0.33,56875.5769212963
0.4,56875.57800925926
0.22,56875.57908564815
0.27,56875.58016203704
0.27,56875.581238425926
0.2,56875.58232638889
0.16,56875.583402777775
0.15,56875.58449074074
0.1,56875.58559027778
0.07,56875.58991898148
0.21,56875.59100694444
0.15,56875.59643518519
0.1,56875.59752314815
0.25,56875.59861111111
0.1,56875.5996875
