mass,mjd
0.39,56874.263819444444
0.45,56874.26488425926
0.31,56874.26592592592
0.23,56874.26699074074
0.13,56874.26804398148
0.38,56874.270150462966
0.66,56874.27118055556
0.56,56874.27224537037
0.25,56874.27332175926
0.29,56874.27438657408
0.38,56874.27545138889
0.2,56874.27649305556
0.2,56874.27755787037
0.39,56874.27861111111
0.3,56874.27967592593
0.34,56874.28074074074
0.32,56874.28178240741
0.39,56874.282847222225
0.41,56874.28388888889
0.33,56874.284953703704
0.28,56874.28601851852
0.32,56874.287083333336
0.83,56874.288136574076
0.72,56874.289189814815
0.43,56874.29025462963
0.43,56874.29131944444
0.45,56874.29237268519
0.42,56874.2934375
0.38,56874.29450231481
0.39,56874.29555555555
0.67,56874.2966087963
0.68,56874.29765046296
0.72,56874.29869212963
0.22,56874.29974537037
0.37,56874.30079861111
0.31,56874.30186342593
0.27,56874.302928240744
0.33,56874.30396990741
0.38,56874.30501157408
0.31,56874.306076388886
0.24,56874.3071412037
0.27,56874.30818287037
0.56,56874.30923611111
0.64,56874.310277777775
0.63,56874.31238425926
0.69,56874.3134375
0.28,56874.31449074074
0.31,56874.31555555556
0.4,56874.31662037037
0.36,56874.31768518518
0.4,56874.31875
0.62,56874.319814814815
0.31,56874.3208912037
0.44,56874.32194444445
0.44,56874.32300925926
0.5,56874.3240625
0.53,56874.32512731481
0.47,56874.32619212963
0.56,56874.327256944445
0.38,56874.328310185185
0.34,56874.329375
0.46,56874.330416666664
0.58,56874.33148148148
0.55,56874.33253472222
0.12,56874.335706018515
0.12,56874.33677083333
0.21,56874.33783564815
0.23,56874.338900462964
0.11,56874.33997685185
0.24,56874.34579861111
0.19,56874.346875
0.2,56874.34792824074
0.24,56874.348969907405
0.19,56874.35003472222
0.19,56874.351111111115
0.21,56874.352164351854
0.21,56874.35324074074
0.22,56874.35430555556
0.24,56874.35537037037
0.17,56874.3575
0.13,56874.35857638889
0.13,56874.3596412037
0.19,56874.36070601852
0.15,56874.36177083333
0.16,56874.36284722222
0.27,56874.363912037035
0.19,56874.36502314815
0.12,56874.36608796296
0.15,56874.36715277778
0.11,56874.36824074074
0.1,56874.36929398148
0.13,56874.370358796295
0.13,56874.37142361111
0.13,56874.3725
0.12,56874.373564814814
0.18,56874.37462962963
0.18,56874.37569444445
0.15,56874.376747685186
0.13,56874.37782407407
0.14,56874.37888888889
0.13,56874.379953703705
0.13,56874.38101851852
0.14,56874.38209490741
0.12,56874.38315972222
0.13,56874.38423611111
0.1,56874.38527777778
0.13,56874.386354166665
0.12,56874.38743055556
0.13,56874.38849537037
0.11,56874.389548611114
0.11,56874.390625
0.08,56874.391689814816
0.07,56874.3927662037
0.08,56874.39383101852
0.08,56874.394895833335
0.08,56874.39702546296
0.09,56874.39810185185
0.1,56874.39916666667
0.1,56874.40666666667
0.11,56874.40773148148
0.12,56874.408784722225
0.1,56874.40986111111
0.13,56874.41092592593
0.14,56874.41201388889
0.17,56874.41307870371
0.12,56874.414143518516
0.12,56874.41520833333
0.12,56874.416284722225
0.17,56874.41736111111
0.12,56874.41841435185
0.13,56874.419490740744
0.13,56874.42056712963
0.15,56874.421631944446
0.19,56874.42270833333
0.17,56874.423784722225
0.23,56874.424837962964
0.11,56874.42591435185
0.07,56874.42697916667
0.09,56874.4291087963
0.1,56874.430185185185
0.08,56874.43126157407
0.09,56874.43238425926
0.11,56874.434525462966
0.09,56874.43819444445
0.11,56874.45715277778
0.08,56874.46251157407
0.21,56874.468310185184
0.09,56874.47042824074
0.09,56874.47256944444
0.08,56874.473645833335
0.1,56874.474710648145
0.1,56874.481145833335
0.16,56874.48328703704
0.19,56874.4897337963
0.14,56874.492939814816
0.09,56874.4940162037
0.08,56874.495092592595
0.13,56874.49616898148
0.11,56874.49833333334
0.21,56874.50048611111
0.19,56874.5015625
0.11,56874.50263888889
0.13,56874.503703703704
0.12,56874.50475694444
0.18,56874.505833333336
0.29,56874.50690972222
0.26,56874.50798611111
0.3,56874.5090625
0.39,56874.51013888889
0.27,56874.5112037037
0.28,56874.51230324074
0.32,56874.51337962963
0.28,56874.514444444445
0.13,56874.51552083333
0.2,56874.51660879629
0.28,56874.51767361111
0.16,56874.51876157407
0.21,56874.51986111111
0.43,56874.52201388889
0.22,56874.52307870371
0.32,56874.524143518516
0.25,56874.52775462963
0.37,56874.52883101852
0.38,56874.52989583334
0.34,56874.53094907408
0.3,56874.53203703704
0.23,56874.533113425925
0.16,56874.53420138889
0.18,56874.535266203704
0.26,56874.53633101852
0.06,56874.53741898148
0.08,56874.5384837963
0.09,56874.540659722225
0.14,56874.54173611111
0.19,56874.54280092593
0.22,56874.54386574074
0.28,56874.54494212963
0.17,56874.547118055554
0.16,56874.54819444445
0.12,56874.54924768519
0.11,56874.55462962963
0.07,56874.55679398148
0.06,56874.57943287037
0.12,56874.58375
0.06,56874.585914351854
