mass,mjd
1.34,56872.274722222224
1.21,56872.275775462964
1.24,56872.27684027778
1.27,56872.27788194444
1.07,56872.27894675926
1.17,56872.280011574076
1.41,56872.281064814815
1.42,56872.28212962963
1.32,56872.283171296294
1.01,56872.28423611111
1.14,56872.28527777778
1.28,56872.28633101852
0.82,56872.28738425926
1.36,56872.288449074076
2.01,56872.289502314816
1.79,56872.29056712963
1.33,56872.291608796295
1.62,56872.29267361111
1.93,56872.29372685185
1.97,56872.29479166667
2.13,56872.29584490741
1.83,56872.296898148146
1.21,56872.29796296296
1.2,56872.29902777778
1.09,56872.30008101852
1.3,56872.30112268519
1.58,56872.3021875
1.65,56872.303252314814
1.19,56872.30430555555
1.11,56872.30535879629
1.32,56872.30642361111
1.99,56872.307488425926
1.54,56872.308530092596
1.69,56872.30957175926
1.35,56872.310636574075
1.82,56872.311689814815
1.46,56872.312743055554
1.12,56872.313796296294
1.02,56872.31486111111
1.25,56872.31592592593
2.45,56872.316979166666
2.98,56872.31804398148
1.19,56872.3191087963
0.79,56872.32016203704
2.0,56872.3212037037
2.15,56872.32225694445
1.33,56872.32332175926
1.06,56872.32436342593
0.98,56872.32543981481
0.89,56872.32649305555
1.05,56872.327569444446
1.23,56872.32864583333
0.97,56872.3296875
1.23,56872.33076388889
1.7,56872.33181712963
1.81,56872.332870370374
1.4,56872.33394675926
1.26,56872.335
1.24,56872.336064814815
1.74,56872.33712962963
1.6,56872.33819444444
1.6,56872.339270833334
1.38,56872.34032407407
1.97,56872.34137731481
1.82,56872.34243055555
1.64,56872.34349537037
1.33,56872.34454861111
1.17,56872.345613425925
1.26,56872.34667824074
1.44,56872.35045138889
1.33,56872.3515162037
1.37,56872.35256944445
1.88,56872.35364583333
1.76,56872.35469907407
1.95,56872.355775462966
2.25,56872.35717592593
2.05,56872.35824074074
1.56,56872.35931712963
1.63,56872.36035879629
1.88,56872.36141203704
1.91,56872.36247685185
1.15,56872.364583333336
3.01,56872.365648148145
1.9,56872.36672453704
1.66,56872.36777777778
1.61,56872.36885416666
1.67,56872.36990740741
1.29,56872.370983796296
0.99,56872.37204861111
1.28,56872.37311342593
1.2,56872.37417824074
1.76,56872.375243055554
1.38,56872.37630787037
0.96,56872.37737268519
1.25,56872.37844907407
