masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
2.3899999999999997e-21,3.48e-22,9.39e-21,1.25e-17,3.71e-14,1.51e-14,0.22,56876.358668981484
1.7899999999999997e-21,1.17e-22,1.9600000000000003e-15,2.98e-15,4.19e-14,1.31e-14,0.24,56876.35973379629
7.78e-22,1.3e-21,1.66e-17,2.1299999999999999e-16,7.89e-14,1.42e-14,0.31,56876.36078703704
5.360000000000001e-23,2.1299999999999998e-21,1.1400000000000001e-21,1.98e-16,4.71e-14,1.54e-14,0.24,56876.36185185185
7.869999999999999e-22,6.2e-23,4.22e-21,1.9e-17,5.16e-14,1.3e-14,0.25,56876.362905092596
5.4899999999999995e-22,1.25e-15,1.29e-20,9.38e-15,5.48e-14,2.01e-14,0.29,56876.363958333335
5.28e-14,5.6299999999999996e-15,9.769999999999999e-16,3.56e-14,1.94e-14,2.76e-14,0.39,56876.37962962963
3.03e-14,2.0300000000000002e-15,7.09e-17,2.77e-14,2.31e-14,2.17e-14,0.33,56876.38068287037
1.85e-24,2.07e-22,4.570000000000001e-22,1.05e-15,5.39e-14,1.48e-14,0.26,56876.381747685184
9.07e-22,2.49e-22,4.11e-16,3.26e-14,2.25e-14,2.68e-14,0.28,56876.38280092592
1.07e-19,1.38e-14,1.65e-15,5.599999999999999e-16,5.22e-14,1.61e-14,0.29,56876.383888888886
6.8e-22,1.42e-21,7.9e-16,9.22e-16,3.97e-14,1.58e-14,0.23,56876.384930555556
1.56e-20,6.16e-15,4.5e-22,7.009999999999999e-15,2.34e-14,1.64e-14,0.22,56876.38600694444
7.28e-24,7.9e-15,2.0999999999999997e-21,1.16e-15,1.88e-14,1.36e-14,0.19,56876.38706018519
1.48e-14,5.25e-15,9.96e-17,1.81e-14,8.1e-15,2.13e-14,0.25,56876.388136574074
2.62e-14,1.79e-16,1.1199999999999999e-17,2.49e-14,1.03e-14,2.23e-14,0.29,56876.38920138889
1.65e-22,2.57e-15,5.39e-21,2.76e-16,2.75e-14,1.93e-14,0.21,56876.39025462963
7.57e-15,2.58e-15,5.5000000000000006e-17,1.65e-14,9.93e-15,2.11e-14,0.23,56876.39131944445
8.760000000000001e-22,7.2e-23,5.809999999999999e-20,1.0099999999999999e-17,3.19e-14,2.25e-14,0.22,56876.39236111111
2.27e-22,1.5999999999999999e-21,2.1299999999999998e-21,2.81e-16,2.73e-14,2.01e-14,0.21,56876.393425925926
2.09e-21,1.26e-15,6.69e-18,1.21e-14,6.9599999999999995e-15,1.86e-14,0.18,56876.39450231481
7.77e-23,4.79e-15,1.82e-16,6.1700000000000005e-15,5.2200000000000004e-15,1.38e-14,0.16,56876.395578703705
1.79e-23,1.31e-14,1.4400000000000001e-15,9.39e-16,1.08e-14,1.09e-14,0.18,56876.39664351852
9.070000000000001e-15,7.32e-15,1.09e-15,1.29e-14,1.88e-14,9.23e-15,0.23,56876.41349537037
2.2000000000000002e-23,1.88e-21,8.05e-23,1.5699999999999999e-15,3.65e-14,1.33e-14,0.21,56876.414560185185
