mass,mjd
0.43,57953.27040509259
0.36,57953.27144675926
0.4,57953.27247685185
0.23,57953.27678240741
0.17,57953.27782407407
0.3,57953.27884259259
0.24,57953.28091435185
0.13,57953.281956018516
0.16,57953.282997685186
0.2,57953.28402777778
0.11,57953.28506944444
0.06,57953.286099537036
0.14,57953.287141203706
0.14,57953.2881712963
0.16,57953.29025462963
0.15,57953.291284722225
0.23,57953.29232638889
0.17,57953.29337962963
0.17,57953.2944212963
0.08,57953.297534722224
0.19,57953.29857638889
0.07,57953.30065972222
0.1,57953.303773148145
0.14,57953.30584490741
0.22,57953.30688657407
0.16,57953.307916666665
0.13,57953.308958333335
0.09,57953.313784722224
0.1,57953.31586805556
0.11,57953.317928240744
0.06,57953.322071759256
0.16,57953.323113425926
0.08,57953.330358796295
0.2,57953.331400462965
0.18,57953.332453703704
0.18,57953.33452546296
0.3,57953.33555555555
0.14,57953.336597222224
0.27,57953.33868055556
0.07,57953.33972222222
0.15,57953.34076388889
0.25,57953.34287037037
0.17,57953.34494212963
0.1,57953.345983796295
0.1,57953.347037037034
0.21,57953.348078703704
0.22,57953.34912037037
0.17,57953.35118055555
0.37,57953.35326388889
0.14,57953.355358796296
0.06,57953.35744212963
0.15,57953.35952546296
0.23,57953.361597222225
0.24,57953.362650462965
0.17,57953.36369212963
0.26,57953.36474537037
0.08,57953.36577546296
0.29,57953.36785879629
0.63,57953.36891203704
0.47,57953.369942129626
0.13,57953.37201388889
0.22,57953.37306712963
0.11,57953.37409722222
0.2,57953.37616898148
0.33,57953.377222222225
0.57,57953.37826388889
0.24,57953.37930555556
0.25,57953.38034722222
0.24,57953.38138888889
0.31,57953.38243055555
0.09,57953.38451388889
0.34,57953.38555555556
0.06,57953.386608796296
0.21,57953.39350694444
0.27,57953.39454861111
0.22,57953.39560185185
0.22,57953.39664351852
0.18,57953.39769675926
0.2,57953.39873842592
0.15,57953.39980324074
0.18,57953.40189814815
0.21,57953.40295138889
0.21,57953.40399305556
0.23,57953.40503472222
0.2,57953.40607638889
0.24,57953.40818287037
0.23,57953.41027777778
0.21,57953.41131944444
0.22,57953.41236111111
0.2,57953.413402777776
0.21,57953.414456018516
0.27,57953.4165625
0.26,57953.417604166665
0.19,57953.418657407405
0.28,57953.420752314814
0.23,57953.421805555554
0.25,57953.42285879629
0.21,57953.42390046296
0.19,57953.4249537037
0.18,57953.427037037036
0.2,57953.42811342593
0.21,57953.42915509259
0.19,57953.43126157407
0.16,57953.43230324074
0.16,57953.4344212963
0.2,57953.43547453704
0.26,57953.436527777776
0.22,57953.43864583333
0.23,57953.43969907407
0.21,57953.44075231482
0.26,57953.44180555556
0.25,57953.4428587963
0.22,57953.44390046296
0.21,57953.44495370371
0.2,57953.447060185186
0.19,57953.448113425926
0.2,57953.449155092596
0.28,57953.451261574075
0.24,57953.452314814815
0.21,57953.453356481485
0.19,57953.454409722224
0.22,57953.45579861111
0.15,57953.45685185185
0.17,57953.45789351852
0.2,57953.458958333336
0.18,57953.460011574076
0.24,57953.461064814815
0.25,57953.46210648148
0.27,57953.46318287037
0.34,57953.46423611111
0.32,57953.46528935185
0.34,57953.46634259259
0.35,57953.4684375
0.37,57953.46949074074
0.39,57953.47054398148
0.37,57953.472650462965
0.31,57953.47369212963
0.29,57953.47474537037
0.26,57953.47686342592
0.34,57953.47791666666
0.3,57953.47895833333
0.29,57953.48002314815
0.32,57953.485925925925
0.21,57953.4891087963
0.21,57953.49016203704
0.37,57953.491215277776
0.19,57953.492268518516
0.22,57953.49332175926
0.37,57953.494375
0.49,57953.49648148148
0.48,57953.49753472222
0.38,57953.49858796296
0.42,57953.49965277778
0.38,57953.500706018516
0.43,57953.501759259256
0.38,57953.5028125
0.47,57953.50387731481
0.25,57953.50597222222
0.25,57953.50703703704
0.28,57953.50809027778
0.33,57953.50947916666
0.24,57953.51159722222
0.23,57953.513703703706
0.29,57953.514756944445
0.19,57953.51579861111
0.22,57953.516851851855
0.32,57953.517905092594
0.41,57953.52001157407
0.26,57953.52211805555
0.25,57953.52423611111
0.25,57953.526354166665
0.29,57953.527407407404
0.29,57953.52846064815
0.49,57953.52951388889
0.39,57953.53163194445
0.48,57953.533738425926
0.51,57953.53586805556
0.46,57953.53796296296
0.34,57953.53902777778
0.3,57953.54008101852
0.43,57953.54114583333
0.36,57953.54219907407
0.41,57953.54430555556
0.27,57953.54537037037
0.3,57953.546423611115
0.37,57953.547476851854
0.33,57953.54854166666
0.42,57953.551712962966
0.53,57953.552777777775
0.47,57953.55384259259
0.31,57953.555972222224
0.32,57953.55809027778
0.62,57953.55914351852
0.51,57953.56019675926
0.31,57953.562314814815
0.21,57953.56337962963
0.24,57953.56443287037
0.44,57953.56549768519
0.32,57953.56655092593
0.33,57953.568703703706
0.29,57953.57082175926
0.34,57953.571875
0.19,57953.57295138889
0.3,57953.57400462963
0.26,57953.57612268518
0.16,57953.5771875
0.22,57953.57824074074
0.08,57953.579305555555
0.3,57953.580358796295
0.5,57953.58142361111
0.52,57953.58251157407
0.43,57953.584641203706
0.37,57953.585810185185
0.27,57953.589155092595
0.32,57953.590208333335
0.34,57953.59233796296
0.35,57953.59339120371
0.21,57953.59446759259
0.15,57953.59552083333
0.18,57953.59657407407
0.27,57953.59763888889
0.28,57953.598703703705
0.17,57953.59976851852
0.15,57953.60083333333
0.31,57953.60189814815
0.23,57953.602951388886
0.29,57953.6040162037
0.08,57953.605092592596
