mass,mjd
0.22,57951.270162037035
0.18,57951.271203703705
0.16,57951.2722337963
0.2,57951.274305555555
0.19,57951.275347222225
0.16,57951.27637731482
0.21,57951.27741898148
0.23,57951.27846064815
0.2,57951.281701388885
0.21,57951.284791666665
0.14,57951.285833333335
0.14,57951.28686342593
0.25,57951.28789351852
0.15,57951.28892361111
0.2,57951.292037037034
0.22,57951.29409722222
0.12,57951.29513888889
0.22,57951.29618055555
0.24,57951.29722222222
0.34,57951.29825231482
0.29,57951.29929398148
0.11,57951.30032407407
0.06,57951.303449074076
0.2,57951.30449074074
0.23,57951.30553240741
0.1,57951.306921296295
0.31,57951.30795138889
0.25,57951.30898148148
0.26,57951.310011574074
0.08,57951.31208333333
0.13,57951.31417824074
0.21,57951.31623842593
0.08,57951.32144675926
0.12,57951.32456018519
0.11,57951.32975694445
0.09,57951.3328587963
0.06,57951.33390046296
0.18,57951.338055555556
0.07,57951.33909722222
0.18,57951.34013888889
0.09,57951.34118055556
0.13,57951.34741898148
0.36,57951.34846064815
0.24,57951.34950231481
0.15,57951.35054398148
0.06,57951.35576388889
0.25,57951.35888888889
0.27,57951.36306712963
0.22,57951.3641087963
0.5,57951.36515046296
0.59,57951.36619212963
0.45,57951.3672337963
0.47,57951.36827546296
0.28,57951.36931712963
0.31,57951.370358796295
0.3,57951.37138888889
0.15,57951.37347222222
0.13,57951.37451388889
0.22,57951.37556712963
0.18,57951.37869212963
0.11,57951.3797337963
0.18,57951.38076388889
0.12,57951.385983796295
0.1,57951.387037037035
0.1,57951.388078703705
0.22,57951.38912037037
0.15,57951.390173611115
0.22,57951.39121527778
0.17,57951.39225694445
0.18,57951.399247685185
0.16,57951.400300925925
0.21,57951.401342592595
0.16,57951.402407407404
0.21,57951.40346064815
0.17,57951.40451388889
0.12,57951.40556712963
0.16,57951.40660879629
0.16,57951.40767361111
0.14,57951.40871527778
0.15,57951.40976851852
0.14,57951.41081018518
0.14,57951.41185185185
0.19,57951.41289351852
0.18,57951.41394675926
0.21,57951.415
0.16,57951.41710648148
0.16,57951.41813657407
0.17,57951.41918981481
0.24,57951.42024305555
0.28,57951.4212962963
0.27,57951.42234953704
0.3,57951.4233912037
0.3,57951.42549768519
0.32,57951.42759259259
0.26,57951.4296875
0.23,57951.43072916667
0.22,57951.43178240741
0.25,57951.43388888889
0.21,57951.43493055556
0.17,57951.43599537037
0.18,57951.437060185184
0.13,57951.438113425924
0.3,57951.43916666666
0.16,57951.44021990741
0.17,57951.44127314815
0.19,57951.442337962966
0.21,57951.44337962963
0.22,57951.44443287037
0.2,57951.44548611111
0.17,57951.446550925924
0.18,57951.447592592594
0.23,57951.448645833334
0.21,57951.44969907407
0.27,57951.45075231481
0.22,57951.45180555555
0.21,57951.45284722222
0.23,57951.45391203704
0.17,57951.4549537037
0.21,57951.45600694444
0.24,57951.45706018519
0.19,57951.458125
0.21,57951.46021990741
0.32,57951.46127314815
0.31,57951.46231481482
0.34,57951.463368055556
0.24,57951.464421296296
0.19,57951.46548611111
0.15,57951.46653935185
0.19,57951.46758101852
0.39,57951.46863425926
0.25,57951.4696875
0.2,57951.47075231482
0.24,57951.47547453704
0.24,57951.47652777778
0.2,57951.47758101852
0.25,57951.47969907407
0.19,57951.48179398148
0.16,57951.48284722222
0.2,57951.48390046296
0.23,57951.49238425926
0.22,57951.49553240741
0.14,57951.49763888889
0.15,57951.49869212963
0.13,57951.49974537037
0.21,57951.50079861111
0.22,57951.501851851855
0.38,57951.506053240744
0.09,57951.50814814815
0.58,57951.510243055556
0.31,57951.512349537035
0.37,57951.51445601852
0.53,57951.51552083333
0.42,57951.5165625
0.51,57951.51761574074
0.12,57951.51866898148
0.12,57951.51972222222
0.16,57951.51972222222
0.12,57951.521840277775
0.3,57951.522881944446
0.08,57951.523935185185
0.08,57951.52605324074
0.07,57951.53094907408
0.24,57951.53199074074
0.09,57951.53304398148
0.09,57951.535150462965
0.19,57951.53832175926
0.18,57951.53936342592
0.13,57951.54148148148
0.2,57951.543599537035
0.26,57951.544652777775
0.18,57951.54570601852
0.25,57951.54675925926
0.15,57951.54782407408
0.19,57951.54886574074
0.24,57951.54991898148
0.6,57951.554143518515
0.6,57951.55520833333
0.12,57951.55732638889
0.2,57951.56049768518
0.12,57951.5615625
0.28,57951.562627314815
0.06,57951.56366898148
0.08,57951.56579861111
0.28,57951.5721412037
0.17,57951.57425925926
0.41,57951.575324074074
0.58,57951.57638888889
0.4,57951.57745370371
0.42,57951.57957175926
0.68,57951.58167824074
0.62,57951.58380787037
0.63,57951.584872685184
0.54,57951.58597222222
0.45,57951.5871412037
0.48,57951.58828703704
0.57,57951.58935185185
0.42,57951.590416666666
0.41,57951.591469907406
0.53,57951.59359953704
0.28,57951.594664351855
0.42,57951.595729166664
0.56,57951.59678240741
0.57,57951.59784722222
0.68,57951.59890046297
0.54,57951.599965277775
0.35,57951.60103009259
0.43,57951.602106481485
0.36,57951.60314814815
0.45,57951.604212962964
