wind_speed,wind_direction,temperature,relative_humidity,pressure,mjd
0,303,1.12,27,616.9,56063.416666666664
0,303,1.13,27,616.9,56063.41736111111
0,303,1.14,27,616.9,56063.41805555556
0,303,1.14,27,616.9,56063.41875
0,303,1.13,27,616.9,56063.419444444444
0,322,1.13,26,616.9,56063.42013888889
0,290,1.14,25,616.9,56063.42083333333
0,291,1.14,25,616.9,56063.42152777778
0,293,1.14,25,616.8,56063.42222222222
0,0,1.2,19,616.8,56063.42291666667
0,344,1.31,17,616.8,56063.42361111111
0,330,1.38,22,616.8,56063.424305555556
0,325,1.47,18,616.8,56063.425
0,2,1.59,16,616.8,56063.42569444444
0,340,1.68,18,616.8,56063.42638888889
0,325,1.74,20,616.8,56063.427083333336
0,329,1.82,15,616.8,56063.427777777775
0,281,1.91,15,616.8,56063.42847222222
0,340,2.02,13,616.7,56063.42916666667
0,208,2.14,13,616.7,56063.42986111111
0,212,2.23,13,616.7,56063.430555555555
0,169,2.33,13,616.7,56063.43125
0,271,2.41,13,616.7,56063.43194444444
0,276,2.48,13,616.7,56063.43263888889
0,254,2.52,14,616.7,56063.433333333334
0,241,2.54,14,616.7,56063.43402777778
0,230,2.54,15,616.7,56063.43472222222
1,96,2.49,15,616.6,56063.43541666667
0,14,2.48,14,616.6,56063.436111111114
0,211,2.46,14,616.6,56063.43680555555
0,117,2.45,14,616.6,56063.4375
0,214,2.42,15,616.6,56063.43819444445
0,220,2.39,15,616.6,56063.438888888886
0,310,2.37,15,616.6,56063.43958333333
0,25,2.35,15,616.6,56063.44027777778
0,210,2.3,16,616.6,56063.44097222222
2,256,2.2,17,616.6,56063.441666666666
1,217,2.13,18,616.6,56063.44236111111
1,268,2.05,20,616.6,56063.44305555556
0,250,1.97,19,616.5,56063.44375
0,146,1.93,18,616.5,56063.444444444445
0,210,1.89,19,616.5,56063.44513888889
2,252,1.84,20,616.5,56063.44583333333
2,128,1.81,19,616.5,56063.44652777778
0,144,1.8,17,616.5,56063.447222222225
0,204,1.79,19,616.5,56063.447916666664
1,250,1.74,20,616.5,56063.44861111111
1,91,1.72,18,616.5,56063.44930555556
1,98,1.72,18,616.5,56063.45
1,180,1.73,18,616.5,56063.450694444444
0,123,1.75,17,616.5,56063.45138888889
1,191,1.79,16,616.5,56063.45208333333
1,181,1.81,18,616.5,56063.45277777778
0,151,1.77,21,616.5,56063.45347222222
0,203,1.68,23,616.5,56063.45416666667
3,234,1.59,25,616.4,56063.45486111111
5,266,1.49,26,616.4,56063.455555555556
5,230,1.39,27,616.4,56063.45625
4,220,1.31,27,616.4,56063.45694444444
4,144,1.23,27,616.4,56063.45763888889
3,209,1.18,27,616.4,56063.458333333336
3,290,1.12,27,616.4,56063.459027777775
5,242,1.08,27,616.4,56063.45972222222
4,228,1.07,27,616.4,56063.46041666667
5,309,1.05,28,616.4,56063.46111111111
4,239,1.04,27,616.4,56063.461805555555
3,331,1.02,27,616.4,56063.4625
2,184,1.02,27,616.4,56063.46319444444
1,238,1.01,28,616.4,56063.46388888889
4,241,0.98,29,616.3,56063.464583333334
4,308,0.95,28,616.3,56063.46527777778
2,4,0.93,28,616.3,56063.46597222222
0,97,0.9,29,616.3,56063.46666666667
0,309,0.88,29,616.3,56063.467361111114
1,275,0.86,29,616.3,56063.46805555555
2,335,0.83,30,616.3,56063.46875
1,163,0.81,29,616.3,56063.46944444445
0,186,0.8,28,616.3,56063.470138888886
1,118,0.8,28,616.3,56063.47083333333
0,260,0.81,27,616.3,56063.47152777778
0,265,0.85,25,616.3,56063.47222222222
0,212,0.88,25,616.3,56063.472916666666
0,234,0.93,26,616.3,56063.47361111111
1,46,0.97,25,616.3,56063.47430555556
1,239,1.0,26,616.3,56063.475
1,293,1.02,25,616.3,56063.475694444445
0,243,1.05,24,616.2,56063.47638888889
0,267,1.09,23,616.2,56063.47708333333
1,238,1.14,21,616.2,56063.47777777778
1,128,1.19,20,616.2,56063.478472222225
1,208,1.25,19,616.2,56063.479166666664
0,151,1.29,19,616.2,56063.47986111111
0,350,1.33,19,616.2,56063.48055555556
1,125,1.38,17,616.2,56063.48125
1,182,1.43,19,616.2,56063.481944444444
1,265,1.47,18,616.2,56063.48263888889
1,221,1.52,17,616.2,56063.48333333333
2,143,1.56,18,616.2,56063.48402777778
0,271,1.55,19,616.2,56063.48472222222
1,167,1.55,19,616.2,56063.48541666667
1,258,1.53,21,616.2,56063.48611111111
3,262,1.51,21,616.2,56063.486805555556
2,177,1.48,21,616.2,56063.4875
4,247,1.44,24,616.2,56063.48819444444
3,168,1.4,22,616.2,56063.48888888889
2,237,1.38,21,616.2,56063.489583333336
1,165,1.38,20,616.2,56063.490277777775
0,247,1.39,18,616.2,56063.49097222222
0,121,1.43,17,616.2,56063.49166666667
0,128,1.44,17,616.1,56063.49236111111
1,39,1.47,16,616.1,56063.493055555555
2,11,1.52,15,616.1,56063.49375
4,37,1.55,16,616.1,56063.49444444444
4,51,1.59,16,616.1,56063.49513888889
2,37,1.62,16,616.1,56063.495833333334
2,81,1.65,16,616.1,56063.49652777778
1,44,1.69,16,616.1,56063.49722222222
3,50,1.69,17,616.1,56063.49791666667
8,16,1.71,16,616.1,56063.498611111114
9,41,1.73,16,616.1,56063.49930555555
10,51,1.77,15,616.1,56063.5
10,59,1.83,15,616.1,56063.50069444445
9,33,1.87,15,616.1,56063.501388888886
8,41,1.9,15,616.1,56063.50208333333
9,47,1.93,15,616.1,56063.50277777778
10,36,1.94,15,616.0,56063.50347222222
10,26,1.95,15,616.0,56063.504166666666
11,30,1.96,15,616.0,56063.50486111111
10,55,1.96,15,616.0,56063.50555555556
10,47,1.96,15,616.0,56063.50625
10,36,1.97,15,616.0,56063.506944444445
9,47,1.98,15,616.0,56063.50763888889
10,36,1.99,15,616.0,56063.50833333333
10,37,1.99,15,616.0,56063.50902777778
9,51,1.99,15,616.0,56063.509722222225
8,56,1.99,15,616.0,56063.510416666664
8,42,1.99,15,615.9,56063.51111111111
8,52,2.0,15,615.9,56063.51180555556
9,23,2.04,14,616.0,56063.5125
9,29,2.07,15,616.0,56063.513194444444
9,41,2.09,15,616.0,56063.51388888889
8,51,2.09,15,616.0,56063.51458333333
7,55,2.08,15,616.0,56063.51527777778
5,171,2.05,15,616.0,56063.51597222222
4,24,2.0,16,616.0,56063.51666666667
6,39,1.92,17,616.0,56063.51736111111
6,52,1.88,18,616.0,56063.518055555556
7,55,1.84,17,616.0,56063.51875
9,41,1.81,16,616.0,56063.51944444444
