wind_speed,wind_direction,temperature,relative_humidity,pressure,mjd
0,191.0,4.96,12,618.4,56797.416666666664
0,215.0,4.98,11,618.4,56797.41736111111
0,178.0,5.01,11,618.4,56797.41805555556
1,198.0,5.03,11,618.4,56797.41875
0,198.0,5.04,11,618.4,56797.419444444444
0,194.0,5.05,11,618.4,56797.42013888889
0,204.0,5.07,11,618.4,56797.42083333333
0,207.0,5.08,11,618.4,56797.42152777778
0,197.0,5.07,11,618.4,56797.42222222222
0,181.0,5.06,11,618.3,56797.42291666667
0,188.0,5.05,10,618.3,56797.42361111111
0,272.0,5.04,10,618.3,56797.424305555556
0,186.0,5.02,9,618.3,56797.425
0,198.0,5.01,9,618.3,56797.42569444444
0,178.0,5.0,9,618.3,56797.42638888889
0,150.0,4.99,9,618.3,56797.427083333336
0,158.0,4.98,9,618.3,56797.427777777775
0,172.0,4.98,9,618.3,56797.42847222222
0,174.0,4.95,8,618.3,56797.42916666667
0,173.0,4.94,9,618.3,56797.42986111111
0,126.0,4.93,9,618.3,56797.430555555555
0,301.0,4.94,9,618.3,56797.43125
0,186.0,4.95,9,618.3,56797.43194444444
1,190.0,4.96,8,618.3,56797.43263888889
0,279.0,4.99,8,618.3,56797.433333333334
0,177.0,5.02,8,618.2,56797.43402777778
0,193.0,5.06,8,618.2,56797.43472222222
0,265.0,5.1,8,618.2,56797.43541666667
0,189.0,5.13,8,618.2,56797.436111111114
0,229.0,5.16,8,618.2,56797.43680555555
0,115.0,5.18,7,618.2,56797.4375
0,181.0,5.19,7,618.2,56797.43819444445
1,246.0,5.21,7,618.2,56797.438888888886
0,279.0,5.23,7,618.2,56797.43958333333
0,296.0,5.23,7,618.2,56797.44027777778
0,296.0,5.26,7,618.2,56797.44097222222
0,331.0,5.28,6,618.2,56797.441666666666
0,162.0,5.29,6,618.2,56797.44236111111
0,266.0,5.29,6,618.2,56797.44305555556
0,326.0,5.29,6,618.2,56797.44375
1,239.0,5.29,6,618.2,56797.444444444445
0,231.0,5.29,6,618.2,56797.44513888889
0,295.0,5.29,6,618.2,56797.44583333333
0,240.0,5.29,6,618.2,56797.44652777778
0,208.0,5.27,6,618.2,56797.447222222225
0,281.0,5.26,6,618.2,56797.447916666664
1,168.0,5.26,6,618.2,56797.44861111111
0,253.0,5.26,6,618.2,56797.44930555556
0,231.0,5.27,6,618.2,56797.45
0,188.0,5.29,6,618.1,56797.450694444444
0,274.0,5.29,6,618.1,56797.45138888889
0,239.0,5.29,6,618.1,56797.45208333333
0,179.0,5.31,6,618.1,56797.45277777778
0,176.0,5.32,6,618.1,56797.45347222222
0,193.0,5.32,6,618.1,56797.45416666667
0,203.0,5.34,6,618.1,56797.45486111111
0,190.0,5.37,6,618.1,56797.455555555556
0,197.0,5.39,6,618.1,56797.45625
1,176.0,5.42,6,618.1,56797.45694444444
0,195.0,5.45,6,618.1,56797.45763888889
0,186.0,5.47,6,618.1,56797.458333333336
0,200.0,5.5,6,618.1,56797.459027777775
0,203.0,5.5,6,618.1,56797.45972222222
0,215.0,5.51,6,618.1,56797.46041666667
0,212.0,5.51,6,618.1,56797.46111111111
0,182.0,5.5,5,618.1,56797.461805555555
0,198.0,5.5,5,618.1,56797.4625
1,180.0,5.5,5,618.0,56797.46319444444
0,155.0,5.49,6,618.0,56797.46388888889
1,193.0,5.47,6,618.0,56797.464583333334
0,207.0,5.46,5,618.0,56797.46527777778
0,249.0,5.45,5,618.0,56797.46597222222
0,184.0,5.45,5,618.0,56797.46666666667
1,208.0,5.46,5,618.0,56797.467361111114
1,190.0,5.46,6,618.0,56797.46805555555
0,207.0,5.47,6,618.0,56797.46875
0,191.0,5.47,6,618.0,56797.46944444445
0,201.0,5.47,6,618.0,56797.470138888886
0,212.0,5.46,6,618.0,56797.47083333333
0,121.0,5.45,6,618.0,56797.47152777778
0,281.0,5.44,5,618.0,56797.47222222222
0,260.0,5.45,5,618.0,56797.472916666666
0,268.0,5.46,5,618.0,56797.47361111111
0,296.0,5.47,5,618.0,56797.47430555556
0,272.0,5.48,5,618.0,56797.475
0,287.0,5.5,5,618.0,56797.475694444445
0,242.0,5.5,5,618.0,56797.47638888889
0,240.0,5.5,5,618.0,56797.47708333333
0,236.0,5.5,5,618.0,56797.47777777778
0,271.0,5.5,6,618.0,56797.478472222225
0,260.0,5.5,6,618.0,56797.479166666664
1,265.0,5.5,6,618.0,56797.47986111111
0,266.0,5.5,6,618.0,56797.48055555556
0,277.0,5.49,6,618.0,56797.48125
2,264.0,5.49,6,618.0,56797.481944444444
2,273.0,5.5,6,618.0,56797.48263888889
0,264.0,5.5,5,618.0,56797.48333333333
0,272.0,5.52,5,617.9,56797.48402777778
0,221.0,5.53,5,617.9,56797.48472222222
1,237.0,5.53,5,617.9,56797.48541666667
0,266.0,5.53,5,617.9,56797.48611111111
0,247.0,5.53,5,617.9,56797.486805555556
