wind_speed,wind_direction,temperature,relative_humidity,pressure,mjd
0.0,-10000.0,4.19,3.0,618.4,55084.419444444444
0.0,-10000.0,3.92,3.0,618.4,55084.42291666667
0.0,-10000.0,3.76,3.0,618.4,55084.42638888889
0.0,-10000.0,3.58,4.0,618.4,55084.42986111111
0.0,-10000.0,3.49,4.0,618.4,55084.433333333334
0.0,-10000.0,3.55,4.0,618.4,55084.43680555555
0.0,-10000.0,3.7,4.0,618.3,55084.44027777778
0.0,-10000.0,3.92,4.0,618.3,55084.44375
0.0,-10000.0,3.7,3.0,618.3,55084.447222222225
0.0,-10000.0,3.86,3.0,618.2,55084.450694444444
0.0,-10000.0,3.95,3.0,618.2,55084.45416666667
0.0,-10000.0,3.86,3.0,618.2,55084.45763888889
0.0,-10000.0,3.86,3.0,618.2,55084.46111111111
0.0,-10000.0,3.76,4.0,618.2,55084.464583333334
0.0,-10000.0,3.7,4.0,618.1,55084.46805555555
0.0,-10000.0,3.79,4.0,618.1,55084.47152777778
0.0,-10000.0,3.79,4.0,618.1,55084.475
0.0,-10000.0,3.95,4.0,618.1,55084.478472222225
0.0,-10000.0,3.98,4.0,618.0,55084.481944444444
0.0,-10000.0,4.16,4.0,618.0,55084.48541666667
0.0,-10000.0,4.01,4.0,618.0,55084.48888888889
0.0,-10000.0,4.1,4.0,618.0,55084.49236111111
0.0,-10000.0,4.07,4.0,618.0,55084.495833333334
0.0,-10000.0,4.07,4.0,618.0,55084.49930555555
0.0,-10000.0,4.01,4.0,618.0,55084.50277777778
0.0,-10000.0,3.67,4.0,617.9,55084.50625
0.0,-10000.0,3.64,3.0,617.9,55084.509722222225
0.0,-10000.0,3.67,4.0,617.8,55084.513194444444
0.0,-10000.0,4.19,3.0,617.9,55084.51666666667
0.0,-10000.0,4.13,3.0,617.8,55084.52013888889
0.0,-10000.0,4.43,3.0,617.8,55084.52361111111
0.0,-10000.0,4.56,4.0,617.8,55084.527083333334
0.0,-10000.0,4.56,3.0,617.8,55084.53055555555
0.0,-10000.0,4.43,4.0,617.7,55084.53402777778
0.0,-10000.0,4.25,4.0,617.8,55084.5375
0.0,-10000.0,4.07,3.0,617.7,55084.540972222225
0.0,-10000.0,4.31,3.0,617.7,55084.544444444444
0.0,-10000.0,4.22,4.0,617.8,55084.55138888889
0.0,-10000.0,4.01,4.0,617.7,55084.55486111111
0.0,-10000.0,4.1,4.0,617.8,55084.558333333334
0.0,-10000.0,4.28,4.0,617.8,55084.56180555555
0.0,-10000.0,4.47,3.0,617.7,55084.56527777778
0.0,-10000.0,4.59,3.0,617.7,55084.56875
0.0,-10000.0,4.95,3.0,617.8,55084.572222222225
0.0,-10000.0,4.74,3.0,617.7,55084.575694444444
0.0,-10000.0,4.62,3.0,617.8,55084.57916666667
0.0,-10000.0,4.74,3.0,617.8,55084.58263888889
0.0,-10000.0,4.83,3.0,617.8,55084.58611111111
0.0,-10000.0,4.65,4.0,617.9,55084.589583333334
0.0,-10000.0,4.47,4.0,617.8,55084.59305555555
0.0,-10000.0,4.4,3.0,617.8,55084.59652777778
0.0,-10000.0,4.28,3.0,617.8,55084.6
0.0,-10000.0,4.07,3.0,617.9,55084.603472222225
0.0,-10000.0,4.07,4.0,617.9,55084.606944444444
0.0,-10000.0,3.82,4.0,617.9,55084.61041666667
0.0,-10000.0,3.79,3.0,617.8,55084.61388888889
0.0,-10000.0,3.79,3.0,617.9,55084.61736111111
0.0,-10000.0,3.55,3.0,618.0,55084.620833333334
0.0,-10000.0,3.73,3.0,618.0,55084.62430555555
0.0,-10000.0,3.89,3.0,618.0,55084.62777777778
0.0,-10000.0,4.01,3.0,618.0,55084.63125
0.0,-10000.0,4.01,3.0,618.0,55084.634722222225
0.0,-10000.0,4.22,3.0,618.1,55084.638194444444
0.0,-10000.0,4.56,3.0,618.1,55084.64166666667
0.0,-10000.0,4.71,3.0,618.0,55084.64513888889
0.0,-10000.0,4.65,3.0,618.1,55084.64861111111
0.0,-10000.0,4.62,3.0,618.1,55084.652083333334
