mass,mjd
1.49,55707.26447916667
1.13,55707.26552083333
0.96,55707.267592592594
0.82,55707.26862268519
0.74,55707.26966435185
0.91,55707.27069444444
1.03,55707.27173611111
0.95,55707.27278935185
0.69,55707.27384259259
0.8,55707.27488425926
0.69,55707.27591435185
0.81,55707.27695601852
0.69,55707.27799768518
0.7,55707.279027777775
0.7,55707.280069444445
0.75,55707.28111111111
0.5,55707.28215277778
0.5,55707.28318287037
0.61,55707.284224537034
0.47,55707.285266203704
0.42,55707.286307870374
0.49,55707.289513888885
0.24,55707.290555555555
0.28,55707.291608796295
0.18,55707.292650462965
0.17,55707.29369212963
0.18,55707.29578703704
0.08,55707.2968287037
0.11,55707.29785879629
0.14,55707.29893518519
0.14,55707.29997685185
0.11,55707.30101851852
0.17,55707.30206018518
0.21,55707.304143518515
0.22,55707.30621527778
0.21,55707.30726851852
0.18,55707.30831018519
0.13,55707.30935185185
0.1,55707.31039351852
0.22,55707.311435185184
0.3,55707.312476851854
0.18,55707.31351851852
0.22,55707.31456018519
0.26,55707.315613425926
0.21,55707.316655092596
0.2,55707.31769675926
0.13,55707.31873842593
0.28,55707.31979166667
0.21,55707.32083333333
0.14,55707.32188657407
0.19,55707.323969907404
0.17,55707.32502314815
0.15,55707.326053240744
0.15,55707.32709490741
0.18,55707.32813657408
0.17,55707.329189814816
0.2,55707.33023148148
0.22,55707.33126157407
0.14,55707.33231481481
0.19,55707.334398148145
0.2,55707.335439814815
0.2,55707.336481481485
0.3,55707.337534722225
0.38,55707.338587962964
0.21,55707.33962962963
0.24,55707.340682870374
0.27,55707.34172453704
0.25,55707.34276620371
0.18,55707.3437962963
0.26,55707.34483796296
0.31,55707.3458912037
0.35,55707.34694444444
0.23,55707.34798611111
0.28,55707.349027777775
0.3,55707.35008101852
0.27,55707.351122685184
0.27,55707.35322916666
0.2,55707.3553125
0.26,55707.35636574074
0.31,55707.357407407406
0.21,55707.358449074076
0.37,55707.35949074074
0.45,55707.36157407407
0.39,55707.36262731482
0.41,55707.36366898148
0.41,55707.36472222222
0.38,55707.36576388889
0.45,55707.36680555555
0.47,55707.36785879629
0.41,55707.36890046296
0.67,55707.369942129626
0.38,55707.370983796296
0.46,55707.372025462966
0.59,55707.373078703706
0.54,55707.37412037037
0.53,55707.376226851855
0.29,55707.37726851852
0.49,55707.37831018519
0.46,55707.37936342593
0.6,55707.38040509259
0.52,55707.38145833334
0.36,55707.3825
0.34,55707.38354166667
0.33,55707.38458333333
0.48,55707.38668981481
0.68,55707.387766203705
0.66,55707.388819444444
0.57,55707.39092592592
0.8,55707.39197916666
0.5,55707.39303240741
0.39,55707.39407407407
0.31,55707.39512731481
0.34,55707.39619212963
0.45,55707.39828703704
0.47,55707.40038194445
0.4,55707.40143518519
0.42,55707.40247685185
0.4,55707.40353009259
0.52,55707.40457175926
0.47,55707.405625
0.54,55707.406689814816
0.47,55707.407743055555
0.55,55707.408784722225
0.52,55707.409837962965
0.55,55707.410891203705
0.52,55707.411944444444
0.56,55707.412997685184
0.38,55707.41511574074
0.44,55707.41616898148
0.38,55707.41997685185
0.33,55707.42103009259
0.41,55707.42428240741
0.6,55707.4253125
0.28,55707.42636574074
0.28,55707.427407407406
0.39,55707.42847222222
0.38,55707.42951388889
0.74,55707.43056712963
0.99,55707.43162037037
0.75,55707.43267361111
0.61,55707.43371527778
0.51,55707.43478009259
0.61,55707.43583333334
0.33,55707.436886574076
0.4,55707.437939814816
0.36,55707.438993055555
0.31,55707.440046296295
0.48,55707.441099537034
0.37,55707.442141203705
0.8,55707.444236111114
0.37,55707.44635416667
0.38,55707.44844907407
0.53,55707.44950231481
0.51,55707.45054398148
0.4,55707.45159722222
0.42,55707.456238425926
0.49,55707.457291666666
0.43,55707.458344907405
0.57,55707.459386574075
0.37,55707.460439814815
0.5,55707.461493055554
0.64,55707.46255787037
0.78,55707.46359953703
0.59,55707.46465277778
0.54,55707.46570601852
0.78,55707.46675925926
0.77,55707.467824074076
0.63,55707.46886574074
0.84,55707.46991898148
0.63,55707.470972222225
0.69,55707.47201388889
0.83,55707.47306712963
0.86,55707.47412037037
0.91,55707.47518518518
0.95,55707.47622685185
1.18,55707.47729166667
0.93,55707.47834490741
1.25,55707.48043981481
1.08,55707.48150462963
0.62,55707.4825462963
0.69,55707.483611111114
0.7,55707.484664351854
1.01,55707.48570601852
0.77,55707.486759259256
0.46,55707.48782407407
1.45,55707.48887731481
1.31,55707.48993055556
1.07,55707.4909837963
0.66,55707.49203703704
0.86,55707.494155092594
0.72,55707.49519675926
0.62,55707.49626157407
0.6,55707.49731481481
0.46,55707.49836805555
0.68,55707.50047453704
0.72,55707.50152777778
0.59,55707.502592592595
0.34,55707.503645833334
0.47,55707.504699074074
0.38,55707.50575231481
0.66,55707.5078587963
0.72,55707.50892361111
0.53,55707.50997685185
0.5,55707.51105324074
0.43,55707.51314814815
0.6,55707.51424768518
0.78,55707.51528935185
0.45,55707.51635416667
0.54,55707.51740740741
0.48,55707.518472222226
0.61,55707.520578703705
0.8,55707.52164351852
0.72,55707.52270833333
0.62,55707.52376157408
0.56,55707.52481481482
0.36,55707.52587962963
0.44,55707.52693287037
0.62,55707.52798611111
0.52,55707.52905092593
0.27,55707.53010416667
0.59,55707.531168981484
0.64,55707.53223379629
0.5,55707.53329861111
0.46,55707.53435185185
0.45,55707.535416666666
0.43,55707.53921296296
0.66,55707.54027777778
0.63,55707.541342592594
0.58,55707.54240740741
0.51,55707.54346064815
0.57,55707.54452546296
0.59,55707.545590277776
0.6,55707.54771990741
0.59,55707.54877314815
0.53,55707.549837962964
0.41,55707.55090277778
0.42,55707.55195601852
0.36,55707.55302083334
0.28,55707.554085648146
0.42,55707.55515046296
0.51,55707.55621527778
0.49,55707.557280092595
0.47,55707.558344907404
0.49,55707.55940972222
0.34,55707.56046296296
0.4,55707.561527777776
0.33,55707.56259259259
0.4,55707.56365740741
0.4,55707.56471064815
0.4,55707.565775462965
0.34,55707.56684027778
0.39,55707.56790509259
0.36,55707.56896990741
0.32,55707.57003472222
0.34,55707.57109953704
0.26,55707.572175925925
0.34,55707.57324074074
0.31,55707.57430555556
0.36,55707.575370370374
0.33,55707.57643518518
0.32,55707.5775
0.31,55707.579618055555
0.23,55707.58068287037
0.38,55707.58173611111
0.38,55707.58280092593
0.36,55707.58387731481
0.44,55707.586006944446
0.82,55707.58708333333
0.62,55707.58814814815
0.47,55707.58920138889
0.42,55707.59027777778
0.56,55707.59134259259
0.4,55707.59239583334
0.42,55707.59347222222
0.45,55707.59453703704
0.39,55707.595613425925
0.41,55707.59667824074
0.37,55707.597719907404
