strehl,fwhm,airmass,az,mass,dimm,wind_speed,wind_direction,temperature,relative_humidity,pressure,train,strehl_RF_pred,strehl_RF_err,strehl_RF_percent_err,fwhm_RF_pred,fwhm_RF_err,fwhm_RF_percent_err
0.23600000000000002,66.97,1.52815,187.53477,0.11,0.27,3.0,120.0,3.33,9.0,618.6,True,0.23084444444444469,0.00515555555555533,0.021845574387946314,66.92411111111116,0.045888888888839574,0.0006852156023419378
0.20199999999999999,70.8,1.52894,187.77077,0.11,0.27,3.0,119.0,3.34,9.0,618.6,True,0.2144444444444446,-0.012444444444444619,-0.06160616061606247,69.07648148148157,1.723518518518432,0.024343481899977856
0.21,70.72,1.52977,188.00858,0.11,0.31,3.0,120.0,3.35,9.0,618.6,True,0.2331075308641979,-0.023107530864197895,-0.11003586125808522,69.21122222222225,1.5087777777777518,0.021334527400703504
0.221,68.92,1.53063,188.24682,0.11,0.31,3.0,120.0,3.35,9.0,618.6,False,0.23037419753086452,-0.00937419753086452,-0.04241718339757701,69.68055555555556,-0.7605555555555554,-0.011035338879215836
0.18,76.87,1.53151,188.48412,0.11,0.28,4.0,120.0,3.37,9.0,618.6,True,0.20308888888888876,-0.02308888888888877,-0.12827160493827094,73.06941269841265,3.800587301587356,0.04944174972794791
0.21600000000000005,68.55,1.53242,188.72119,0.11,0.28,4.0,123.0,3.37,9.0,618.6,True,0.22774444444444442,-0.011744444444444363,-0.0543724279835387,67.31867328042333,1.2313267195766713,0.017962461262971137
0.295,57.86,1.53362,189.02389,0.11,0.28,4.0,124.0,3.35,10.0,618.6,True,0.2663555555555559,0.028644444444444084,0.09709981167608164,62.28381613756611,-4.423816137566114,-0.07645724399526639
0.261,64.26,1.53457,189.25796,0.11,0.34,4.0,128.0,3.34,10.0,618.6,False,0.2727420987654321,-0.011742098765432085,-0.04498888415874362,61.43199074074077,2.8280092592592325,0.04400885868750751
0.27399999999999997,61.29,1.53558,189.49684,0.11,0.34,3.0,123.0,3.33,10.0,618.6,False,0.2588766666666665,0.015123333333333489,0.05519464720194704,62.410879629629676,-1.1208796296296768,-0.018288132315706914
0.22399999999999998,67.87,1.53661,189.73385,0.11,0.34,3.0,120.0,3.33,10.0,618.6,False,0.2547099999999999,-0.030709999999999904,-0.13709821428571387,62.510129629629674,5.359870370370331,0.07897260012332886
0.258,60.81,1.53765,189.96819,0.11,0.34,3.0,120.0,3.34,10.0,618.6,True,0.25374333333333315,0.004256666666666853,0.01649870801033664,62.104240740740785,-1.2942407407407828,-0.021283353736898252
0.225,69.62,1.53872,190.20251,0.11,0.34,3.0,120.0,3.34,10.0,618.6,True,0.24454333333333342,-0.019543333333333412,-0.08685925925925961,65.61990740740735,4.000092592592651,0.05745608435209208
0.28,61.77,1.54009,190.49363,0.11,0.3,4.0,112.0,3.34,10.0,618.6,True,0.2834613315696651,-0.0034613315696650493,-0.01236189846308946,61.679894708994766,0.09010529100523712,0.0014587225352960518
0.29600000000000004,58.94,1.54122,190.72786,0.11,0.3,3.0,117.0,3.34,9.0,618.6,True,0.29296419753086406,0.003035802469135984,0.010256089422756702,59.72179629629624,-0.7817962962962426,-0.0132642737749617
0.317,58.06,1.54238,190.96085,0.11,0.26,3.0,122.0,3.34,9.0,618.6,True,0.2996888888888889,0.01731111111111111,0.05460918331580792,58.88921296296298,-0.829212962962977,-0.01428200073997549
0.302,59.24,1.54364,191.2097,0.11,0.3,3.0,118.0,3.36,9.0,618.6,True,0.3021999463231346,-0.00019994632313463656,-0.0006620739176643595,59.40965343915337,-0.16965343915336462,-0.0028638325312856957
0.297,59.46,1.54485,191.44112,0.11,0.3,3.0,114.0,3.37,9.0,618.6,True,0.3005721685453571,-0.003572168545357135,-0.012027503519720994,59.26698677248676,0.1930132275132408,0.003246102043613199
0.278,61.47,1.5461,191.67444,0.11,0.29,4.0,119.0,3.37,9.0,618.6,False,0.2934320450885667,-0.01543204508856666,-0.055510953555995175,60.22204814814808,1.2479518518519157,0.020301803348819192
0.308,58.24,1.54776,191.9779,0.11,0.29,4.0,110.0,3.36,9.0,618.6,True,0.30520084579403406,0.002799154205965937,0.009088163006382911,58.546899999999916,-0.3068999999999136,-0.0052695741758226914
0.33,56.15,1.54906,192.20887,0.11,0.32,4.0,111.0,3.37,9.0,618.6,True,0.32331417912736726,0.006685820872632753,0.02026006325040228,57.1758444444444,-1.0258444444444024,-0.01826971405956193
0.32299999999999995,58.16,1.5504,192.4408,0.11,0.32,4.0,111.0,3.37,9.0,618.6,True,0.32275862357181195,0.00024137642818800042,0.000747295443306503,57.92689999999996,0.23310000000003583,0.004007909215956599
0.314,58.34,1.55177,192.67289,0.11,0.35,4.0,110.0,3.37,9.0,618.6,True,0.31457290928609777,-0.0005729092860977669,-0.0018245518665533978,58.544288888888936,-0.20428888888893226,-0.0035016950443766243
