comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,strehl,fwhm,train,strehl_ANN_pred,strehl_ANN_err,strehl_ANN_percent_err,fwhm_ANN_pred,fwhm_ANN_err,fwhm_ANN_percent_err
-0.8598182864807979,-1.1741637491763008,0.17759492496796855,-1.6336013950889994,1.1400022669415262,-0.3015707914505269,1.3786173261558072,0.5453668688797909,0.5423195550947489,0.331,59.09,True,,,,60.20577709477225,-1.1157770947722483,-0.01888267210648584
-0.8544174150793706,-1.1892183966903165,0.1835353595065456,-1.62483185450322,1.1422296696278895,-0.3005338546409347,1.370886267273978,0.5463352604260627,0.5423033805532579,0.312,61.04,True,,,,60.42501958848783,0.6149804115121711,0.010075039507080129
-0.7672163238385128,-1.1385349999627663,0.153751105727399,-1.4065228842470607,1.1299949125747093,-0.33438087943877826,1.484725359440249,0.476286126210669,0.514791080964228,0.316,57.67,True,,,,60.94152319291103,-3.271523192911026,-0.05672833696741852
-0.6984593273476623,-1.1238752510800696,0.08263805369369434,-1.4049849463490658,1.1304691212002522,-0.3824400518259144,1.3870865534414138,0.4634879194048706,0.514487869409082,0.238,73.3,True,,,,59.62537181233193,13.67462818766807,0.18655700119601734
-0.7338984929988808,-1.2572849891066615,0.14502085892575245,-1.6056223795721145,1.25920835972449,-0.304684048301592,1.4367406352602947,0.5199488896625002,0.5291246501233323,0.269,65.81,False,,,,60.83288852653538,4.977111473464625,0.07562849830519107
-0.5705495112958572,-1.2110736435039402,0.08576874112191235,-1.3576522457784688,1.2886512683718514,-0.34907341266175235,1.63254380123631,0.4245517391563792,0.5187592847297423,0.339,58.32,True,,,,61.50037531595137,-3.1803753159513732,-0.05453318442989323
-0.6073001726781769,-1.187408804082347,0.12153659230840005,-1.2817139279766951,1.2063816362408502,-0.3574141421329923,1.5819593370531015,0.4198171516452918,0.4663918709168564,0.299,59.41,True,,,,61.39095929774289,-1.980959297742892,-0.033343869680910486
-0.7854580855696041,-1.1524041990449676,0.21876292114964632,-1.2753875753663386,1.028228118189347,-0.3480092457875553,1.3740153601500975,0.4649142288158444,0.3721984306670244,0.31,60.92,True,,,,60.75960794418117,0.1603920558188321,0.002632830857170586
-0.9303427171990384,-1.0475082063081522,0.29181076010264284,-1.05812596409592,0.7770637550410394,-0.36570964134298056,1.241978042369546,0.4555682884827802,0.2411000470315001,0.316,59.94,True,,,,60.47172263238317,-0.5317226323831719,-0.008870914787840705
-1.0681968319743185,-1.1240086319327156,0.3691121048910931,-1.2986312426081257,0.739723260326409,-0.3230555582361726,1.0355340806256366,0.5504908079325532,0.24070342865327224,0.295,63.06,True,,,,60.20983648783477,2.8501635121652313,0.045197645292820034
-1.2619535808147413,-1.1322834377553201,0.4686733836386301,-1.398379311384076,0.5814754373888625,-0.29515172007595586,0.7952162990805082,0.6274213623521268,0.1764354808873938,0.306,61.08,True,,,,60.059300153511295,1.0206998464887036,0.016710868475584537
-1.259350602948064,-1.1468737863628269,0.4718690909187319,-1.3890655810109631,0.5834144781666936,-0.2915571770655605,0.7876749861380675,0.6271821109708349,0.17979226825481012,0.312,60.47,True,,,,60.17581272674286,0.2941872732571369,0.004865011960594293
-1.1630708272073071,-1.063636579691487,0.42666815022236576,-1.0588022982328738,0.5407435694487067,-0.3339201528519746,0.9353517164292184,0.5282077851648461,0.14102839822539712,0.336,58.63,False,,,,59.92243065677771,-1.2924306567777109,-0.022043845416641835
-1.1860124450489884,-1.0581016674869692,0.4405659563817345,-1.0146619421264012,0.5004122847878577,-0.3331084202416087,0.9071731976846944,0.5261671231360038,0.12309283639704775,0.35,56.65,True,,,,59.87179488908212,-3.221794889082119,-0.05687193096349725
-1.316387725063335,-1.080175817854472,0.5213951244120956,-0.9658881417952434,0.4183946830788655,-0.2732437687533679,0.9143115613016202,0.5521185079919259,0.04988968165121863,0.35700000000000004,55.96,True,,,,60.360012934339444,-4.400012934339443,-0.07862782227197004
-1.316492062691062,-1.0948059154677474,0.5220204409865138,-0.9555664150840228,0.4202736167423025,-0.2677598956803995,0.9068725172072516,0.5517503289971214,0.056554546607069475,0.354,56.93,False,,,,60.47503341206021,-3.5450334120602136,-0.06227004061233468
-1.372832135000096,-1.134748343225383,0.5580205256726238,-1.0547972840967117,0.4050350581200093,-0.24764024830763626,0.8143932085527635,0.590887859891998,0.0565001097961224,0.335,59.45,True,,,,60.658796938491754,-1.2087969384917514,-0.020333001488507172
-1.8003100758408401,-0.9469952168105386,0.7130277164631771,-0.3689553227776787,-0.3027753267082152,-0.23275561770985545,0.3897771227324364,0.5580782566459959,-0.2739426325082189,0.304,62.2,True,,,,60.55729948362204,1.642700516377964,0.02640997614755569
-1.8233385806235636,-0.9406143468214608,0.7266506509227564,-0.32571621266512485,-0.34360060686666044,-0.2303149514062827,0.36162174375791994,0.5534720527273915,-0.29172286131729314,0.311,58.49,False,,,,60.62465177182762,-2.1346517718276203,-0.036496012512012656
-1.8491327018847024,-0.92802216769148,0.7447871593755655,-0.2817522090443041,-0.3734591656652209,-0.23014776054293745,0.33021104498944764,0.5459419684865461,-0.3149629078139255,0.334,56.11,True,,,,60.65005490232052,-4.54005490232052,-0.0809134717932725
-1.8546926707098583,-0.9122247091575388,0.745365151997205,-0.2022032407127201,-0.4087144075655781,-0.23216640256149285,0.3309807871554405,0.5282719339774966,-0.3294126201646013,0.331,58.4,True,,,,60.479540000519755,-2.0795400005197564,-0.03560856165273556
-1.8503113764528172,-0.9295795777290394,0.7427550284732225,-0.19609221839815544,-0.4186764648078391,-0.22459435957037813,0.3279915728881192,0.5278453402016244,-0.32041461880726224,0.358,56.19,False,,,,60.51265801494908,-4.322658014949084,-0.07692931153139498
-1.9000385527284316,-0.9417015952627612,0.7279386686234661,-0.18671340636531825,-0.4605006955504202,-0.2050784664707516,0.26633346328465585,0.5409229305160558,-0.3626575280394892,0.309,60.33,True,,,,60.74112171883584,-0.4111217188358438,-0.006814548629800163
-1.9047476636526308,-0.9581143060291348,0.7241493479264663,-0.1737586124544223,-0.45882862012517,-0.1941495937326996,0.2578467449759217,0.5381009668503007,-0.3492365598067373,0.34700000000000003,54.56,True,,,,60.778985754493185,-6.218985754493183,-0.11398434300757299
-1.9689904006014889,-0.9985892742424954,0.7526206645884518,-0.26985865745792625,-0.4743072724667021,-0.16778034318322893,0.16532716315450527,0.5760550319867365,-0.3393165802131408,0.329,55.81,False,,,,61.489734077738724,-5.679734077738722,-0.1017691108715055
-1.9646355444041967,-1.0094127022539068,0.7570199082659866,-0.2644438378184619,-0.4735095237767914,-0.16335870419107618,0.15887284603821686,0.5712799116520795,-0.3389917434619621,0.302,58.59,False,,,,61.4833331254274,-2.8933331254273966,-0.049382712500894294
