comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,strehl,fwhm,train,strehl_SVR_pred,strehl_SVR_err,strehl_SVR_percent_err,fwhm_SVR_pred,fwhm_SVR_err,fwhm_SVR_percent_err
-1.8385415667005187,-1.0129171464170452,0.6470060327379724,-0.27966937567596245,-0.6649333872808545,-0.23847687252302915,-0.03208995644163712,0.5710010757333097,-0.2359505254191401,0.305,58.65,True,0.31637153751472197,-0.011371537514721974,-0.03728372955646549,57.53154359253382,1.1184564074661765,0.01907001547256908
-1.5813363354401269,-0.9434265146833916,0.5064899438384252,-0.009932844369081182,-0.6927488240225114,-0.3298369371706415,0.1264623521556564,0.4541227934753399,-0.1846727200647447,0.265,62.79,True,0.3159724495647867,-0.05097244956478669,-0.19234886628221393,56.58064185008048,6.209358149919517,0.0988908767306819
-1.505848728050901,-0.9238660334396314,0.4595115391119561,-0.015815688605125902,-0.7207555217151025,-0.3798970594211551,0.04368944358493782,0.43749966624857095,-0.14603707520326242,0.301,56.28,True,0.31706316082814084,-0.016063160828140854,-0.053365982817743705,56.688035937746704,-0.4080359377467033,-0.007250105503672766
-1.5275327191070942,-0.953345130256584,0.4907950570098321,-0.09091165199079736,-0.7432543833660588,-0.3683588606353705,-0.014940431302239553,0.458746746148377,-0.1566456733430604,0.284,58.08,False,0.31736207871966776,-0.03336207871966779,-0.11747210816784433,56.64404847600669,1.4359515239933103,0.02472368326434763
-1.5233961350934722,-0.9632981326565948,0.49487641343448496,-0.08618111985902477,-0.7427454724822491,-0.3632650152701991,-0.0211262339597789,0.4528259348674051,-0.15625288920005648,0.325,54.4,True,0.31715288119517554,0.007847118804824471,0.02414498093792145,56.61926563747269,-2.219265637472688,-0.04079532421824794
-1.4602721798040033,-0.941313823948352,0.5027894686303002,0.1374537934730575,-0.6695519471750613,-0.3459572825881965,0.21650982889511008,0.3704506839952133,-0.2122166545327693,0.336,54.37,False,0.31466356431024406,0.02133643568975596,0.06350129669570226,56.254871376136684,-1.8848713761366866,-0.03466748898540899
-1.4051737588466444,-0.9243138019474609,0.4731358989263252,0.09546648999496647,-0.6923872837668477,-0.3932816838062847,0.10174274338710987,0.3630415066905988,-0.1823162564671396,0.308,55.46,True,0.3159826568828819,-0.007982656882881911,-0.025917717152213998,56.43198956273312,-0.9719895627331212,-0.01752595677484892
-1.3410561365503288,-0.8923626469246483,0.4370250376492211,0.09711918486209864,-0.6869238530925655,-0.4449445188214552,0.005995816058643442,0.33627544139630194,-0.1533576773786621,0.295,56.54,True,0.3170130197204644,-0.022013019720464433,-0.07462040583208283,56.72084056411956,-0.1808405641195634,-0.003198453557119975
-1.3744936615761831,-0.8922478928424682,0.493578347015893,0.18690966234311224,-0.6025440836421596,-0.4060014365588102,0.11824565884246913,0.30078805087058064,-0.2161238884925088,0.324,55.08,True,0.31569784445016585,0.008302155549834156,0.025623936882204185,56.51579637856016,-1.4357963785601626,-0.026067472377635487
-1.3794347616116809,-0.8040515662936382,0.5474010635050915,0.2319642954800485,-0.4613620191814659,-0.33952374652332745,0.05014069934195555,0.3154061052396977,-0.25016526600189537,0.309,54.93,True,0.3111791838718287,-0.0021791838718286938,-0.007052374989736873,57.08403847878546,-2.154038478785459,-0.039214245017030025
-1.4507306423334858,-0.8851622519455523,0.6140567113903712,0.1542746899981083,-0.5116314825728292,-0.267823567859484,0.08803455426777047,0.3592428969559893,-0.28477552189795324,0.304,56.56,True,0.30994713264295676,-0.005947132642956765,-0.019562936325515676,56.75997381220662,-0.1999738122066148,-0.0035356048834267115
-1.4027820840738991,-0.9340440471405524,0.594233673075468,0.13275692227865907,-0.6126196073016696,-0.2563949616843456,0.11777827926920008,0.3737426641324699,-0.2646311158737237,0.335,54.85,True,0.3092238853273049,0.02577611467269514,0.0769436258886422,56.46637190356545,-1.616371903565451,-0.029468949928267107
-1.2760833217799268,-0.8899817712120076,0.5366863816787717,0.34988466664143386,-0.5788299526793593,-0.28507481963175274,0.28212446020294496,0.2842398653070279,-0.2637285643010897,0.315,55.67,True,0.3079693360356292,0.007030663964370798,0.022319568140859676,56.49005934621184,-0.8200593462118348,-0.01473072294255137
-1.175708021893464,-0.8991495888552294,0.4697294278417869,0.3298499753625781,-0.6744389721486219,-0.3259577462211551,0.22188323748770766,0.2796731105891949,-0.2052213339598049,0.335,55.58,True,0.30833091833612186,0.026669081663878158,0.07960919899665121,56.56659572170959,-0.9865957217095911,-0.017750912589233378
-1.2062071810453732,-0.8767053132949447,0.4916213906331183,0.3533831231082895,-0.5956429830064409,-0.3243747567547962,0.18845978643541966,0.2554082862441139,-0.2200456663321446,0.298,56.78,True,0.308683416463351,-0.010683416463351025,-0.03585039081661418,56.70515787813508,0.07484212186491845,0.001318107112802368
-1.3740430424432215,-0.9735546319791476,0.5844352178632392,0.030309602188064243,-0.6686526130185141,-0.2660994839765702,-0.0650139020990167,0.3746018353289502,-0.21904135417941392,0.338,54.82,False,0.3102046361572754,0.02779536384272463,0.08223480426841606,56.5276634434706,-1.7076634434706008,-0.031150372919930697
-1.355419023407234,-0.9956825085914682,0.5802787337272609,0.02550151792788758,-0.7023857013685744,-0.2576176995413564,-0.05913624600203391,0.373454537635016,-0.2119419625564251,0.306,55.25,True,0.3098234373881534,-0.0038234373881533834,-0.012494893425337855,56.41683088604195,-1.16683088604195,-0.021119111059582807
-1.2458695753432631,-0.9388843981012744,0.5282328580883621,0.2523338737064377,-0.634947367522558,-0.2858049564187058,0.09306174767849956,0.2759854832179099,-0.2142512594540443,0.269,55.24,False,0.3086121794361271,-0.039612179436127104,-0.14725717262500782,56.48449796730117,-1.2444979673011645,-0.022528927720875534
-1.4914899024295083,-1.0228366374334847,0.6573742718683875,-0.1206739252164723,-0.6404218934263649,-0.2186456854651391,-0.24493084654868486,0.405929355556362,-0.22540550982965896,0.317,56.37,True,0.3107209366803217,0.006279063319678313,0.019807770724537266,56.904868219001806,-0.5348682190018081,-0.009488526148692712
-1.494276120716386,-1.0293166047548041,0.6619601605798087,-0.1122262697220172,-0.6291900832757439,-0.2094986025429023,-0.256109295156437,0.3934780338616177,-0.22364279114714736,0.304,57.59,True,0.310524548834426,-0.006524548834425992,-0.021462331692190764,56.9320257348007,0.6579742651993001,0.011425147858991146
-1.3682234074165034,-0.9894525270521604,0.6261510327616426,0.21518534141038545,-0.5618771561648536,-0.202715279855176,0.07508005466380502,0.2745841956024789,-0.26510611419642965,0.284,58.57,True,0.3078137265794387,-0.0238137265794387,-0.08385114992760107,56.35024848090674,2.2197515190932577,0.03789912103625163
-1.3647126587421967,-0.9970325334122438,0.6293573770365674,0.2181083641226434,-0.5621032909878231,-0.1960285238064899,0.06968471813165915,0.2658966871770209,-0.2645500267197802,0.267,57.77,True,0.3076531776095052,-0.04065317760950521,-0.1522590921704315,56.33017911223915,1.4398208877608525,0.02492333196747191
-1.613989037715845,-1.1137214392523616,0.7485196134947729,-0.20039741362460936,-0.629125324042007,-0.11516375638955338,-0.2771788584517585,0.4227136903313655,-0.2550082131036173,0.246,57.74,False,0.3090872944976661,-0.06308729449766609,-0.2564524166571792,57.20964918743718,0.5303508125628227,0.00918515435682062
-1.2859065977075659,-0.9796172365693772,0.5856220371443988,0.3720010365917385,-0.5396652046191895,-0.19948725523522776,0.17182060516492573,0.1956199692051444,-0.2500613671761797,0.252,57.91,True,0.30645137913791204,-0.05445137913791204,-0.21607690134092078,56.32462406614461,1.5853759338553886,0.027376548676487457
-1.272886780414935,-1.0014980801802071,0.5761762181909585,0.3691553187653992,-0.5734434884010351,-0.18781346988345854,0.1782080101822322,0.1950334850426933,-0.23639710606384745,0.266,58.84,True,0.30589732415291276,-0.03989732415291275,-0.14998994042448402,56.25530647910079,2.584693520899215,0.0439274901580424
-1.1378980554853495,-0.9338173305987312,0.4887320299395027,0.5166058564673566,-0.545927848319133,-0.2548266059965861,0.19659325926162136,0.1126338301701412,-0.1939031308095376,0.268,58.36,True,0.3056848775901008,-0.03768487759010081,-0.14061521488843584,56.767830432620855,1.5921695673791447,0.02728186373165087
-1.1910666702450117,-0.9777799057731964,0.5421909728726839,0.521053317585181,-0.5405492127839506,-0.1944480250544958,0.2761888799181683,0.11780780545597926,-0.2337210707792552,0.271,57.11,True,0.3047247048156068,-0.0337247048156068,-0.12444540522364131,56.37728470854798,0.732715291452017,0.012829894789914498
-1.3381381458635282,-1.037387021003957,0.5947198164504507,0.16791567288121945,-0.602680862971207,-0.18097395389573448,-0.0980534855678917,0.23073336102390854,-0.1901097356971096,0.308,54.09,True,0.3073987310373501,0.0006012689626498924,0.0019521719566554948,56.53792230785157,-2.447922307851563,-0.045256467144602755
-1.3249209522768464,-1.0470358881290516,0.5996075839549138,0.16425177076837627,-0.6147351436926388,-0.17591635708703418,-0.09893215203168132,0.22205784379190602,-0.19382680046298026,0.314,56.41,True,0.3072044550655691,0.006795544934430908,0.021641862848506076,56.47873410414294,-0.06873410414294057,-0.0012184737483237117
-1.2195431475309146,-1.0089447360219477,0.5511882375584936,0.3438490490054195,-0.5872704546528934,-0.19766804191176185,0.03818115837543536,0.14404593483378814,-0.1928679288633288,0.289,58.05,True,0.3059793322814988,-0.016979332281498838,-0.058752014814874874,56.45974119894498,1.5902588010550147,0.027394639122394742
-1.2030491854119405,-1.021132352937996,0.5533072130732407,0.3177907115934563,-0.5121002853607131,-0.19055864244492304,0.04218695540263385,0.1276225446289469,-0.18074281263782804,0.285,59.19,False,0.30700412693624773,-0.02200412693624776,-0.07720746293420266,56.566947582484836,2.6230524175151615,0.044315803641073855
-1.2527628009028793,-1.0597332154592696,0.6169157351807074,0.3205969272564734,-0.4963021224280939,-0.13248636289564006,0.11694807938463707,0.12471043867698997,-0.2323007367577321,0.246,62.15,True,0.30631829202809274,-0.060318292028092746,-0.2451963090572876,56.22902791798806,5.920972082011936,0.09526906004846236
-1.3883156163192227,-1.0841762143135476,0.7486146058749786,-0.017707875059865458,-0.5326552015823128,0.037084253330363096,-0.1976904979498711,0.3250100458603157,-0.24200395975950897,0.303,57.02,True,0.30136186822567074,0.0016381317743292545,0.005406375492835824,57.119976310919824,-0.09997631091982129,-0.0017533551546794332
-1.4366450937333504,-1.1258618616568057,0.8064051549374006,-0.01695780451458324,-0.5278438932174332,0.09519069665080893,-0.11757510133585734,0.3278330453010489,-0.2882839538344853,0.295,58.84,True,0.29996225534718174,-0.004962255347181754,-0.01682120456671781,57.10081798622173,1.7391820137782759,0.029557818045178038
-1.3426633429329564,-1.1085500820076053,0.7365033840760556,0.12019540820142492,-0.5131773381954279,0.08573794856206801,-0.009948962300638029,0.2668827514584392,-0.3226213867931792,0.247,65.24,True,0.2999880105496496,-0.05298801054964958,-0.21452635850060559,56.716814866568804,8.523185133431191,0.13064354894897595
-1.1834005115586113,-1.0273648624807572,0.642188653458834,0.29841754250359703,-0.4806813573027134,0.009160559523127285,0.03888873835258373,0.17030592369741554,-0.28664031118662786,0.268,61.7,False,0.30034982409008765,-0.03234982409008763,-0.12070829884361056,56.6331815666433,5.066818433356701,0.08212023392798543
-1.1804342557665732,-1.0329245109140224,0.6446468439134009,0.2998236474195473,-0.4815134525959205,0.017112691127872188,0.03418854046251685,0.15939803475182174,-0.2859535005809057,0.29100000000000004,60.16,True,0.3002206728344961,-0.009220672834496069,-0.031686160943285455,56.618739218875575,3.5412607811244214,0.0588640422394352
-1.4640039879127378,-1.048014203276986,0.8019939116009575,-0.005399738734727176,-0.3365445473980691,0.07144000532743756,-0.3271171405808199,0.2370587392233401,-0.33161880136955835,0.299,55.71,True,0.3035094531983307,-0.004509453198330737,-0.015081783272009156,57.56998291734455,-1.8599829173445457,-0.033386876994158064
-1.412896181069757,-1.0089218648774902,0.7591000670978426,0.01876477852127212,-0.4193254881794089,0.02371316199343181,-0.42517422296377066,0.21639002672955507,-0.30851406053480906,0.305,55.33,True,0.30289142426607624,0.0021085757339237565,0.006913363062045104,57.42129124636558,-2.0912912463655786,-0.037796697024499885
-1.4417722717068802,-0.9823637275892464,0.7820574842379331,0.03820510994690742,-0.3417147250759581,0.026065511114790444,-0.4573242633979289,0.18761738123284194,-0.3263730680078898,0.32,55.57,True,0.30342297508820454,0.016577024911795468,0.05180320284936084,57.53983632714133,-1.96983632714133,-0.03544783745080673
-1.3907719752889995,-1.058335018258669,0.7875634195851562,0.07512943076523379,-0.4609482880922981,0.08077460715159428,-0.2725076202050512,0.19074336149512752,-0.34620410535937823,0.328,55.09,True,0.3009676909647952,0.027032309035204816,0.08241557632684395,57.019648384138016,-1.9296483841380123,-0.03502719884076987
-1.3927354996624088,-1.0528731182447444,0.7996284957969597,0.07861511668307886,-0.43980791401898384,0.08504602289624981,-0.2846255901115002,0.17293221504941034,-0.35636798434695943,0.314,55.03,True,0.301131684565544,0.01286831543445599,0.0409818962880764,57.034613721940346,-2.004613721940345,-0.03642765258841259
-1.2523023564682387,-0.9205169534777085,0.7229151887817629,0.3141109824311381,-0.3010825572578831,-0.005354621429212739,-0.24239801809978104,0.038878810718096325,-0.3464707569136436,0.318,55.12,True,0.3023577237813851,0.015642276218614914,0.0491895478572796,56.86969791206532,-1.7496979120653222,-0.03174343091555374
-1.238742001531147,-0.9234791667277326,0.7348667945144799,0.3088584720544448,-0.3031241741690689,-0.00014541090155791868,-0.2474696159376935,0.020914354537428403,-0.35855761800060115,0.311,56.66,True,0.3023540047237662,0.008645995276233776,0.0278006278978578,56.81017056246915,-0.15017056246915672,-0.0026503805589332286
-1.377297522686866,-1.0103139401090877,0.8179435253282917,0.012327459800726002,-0.3833003130970229,0.052623477797884295,-0.4669012591210831,0.12306839673684546,-0.3615584346578212,0.321,54.26,True,0.30288242904548784,0.018117570954512163,0.05644103101094132,57.32042831221831,-3.0604283122183134,-0.0564030282384503
-1.3746796385664877,-1.014565912331631,0.8199185757063663,0.012744100275023672,-0.3845315146550479,0.06142618017673036,-0.4711592212358575,0.11067639993528026,-0.3607841252505246,0.29,58.79,True,0.30279725460360557,-0.01279725460360559,-0.04412846415036411,57.31368155905338,1.4763184409466206,0.025111727180585484
-1.4207503346383892,-1.0781813224586545,0.8518502220363162,-0.16833088921936645,-0.3775285957204608,0.09644300846302033,-0.5645648245720666,0.15490158823721414,-0.33997066432724904,0.271,61.25,False,0.3041168573675816,-0.033116857367581576,-0.12220242571063311,57.96083585187243,3.2891641481275684,0.05370063915310316
-1.5334668639117417,-1.1452781475722855,0.9372903173410942,-0.2740797222134184,-0.3899805680019225,0.1746800355741139,-0.5691305366381942,0.1970978626342442,-0.3830614275555841,0.234,66.86,False,0.30326746518512154,-0.06926746518512153,-0.2960148084834253,58.564699732239696,8.295300267760304,0.1240697018809498
-1.5139066881336027,-1.1675438263714428,0.9263187800607736,-0.2838095287842022,-0.4361739741921473,0.18773872823680726,-0.5575420962182603,0.194432861618772,-0.3702465785744008,0.249,63.27,True,0.3027964464688974,-0.05379644646889742,-0.21604998581886514,58.48846895788694,4.781531042113066,0.07557343199167166
-1.5018165357287594,-1.2077503358250612,0.9231139290646028,-0.3363365981631542,-0.5110354057298516,0.20905438431136714,-0.5674141404644129,0.20579145247150896,-0.3561533199840623,0.236,66.97,True,0.3021354458391396,-0.0661354458391396,-0.2802349399963543,58.5597427770372,8.410257222962798,0.1255824581598148
-1.497057115492182,-1.2163912841219424,0.9198644052267348,-0.3377623624317791,-0.5235534967764476,0.2202362618313784,-0.5675373185019355,0.1958619828016126,-0.3498960722939156,0.202,70.8,True,0.30191696012474695,-0.09991696012474693,-0.4946384164591432,58.561010311926644,12.238989688073353,0.17286708598973663
-1.420388077632632,-1.1803513454938133,0.8808182985817888,-0.19166415764612751,-0.4912381601638475,0.20706184497709768,-0.4618414870627979,0.1263140727535554,-0.3477276922468011,0.21,70.72,True,0.30160166361283974,-0.09160166361283975,-0.4361983981563798,57.870428202002984,12.849571797997015,0.18169643379520667
-1.4180593282987188,-1.1835562544909597,0.8824037230398492,-0.1920205670854736,-0.4927715735249188,0.21646621585573106,-0.46572599633085293,0.112851899110311,-0.34689058821571783,0.221,68.92,False,0.3014911741325205,-0.08049117413252052,-0.364213457613215,57.88817957578308,11.031820424216924,0.16006704039780795
-1.4256535798459973,-1.1776914947906394,0.8595025393860041,-0.29797583251514226,-0.5166579928027987,0.19295612538149606,-0.6398023289664765,0.12693257321551987,-0.2993096136569583,0.18,76.87,True,0.3025004251740299,-0.12250042517402993,-0.6805579176334996,58.39370443201156,18.476295567988444,0.24035768918939043
-1.4380985110031688,-1.1673089321777244,0.8688284092965123,-0.2900323469116812,-0.4845339212520863,0.20059302796695005,-0.6554436201472673,0.10604940214204997,-0.3050203776704733,0.21600000000000005,68.55,True,0.3026751758141217,-0.08667517581412162,-0.40127396210241484,58.47936399098021,10.070636009019786,0.14690935097038346
-1.4096825098791823,-1.1847162440275605,0.8670566845203252,-0.32621854381949617,-0.43354444806200654,0.2124039796671412,-0.6431345931707991,0.08601274016741317,-0.2913146682934501,0.295,57.86,True,0.3036574185427941,-0.008657418542794115,-0.029347181500997,58.76022961746021,-0.9002296174602122,-0.015558755918773112
-1.3019994696563228,-1.1153777248272716,0.8197350037697648,-0.10417814276682834,-0.3567730333604193,0.18311197799208,-0.4919154597753772,-0.01985200276732089,-0.3020655595165653,0.261,64.26,False,0.3032791194249435,-0.0422791194249435,-0.16198896331395976,57.84586263182964,6.4141373681703655,0.09981539633007104
-1.3293331277909304,-1.1763769205520276,0.8608027803822983,-0.11876441267852612,-0.4091104220123686,0.24808050625775546,-0.3909222616895975,-0.00836900299325189,-0.3339139596717473,0.274,61.29,False,0.3020117280034745,-0.028011728003474456,-0.10223258395428633,57.75928582053093,3.530714179469072,0.057606692437087166
-1.3125692894696408,-1.1919486045133316,0.8541931113955692,-0.1283191140028145,-0.4446510766631411,0.25994202757373075,-0.3826117400683707,-0.015640318893321882,-0.32645685619806425,0.224,67.87,False,0.3014894434293118,-0.07748944342931177,-0.34593501530942755,57.7503594199606,10.119640580039402,0.14910329423956684
-1.313074729093891,-1.1948068039832715,0.8530588541980222,-0.12791483829637765,-0.4463218157893196,0.27130078348982256,-0.3862178684314677,-0.02939272029200472,-0.3223028687887348,0.258,60.81,True,0.3013035608674279,-0.04330356086742787,-0.167843259176077,57.7897349929733,3.020265007026701,0.049667242345448136
-1.3110932092559424,-1.1967940241038602,0.8541881735553135,-0.12914956826229407,-0.4481879941961057,0.281319353503992,-0.3896472223918032,-0.04397218761766581,-0.3214005642690257,0.225,69.62,True,0.30115539136337893,-0.07615539136337893,-0.3384684060594619,57.822663799463136,11.797336200536868,0.16945326343776024
-1.2947774506789955,-1.2330451492340788,0.8250260962741058,-0.29758743311375396,-0.5687542229021854,0.2689669867146499,-0.5606082844379692,-0.0032589585705565267,-0.2626167997764405,0.28,61.77,True,0.3010436269649959,-0.0210436269649959,-0.07515581058927105,58.45480248313352,3.3151975168664833,0.05367002617559467
