comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,strehl,fwhm,train,strehl_ANN_pred,strehl_ANN_err,strehl_ANN_percent_err,fwhm_ANN_pred,fwhm_ANN_err,fwhm_ANN_percent_err
-1.8290378241516063,-0.983763892762074,0.6851794363293954,-0.0306746110961357,-0.5709607378808642,-0.18880014126255,0.33363431686536466,0.5035557546078486,-0.3355469621343254,0.319,56.92,True,0.31074397807674103,0.008256021923258972,0.025880946467896463,61.47843121994979,-4.558431219949789,-0.08008487737086768
-1.9065582205422664,-1.029952313444159,0.700803930811532,-0.2786122259925569,-0.6374636709655775,-0.19259765478677254,0.05120883642463104,0.5853962744237327,-0.2843565415156641,0.313,60.18,True,0.31828650084441706,-0.005286500844417064,-0.016889779055645572,59.539007732361014,0.6409922676389854,0.010651250708524185
-1.8385415667005187,-1.0129171464170452,0.6470060327379724,-0.27966937567596245,-0.6649333872808545,-0.23847687252302915,-0.03208995644163712,0.5710010757333097,-0.2359505254191401,0.305,58.65,True,0.32827607902855965,-0.02327607902855966,-0.07631501320839233,58.45314325638201,0.19685674361798533,0.0033564662168454446
-1.5813363354401269,-0.9434265146833916,0.5064899438384252,-0.009932844369081182,-0.6927488240225114,-0.3298369371706415,0.1264623521556564,0.4541227934753399,-0.1846727200647447,0.265,62.79,True,0.3286735330926454,-0.0636735330926454,-0.24027748336847318,59.91489802476361,2.87510197523639,0.04578916985565202
-1.505848728050901,-0.9238660334396314,0.4595115391119561,-0.015815688605125902,-0.7207555217151025,-0.3798970594211551,0.04368944358493782,0.43749966624857095,-0.14603707520326242,0.301,56.28,True,0.33360584452293884,-0.032605844522938854,-0.10832506486026197,59.81082545376665,-3.5308254537666457,-0.06273677067815646
-1.5275327191070942,-0.953345130256584,0.4907950570098321,-0.09091165199079736,-0.7432543833660588,-0.3683588606353705,-0.014940431302239553,0.458746746148377,-0.1566456733430604,0.284,58.08,False,0.3352531398329049,-0.051253139832904915,-0.18046880222853845,59.154611314057426,-1.074611314057428,-0.018502260916966738
-1.5233961350934722,-0.9632981326565948,0.49487641343448496,-0.08618111985902477,-0.7427454724822491,-0.3632650152701991,-0.0211262339597789,0.4528259348674051,-0.15625288920005648,0.325,54.4,True,0.3351147653284613,-0.010114765328461284,-0.03112235485680395,59.12924621978933,-4.7292462197893315,-0.08693467315789212
-1.4602721798040033,-0.941313823948352,0.5027894686303002,0.1374537934730575,-0.6695519471750613,-0.3459572825881965,0.21650982889511008,0.3704506839952133,-0.2122166545327693,0.336,54.37,False,0.3229410073162183,0.013058992683781745,0.038866049654112333,60.99801525849981,-6.628015258499815,-0.12190574321316562
-1.4051737588466444,-0.9243138019474609,0.4731358989263252,0.09546648999496647,-0.6923872837668477,-0.3932816838062847,0.10174274338710987,0.3630415066905988,-0.1823162564671396,0.308,55.46,True,0.32862295129666985,-0.020622951296669856,-0.06695763408009693,60.50527180392598,-5.045271803925978,-0.09097136321539809
-1.3410561365503288,-0.8923626469246483,0.4370250376492211,0.09711918486209864,-0.6869238530925655,-0.4449445188214552,0.005995816058643442,0.33627544139630194,-0.1533576773786621,0.295,56.54,True,0.3331435322097244,-0.03814353220972444,-0.12930010918550658,60.29717564587833,-3.757175645878334,-0.0664516385899953
-1.3744936615761831,-0.8922478928424682,0.493578347015893,0.18690966234311224,-0.6025440836421596,-0.4060014365588102,0.11824565884246913,0.30078805087058064,-0.2161238884925088,0.324,55.08,True,0.3249439595069929,-0.0009439595069928863,-0.0029134552684965628,60.845294383692746,-5.765294383692748,-0.10467128510698526
-1.3794347616116809,-0.8040515662936382,0.5474010635050915,0.2319642954800485,-0.4613620191814659,-0.33952374652332745,0.05014069934195555,0.3154061052396977,-0.25016526600189537,0.309,54.93,True,0.320999410500781,-0.011999410500781016,-0.03883304369184795,60.6860217125878,-5.756021712587803,-0.10478830716526129
-1.4507306423334858,-0.8851622519455523,0.6140567113903712,0.1542746899981083,-0.5116314825728292,-0.267823567859484,0.08803455426777047,0.3592428969559893,-0.28477552189795324,0.304,56.56,True,0.3180944075507467,-0.014094407550746701,-0.046363182732719416,60.71301184754415,-4.15301184754415,-0.07342665925643829
-1.4027820840738991,-0.9340440471405524,0.594233673075468,0.13275692227865907,-0.6126196073016696,-0.2563949616843456,0.11777827926920008,0.3737426641324699,-0.2646311158737237,0.335,54.85,True,0.3187028839570791,0.016297116042920945,0.04864810759080879,60.16569053757254,-5.315690537572536,-0.09691322766768524
-1.2760833217799268,-0.8899817712120076,0.5366863816787717,0.34988466664143386,-0.5788299526793593,-0.28507481963175274,0.28212446020294496,0.2842398653070279,-0.2637285643010897,0.315,55.67,True,0.31217008156563714,0.002829918434362866,0.008983868045596399,62.1425372940493,-6.472537294049296,-0.11626616299711327
-1.175708021893464,-0.8991495888552294,0.4697294278417869,0.3298499753625781,-0.6744389721486219,-0.3259577462211551,0.22188323748770766,0.2796731105891949,-0.2052213339598049,0.335,55.58,True,0.3177498474294122,0.017250152570587818,0.05149299274802333,62.11453101391518,-6.534531013915185,-0.11756982752636173
-1.2062071810453732,-0.8767053132949447,0.4916213906331183,0.3533831231082895,-0.5956429830064409,-0.3243747567547962,0.18845978643541966,0.2554082862441139,-0.2200456663321446,0.298,56.78,True,0.31698339571285394,-0.018983395712853957,-0.06370267017736227,61.85468242570592,-5.074682425705916,-0.08937447033649024
-1.3740430424432215,-0.9735546319791476,0.5844352178632392,0.030309602188064243,-0.6686526130185141,-0.2660994839765702,-0.0650139020990167,0.3746018353289502,-0.21904135417941392,0.338,54.82,False,0.32641532373781773,0.011584676262182292,0.03427419012479968,59.03995768066783,-4.219957680667832,-0.07697843270098198
-1.355419023407234,-0.9956825085914682,0.5802787337272609,0.02550151792788758,-0.7023857013685744,-0.2576176995413564,-0.05913624600203391,0.373454537635016,-0.2119419625564251,0.306,55.25,True,0.32648534510162247,-0.020485345101622476,-0.06694557222752444,58.901567825312796,-3.651567825312796,-0.06609172534502798
-1.2458695753432631,-0.9388843981012744,0.5282328580883621,0.2523338737064377,-0.634947367522558,-0.2858049564187058,0.09306174767849956,0.2759854832179099,-0.2142512594540443,0.269,55.24,False,0.31977242269694367,-0.05077242269694365,-0.1887450657878946,60.49623154969375,-5.2562315496937515,-0.09515263486049513
-1.4914899024295083,-1.0228366374334847,0.6573742718683875,-0.1206739252164723,-0.6404218934263649,-0.2186456854651391,-0.24493084654868486,0.405929355556362,-0.22540550982965896,0.317,56.37,True,0.32975533604567864,-0.012755336045678634,-0.04023765314094206,58.108239908155575,-1.7382399081555775,-0.03083625879289653
-1.494276120716386,-1.0293166047548041,0.6619601605798087,-0.1122262697220172,-0.6291900832757439,-0.2094986025429023,-0.256109295156437,0.3934780338616177,-0.22364279114714736,0.304,57.59,True,0.32927457736702026,-0.025274577367020268,-0.08314005712835615,58.027266426105136,-0.43726642610513267,-0.007592749194393691
-1.3682234074165034,-0.9894525270521604,0.6261510327616426,0.21518534141038545,-0.5618771561648536,-0.202715279855176,0.07508005466380502,0.2745841956024789,-0.26510611419642965,0.284,58.57,True,0.3156950172616967,-0.03169501726169671,-0.11160217345667857,59.52554937280495,-0.9555493728049527,-0.0163146555029017
-1.3647126587421967,-0.9970325334122438,0.6293573770365674,0.2181083641226434,-0.5621032909878231,-0.1960285238064899,0.06968471813165915,0.2658966871770209,-0.2645500267197802,0.267,57.77,True,0.31550357947373897,-0.048503579473738956,-0.18166134634359157,59.44676828150016,-1.6767682815001592,-0.029024896685133444
-1.613989037715845,-1.1137214392523616,0.7485196134947729,-0.20039741362460936,-0.629125324042007,-0.11516375638955338,-0.2771788584517585,0.4227136903313655,-0.2550082131036173,0.246,57.74,False,0.3179095822907564,-0.07190958229075639,-0.2923153751656764,57.67300226086276,0.06699773913724272,0.0011603349348327453
-1.2859065977075659,-0.9796172365693772,0.5856220371443988,0.3720010365917385,-0.5396652046191895,-0.19948725523522776,0.17182060516492573,0.1956199692051444,-0.2500613671761797,0.252,57.91,True,0.3112825740154103,-0.059282574015410316,-0.23524830958496157,60.32624779013848,-2.4162477901384847,-0.041724189088904934
-1.272886780414935,-1.0014980801802071,0.5761762181909585,0.3691553187653992,-0.5734434884010351,-0.18781346988345854,0.1782080101822322,0.1950334850426933,-0.23639710606384745,0.266,58.84,True,0.31155076439579427,-0.04555076439579425,-0.17124347517215882,60.26005126561605,-1.4200512656160456,-0.024134113963562975
-1.1378980554853495,-0.9338173305987312,0.4887320299395027,0.5166058564673566,-0.545927848319133,-0.2548266059965861,0.19659325926162136,0.1126338301701412,-0.1939031308095376,0.268,58.36,True,0.31218215899715507,-0.04418215899715505,-0.1648588022281905,61.379033006895924,-3.019033006895924,-0.05173120299684585
-1.1910666702450117,-0.9777799057731964,0.5421909728726839,0.521053317585181,-0.5405492127839506,-0.1944480250544958,0.2761888799181683,0.11780780545597926,-0.2337210707792552,0.271,57.11,True,0.30744553666760077,-0.03644553666760075,-0.13448537515719833,61.31239462562377,-4.202394625623768,-0.07358421687311797
-1.3381381458635282,-1.037387021003957,0.5947198164504507,0.16791567288121945,-0.602680862971207,-0.18097395389573448,-0.0980534855678917,0.23073336102390854,-0.1901097356971096,0.308,54.09,True,0.3232678421857786,-0.01526784218577859,-0.04957091618759283,58.35313316739656,-4.263133167396553,-0.07881555125525148
-1.3249209522768464,-1.0470358881290516,0.5996075839549138,0.16425177076837627,-0.6147351436926388,-0.17591635708703418,-0.09893215203168132,0.22205784379190602,-0.19382680046298026,0.314,56.41,True,0.32354858197470754,-0.009548581974707537,-0.03040949673473738,58.255336644026094,-1.8453366440260979,-0.03271293465743836
-1.2195431475309146,-1.0089447360219477,0.5511882375584936,0.3438490490054195,-0.5872704546528934,-0.19766804191176185,0.03818115837543536,0.14404593483378814,-0.1928679288633288,0.289,58.05,True,0.3187784369005917,-0.02977843690059173,-0.10303957405049043,59.067432369140185,-1.017432369140188,-0.01752682806443046
-1.2030491854119405,-1.021132352937996,0.5533072130732407,0.3177907115934563,-0.5121002853607131,-0.19055864244492304,0.04218695540263385,0.1276225446289469,-0.18074281263782804,0.285,59.19,False,0.3206033857276572,-0.0356033857276572,-0.12492416044792001,59.03328080518082,0.15671919481917485,0.00264773094811919
-1.2527628009028793,-1.0597332154592696,0.6169157351807074,0.3205969272564734,-0.4963021224280939,-0.13248636289564006,0.11694807938463707,0.12471043867698997,-0.2323007367577321,0.246,62.15,True,0.3166491939679855,-0.07064919396798552,-0.28719184539831516,59.00990723386856,3.1400927661314384,0.050524421015791444
-1.3883156163192227,-1.0841762143135476,0.7486146058749786,-0.017707875059865458,-0.5326552015823128,0.037084253330363096,-0.1976904979498711,0.3250100458603157,-0.24200395975950897,0.303,57.02,True,0.3213985049659563,-0.018398504965956297,-0.060721138501505935,57.70537243502874,-0.6853724350287393,-0.01201986031267519
-1.4366450937333504,-1.1258618616568057,0.8064051549374006,-0.01695780451458324,-0.5278438932174332,0.09519069665080893,-0.11757510133585734,0.3278330453010489,-0.2882839538344853,0.295,58.84,True,0.31188116601844545,-0.01688116601844547,-0.05722429158795075,58.492611466904116,0.3473885330958879,0.005903951956082391
-1.3426633429329564,-1.1085500820076053,0.7365033840760556,0.12019540820142492,-0.5131773381954279,0.08573794856206801,-0.009948962300638029,0.2668827514584392,-0.3226213867931792,0.247,65.24,True,0.3115637566370339,-0.0645637566370339,-0.2613917272754409,59.026380030200414,6.213619969799581,0.09524248880747366
-1.1834005115586113,-1.0273648624807572,0.642188653458834,0.29841754250359703,-0.4806813573027134,0.009160559523127285,0.03888873835258373,0.17030592369741554,-0.28664031118662786,0.268,61.7,False,0.31758013664130524,-0.04958013664130523,-0.1850005098556165,58.71940861828954,2.980591381710461,0.048307801972616866
-1.1804342557665732,-1.0329245109140224,0.6446468439134009,0.2998236474195473,-0.4815134525959205,0.017112691127872188,0.03418854046251685,0.15939803475182174,-0.2859535005809057,0.29100000000000004,60.16,True,0.3181847898030103,-0.027184789803010256,-0.09341852165982904,58.54870368110596,1.6112963188940341,0.026783515939063068
-1.4640039879127378,-1.048014203276986,0.8019939116009575,-0.005399738734727176,-0.3365445473980691,0.07144000532743756,-0.3271171405808199,0.2370587392233401,-0.33161880136955835,0.299,55.71,True,0.31277268948288417,-0.013772689482884182,-0.04606250663171967,58.92679184415471,-3.216791844154706,-0.05774173118209847
-1.412896181069757,-1.0089218648774902,0.7591000670978426,0.01876477852127212,-0.4193254881794089,0.02371316199343181,-0.42517422296377066,0.21639002672955507,-0.30851406053480906,0.305,55.33,True,0.31806719572713266,-0.013067195727132663,-0.042843264679123486,58.00002700361416,-2.670027003614159,-0.04825640707779069
-1.4417722717068802,-0.9823637275892464,0.7820574842379331,0.03820510994690742,-0.3417147250759581,0.026065511114790444,-0.4573242633979289,0.18761738123284194,-0.3263730680078898,0.32,55.57,True,0.3171833632147742,0.0028166367852258123,0.008801989953830663,58.813415681456014,-3.243415681456014,-0.05836630702638139
-1.3907719752889995,-1.058335018258669,0.7875634195851562,0.07512943076523379,-0.4609482880922981,0.08077460715159428,-0.2725076202050512,0.19074336149512752,-0.34620410535937823,0.328,55.09,True,0.3106887811618605,0.01731121883813952,0.05277810621383999,58.17481212073782,-3.0848121207378156,-0.05599586350949021
-1.3927354996624088,-1.0528731182447444,0.7996284957969597,0.07861511668307886,-0.43980791401898384,0.08504602289624981,-0.2846255901115002,0.17293221504941034,-0.35636798434695943,0.314,55.03,True,0.3096255321149993,0.004374467885000677,0.013931426385352474,58.397609245987205,-3.367609245987204,-0.06119587944734152
-1.2523023564682387,-0.9205169534777085,0.7229151887817629,0.3141109824311381,-0.3010825572578831,-0.005354621429212739,-0.24239801809978104,0.038878810718096325,-0.3464707569136436,0.318,55.12,True,0.3202221782284335,-0.0022221782284335134,-0.006987981850419853,59.892850119540746,-4.772850119540749,-0.08659016907729951
-1.238742001531147,-0.9234791667277326,0.7348667945144799,0.3088584720544448,-0.3031241741690689,-0.00014541090155791868,-0.2474696159376935,0.020914354537428403,-0.35855761800060115,0.311,56.66,True,0.3184023890681832,-0.0074023890681831905,-0.023801894109913797,59.89810621339158,-3.238106213391582,-0.057149774327419384
-1.377297522686866,-1.0103139401090877,0.8179435253282917,0.012327459800726002,-0.3833003130970229,0.052623477797884295,-0.4669012591210831,0.12306839673684546,-0.3615584346578212,0.321,54.26,True,0.3108096374236536,0.010190362576346423,0.03174567780793278,58.41267912336497,-4.152679123364969,-0.07653297315453315
-1.3746796385664877,-1.014565912331631,0.8199185757063663,0.012744100275023672,-0.3845315146550479,0.06142618017673036,-0.4711592212358575,0.11067639993528026,-0.3607841252505246,0.29,58.79,True,0.3105795055720596,-0.02057950557205962,-0.07096381231744697,58.31983519818233,0.47016480181766696,0.007997360126172257
-1.4207503346383892,-1.0781813224586545,0.8518502220363162,-0.16833088921936645,-0.3775285957204608,0.09644300846302033,-0.5645648245720666,0.15490158823721414,-0.33997066432724904,0.271,61.25,False,0.30873332839838463,-0.037733328398384614,-0.13923737416378085,57.779021917743556,3.470978082256444,0.05666902991439092
-1.5334668639117417,-1.1452781475722855,0.9372903173410942,-0.2740797222134184,-0.3899805680019225,0.1746800355741139,-0.5691305366381942,0.1970978626342442,-0.3830614275555841,0.234,66.86,False,0.2980760762131174,-0.06407607621311737,-0.27382938552614255,58.688815960266446,8.171184039733554,0.12221334190448031
-1.5139066881336027,-1.1675438263714428,0.9263187800607736,-0.2838095287842022,-0.4361739741921473,0.18773872823680726,-0.5575420962182603,0.194432861618772,-0.3702465785744008,0.249,63.27,True,0.2983894847294134,-0.0493894847294134,-0.19835134429483295,58.15001540849055,5.11998459150945,0.0809227847559578
-1.5018165357287594,-1.2077503358250612,0.9231139290646028,-0.3363365981631542,-0.5110354057298516,0.20905438431136714,-0.5674141404644129,0.20579145247150896,-0.3561533199840623,0.236,66.97,True,0.29753448852597697,-0.06153448852597698,-0.2607393581609194,57.505839885982446,9.464160114017552,0.14131939844732794
-1.497057115492182,-1.2163912841219424,0.9198644052267348,-0.3377623624317791,-0.5235534967764476,0.2202362618313784,-0.5675373185019355,0.1958619828016126,-0.3498960722939156,0.202,70.8,True,0.2977048601173615,-0.09570486011736151,-0.4737864362245619,57.28872345860413,13.511276541395866,0.19083723928525234
-1.420388077632632,-1.1803513454938133,0.8808182985817888,-0.19166415764612751,-0.4912381601638475,0.20706184497709768,-0.4618414870627979,0.1263140727535554,-0.3477276922468011,0.21,70.72,True,0.30094793923359575,-0.09094793923359576,-0.43308542492188457,56.965154731849196,13.754845268150802,0.19449724643878397
-1.4180593282987188,-1.1835562544909597,0.8824037230398492,-0.1920205670854736,-0.4927715735249188,0.21646621585573106,-0.46572599633085293,0.112851899110311,-0.34689058821571783,0.221,68.92,False,0.30066859190451856,-0.07966859190451855,-0.36049136608379434,56.90007914084719,12.019920859152812,0.17440395907070244
-1.4256535798459973,-1.1776914947906394,0.8595025393860041,-0.29797583251514226,-0.5166579928027987,0.19295612538149606,-0.6398023289664765,0.12693257321551987,-0.2993096136569583,0.18,76.87,True,0.30642623327617585,-0.12642623327617586,-0.7023679626454215,56.30217199968302,20.567828000316986,0.26756638480963946
-1.4380985110031688,-1.1673089321777244,0.8688284092965123,-0.2900323469116812,-0.4845339212520863,0.20059302796695005,-0.6554436201472673,0.10604940214204997,-0.3050203776704733,0.21600000000000005,68.55,True,0.3060006008507882,-0.09000060085078812,-0.41666944838327824,56.55802381626567,11.99197618373433,0.1749376540296766
-1.4096825098791823,-1.1847162440275605,0.8670566845203252,-0.32621854381949617,-0.43354444806200654,0.2124039796671412,-0.6431345931707991,0.08601274016741317,-0.2913146682934501,0.295,57.86,True,0.30672122303541716,-0.011721223035417172,-0.03973295944209211,56.70594152139369,1.1540584786063093,0.01994570478061371
-1.3019994696563228,-1.1153777248272716,0.8197350037697648,-0.10417814276682834,-0.3567730333604193,0.18311197799208,-0.4919154597753772,-0.01985200276732089,-0.3020655595165653,0.261,64.26,False,0.31061376220757153,-0.04961376220757152,-0.19009104294088705,56.63645605232801,7.6235439476719975,0.11863591577454088
-1.3293331277909304,-1.1763769205520276,0.8608027803822983,-0.11876441267852612,-0.4091104220123686,0.24808050625775546,-0.3909222616895975,-0.00836900299325189,-0.3339139596717473,0.274,61.29,False,0.30248255891657744,-0.028482558916577416,-0.10395094495101247,56.73235499222432,4.557645007775676,0.07436196782143377
-1.3125692894696408,-1.1919486045133316,0.8541931113955692,-0.1283191140028145,-0.4446510766631411,0.25994202757373075,-0.3826117400683707,-0.015640318893321882,-0.32645685619806425,0.224,67.87,False,0.30229256951229955,-0.07829256951229954,-0.3495203996084801,56.32319632634961,11.546803673650395,0.17013118717622505
-1.313074729093891,-1.1948068039832715,0.8530588541980222,-0.12791483829637765,-0.4463218157893196,0.27130078348982256,-0.3862178684314677,-0.02939272029200472,-0.3223028687887348,0.258,60.81,True,0.30235350946412975,-0.04435350946412975,-0.17191282738034785,56.1886277075998,4.621372292400203,0.07599691321164616
-1.3110932092559424,-1.1967940241038602,0.8541881735553135,-0.12914956826229407,-0.4481879941961057,0.281319353503992,-0.3896472223918032,-0.04397218761766581,-0.3214005642690257,0.225,69.62,True,0.3020201963375125,-0.07702019633751248,-0.34231198372227767,56.10128159794706,13.518718402052947,0.1941786613337108
-1.2947774506789955,-1.2330451492340788,0.8250260962741058,-0.29758743311375396,-0.5687542229021854,0.2689669867146499,-0.5606082844379692,-0.0032589585705565267,-0.2626167997764405,0.28,61.77,True,0.3064274636706969,-0.02642746367069687,-0.09438379882391738,55.76798691487709,6.002013085122911,0.09716712133920853
