file,strehl,rms_err,fwhm,mjd,epoch,airmass,itime,coadds,fwiname,az,dmgain,dtgain,xref,yref,xstrehl,ystrehl,wsfrrt,aolbfwhm,lsamppwr,lgrmswf,aoaoamed,tubetemp,mass_mjd,dimm_mjd,masspro_mjd,cfht_mjd,mass,dimm,masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,wind_speed,wind_direction,temperature,relative_humidity,pressure
c0092.fits,0.324,359.1,60.23,54671.29797000001,08jullgs,1.56126,2.8,10,Kp,165.88868,0.25,0.05,427.086,710.37,538.222,432.101,750,1.0306170000000001,13.673784,156.4,443,-0.11322,,,,54671.29791666667,,,,,,,,,,18.26,103.0,-0.21,41.0,617.5
c0093.fits,0.314,364.0,61.06,54671.29854,08jullgs,1.5597299999999998,2.8,10,Kp,166.11735,0.25,0.05,427.281,710.424,538.438,432.135,750,1.006297,13.765248000000001,113.8,370,-0.10895,,,,54671.29791666667,,,,,,,,,,18.26,103.0,-0.21,41.0,617.5
c0094.fits,0.306,368.1,61.13,54671.29931,08jullgs,1.55772,2.8,10,Kp,166.42176,0.25,0.05,375.289,660.8710000000001,486.542,382.62800000000004,750,1.033342,13.765248000000001,126.4,445,-0.11857999999999999,,,,54671.29791666667,,,,,,,,,,18.26,103.0,-0.21,41.0,617.5
c0095.fits,0.31,365.7,61.06,54671.29988,08jullgs,1.55626,2.8,10,Kp,166.64885,0.25,0.05,375.014,660.087,486.159,381.87,750,1.0432,13.856710999999999,140.9,362,-0.11774000000000001,,,,54671.30138888889,,,,,,,,,,16.52,98.0,-0.21,41.0,617.7
c0096.fits,0.32299999999999995,359.3,60.48,54671.30045,08jullgs,1.55482,2.8,10,Kp,166.87776000000002,0.25,0.05,375.035,660.465,486.205,382.159,750,1.073336,13.948174,111.8,376,-0.12528,,,,54671.30138888889,,,,,,,,,,16.52,98.0,-0.21,41.0,617.7
c0097.fits,0.29100000000000004,375.5,61.59,54671.30126,08jullgs,1.5528600000000001,2.8,10,Kp,167.19858,0.25,0.05,443.879,700.118,554.9830000000001,421.92199999999997,750,1.0734540000000001,13.856710999999999,120.7,397,-0.12754000000000001,,,,54671.30138888889,,,,,,,,,,16.52,98.0,-0.21,41.0,617.7
c0098.fits,0.348,347.2,57.86,54671.30187999999,08jullgs,1.55138,2.8,10,Kp,167.44728,0.25,0.05,444.07,700.0239999999999,555.225,421.778,750,1.015136,13.788113000000001,185.0,430,-0.14975,,,,54671.30138888889,,,,,,,,,,16.52,98.0,-0.21,41.0,617.7
c0099.fits,0.362,340.9,58.77,54671.30245,08jullgs,1.5500399999999999,2.8,10,Kp,167.67747,0.25,0.05,443.751,700.416,554.877,422.13,750,0.9685889999999999,13.742382000000001,146.2,471,-0.14010999999999998,,,,54671.30138888889,,,,,,,,,,16.52,98.0,-0.21,41.0,617.7
c0100.fits,0.355,344.1,59.58,54671.30634,08jullgs,1.54166,2.8,10,Kp,169.24702,0.25,0.05,399.48699999999997,668.825,510.712,390.587,750,0.998991,13.69665,98.5,462,-0.17164000000000001,,,,54671.30486111112,,,,,,,,,,15.65,97.0,-0.21,40.0,617.7
c0101.fits,0.349,346.8,58.64,54671.30691,08jullgs,1.54053,2.8,10,Kp,169.47923,0.25,0.05,398.51099999999997,669.081,509.744,390.858,750,1.050374,13.605186999999999,131.8,479,-0.1903,,,,54671.30833333333,,,,,,,,,,19.13,100.0,-0.21,40.0,617.6
c0102.fits,0.305,368.7,64.52,54671.30748,08jullgs,1.5394299999999999,2.8,10,Kp,169.7119,0.25,0.05,398.162,669.573,509.54400000000004,391.20099999999996,750,1.080532,13.628051999999999,136.8,507,-0.18659,,,,54671.30833333333,,,,,,,,,,19.13,100.0,-0.21,40.0,617.6
c0103.fits,0.402,322.8,53.93,54671.30817,08jullgs,1.53815,2.8,10,Kp,169.99067,0.25,0.05,429.38699999999994,695.8430000000001,540.633,417.57199999999995,750,1.159022,13.856710999999999,106.6,463,-0.20067000000000002,,,,54671.30833333333,,,,,,,,,,19.13,100.0,-0.21,40.0,617.6
c0104.fits,0.298,372.3,63.8,54671.30874,08jullgs,1.53711,2.8,10,Kp,170.22336,0.25,0.05,429.224,696.0930000000001,540.493,417.955,750,1.0424950000000002,13.673784,113.9,470,-0.20335,,,,54671.30833333333,,,,,,,,,,19.13,100.0,-0.21,40.0,617.6
c0105.fits,0.364,340.0,57.2,54671.30931,08jullgs,1.5361,2.8,10,Kp,170.45689,0.25,0.05,429.879,695.86,541.048,417.58,750,1.0424950000000002,13.810979000000001,113.9,444,-0.20351,,,,54671.30833333333,,,,,,,,,,19.13,100.0,-0.21,40.0,617.6
c0106.fits,0.335,353.6,59.73,54671.31001,08jullgs,1.5348899999999999,2.8,10,Kp,170.74274,0.25,0.05,365.999,665.187,477.153,387.059,750,1.0424950000000002,13.69665,113.9,525,-0.22068000000000002,,,,54671.30833333333,,,,,,,,,,19.13,100.0,-0.21,40.0,617.6
c0107.fits,0.341,350.6,56.48,54671.31062,08jullgs,1.53386,2.8,10,Kp,170.99286999999998,0.25,0.05,366.407,665.3489999999999,477.656,387.145,750,1.01201,13.673784,136.4,471,-0.21806999999999999,,,,54671.311805555546,,,,,,,,,,19.13,99.0,-0.28,40.0,617.8
c0108.fits,0.35100000000000003,346.2,57.8,54671.31119,08jullgs,1.53293,2.8,10,Kp,171.22808,0.25,0.05,365.61699999999996,665.2669999999999,476.777,387.064,750,0.953247,13.810979000000001,145.1,426,-0.23242,,,,54671.311805555546,,,,,,,,,,19.13,99.0,-0.28,40.0,617.8
c0109.fits,0.374,335.1,57.51,54671.31186,08jullgs,1.53188,2.8,10,Kp,171.50211000000002,0.25,0.05,428.56699999999995,664.4169999999999,539.789,386.144,750,0.966441,13.765248000000001,135.2,426,-0.23075,,,,54671.311805555546,,,,,,,,,,19.13,99.0,-0.28,40.0,617.8
c0110.fits,0.421,314.4,53.77,54671.31243,08jullgs,1.53101,2.8,10,Kp,171.73663,0.25,0.05,429.07199999999995,664.245,540.286,386.05800000000005,750,1.029239,13.719516,171.3,428,-0.24864,,,,54671.311805555546,,,,,,,,,,19.13,99.0,-0.28,40.0,617.8
c0111.fits,0.418,315.9,53.55,54671.31301000001,08jullgs,1.53015,2.8,10,Kp,171.97271999999998,0.25,0.05,429.077,664.3510000000001,540.325,386.037,750,1.029239,13.765248000000001,171.3,369,-0.26466999999999996,,,,54671.311805555546,,,,,,,,,,19.13,99.0,-0.28,40.0,617.8
c0112.fits,0.402,322.6,54.45,54671.31367,08jullgs,1.5292,2.8,10,Kp,172.2459,0.25,0.05,384.722,690.862,495.876,412.611,750,1.029239,13.650917999999999,171.3,434,-0.25927,,,,54671.31527777779,,,,,,,,,,17.39,100.0,-0.28,40.0,617.7
c0113.fits,0.394,326.3,53.79,54671.31424,08jullgs,1.52841,2.8,10,Kp,172.48133,0.25,0.05,385.105,690.677,496.32099999999997,412.379,750,0.9343469999999999,13.742382000000001,120.3,389,-0.26371,,,,54671.31527777779,,,,,,,,,,17.39,100.0,-0.28,40.0,617.7
c0114.fits,0.383,331.4,55.78,54671.31481,08jullgs,1.5276399999999999,2.8,10,Kp,172.71885,0.25,0.05,384.889,690.346,496.05199999999996,412.154,750,0.9290649999999999,13.628051999999999,111.3,430,-0.26277,,,,54671.31527777779,,,,,,,,,,17.39,100.0,-0.28,40.0,617.7
c0115.fits,0.345,348.8,57.88,54671.31558,08jullgs,1.52665,2.8,10,Kp,173.03448,0.25,0.05,379.913,640.161,491.07300000000004,361.98900000000003,750,0.927143,13.650917999999999,98.8,480,-0.28202,,,,54671.31527777779,,,,,,,,,,17.39,100.0,-0.28,40.0,617.7
c0116.fits,0.342,350.4,57.63,54671.31615,08jullgs,1.52594,2.8,10,Kp,173.27088999999998,0.25,0.05,380.023,640.345,491.148,362.156,750,0.974074,13.69665,163.4,471,-0.2737,,,,54671.31527777779,,,,,,,,,,17.39,100.0,-0.28,40.0,617.7
c0117.fits,0.359,342.4,55.69,54671.31672,08jullgs,1.52526,2.8,10,Kp,173.50848,0.25,0.05,380.125,640.528,491.295,362.289,750,0.974074,13.719516,163.4,442,-0.27125,,,,54671.31527777779,,,,,,,,,,17.39,100.0,-0.28,40.0,617.7
c0118.fits,0.33,356.0,58.37,54671.31741,08jullgs,1.5244799999999998,2.8,10,Kp,173.79176999999999,0.25,0.05,419.20300000000003,645.885,530.378,367.649,750,0.974074,13.673784,163.4,424,-0.28736,,,,54671.31875,,,,,,,,,,16.52,97.0,-0.28,39.0,617.7
c0119.fits,0.32299999999999995,359.7,59.77,54671.31797999999,08jullgs,1.52385,2.8,10,Kp,174.02897,0.25,0.05,419.064,645.1569999999999,530.235,366.85699999999997,750,0.8992540000000001,13.673784,166.0,457,-0.28703,,,,54671.31875,,,,,,,,,,16.52,97.0,-0.28,39.0,617.7
c0120.fits,0.33,355.8,58.97,54671.31855,08jullgs,1.52325,2.8,10,Kp,174.26656,0.25,0.05,419.065,645.72,530.23,367.542,750,0.990559,13.628051999999999,109.7,451,-0.30483000000000005,,,,54671.31875,,,,,,,,,,16.52,97.0,-0.28,39.0,617.7
c0121.fits,0.391,327.5,53.8,54671.31923,08jullgs,1.5225600000000001,2.8,10,Kp,174.54952,0.25,0.05,392.145,683.2860000000001,503.30199999999996,405.124,750,0.978565,13.490857,97.5,468,-0.31388,,,,54671.31875,,,,,,,,,,16.52,97.0,-0.28,39.0,617.7
c0122.fits,0.418,315.7,53.44,54671.31981,08jullgs,1.52201,2.8,10,Kp,174.78968999999998,0.25,0.05,392.085,683.193,503.246,405.022,750,0.909824,13.605186999999999,175.5,458,-0.33252,,,,54671.31875,,,,,,,,,,16.52,97.0,-0.28,39.0,617.7
c0123.fits,0.383,331.4,55.69,54671.32039,08jullgs,1.52148,2.8,10,Kp,175.03008,0.25,0.05,391.793,683.535,502.926,405.267,750,0.909824,13.742382000000001,175.5,404,-0.32054,,,,54671.31875,,,,,,,,,,16.52,97.0,-0.28,39.0,617.7
c0124.fits,0.391,327.7,55.3,54671.32109,08jullgs,1.5208700000000002,2.8,10,Kp,175.32084,0.25,0.05,429.931,638.685,541.113,360.44199999999995,750,0.909824,13.765248000000001,175.5,412,-0.34260999999999997,,,,54671.32222222224,,,,,,,,,,16.52,74.0,-0.21,39.0,617.8
c0125.fits,0.406,321.1,52.61,54671.32166,08jullgs,1.52041,2.8,10,Kp,175.55867,0.25,0.05,429.994,638.258,541.151,360.027,750,0.908315,13.582320999999999,128.1,488,-0.34371999999999997,,,,54671.32222222224,,,,,,,,,,16.52,74.0,-0.21,39.0,617.8
c0126.fits,0.383,331.3,54.85,54671.32223,08jullgs,1.51996,2.8,10,Kp,175.79818999999998,0.25,0.05,429.103,638.819,540.3,360.55,750,0.9011030000000001,13.719516,110.6,435,-0.33526,,,,54671.32222222224,,,,,,,,,,16.52,74.0,-0.21,39.0,617.8
c0127.fits,0.312,364.8,58.35,54671.32294,08jullgs,1.51945,2.8,10,Kp,176.09435,0.25,0.05,374.87800000000004,682.625,486.031,404.30800000000005,750,0.9886450000000001,13.719516,106.0,421,-0.33945,,,,54671.32222222224,,,,,,,,,,16.52,74.0,-0.21,39.0,617.8
c0128.fits,0.28600000000000003,378.4,61.65,54671.32355,08jullgs,1.51904,2.8,10,Kp,176.34903,0.25,0.05,373.824,682.368,484.95,404.14099999999996,750,1.04247,13.513723,306.8,494,-0.35385,,,,54671.32222222224,,,,,,,,,,16.52,74.0,-0.21,39.0,617.8
c0129.fits,0.32,360.7,59.08,54671.32412000001,08jullgs,1.51868,2.8,10,Kp,176.58900000000003,0.25,0.05,374.376,682.1410000000001,485.541,403.92900000000003,750,1.04247,13.376528,306.8,496,-0.35253,,,,54671.325694444444,,,,,,,,,,16.52,80.0,-0.28,39.0,617.9
c0130.fits,0.28300000000000003,379.7,59.5,54671.32481000001,08jullgs,1.5182799999999999,2.8,10,Kp,176.87367,0.25,0.05,414.13300000000004,688.936,525.262,410.708,750,1.04247,13.536589000000001,306.8,479,-0.36125,,,,54671.325694444444,,,,,,,,,,16.52,80.0,-0.28,39.0,617.9
c0131.fits,0.334,354.2,55.85,54671.32538,08jullgs,1.51797,2.8,10,Kp,177.11217,0.25,0.05,414.94699999999995,688.4580000000001,526.12,410.194,750,1.182803,12.690552,211.8,459,-0.35956,,,,54671.325694444444,,,,,,,,,,16.52,80.0,-0.28,39.0,617.9
c0132.fits,0.316,362.8,58.94,54671.32595,08jullgs,1.51769,2.8,10,Kp,177.35284,0.25,0.05,414.05199999999996,688.923,525.231,410.689,750,1.073431,13.490857,104.6,439,-0.37145,,,,54671.325694444444,,,,,,,,,,16.52,80.0,-0.28,39.0,617.9
c0133.fits,0.32299999999999995,359.4,58.41,54671.32666,08jullgs,1.51737,2.8,10,Kp,177.65137,0.25,0.05,395.97,648.141,507.102,369.902,750,1.025858,13.467991,116.0,416,-0.39265,,,,54671.325694444444,,,,,,,,,,16.52,80.0,-0.28,39.0,617.9
c0134.fits,0.364,339.7,55.89,54671.32724,08jullgs,1.51714,2.8,10,Kp,177.89051,0.25,0.05,394.999,648.003,506.148,369.781,750,1.014478,13.742382000000001,324.2,439,-0.38597,,,,54671.325694444444,,,,,,,,,,16.52,80.0,-0.28,39.0,617.9
c0135.fits,0.371,336.5,56.09,54671.32781,08jullgs,1.51694,2.8,10,Kp,178.12972,0.25,0.05,395.99300000000005,647.474,507.181,369.14300000000003,750,1.014478,13.628051999999999,324.2,406,-0.38963000000000003,,,,54671.32916666667,,,,,,,,,,18.26,98.0,-0.28,39.0,617.7
c0136.fits,0.419,315.5,54.11,54671.32861,08jullgs,1.5167,2.8,10,Kp,178.46448999999998,0.25,0.05,395.13,696.341,506.314,418.05800000000005,750,1.014478,13.650917999999999,324.2,520,-0.38301999999999997,,,,54671.32916666667,,,,,,,,,,18.26,98.0,-0.28,39.0,617.7
c0137.fits,0.3720000000000001,336.2,56.46,54671.32917999999,08jullgs,1.51655,2.8,10,Kp,178.7038,0.25,0.05,395.575,695.696,506.811,417.341,750,0.96173,13.582320999999999,120.3,498,-0.39502,,,,54671.32916666667,,,,,,,,,,18.26,98.0,-0.28,39.0,617.7
c0138.fits,0.334,353.9,54.73,54671.32975,08jullgs,1.51643,2.8,10,Kp,178.94341,0.25,0.05,395.662,696.057,506.82800000000003,417.88599999999997,750,0.9915370000000001,13.765248000000001,100.6,481,-0.40326999999999996,,,,54671.32916666667,,,,,,,,,,18.26,98.0,-0.28,39.0,617.7
c0139.fits,0.363,340.5,55.31,54671.33049,08jullgs,1.51631,2.8,10,Kp,179.25228,0.25,0.05,375.68300000000005,661.197,486.814,383.031,750,0.988073,13.399394000000001,94.7,463,-0.39701,,,,54671.32916666667,,,,,,,,,,18.26,98.0,-0.28,39.0,617.7
c0140.fits,0.343,349.7,54.97,54671.33106,08jullgs,1.51625,2.8,10,Kp,179.49135,0.25,0.05,375.936,661.284,487.045,383.06800000000004,750,1.015606,13.582320999999999,199.5,453,-0.40502,,,,54671.33263888889,,,,,,,,,,17.39,98.0,-0.28,39.0,617.7
c0141.fits,0.35,346.2,55.01,54671.33162999999,08jullgs,1.51621,2.8,10,Kp,179.73174,0.25,0.05,375.625,661.137,486.796,382.858,750,1.015606,13.422260000000001,199.5,459,-0.40735,,,,54671.33263888889,,,,,,,,,,17.39,98.0,-0.28,39.0,617.7
c0142.fits,0.244,401.3,66.2,54671.33231000001,08jullgs,1.51619,2.8,10,Kp,180.01743000000002,0.25,0.05,403.298,634.931,514.466,356.61400000000003,750,1.015606,13.536589000000001,199.5,596,-0.41126999999999997,,,,54671.33263888889,,,,,,,,,,17.39,98.0,-0.28,39.0,617.7
c0143.fits,0.314,363.8,59.02,54671.33288,08jullgs,1.51621,2.8,10,Kp,180.25739,0.25,0.05,406.034,633.945,517.2040000000001,355.621,750,1.182358,13.445126,167.4,548,-0.42146000000000006,,,,54671.33263888889,,,,,,,,,,17.39,98.0,-0.28,39.0,617.7
c0144.fits,0.278,382.6,57.72,54671.33345,08jullgs,1.51625,2.8,10,Kp,180.49683000000002,0.25,0.05,407.038,633.736,518.189,355.44800000000004,750,0.963117,13.833845000000002,147.6,493,-0.41631999999999997,,,,54671.33263888889,,,,,,,,,,17.39,98.0,-0.28,39.0,617.7
c0145.fits,0.248,399.1,58.6,54671.33414,08jullgs,1.51633,2.8,10,Kp,180.78292,0.25,0.05,415.81800000000004,673.0010000000001,526.961,394.81699999999995,750,0.9425180000000001,13.765248000000001,141.1,424,-0.41806000000000004,,,,54671.33263888889,,,,,,,,,,17.39,98.0,-0.28,39.0,617.7
c0146.fits,0.241,403.4,60.45,54671.33476000001,08jullgs,1.51643,2.8,10,Kp,181.04271,0.25,0.05,415.907,673.2669999999999,527.047,395.11300000000006,750,1.016732,13.719516,209.8,422,-0.42266000000000004,,,,54671.33611111112,,,,,,,,,,19.13,79.0,-0.21,38.0,617.7
c0147.fits,0.279,381.8,55.86,54671.33533,08jullgs,1.51655,2.8,10,Kp,181.28273000000002,0.25,0.05,415.32800000000003,673.255,526.566,395.085,750,1.016732,13.856710999999999,209.8,462,-0.42706000000000005,,,,54671.33611111112,,,,,,,,,,19.13,79.0,-0.21,38.0,617.7
c0148.fits,0.289,377.0,55.55,54671.33601,08jullgs,1.51672,2.8,10,Kp,181.56923999999998,0.25,0.05,382.92199999999997,644.5790000000001,494.084,366.309,750,1.016732,13.719516,209.8,521,-0.42966000000000004,,,,54671.33611111112,,,,,,,,,,19.13,79.0,-0.21,38.0,617.7
c0151.fits,0.222,415.1,68.7,54671.33798,08jullgs,1.51742,2.8,10,Kp,182.39438,0.25,0.05,413.204,701.008,524.437,422.791,750,1.037934,13.69665,99.6,478,-0.43658,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0152.fits,0.257,394.1,64.61,54671.33855,08jullgs,1.51768,2.8,10,Kp,182.63326999999998,0.25,0.05,413.506,700.5369999999999,524.745,422.23800000000006,750,1.061642,13.628051999999999,167.0,452,-0.44837,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0153.fits,0.29600000000000004,373.1,60.69,54671.33912999999,08jullgs,1.51796,2.8,10,Kp,182.8741,0.25,0.05,413.11800000000005,699.867,524.344,421.535,750,1.04626,13.719516,137.2,445,-0.44951,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0154.fits,0.304,368.9,59.02,54671.33993,08jullgs,1.5184,2.8,10,Kp,183.21079,0.25,0.05,362.95099999999996,650.8530000000001,474.095,372.69300000000004,750,1.054827,13.582320999999999,115.8,481,-0.44503000000000004,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0155.fits,0.336,353.3,57.48,54671.34051,08jullgs,1.51874,2.8,10,Kp,183.44942,0.25,0.05,364.17199999999997,649.862,475.39,371.6,750,1.027024,13.650917999999999,142.9,494,-0.45503999999999994,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0156.fits,0.37,336.9,55.67,54671.34108,08jullgs,1.5191,2.8,10,Kp,183.68798,0.25,0.05,363.87300000000005,649.925,475.06699999999995,371.59,750,0.974493,13.605186999999999,132.6,481,-0.46216,,,,54671.33958333333,,,,,,,,,,18.26,95.0,-0.21,38.0,617.7
c0157.fits,0.307,367.7,59.22,54671.34181000001,08jullgs,1.5196100000000001,2.8,10,Kp,183.99416000000002,0.25,0.05,432.017,689.3939999999999,543.189,411.186,750,1.008177,13.948174,117.4,423,-0.4723,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0158.fits,0.287,378.0,61.52,54671.34238,08jullgs,1.52003,2.8,10,Kp,184.23251000000002,0.25,0.05,431.983,689.8860000000001,543.197,411.579,750,1.064925,13.856710999999999,169.6,441,-0.47056000000000003,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0159.fits,0.298,372.0,62.11,54671.34296,08jullgs,1.5204799999999998,2.8,10,Kp,184.47196,0.25,0.05,432.048,689.965,543.189,411.783,750,1.0302790000000002,13.948174,110.0,403,-0.47176,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0160.fits,0.373,335.9,55.83,54671.3443,08jullgs,1.52163,2.8,10,Kp,185.03198999999998,0.25,0.05,408.587,668.748,519.771,390.548,750,0.9695379999999999,13.582320999999999,136.1,552,-0.47468999999999995,,,,54671.343055555546,,,,,,,,,,17.39,99.0,-0.17,38.0,617.7
c0161.fits,0.35700000000000004,343.1,56.77,54671.34491,08jullgs,1.52219,2.8,10,Kp,185.28547,0.25,0.05,407.82599999999996,668.72,518.982,390.444,750,0.998025,13.719516,101.8,537,-0.48515,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0162.fits,0.3670000000000001,338.3,54.97,54671.34548,08jullgs,1.52275,2.8,10,Kp,185.52456,0.25,0.05,408.773,668.387,519.9169999999999,390.17,750,0.9810639999999999,13.742382000000001,120.5,451,-0.49842,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0163.fits,0.353,344.9,57.52,54671.34619,08jullgs,1.52348,2.8,10,Kp,185.81951,0.25,0.05,436.83,696.904,548.02,418.639,750,1.009263,13.628051999999999,85.6,467,-0.48293,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0164.fits,0.387,329.6,54.83,54671.34677,08jullgs,1.5241,2.8,10,Kp,186.05739,0.25,0.05,436.934,696.15,548.134,417.92699999999996,750,0.964619,13.948174,84.4,458,-0.48928999999999995,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0165.fits,0.384,331.0,55.07,54671.34734,08jullgs,1.52473,2.8,10,Kp,186.29483000000002,0.25,0.05,437.67699999999996,695.7180000000001,548.874,417.369,750,0.981375,13.673784,79.0,483,-0.49733,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0166.fits,0.353,345.2,57.14,54671.34808,08jullgs,1.52559,2.8,10,Kp,186.60056,0.25,0.05,374.202,666.311,485.361,388.162,750,0.9846309999999999,13.628051999999999,92.1,490,-0.5061399999999999,,,,54671.34652777779,,,,,,,,,,19.13,56.0,-0.16,38.0,617.7
c0167.fits,0.3720000000000001,336.1,55.42,54671.34865,08jullgs,1.52629,2.8,10,Kp,186.83669,0.25,0.05,374.20599999999996,665.737,485.425,387.356,750,1.055092,13.628051999999999,159.4,529,-0.51253,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0168.fits,0.362,340.7,55.92,54671.34922,08jullgs,1.52701,2.8,10,Kp,187.07424,0.25,0.05,374.26099999999997,665.99,485.5,387.829,750,0.985216,13.582320999999999,91.7,535,-0.49538999999999994,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0169.fits,0.354,344.5,58.09,54671.34995,08jullgs,1.52797,2.8,10,Kp,187.37722,0.25,0.05,435.48199999999997,663.888,546.7230000000001,385.546,750,0.952707,13.559454999999998,84.1,484,-0.51215,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0170.fits,0.33,356.3,56.81,54671.35054,08jullgs,1.52877,2.8,10,Kp,187.61722,0.25,0.05,435.176,664.128,546.313,385.95300000000003,750,0.9955649999999999,13.605186999999999,154.4,545,-0.5121899999999999,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0171.fits,0.315,363.4,61.75,54671.35111,08jullgs,1.52958,2.8,10,Kp,187.85488,0.25,0.05,434.59,664.073,545.756,385.92,750,1.004517,13.650917999999999,180.0,530,-0.51839,,,,54671.35,,,,,,,,,,19.13,104.0,-0.21,39.0,617.6
c0172.fits,0.316,363.0,63.85,54671.35185,08jullgs,1.5306600000000001,2.8,10,Kp,188.15896999999998,0.25,0.05,391.501,691.398,502.75699999999995,413.111,750,1.008315,13.719516,116.9,621,-0.5232399999999999,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0173.fits,0.226,412.5,72.82,54671.35242,08jullgs,1.53152,2.8,10,Kp,188.39395,0.25,0.05,389.469,692.154,501.102,414.029,750,1.1499219999999999,13.742382000000001,234.1,577,-0.52632,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0174.fits,0.327,357.3,59.7,54671.35299,08jullgs,1.53241,2.8,10,Kp,188.62855,0.25,0.05,391.999,691.497,503.149,413.199,750,1.1499219999999999,13.673784,234.1,566,-0.54903,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0175.fits,0.25,398.4,68.16,54671.35374,08jullgs,1.5336100000000001,2.8,10,Kp,188.93553,0.25,0.05,382.793,641.028,493.96,362.67699999999996,750,1.1499219999999999,13.69665,234.1,601,-0.54755,,,,54671.35347222224,,,,,,,,,,18.26,94.0,-0.32,40.0,617.6
c0181.fits,0.31,366.0,63.19,54671.35752000001,08jullgs,1.54037,2.8,10,Kp,190.47818,0.25,0.05,398.371,683.8660000000001,509.661,405.58099999999996,750,1.160795,13.879577,296.0,487,-0.5545100000000001,,,,54671.356944444444,,,,,,,,,,17.39,103.0,-0.32,41.0,617.6
c0182.fits,0.326,358.1,64.03,54671.35809,08jullgs,1.54149,2.8,10,Kp,190.70972,0.25,0.05,399.642,683.571,510.884,405.11800000000005,750,1.114466,13.788113000000001,104.3,599,-0.57116,,,,54671.356944444444,,,,,,,,,,17.39,103.0,-0.32,41.0,617.6
c0183.fits,0.34,351.4,59.89,54671.3587,08jullgs,1.54272,2.8,10,Kp,190.95762,0.25,0.05,399.10900000000004,683.6569999999999,510.30300000000005,405.245,750,1.009617,13.925309,131.2,516,-0.56805,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0184.fits,0.33,356.1,60.37,54671.3595,08jullgs,1.54436,2.8,10,Kp,191.27907,0.25,0.05,437.57099999999997,639.812,548.814,361.405,750,1.072626,13.673784,145.1,520,-0.56681,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0185.fits,0.28600000000000003,378.3,63.3,54671.36007,08jullgs,1.54557,2.8,10,Kp,191.51006,0.25,0.05,436.522,639.893,547.817,361.555,750,1.027033,13.650917999999999,122.9,570,-0.55877,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0186.fits,0.253,396.2,69.81,54671.36064,08jullgs,1.54681,2.8,10,Kp,191.74116999999998,0.25,0.05,436.441,639.913,547.734,361.719,750,1.044282,13.559454999999998,124.9,592,-0.56687,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0187.fits,0.207,424.7,75.32,54671.36142000001,08jullgs,1.54854,2.8,10,Kp,192.05274,0.25,0.05,435.18300000000005,639.874,546.714,361.35699999999997,750,1.1049440000000001,13.650917999999999,118.7,567,-0.5553,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0188.fits,0.331,355.3,59.44,54671.36199,08jullgs,1.54985,2.8,10,Kp,192.28282,0.25,0.05,436.88699999999994,639.3240000000001,548.069,361.027,750,1.2585389999999999,13.719516,155.6,602,-0.57628,,,,54671.36041666667,,,,,,,,,,16.52,109.0,-0.32,39.0,617.5
c0189.fits,0.161,456.7,95.56,54671.36256,08jullgs,1.55118,2.8,10,Kp,192.51315,0.25,0.05,434.996,640.91,546.506,362.45300000000003,750,1.2585389999999999,13.833845000000002,155.6,476,-0.5773699999999999,,,,54671.36388888889,,,,,,,,,,19.13,105.0,-0.4,41.0,617.5
