strehl,fwhm,airmass,az,mass,dimm,wind_speed,wind_direction,temperature,relative_humidity,pressure
0.332,61.94,1.5453,168.47635,0.22,0.82,12.0,177.0,3.77,12.0,620.6
0.282,68.18,1.54219,169.07873999999998,0.22,0.83,9.0,163.0,3.77,11.0,620.7
0.268,68.51,1.53929,169.67813999999998,0.16,0.86,10.0,163.0,3.81,12.0,620.6
0.282,66.72,1.53654,170.28371,0.08,0.59,11.0,175.0,3.85,12.0,620.7
0.236,72.33,1.53401,170.88423999999998,0.13,0.69,10.0,186.0,3.88,13.0,620.7
0.218,73.47,1.53157,171.50576,0.13,0.95,10.0,194.0,3.86,13.0,620.6
0.197,75.01,1.52714,172.78395,0.08,0.86,9.0,163.0,3.87,12.0,620.6
0.231,73.14,1.52529,173.39758999999998,0.08,0.8,11.0,161.0,3.89,11.0,620.6
0.195,72.18,1.52362,174.00773,0.36,0.71,11.0,170.0,3.96,12.0,620.6
0.204,74.3,1.52211,174.61906000000002,0.13,0.77,9.0,165.0,4.01,12.0,620.6
0.231,72.23,1.5207700000000002,175.23333,0.22,0.64,11.0,166.0,4.06,11.0,620.6
0.187,75.22,1.5196,175.84222,0.3,0.62,12.0,171.0,4.1,12.0,620.6
0.13699999999999998,82.01,1.5185799999999998,176.45872,0.31,0.72,11.0,167.0,4.12,11.0,620.6
0.095,123.88,2.06929,141.7711,0.83,0.82,32.0,126.0,4.01,11.0,621.4
0.066,145.75,2.0613200000000003,141.9292,0.83,0.82,30.0,121.0,4.02,11.0,621.3
0.103,111.48,2.05343,142.08785,0.83,0.82,29.0,106.0,4.04,12.0,621.4
0.14300000000000002,95.58,2.04563,142.24758,0.83,0.82,31.0,107.0,4.04,12.0,621.4
0.134,97.44,2.03795,142.40751,0.83,0.82,29.0,109.0,4.04,12.0,621.3
0.105,114.36,2.0303299999999997,142.56866000000002,0.83,0.82,31.0,91.0,4.04,12.0,621.2
0.16,90.33,2.02275,142.73163,0.83,0.82,31.0,91.0,4.04,12.0,621.2
0.14800000000000002,92.16,2.01534,142.89351000000002,0.83,0.82,31.0,109.0,4.04,12.0,621.4
0.156,90.84,2.0078400000000003,143.06007,0.83,0.82,28.0,105.0,4.04,12.0,621.4
0.158,91.28,2.00062,143.22326,0.83,0.82,27.0,120.0,4.04,12.0,621.4
0.117,104.36,1.9934599999999998,143.38728999999998,0.83,0.82,28.0,92.0,4.02,12.0,621.4
0.146,91.88,1.9864,143.55192,0.83,0.82,30.0,116.0,4.01,12.0,621.4
0.134,97.63,1.9724400000000002,143.88522,0.83,0.82,29.0,117.0,3.99,12.0,621.4
0.11,106.94,1.96563,144.05177,0.83,0.82,28.0,111.0,3.99,12.0,621.5
0.112,106.02,1.9588700000000001,144.21952,0.83,0.82,28.0,111.0,4.0,12.0,621.5
0.102,114.07,1.9522,144.38807,0.83,0.82,27.0,110.0,4.01,12.0,621.5
0.096,111.92,1.94563,144.55675,0.83,0.82,29.0,119.0,4.01,12.0,621.5
0.257,66.18,1.7900200000000002,149.55118000000002,0.83,0.78,29.0,116.0,4.07,12.0,621.5
0.247,69.92,1.7836,149.8111,0.83,0.78,28.0,105.0,4.04,12.0,621.6
0.18,87.11,1.77903,149.99964,0.83,0.78,28.0,100.0,4.03,12.0,621.6
0.179,85.29,1.77452,150.18851,0.83,0.78,28.0,100.0,4.03,12.0,621.6
0.22,76.13,1.77004,150.37911,0.83,0.78,28.0,120.0,4.01,12.0,621.6
0.193,77.31,1.76558,150.57175,0.83,0.78,31.0,123.0,3.99,12.0,621.5
0.179,84.59,1.7612299999999999,150.76277,0.83,0.78,29.0,124.0,3.98,13.0,621.6
0.159,91.34,1.75649,150.9746,0.83,0.78,29.0,115.0,3.99,13.0,621.6
0.156,93.33,1.7522400000000002,151.16732,0.24,0.78,30.0,103.0,4.0,13.0,621.5
0.142,96.37,1.74804,151.36058,0.24,0.78,31.0,110.0,4.02,13.0,621.6
0.154,93.28,1.7438900000000002,151.55477,0.24,0.78,31.0,110.0,4.02,13.0,621.6
0.173,86.47,1.7398,151.74931999999998,0.24,0.78,30.0,116.0,4.04,13.0,621.6
0.142,96.31,1.73574,151.94523,0.24,0.78,31.0,120.0,4.06,13.0,621.6
0.16,84.02,1.7315900000000002,152.14828,0.24,0.78,29.0,115.0,4.09,13.0,621.7
0.12,103.77,1.7276599999999998,152.3446,0.24,0.78,28.0,122.0,4.1,13.0,621.7
0.14,97.06,1.72345,152.55763000000002,0.24,0.78,29.0,120.0,4.1,13.0,621.7
0.181,80.64,1.7196,152.75521,0.24,0.78,28.0,119.0,4.1,13.0,621.8
0.149,92.74,1.7158099999999998,152.95336,0.24,0.78,28.0,119.0,4.1,13.0,621.8
0.165,82.23,1.71206,153.15235,0.24,0.78,28.0,126.0,4.09,13.0,621.8
0.195,77.96,1.70823,153.3592,0.24,0.78,30.0,125.0,4.07,13.0,621.7
0.107,98.86,1.7045700000000001,153.55931999999999,0.24,0.61,28.0,113.0,4.06,13.0,621.8
0.071,140.53,1.7009599999999998,153.76053000000002,0.24,0.61,26.0,113.0,4.07,13.0,621.9
0.139,92.88,1.6973900000000002,153.96205,0.24,0.61,27.0,123.0,4.07,13.0,621.8
0.133,102.27,1.69386,154.16453,0.24,0.61,28.0,112.0,4.07,13.0,621.8
0.173,85.59,1.69038,154.36758,0.24,0.61,28.0,112.0,4.07,13.0,621.8
0.179,82.7,1.68691,154.57358,0.24,0.61,30.0,121.0,4.07,13.0,621.8
0.154,88.55,1.6833,154.79115,0.24,0.61,28.0,128.0,4.08,13.0,621.8
0.085,109.83,1.6799400000000002,154.9968,0.24,0.61,28.0,122.0,4.1,13.0,621.8
0.068,138.39,1.6766400000000001,155.20196,0.24,0.61,27.0,121.0,4.11,13.0,621.8
0.108,100.13,1.67337,155.40874,0.24,0.61,26.0,112.0,4.11,13.0,621.9
0.177,82.38,1.67015,155.61529,0.24,0.61,26.0,124.0,4.09,13.0,621.8
0.151,90.29,1.66688,155.82813000000002,0.24,0.61,26.0,124.0,4.09,13.0,621.8
0.13699999999999998,94.15,1.6637400000000002,156.0359,0.24,0.61,28.0,124.0,4.06,13.0,621.8
0.132,94.58,1.6605900000000002,156.24823,0.24,0.59,27.0,126.0,4.03,13.0,621.8
0.117,94.96,1.65752,156.45842,0.24,0.59,27.0,118.0,4.0,13.0,621.9
0.139,95.43,1.65451,156.66817,0.29,0.7,28.0,126.0,3.97,13.0,621.8
0.2,77.23,1.65153,156.87887,0.29,0.75,26.0,122.0,3.95,13.0,621.8
0.175,84.71,1.64845,157.10067,0.26,0.75,27.0,123.0,3.94,13.0,621.8
0.19,78.9,1.64555,157.31233,0.26,0.51,27.0,123.0,3.94,13.0,621.8
0.183,79.34,1.6424299999999998,157.54437,0.31,0.51,28.0,119.0,3.94,13.0,621.7
0.108,98.59,1.63962,157.75725,0.31,0.56,27.0,134.0,3.95,12.0,621.8
0.146,86.83,1.63683,157.97123,0.36,0.56,28.0,124.0,3.95,12.0,621.8
0.2,74.98,1.6341,158.18518999999998,0.35,0.56,27.0,123.0,3.96,12.0,621.8
0.19,77.79,1.6313600000000001,158.40235,0.35,0.56,26.0,122.0,3.97,12.0,621.8
0.156,87.49,1.6287,158.61768,0.56,0.62,25.0,121.0,3.98,12.0,621.8
0.134,93.18,1.62604,158.83591,0.56,0.73,25.0,121.0,3.98,12.0,621.8
0.18600000000000005,79.07,1.62344,159.05313999999998,0.44,0.73,27.0,118.0,3.97,12.0,621.8
0.159,84.82,1.6208200000000001,159.27563999999998,0.44,0.63,28.0,122.0,3.96,12.0,621.8
0.16,83.8,1.6183,159.49393999999998,0.48,0.63,25.0,121.0,3.95,12.0,621.9
0.181,84.45,1.61562,159.72914,0.51,0.68,26.0,118.0,3.95,12.0,621.8
0.145,82.66,1.61301,159.96255,0.51,0.63,27.0,124.0,3.92,12.0,621.8
0.126,89.99,1.61061,160.18191000000002,0.29,0.63,27.0,113.0,3.91,12.0,621.8
0.104,98.34,1.60822,160.40344,0.29,0.65,27.0,113.0,3.91,12.0,621.8
0.055,442.63,1.60588,160.62433000000001,0.33,0.65,24.0,117.0,3.89,12.0,621.9
0.051,221.12,1.6035700000000002,160.84627,0.33,0.79,27.0,120.0,3.89,12.0,621.8
0.08199999999999999,121.42,1.60122,161.07644,0.35,0.79,26.0,104.0,3.89,12.0,621.8
0.1,106.56,1.5989799999999998,161.29862,0.51,0.88,26.0,122.0,3.88,12.0,621.9
0.118,98.32,1.5967799999999999,161.52152,0.51,0.88,24.0,119.0,3.89,12.0,621.9
0.129,93.32,1.59461,161.74561,0.51,0.88,25.0,113.0,3.89,12.0,621.9
0.126,91.46,1.59246,161.97064,0.51,0.88,25.0,113.0,3.89,12.0,621.9
0.117,99.74,1.59035,162.1969,0.6,0.71,26.0,115.0,3.89,12.0,621.9
0.1,108.29,1.58819,162.43191000000002,0.6,0.71,27.0,106.0,3.89,12.0,621.9
0.09,106.37,1.58616,162.65732,0.6,0.71,24.0,117.0,3.92,12.0,621.9
0.135,92.62,1.58399,162.90216,0.6,0.71,24.0,117.0,3.92,12.0,621.9
0.096,118.15,1.58189,163.14388,0.44,0.87,25.0,117.0,3.94,12.0,621.9
0.16,83.88,1.57996,163.37098999999998,0.44,0.75,26.0,119.0,3.95,12.0,621.9
0.181,85.64,1.57806,163.59883,0.68,0.75,26.0,119.0,3.95,12.0,621.9
0.191,81.71,1.5761,163.83718000000002,0.68,0.85,25.0,120.0,3.96,12.0,621.9
0.251,70.07,1.57426,164.06576,0.69,0.85,25.0,113.0,3.97,12.0,621.9
0.282,65.54,1.57245,164.29513,0.57,0.8,27.0,122.0,4.0,12.0,621.9
0.29100000000000004,65.0,1.5706799999999999,164.5248,0.57,0.8,24.0,116.0,4.02,12.0,621.9
0.253,71.12,1.56893,164.7553,0.44,0.72,23.0,110.0,4.05,12.0,621.9
0.225,73.94,1.5671899999999999,164.98981,0.44,0.63,24.0,127.0,4.06,12.0,621.9
0.202,77.83,1.56546,165.22853,0.49,0.63,24.0,127.0,4.06,12.0,621.9
0.115,76.78,1.5638100000000001,165.45993,0.49,0.68,25.0,118.0,4.05,12.0,621.9
0.235,74.02,1.56205,165.7113,0.26,0.68,25.0,114.0,4.04,12.0,621.9
0.26,68.14,1.56046,165.94489,0.26,0.7,25.0,119.0,4.03,12.0,622.0
0.231,74.69,1.5589,166.17768999999998,0.38,0.7,24.0,116.0,4.01,12.0,622.0
0.241,72.27,1.5573700000000001,166.41171,0.46,0.9,27.0,114.0,4.01,12.0,622.0
0.246,70.18,1.5558100000000001,166.65403,0.46,0.98,24.0,107.0,4.01,12.0,622.0
0.274,66.93,1.55434,166.88818999999998,0.51,0.98,27.0,122.0,4.01,12.0,622.0
0.203,77.82,1.5529,167.12327,0.51,0.56,27.0,122.0,4.01,12.0,622.0
0.18,78.42,1.55148,167.35886000000002,0.5,0.56,27.0,118.0,4.01,12.0,622.0
0.193,78.71,1.5501,167.59464,0.5,0.72,25.0,111.0,4.03,12.0,622.0
0.229,71.12,1.54874,167.83196,0.55,0.72,25.0,114.0,4.04,12.0,621.9
0.25,67.26,1.54736,168.07807,0.48,0.61,26.0,121.0,4.04,12.0,621.9
0.205,75.25,1.54598,168.33047,0.48,0.77,25.0,124.0,4.04,12.0,621.9
0.132,88.22,1.54471,168.56734,0.49,0.77,26.0,117.0,4.04,12.0,622.0
0.274,66.43,1.51807,176.75548,0.4,0.56,27.0,135.0,4.1,12.0,621.8
0.223,72.79,1.51775,177.00092,0.4,0.56,25.0,108.0,4.1,12.0,621.9
0.256,69.02,1.51742,177.26697,0.29,0.58,25.0,113.0,4.1,12.0,621.9
0.292,62.82,1.51715,177.51266999999999,0.29,0.51,25.0,107.0,4.1,12.0,621.9
0.233,71.34,1.5169,177.75882,0.47,0.51,27.0,124.0,4.11,12.0,621.9
0.279,66.68,1.51668,178.00522,0.47,0.61,27.0,124.0,4.11,12.0,621.9
0.29,65.98,1.51631,178.52046,0.27,0.66,26.0,109.0,4.13,12.0,621.9
0.29600000000000004,66.06,1.51616,178.76673,0.27,0.66,26.0,125.0,4.13,12.0,621.9
0.327,62.34,1.51605,179.01327,0.47,0.71,26.0,117.0,4.13,12.0,621.9
0.28300000000000003,65.22,1.51596,179.25995,0.47,0.54,25.0,111.0,4.13,12.0,621.8
0.269,68.19,1.5159,179.50676,0.54,0.54,26.0,124.0,4.12,12.0,621.8
0.305,62.27,1.51586,179.75617,0.54,0.54,26.0,124.0,4.12,12.0,621.8
0.287,63.65,1.51585,180.00276000000002,0.42,0.54,27.0,120.0,4.11,12.0,621.8
0.237,71.67,1.51586,180.24929,0.42,0.93,26.0,117.0,4.1,12.0,621.8
0.238,70.65,1.5159,180.4954,0.44,0.93,27.0,121.0,4.1,12.0,621.8
0.271,66.22,1.51597,180.74178,0.44,0.57,26.0,121.0,4.1,12.0,621.9
0.277,67.21,1.51607,181.01141,0.44,0.57,23.0,118.0,4.1,12.0,621.8
0.203,80.04,1.5162,181.26631,0.41,0.7,25.0,120.0,4.1,12.0,621.9
0.212,76.4,1.51634,181.51271,0.41,0.7,26.0,124.0,4.07,12.0,621.9
0.26,67.49,1.51652,181.75871,0.44,0.61,26.0,124.0,4.07,12.0,621.9
0.171,85.07,1.51671,182.00572,0.44,0.61,27.0,127.0,4.06,12.0,621.9
0.206,78.22,1.51694,182.25229,0.43,0.61,25.0,131.0,4.05,12.0,621.8
0.221,76.05,1.51719,182.49886999999998,0.43,0.82,23.0,125.0,4.05,12.0,621.8
0.213,76.92,1.51748,182.75468999999998,0.67,0.82,26.0,123.0,4.06,12.0,621.7
0.268,69.04,1.51779,183.00498000000002,0.67,0.84,28.0,122.0,4.06,12.0,621.8
0.245,71.04,1.5181200000000001,183.25055,0.61,0.84,28.0,122.0,4.06,12.0,621.8
0.162,84.48,1.5184799999999998,183.4966,0.61,1.0,25.0,106.0,4.07,12.0,621.8
0.087,103.67,1.51886,183.74195,0.61,1.11,23.0,116.0,4.07,12.0,621.8
0.091,96.49,1.5192700000000001,183.98789,0.62,1.11,24.0,128.0,4.06,12.0,621.8
0.08199999999999999,101.58,1.5197200000000002,184.24177,0.62,0.72,25.0,100.0,4.06,12.0,621.8
0.085,108.83,1.52021,184.5029,0.64,0.72,26.0,115.0,4.05,12.0,621.8
0.175,85.44,1.52073,184.76369,0.62,0.79,26.0,115.0,4.05,12.0,621.8
0.194,79.19,1.52125,185.00937,0.62,0.79,26.0,115.0,4.05,12.0,621.8
0.211,77.4,1.5218,185.25462,0.54,0.73,26.0,115.0,4.05,12.0,621.8
0.175,85.99,1.52242,185.5227,0.54,0.97,25.0,109.0,4.05,12.0,621.8
0.108,121.86,1.52305,185.77635,0.43,0.97,23.0,106.0,4.06,12.0,621.8
0.16399999999999998,89.35,1.52368,186.02161999999998,0.43,0.97,25.0,115.0,4.04,12.0,621.8
0.236,71.66,1.52433,186.26525,0.34,0.79,25.0,112.0,4.04,12.0,621.9
0.182,82.71,1.52501,186.50976,0.34,0.79,24.0,119.0,4.04,12.0,621.9
0.21,75.08,1.52572,186.75332,0.44,0.79,24.0,122.0,4.04,12.0,621.9
0.232,72.11,1.52646,186.99823999999998,0.29,0.78,24.0,122.0,4.04,12.0,621.9
0.217,75.46,1.52725,187.25036,0.29,0.91,23.0,120.0,4.05,12.0,621.9
0.237,72.26,1.52804,187.49296999999999,0.31,0.91,24.0,89.0,4.07,12.0,621.9
0.233,73.63,1.52891,187.75128999999998,0.31,0.74,22.0,0.0,4.07,12.0,621.9
0.17600000000000002,88.11,1.5298100000000001,188.00995,0.41,0.74,24.0,113.0,4.06,12.0,621.8
0.224,76.44,1.5307600000000001,188.27213999999998,0.33,0.76,24.0,122.0,4.05,12.0,621.8
0.237,72.01,1.53166,188.5137,0.33,0.76,24.0,123.0,4.04,12.0,621.8
0.19,82.7,1.53263,188.76476,0.29,0.64,25.0,115.0,4.04,12.0,621.8
0.26,68.41,1.53358,189.00582,0.29,0.65,25.0,115.0,4.04,12.0,621.8
0.238,74.12,1.53457,189.24668,0.27,0.65,25.0,101.0,4.04,12.0,621.7
0.253,70.57,1.53558,189.48661,0.27,0.72,26.0,120.0,4.04,12.0,621.7
0.218,77.37,1.53662,189.72717,0.28,0.72,28.0,110.0,4.05,12.0,621.7
0.249,71.34,1.53769,189.96728000000002,0.28,0.45,25.0,116.0,4.07,12.0,621.8
0.233,74.86,1.5388,190.20987,0.29,0.45,24.0,123.0,4.08,12.0,621.8
0.248,71.49,1.53993,190.44872,0.4,0.74,23.0,117.0,4.1,12.0,621.8
0.282,66.33,1.54108,190.68704,0.4,0.74,23.0,117.0,4.1,12.0,621.8
0.234,72.14,1.54233,190.94126,0.3,0.52,24.0,117.0,4.1,12.0,621.8
0.254,71.82,1.54355,191.17966,0.3,0.57,25.0,124.0,4.09,12.0,621.8
0.212,78.67,1.5447899999999999,191.41767,0.26,0.57,24.0,120.0,4.08,12.0,621.7
0.26,70.08,1.54611,191.66478,0.26,0.57,26.0,118.0,4.07,12.0,621.7
0.252,72.31,1.5474,191.90117,0.35,0.62,23.0,120.0,4.07,12.0,621.7
0.229,72.99,1.54872,192.13714,0.35,0.62,23.0,112.0,4.07,12.0,621.7
0.295,65.21,1.55008,192.37368999999998,0.32,0.62,23.0,112.0,4.07,12.0,621.7
0.281,68.17,1.55146,192.60939,0.38,0.56,23.0,116.0,4.06,12.0,621.7
0.289,66.44,1.55287,192.84475,0.38,0.64,24.0,122.0,4.04,12.0,621.8
0.221,74.53,1.55449,193.10779,0.58,0.64,26.0,112.0,4.03,12.0,621.7
0.254,71.73,1.55596,193.34188,0.58,0.63,25.0,117.0,4.03,12.0,621.7
0.27,69.06,1.55746,193.57567,0.41,0.63,26.0,122.0,4.04,12.0,621.7
0.249,71.55,1.5589899999999999,193.80895,0.41,0.69,24.0,118.0,4.04,12.0,621.6
0.31,62.16,1.56056,194.04265,0.28,0.69,24.0,118.0,4.04,12.0,621.6
0.275,69.54,1.56215,194.27552,0.3,0.7,25.0,115.0,4.04,12.0,621.6
0.29600000000000004,65.31,1.5638100000000001,194.51148999999998,0.3,0.7,26.0,115.0,4.04,12.0,621.6
0.259,69.96,1.56546,194.74325,0.12,0.68,27.0,110.0,4.04,11.0,621.6
0.278,66.83,1.56715,194.97478999999998,0.12,0.93,25.0,115.0,4.06,11.0,621.5
0.25,72.58,1.56897,195.22098,0.25,0.93,24.0,109.0,4.08,11.0,621.6
0.255,70.15,1.5707200000000001,195.45115,0.25,1.15,26.0,112.0,4.1,11.0,621.6
0.184,86.55,1.5725,195.68114,0.24,1.15,26.0,112.0,4.1,11.0,621.6
0.18600000000000005,79.88,1.57434,195.9148,0.24,0.89,26.0,118.0,4.1,11.0,621.6
0.163,94.11,1.57618,196.14337,0.31,0.89,25.0,116.0,4.11,11.0,621.6
0.229,75.16,1.5782100000000001,196.39105,0.27,0.82,25.0,120.0,4.13,11.0,621.5
0.173,87.32,1.5801100000000001,196.61848999999998,0.27,0.82,24.0,116.0,4.13,11.0,621.6
0.222,77.27,1.58205,196.84601999999998,0.27,0.8,24.0,117.0,4.13,11.0,621.6
0.213,78.47,1.58402,197.07329,0.27,0.8,25.0,119.0,4.12,11.0,621.5
0.191,69.61,1.58604,197.30142,0.18,0.8,25.0,119.0,4.12,11.0,621.5
0.209,79.54,1.58806,197.52661,0.18,0.8,25.0,120.0,4.1,11.0,621.5
0.238,73.52,1.5901299999999998,197.7518,0.18,0.63,26.0,120.0,4.09,11.0,621.5
0.244,72.99,1.59223,197.97666,0.18,0.63,23.0,128.0,4.09,11.0,621.5
0.254,70.52,1.59436,198.2009,0.23,0.63,25.0,118.0,4.08,11.0,621.6
0.223,77.01,1.59654,198.42585,0.23,0.63,23.0,119.0,4.09,11.0,621.6
0.102,99.66,1.63212,158.33903999999998,0.97,0.98,9.0,314.0,0.38,17.0,613.4
0.081,120.09,1.62555,158.87412,0.63,0.93,8.0,309.0,0.36,17.0,613.4
0.102,106.24,1.61922,159.41081,0.78,1.07,8.0,310.0,0.34,18.0,613.4
0.115,97.94,1.61307,159.95531,0.68,1.03,8.0,311.0,0.29,18.0,613.4
0.102,103.34,1.60697,160.51881,0.65,1.05,8.0,308.0,0.21,18.0,613.4
0.127,91.99,1.6011,161.08478,0.57,0.82,7.0,308.0,0.16,18.0,613.4
0.083,112.62,1.59562,161.63698,0.57,1.04,8.0,306.0,0.1,18.0,613.4
0.091,108.59,1.59035,162.19308,0.57,1.04,8.0,293.0,0.05,19.0,613.4
0.086,115.82,1.58532,162.74719,0.57,1.05,9.0,304.0,0.0,19.0,613.4
0.097,113.03,1.58049,163.30404,0.57,0.92,10.0,300.0,-0.04,19.0,613.4
0.111,98.44,1.5758299999999998,163.86703,0.57,1.18,9.0,298.0,-0.06,19.0,613.5
0.067,135.92,1.5712899999999999,164.44255,0.57,1.01,10.0,294.0,-0.08,19.0,613.5
0.101,101.58,1.56683,165.03613,0.57,1.03,10.0,293.0,-0.1,19.0,613.5
0.111,64.83,1.56267,165.61794,0.57,1.13,10.0,303.0,-0.13,19.0,613.5
0.109,101.48,1.55873,166.19827,0.57,1.13,9.0,295.0,-0.14,19.0,613.5
0.097,107.11,1.55503,166.77363,0.57,1.18,8.0,289.0,-0.14,19.0,613.5
0.14,88.64,1.55135,167.37746,0.57,1.26,9.0,293.0,-0.17,19.0,613.5
0.111,99.49,1.54798,167.96216,0.57,1.16,9.0,291.0,-0.17,20.0,613.5
0.258,64.94,1.66677,155.83928,0.59,0.46,16.0,289.0,-0.45,15.0,614.3
0.224,71.35,1.65871,156.38095,0.59,0.5,14.0,292.0,-0.45,17.0,614.3
0.214,74.76,1.65105,156.91718999999998,0.59,0.56,13.0,290.0,-0.48,17.0,614.3
0.241,67.44,1.6437599999999999,157.44875,0.59,0.71,14.0,291.0,-0.52,15.0,614.3
0.255,64.23,1.63671,157.98405,0.59,0.56,15.0,290.0,-0.56,14.0,614.3
0.197,74.88,1.62992,158.52194,0.59,0.56,14.0,294.0,-0.58,14.0,614.4
0.244,65.79,1.62332,159.06677,0.59,0.61,15.0,296.0,-0.6,15.0,614.4
0.267,63.47,1.61671,159.63645,0.59,0.63,15.0,292.0,-0.63,15.0,614.4
0.271,62.19,1.61057,160.18906,0.59,0.53,15.0,294.0,-0.66,15.0,614.4
0.256,64.28,1.6046799999999999,160.74296,0.59,0.5,15.0,294.0,-0.68,16.0,614.4
0.253,64.2,1.59884,161.31638,0.59,0.53,15.0,289.0,-0.73,16.0,614.4
0.25,66.06,1.59323,161.89236,0.59,0.71,15.0,294.0,-0.77,16.0,614.4
0.236,68.7,1.58805,162.45064,0.59,0.52,16.0,296.0,-0.79,16.0,614.5
0.21600000000000005,71.42,1.58303,163.01535,0.59,0.46,14.0,296.0,-0.83,17.0,614.5
0.223,68.01,1.57813,163.59248,0.59,0.47,15.0,294.0,-0.85,19.0,614.5
0.219,69.91,1.57348,164.16756,0.59,0.54,15.0,292.0,-0.88,20.0,614.5
0.226,68.53,1.5688799999999998,164.76533999999998,0.59,0.48,15.0,297.0,-0.92,19.0,614.5
0.218,70.57,1.56464,165.34505,0.59,0.57,14.0,291.0,-0.94,18.0,614.5
0.224,67.85,1.56041,165.95497,0.59,0.7,13.0,290.0,-0.97,18.0,614.5
0.147,88.5,1.55654,166.54235,0.59,0.58,14.0,291.0,-1.0,19.0,614.5
0.174,82.67,1.55287,167.13138999999998,0.59,0.55,13.0,285.0,-1.01,20.0,614.5
0.214,73.27,1.54939,167.72118999999998,0.59,0.55,14.0,293.0,-1.06,22.0,614.6
0.25,67.37,1.5944200000000002,198.20231,0.26,0.82,0.0,9.0,2.05,22.0,617.5
0.311,59.92,1.60067,198.83799,0.26,1.07,0.0,10.0,2.01,23.0,617.5
0.32,59.97,1.60703,199.45269,0.26,1.02,0.0,14.0,1.99,24.0,617.5
0.211,71.53,1.6135899999999999,200.05725,0.26,0.76,0.0,14.0,1.97,24.0,617.5
0.229,71.61,1.62067,200.67969,0.26,1.18,0.0,14.0,1.99,24.0,617.5
0.233,70.72,1.6278700000000002,201.28339,0.26,1.12,0.0,14.0,1.99,25.0,617.5
0.254,68.37,1.63539,201.88555,0.26,0.68,0.0,14.0,1.97,25.0,617.5
0.214,74.02,1.6433900000000001,202.49668,0.26,0.97,0.0,14.0,1.93,25.0,617.5
0.28,64.65,1.6519099999999998,203.11726000000002,0.26,1.16,0.0,14.0,1.9,25.0,617.5
0.267,68.4,1.60354,160.83739,0.2,0.56,9.0,172.0,5.24,6.0,617.7
0.269,68.26,1.60127,161.05935,0.2,0.56,9.0,187.0,5.2,6.0,617.7
0.242,72.5,1.59903,161.28194,0.2,0.56,9.0,188.0,5.17,5.0,617.7
0.268,68.58,1.5968200000000001,161.50587,0.2,0.56,10.0,169.0,5.14,5.0,617.7
0.285,66.78,1.59464,161.72974,0.09,0.62,10.0,169.0,5.14,5.0,617.7
0.316,62.8,1.5925,161.95396000000002,0.09,0.62,9.0,165.0,5.12,5.0,617.7
0.275,67.96,1.59016,162.2052,0.09,0.61,9.0,180.0,5.1,5.0,617.7
0.306,62.95,1.58807,162.43209,0.09,0.51,9.0,182.0,5.08,5.0,617.7
0.298,63.79,1.5860299999999998,162.65912,0.09,0.51,9.0,183.0,5.08,5.0,617.6
0.25,70.19,1.5840100000000001,162.88658999999998,0.09,0.62,8.0,173.0,5.08,5.0,617.6
0.253,69.81,1.58204,163.11448000000001,0.26,0.62,9.0,177.0,5.08,5.0,617.6
0.302,62.84,1.58009,163.34229,0.26,0.62,9.0,177.0,5.08,5.0,617.6
0.29600000000000004,63.62,1.5780299999999998,163.58923000000001,0.26,0.62,6.0,159.0,5.1,5.0,617.6
0.272,66.74,1.57615,163.81794,0.26,0.79,7.0,181.0,5.11,5.0,617.6
0.26,68.16,1.5743,164.04882,0.26,0.79,6.0,150.0,5.1,5.0,617.6
0.249,70.48,1.5724799999999999,164.27883,0.26,0.64,7.0,173.0,5.08,5.0,617.5
0.229,67.67,1.5707,164.50976,0.24,0.67,7.0,168.0,5.07,5.0,617.5
0.265,69.23,1.5670600000000001,164.99417,0.24,0.66,7.0,180.0,5.06,5.0,617.5
0.267,68.18,1.56538,165.22592,0.21,0.66,7.0,180.0,5.06,5.0,617.5
0.251,71.22,1.56372,165.45893999999998,0.21,0.7,6.0,173.0,5.07,5.0,617.5
0.217,77.15,1.56207,165.69409,0.21,0.7,7.0,190.0,5.08,5.0,617.5
0.25,71.98,1.5604799999999999,165.92733,0.24,0.62,7.0,178.0,5.09,5.0,617.5
0.219,77.73,1.55892,166.1609,0.24,0.62,8.0,166.0,5.08,5.0,617.5
0.267,67.84,1.55724,166.41686,0.24,0.68,6.0,208.0,5.08,5.0,617.5
0.269,68.66,1.55574,166.65142,0.19,0.64,6.0,189.0,5.08,5.0,617.5
0.274,67.32,1.55426,166.88672,0.19,0.64,6.0,189.0,5.08,5.0,617.5
0.28,67.15,1.55272,167.13796000000002,0.19,0.71,8.0,218.0,5.08,5.0,617.5
0.28300000000000003,66.84,1.55132,167.37344,0.17,0.71,7.0,208.0,5.08,5.0,617.5
0.311,63.58,1.54993,167.60921000000002,0.17,0.57,7.0,188.0,5.07,5.0,617.5
0.271,68.03,1.54845,167.86878000000002,0.22,0.57,7.0,173.0,5.07,5.0,617.5
0.281,66.22,1.54713,168.10535,0.22,0.54,6.0,175.0,5.05,5.0,617.5
0.31,61.76,1.54583,168.34296,0.22,0.54,6.0,174.0,5.03,5.0,617.5
0.311,63.2,1.54456,168.58176,0.22,0.64,6.0,174.0,5.03,5.0,617.5
0.314,62.36,1.54332,168.82058,0.12,0.64,7.0,185.0,5.01,5.0,617.5
0.308,63.78,1.54211,169.05953,0.12,0.65,6.0,192.0,4.98,5.0,617.5
