strehl,fwhm,airmass,az,mass,dimm,wind_speed,wind_direction,temperature,relative_humidity,pressure
0.318,60.36,1.65403,203.2742,0.16,0.42,7.0,77.0,1.51,23.0,620.6
0.263,65.3,1.65726,203.49985,0.16,0.42,8.0,83.0,1.51,23.0,620.6
0.235,67.66,1.66032,203.71023,0.17,0.36,8.0,74.0,1.53,22.0,620.6
0.253,67.4,1.66343,203.91987,0.17,0.39,7.0,73.0,1.54,22.0,620.6
0.251,71.73,1.79215,149.47044,0.1,0.36,0.0,251.0,6.48,10.0,619.4
0.337,60.33,1.7833299999999999,149.82626000000002,0.1,0.36,3.0,251.0,6.48,10.0,619.4
0.316,62.99,1.77876,150.01549,0.1,0.36,4.0,251.0,6.46,11.0,619.4
0.295,65.34,1.7742200000000001,150.20585,0.1,0.39,5.0,251.0,6.45,12.0,619.4
0.293,65.48,1.7697200000000002,150.39737,0.1,0.39,6.0,258.0,6.45,11.0,619.4
0.321,62.13,1.7649299999999999,150.605,0.1,0.39,7.0,261.0,6.43,12.0,619.4
0.313,62.36,1.76055,150.79778000000002,0.1,0.39,7.0,261.0,6.43,12.0,619.4
0.364,57.29,1.75567,151.01658,0.1,0.35,7.0,262.0,6.42,12.0,619.4
0.28800000000000003,65.05,1.75141,151.21028,0.1,0.35,7.0,262.0,6.39,13.0,619.4
0.339,59.81,1.7471700000000001,151.40635,0.1,0.35,7.0,262.0,6.36,13.0,619.4
0.313,62.48,1.7426599999999999,151.61803999999998,0.1,0.35,6.0,261.0,6.33,13.0,619.4
0.3,63.77,1.7385700000000002,151.81373,0.1,0.35,5.0,261.0,6.31,13.0,619.4
0.278,69.04,1.7345099999999998,152.01023,0.1,0.35,4.0,261.0,6.3,12.0,619.4
0.315,62.49,1.7301,152.22763,0.1,0.35,3.0,261.0,6.28,12.0,619.5
0.29,65.28,1.72616,152.42538000000002,0.1,0.35,3.0,261.0,6.28,12.0,619.5
0.253,68.98,1.72197,152.63891,0.1,0.35,2.0,260.0,6.28,11.0,619.5
0.193,77.79,1.7180900000000001,152.83924,0.1,0.7,0.0,260.0,6.28,10.0,619.5
0.195,79.22,1.71393,153.05855,0.1,0.7,0.0,260.0,6.29,10.0,619.5
0.26,66.78,1.71016,153.25987,0.1,0.7,0.0,260.0,6.3,9.0,619.5
0.266,67.55,1.70617,153.47726,0.1,0.7,0.0,260.0,6.31,8.0,619.5
0.25,70.55,1.70252,153.67916,0.1,0.7,0.0,260.0,6.32,8.0,619.5
0.275,65.4,1.6989,153.88201999999998,0.1,0.7,0.0,261.0,6.31,8.0,619.5
0.316,61.49,1.6953099999999999,154.0873,0.1,0.7,0.0,261.0,6.29,8.0,619.5
0.265,67.59,1.68337,154.79299,0.1,0.64,0.0,261.0,6.33,9.0,619.5
0.287,65.36,1.68,154.99905,0.1,0.64,0.0,261.0,6.35,9.0,619.5
0.309,63.33,1.67667,155.20598999999999,0.1,0.64,0.0,261.0,6.36,8.0,619.5
0.337,59.26,1.6733799999999999,155.414,0.1,0.64,0.0,261.0,6.39,9.0,619.5
0.35600000000000004,58.03,1.67013,155.62256000000002,0.1,0.64,0.0,261.0,6.4,9.0,619.5
0.34,59.95,1.66694,155.83098999999999,0.1,0.64,0.0,261.0,6.42,9.0,619.5
0.373,56.22,1.66353,156.05728,0.1,0.88,0.0,261.0,6.41,9.0,619.5
0.35100000000000003,59.35,1.66041,156.26746,0.1,0.88,0.0,261.0,6.37,9.0,619.5
0.326,60.0,1.65714,156.49193,0.1,0.88,0.0,261.0,6.37,9.0,619.5
0.35200000000000004,57.55,1.6541099999999997,156.70369,0.1,0.88,0.0,261.0,6.35,9.0,619.5
0.331,58.6,1.6511099999999999,156.9162,0.1,0.88,0.0,261.0,6.34,9.0,619.5
0.328,59.79,1.6481299999999999,157.13099,0.1,0.75,0.0,261.0,6.32,10.0,619.5
0.348,58.31,1.6448,157.37492,0.1,0.75,0.0,261.0,6.28,11.0,619.5
0.384,55.83,1.6419400000000002,157.58872,0.1,0.75,0.0,261.0,6.27,11.0,619.5
0.355,57.49,1.63893,157.81723,0.1,0.71,0.0,261.0,6.28,11.0,619.5
0.38,55.87,1.63614,158.03261,0.14,0.71,0.0,261.0,6.29,10.0,619.5
0.368,58.3,1.63339,158.2485,0.14,0.71,0.0,261.0,6.29,10.0,619.5
0.395,55.82,1.63068,158.46498,0.14,0.84,0.0,261.0,6.32,9.0,619.5
0.35,59.84,1.62729,158.74077,0.14,0.84,0.0,261.0,6.35,9.0,619.5
0.386,56.6,1.62467,158.9581,0.14,0.54,0.0,261.0,6.38,9.0,619.5
0.373,58.01,1.6220700000000001,159.17768999999998,0.14,0.54,0.0,261.0,6.41,9.0,619.5
0.377,56.77,1.61952,159.39633,0.14,0.54,0.0,259.0,6.43,9.0,619.5
0.393,56.54,1.617,159.61638,0.14,0.44,1.0,259.0,6.45,9.0,619.5
0.354,59.77,1.61435,159.85134,0.14,0.44,2.0,257.0,6.46,9.0,619.5
0.34700000000000003,60.13,1.61161,160.09926000000002,0.14,0.44,2.0,257.0,6.48,9.0,619.5
0.353,60.0,1.60922,160.32012,0.14,0.44,2.0,257.0,6.48,9.0,619.5
0.398,56.63,1.60684,160.5429,0.14,0.33,2.0,257.0,6.5,8.0,619.5
0.412,54.96,1.6045,160.76561,0.14,0.33,1.0,257.0,6.51,9.0,619.5
0.393,57.65,1.6022,160.989,0.14,0.33,0.0,257.0,6.52,8.0,619.5
0.369,58.67,1.59994,161.21313999999998,0.14,0.33,0.0,257.0,6.54,8.0,619.5
0.297,64.84,1.59752,161.45583,0.14,0.33,0.0,257.0,6.54,8.0,619.5
0.337,61.09,1.59533,161.68052,0.14,0.33,0.0,257.0,6.55,8.0,619.5
0.34,59.57,1.59317,161.90595,0.14,0.33,0.0,257.0,6.56,9.0,619.5
0.348,59.26,1.5909,162.1473,0.14,0.33,0.0,257.0,6.56,9.0,619.5
0.35,57.97,1.58864,162.39233000000002,0.14,0.49,0.0,257.0,6.57,9.0,619.5
0.378,56.35,1.5865799999999999,162.61964,0.14,0.49,0.0,257.0,6.57,9.0,619.5
0.333,59.74,1.58406,162.90384,0.14,0.49,0.0,257.0,6.57,9.0,619.5
0.348,58.56,1.58208,163.13223,0.14,0.49,0.0,257.0,6.57,9.0,619.5
0.405,55.01,1.58013,163.36065,0.14,0.49,0.0,257.0,6.57,9.0,619.5
0.35200000000000004,59.86,1.57806,163.60845,0.14,0.49,0.0,257.0,6.56,9.0,619.5
0.35600000000000004,58.38,1.57606,163.8528,0.08,0.33,0.0,257.0,6.54,9.0,619.5
0.362,59.47,1.5742200000000002,164.08275,0.08,0.33,0.0,257.0,6.54,9.0,619.5
0.375,57.2,1.5721399999999999,164.34753,0.08,0.33,0.0,257.0,6.54,9.0,619.5
0.415,54.86,1.57025,164.59312,0.08,0.43,0.0,257.0,6.54,9.0,619.5
0.36,55.45,1.56851,164.82513,0.08,0.43,0.0,257.0,6.54,9.0,619.5
0.378,54.34,1.5651,165.29075,0.08,0.43,0.0,257.0,6.54,9.0,619.5
0.419,54.0,1.56345,165.52408,0.08,0.43,0.0,257.0,6.54,10.0,619.5
0.413,54.49,1.56162,165.78648,0.08,0.39,0.0,257.0,6.54,10.0,619.5
0.411,54.66,1.56003,166.02161999999998,0.08,0.39,0.0,253.0,6.54,10.0,619.5
0.369,58.78,1.55846,166.25687,0.08,0.39,0.0,253.0,6.55,10.0,619.5
0.4,56.36,1.55693,166.49209,0.08,0.39,0.0,253.0,6.55,10.0,619.5
0.438,53.56,1.5554299999999999,166.72799999999998,0.08,0.39,0.0,252.0,6.57,10.0,619.5
0.443,53.9,1.55396,166.96368999999999,0.08,0.39,0.0,251.0,6.6,10.0,619.5
0.29100000000000004,64.06,1.55236,167.22866000000002,0.08,0.39,0.0,251.0,6.62,10.0,619.6
0.407,54.51,1.55094,167.46674,0.08,0.39,0.0,251.0,6.64,10.0,619.6
0.41,55.41,1.54956,167.70435,0.08,0.39,0.0,250.0,6.66,10.0,619.6
0.418,54.41,1.5482200000000002,167.94177,0.08,0.4,0.0,250.0,6.66,10.0,619.6
0.369,56.89,1.5469,168.17911,0.08,0.4,0.0,250.0,6.66,10.0,619.6
0.394,55.78,1.54561,168.41738999999998,0.08,0.4,0.0,250.0,6.66,10.0,619.6
0.406,55.92,1.54416,168.69207,0.08,0.4,0.0,250.0,6.6,10.0,619.6
0.4320000000000001,54.28,1.54293,168.93126,0.08,0.4,0.0,250.0,6.54,11.0,619.6
0.45,52.94,1.5417299999999998,169.17115,0.08,0.4,0.0,250.0,6.52,10.0,619.6
0.45,53.22,1.54056,169.41085,0.08,0.4,0.0,250.0,6.51,10.0,619.6
0.431,53.84,1.53941,169.65167,0.08,0.4,0.0,250.0,6.5,10.0,619.6
0.436,53.68,1.5383,169.89205,0.08,0.4,0.0,250.0,6.49,9.0,619.6
0.412,54.8,1.5371299999999999,170.15111000000002,0.08,0.4,0.0,250.0,6.49,9.0,619.6
0.403,55.28,1.53607,170.39271000000002,0.08,0.4,0.0,250.0,6.48,9.0,619.6
0.393,55.39,1.53504,170.63461999999998,0.08,0.4,0.0,250.0,6.47,9.0,619.6
0.362,57.68,1.53404,170.87693000000002,0.08,0.44,0.0,250.0,6.47,9.0,619.6
0.375,55.86,1.53306,171.11992,0.08,0.44,0.0,250.0,6.48,9.0,619.6
0.386,54.71,1.53211,171.3632,0.08,0.44,0.0,250.0,6.48,9.0,619.6
0.391,55.27,1.53112,171.62726,0.08,0.44,0.0,250.0,6.46,9.0,619.7
0.339,59.61,1.53023,171.87031000000002,0.08,0.44,0.0,250.0,6.47,10.0,619.7
0.354,57.91,1.5293700000000001,172.11387,0.08,0.44,0.0,250.0,6.47,10.0,619.7
0.299,61.33,1.52849,172.37375,0.08,0.44,0.0,250.0,6.5,11.0,619.7
0.32299999999999995,58.44,1.52768,172.61806,0.08,0.44,0.0,250.0,6.53,12.0,619.7
0.33,60.63,1.5269,172.86246,0.08,0.44,0.0,250.0,6.56,12.0,619.7
0.315,59.93,1.52605,173.14171000000002,0.08,0.41,0.0,250.0,6.59,12.0,619.7
0.366,56.03,1.5253299999999999,173.3868,0.08,0.41,0.0,250.0,6.61,11.0,619.7
0.399,53.62,1.52459,173.64809,0.08,0.41,0.0,250.0,6.61,11.0,619.7
0.3720000000000001,54.82,1.52393,173.89286,0.08,0.41,0.0,250.0,6.61,10.0,619.7
0.35600000000000004,57.48,1.52329,174.13812,0.09,0.41,0.0,250.0,6.61,10.0,619.7
0.329,59.13,1.5226899999999999,174.38357,0.09,0.41,0.0,250.0,6.6,10.0,619.7
0.337,58.13,1.52201,174.67016,0.09,0.48,0.0,250.0,6.58,10.0,619.7
0.358,57.89,1.52144,174.92455,0.09,0.48,0.0,250.0,6.57,10.0,619.7
0.35600000000000004,57.09,1.52091,175.17023,0.09,0.48,0.0,250.0,6.56,10.0,619.7
0.354,57.42,1.52042,175.41638999999998,0.09,0.48,0.0,250.0,6.57,11.0,619.8
0.353,58.26,1.51994,175.66306,0.09,0.48,0.0,250.0,6.59,12.0,619.8
0.34600000000000003,57.68,1.51946,175.93115,0.09,0.77,0.0,250.0,6.6,12.0,619.8
0.333,59.18,1.5190000000000001,176.20844,0.09,0.77,0.0,250.0,6.63,12.0,619.8
0.34,59.0,1.51861,176.45605,0.09,0.77,0.0,250.0,6.63,12.0,619.8
0.314,62.39,1.51825,176.70247,0.09,0.77,0.0,250.0,6.65,12.0,619.7
0.27,66.55,1.51791,176.95096,0.09,0.3,0.0,249.0,6.66,12.0,619.7
0.253,71.81,1.51759,177.21472,0.09,0.3,0.0,216.0,6.66,11.0,619.8
0.276,68.2,1.51731,177.46251999999998,0.09,0.3,0.0,215.0,6.64,10.0,619.7
0.332,60.11,1.51701,177.75417,0.09,0.3,0.0,215.0,6.61,10.0,619.8
0.32,61.97,1.51678,178.00177,0.09,0.45,0.0,215.0,6.6,10.0,619.8
0.35,57.88,1.5165899999999999,178.24969,0.09,0.45,0.0,215.0,6.59,11.0,619.7
0.341,58.36,1.51642,178.49703,0.09,0.45,0.0,215.0,6.59,11.0,619.7
0.348,58.26,1.51627,178.74476,0.09,0.48,0.0,215.0,6.58,11.0,619.7
0.332,61.28,1.51615,178.9937,0.09,0.48,0.0,215.0,6.58,12.0,619.7
0.322,58.52,1.51605,179.27882,0.09,0.48,0.0,215.0,6.59,12.0,619.7
0.334,61.99,1.51596,179.77423000000002,0.09,0.48,0.0,215.0,6.65,12.0,619.8
0.322,60.22,1.51595,180.02184,0.09,0.48,0.0,215.0,6.66,12.0,619.8
0.328,60.46,1.51596,180.27036999999999,0.09,0.48,0.0,215.0,6.66,12.0,619.7
0.358,57.69,1.51601,180.51793999999998,0.09,0.61,0.0,215.0,6.66,12.0,619.7
0.37,58.52,1.51609,180.81618999999998,0.31,0.61,0.0,215.0,6.66,12.0,619.7
0.339,58.04,1.51619,181.06346000000002,0.31,0.61,0.0,215.0,6.67,12.0,619.7
0.339,58.23,1.51631,181.31158,0.31,0.61,0.0,215.0,6.69,12.0,619.7
0.39,55.1,1.51647,181.55900000000003,0.31,0.61,0.0,215.0,6.72,12.0,619.7
0.38,55.9,1.51665,181.80703,0.31,0.61,0.0,215.0,6.74,12.0,619.7
0.362,58.19,1.51685,182.05467,0.31,0.61,0.0,216.0,6.76,12.0,619.7
0.377,56.6,1.5171299999999999,182.35218,0.31,0.61,0.0,216.0,6.78,12.0,619.7
0.387,55.17,1.5174,182.59938,0.31,0.61,0.0,216.0,6.78,12.0,619.7
0.364,57.29,1.51769,182.84635,0.31,0.31,0.0,216.0,6.78,12.0,619.7
0.321,61.08,1.518,183.09351,0.31,0.31,0.0,216.0,6.78,12.0,619.7
0.331,60.5,1.51834,183.34063,0.31,0.31,0.0,216.0,6.77,12.0,619.7
0.345,58.32,1.51871,183.58805,0.31,0.31,0.0,216.0,6.77,12.0,619.6
0.271,67.54,1.5198399999999999,184.25925,0.31,0.31,0.0,216.0,6.78,12.0,619.6
0.266,66.47,1.52031,184.50553,0.31,0.34,0.0,216.0,6.78,12.0,619.6
0.264,66.93,1.5208,184.75193000000002,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.263,69.63,1.52136,185.01441,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.348,58.3,1.52191,185.26362,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.373,56.79,1.52249,185.50983,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.371,55.95,1.5231700000000001,185.78691,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.338,60.28,1.5238,186.03224,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.348,59.45,1.5245,186.29332,0.31,0.34,0.0,216.0,6.79,12.0,619.6
0.336,60.03,1.52519,186.53821000000002,0.31,0.37,0.0,216.0,6.81,12.0,619.7
0.316,62.73,1.52591,186.7843,0.31,0.37,0.0,216.0,6.82,12.0,619.7
0.325,61.31,1.52665,187.02953,0.31,0.37,0.0,216.0,6.85,12.0,619.7
0.31,62.35,1.52757,187.32083,0.31,0.37,0.0,216.0,6.86,12.0,619.7
0.205,75.94,1.52934,187.84919,0.1,0.37,0.0,216.0,6.88,12.0,619.7
0.193,77.73,1.53019,188.09271,0.1,0.37,0.0,216.0,6.87,12.0,619.7
0.215,76.9,1.53108,188.33637,0.1,0.37,0.0,216.0,6.87,12.0,619.7
0.272,66.06,1.5319999999999998,188.57961,0.1,0.79,0.0,216.0,6.86,12.0,619.7
0.246,71.19,1.53306,188.85136,0.1,0.79,0.0,216.0,6.84,12.0,619.7
0.268,67.6,1.53403,189.09431999999998,0.1,0.79,0.0,216.0,6.82,12.0,619.6
0.275,67.39,1.53503,189.33648,0.1,0.79,0.0,216.0,6.8,12.0,619.6
0.234,73.38,1.53606,189.57775,0.1,0.79,0.0,216.0,6.77,12.0,619.6
0.29100000000000004,65.22,1.53712,189.81921,0.1,0.58,0.0,216.0,6.76,12.0,619.6
0.312,63.14,1.5382,190.06044,0.1,0.58,0.0,216.0,6.74,12.0,619.6
0.328,60.37,1.5395299999999998,190.34732,0.1,0.45,0.0,216.0,6.72,12.0,619.6
0.336,61.4,1.5406799999999998,190.58858,0.1,0.45,0.0,216.0,6.72,12.0,619.6
0.309,63.02,1.54186,190.82873999999998,0.1,0.45,0.0,216.0,6.73,12.0,619.6
0.355,56.93,1.5430700000000002,191.07009,0.1,0.45,0.0,235.0,6.72,12.0,619.6
0.36,56.95,1.54431,191.30954,0.1,0.45,1.0,238.0,6.72,12.0,619.6
0.38,56.47,1.54568,191.56871,0.1,0.51,2.0,238.0,6.7,12.0,619.6
0.311,63.74,1.54714,191.8386,0.1,0.51,3.0,238.0,6.69,11.0,619.6
0.325,60.63,1.54846,192.07648,0.1,0.51,4.0,238.0,6.67,11.0,619.6
0.37,57.82,1.54982,192.31423999999998,0.1,0.51,3.0,238.0,6.66,11.0,619.6
0.362,56.81,1.5512299999999999,192.55559,0.45,0.51,3.0,238.0,6.66,11.0,619.6
0.33,59.58,1.55264,192.79305,0.45,0.51,2.0,238.0,6.66,11.0,619.6
0.3,63.04,1.55409,193.03068000000002,0.45,0.57,1.0,238.0,6.65,11.0,619.6
0.284,65.55,1.55575,193.29576,0.45,0.57,0.0,238.0,6.63,11.0,619.6
0.299,63.78,1.5572700000000002,193.53286,0.45,0.57,0.0,238.0,6.6,10.0,619.6
0.29,62.2,1.55881,193.76815,0.45,0.57,0.0,238.0,6.57,10.0,619.6
0.28300000000000003,64.57,1.56037,194.00303,0.07,0.57,0.0,238.0,6.51,11.0,619.6
0.274,65.29,1.56198,194.23793999999998,0.07,0.57,0.0,238.0,6.51,11.0,619.6
0.263,67.24,1.56361,194.47243,0.07,0.57,0.0,237.0,6.46,11.0,619.6
0.232,71.71,1.56541,194.72381000000001,0.07,0.57,0.0,234.0,6.48,12.0,619.6
0.207,78.44,1.5671,194.95641,0.07,0.57,0.0,124.0,6.48,12.0,619.6
0.235,70.73,1.56882,195.18836000000002,0.07,0.57,0.0,109.0,6.47,12.0,619.6
0.23,72.31,1.57069,195.43532,0.07,0.57,0.0,107.0,6.43,12.0,619.6
0.254,68.67,1.5726200000000001,195.68532,0.07,0.57,0.0,110.0,6.36,12.0,619.6
0.253,67.87,1.57443,195.91578,0.07,0.57,0.0,109.0,6.27,12.0,619.6
0.161,76.97,1.57665,196.19117,0.07,0.57,0.0,102.0,6.22,12.0,619.6
0.248,66.78,1.57854,196.42105,0.07,0.57,0.0,102.0,6.24,12.0,619.6
0.271,64.49,1.58059,196.6651,0.07,0.6,0.0,102.0,6.24,12.0,619.6
0.28300000000000003,64.72,1.58254,196.89391,0.07,0.6,0.0,102.0,6.27,12.0,619.6
0.268,66.32,1.58454,197.1225,0.07,0.6,0.0,102.0,6.33,12.0,619.6
0.246,69.73,1.58656,197.34988,0.07,0.6,0.0,102.0,6.37,12.0,619.5
0.281,64.41,1.58879,197.59671,0.07,0.6,0.0,102.0,6.4,12.0,619.5
0.28,65.09,1.5908799999999998,197.82273,0.38,0.6,0.0,102.0,6.43,12.0,619.5
0.266,67.03,1.5931799999999998,198.06795,0.38,0.6,0.0,102.0,6.46,12.0,619.5
0.267,68.0,1.59535,198.29443999999998,0.38,0.6,0.0,102.0,6.48,12.0,619.5
0.251,71.63,1.59755,198.51941000000002,0.38,0.6,0.0,102.0,6.48,12.0,619.5
0.233,73.11,1.5998,198.74579,0.38,0.6,0.0,102.0,6.51,12.0,619.5
0.209,77.4,1.6023399999999999,198.99745,0.38,0.6,0.0,102.0,6.54,12.0,619.5
0.19,79.37,1.60464,199.22028999999998,0.38,0.6,0.0,102.0,6.56,12.0,619.5
0.192,79.2,1.60697,199.44241,0.38,0.6,0.0,102.0,6.59,12.0,619.5
0.158,87.97,1.60934,199.66457,0.38,0.6,0.0,102.0,6.61,12.0,619.5
0.177,81.93,1.61176,199.88725,0.38,0.6,0.0,102.0,6.63,12.0,619.5
0.199,79.57,1.6142100000000001,200.10935,0.38,0.6,0.0,102.0,6.63,12.0,619.5
0.229,73.62,1.6169,200.34788999999998,0.38,0.6,0.0,102.0,6.65,12.0,619.5
0.239,70.51,1.6194,200.56701,0.38,1.0,0.0,102.0,6.68,12.0,619.5
0.189,79.64,1.62196,200.78614,0.38,1.0,0.0,103.0,6.68,12.0,619.5
0.211,77.74,1.62455,201.00548,0.38,1.0,0.0,102.0,6.61,12.0,619.5
0.222,73.32,1.6271799999999998,201.22378,0.38,0.79,0.0,102.0,6.55,12.0,619.5
0.218,74.75,1.62984,201.44116,0.38,0.79,0.0,102.0,6.5,12.0,619.5
0.181,82.34,1.6333799999999998,201.72355,0.38,0.79,0.0,102.0,6.42,12.0,619.6
0.199,78.87,1.6363,201.95323,0.4,0.79,0.0,103.0,6.37,12.0,619.5
0.205,76.25,1.6391,202.16889,0.4,0.79,0.0,104.0,6.36,12.0,619.5
0.201,77.46,1.64193,202.38433999999998,0.4,0.79,0.0,104.0,6.36,12.0,619.5
0.214,75.11,1.6448,202.59847,0.4,0.57,0.0,112.0,6.35,13.0,619.5
0.16399999999999998,87.8,1.64772,202.81261999999998,0.4,0.57,0.0,114.0,6.37,12.0,619.5
0.197,78.99,1.65087,203.04096,0.4,0.57,0.0,119.0,6.4,12.0,619.5
0.17600000000000002,86.31,1.6541099999999997,203.27049,0.4,0.57,0.0,159.0,6.45,12.0,619.4
0.213,77.82,1.65714,203.48199,0.4,0.57,0.0,159.0,6.48,12.0,619.4
0.21600000000000005,75.58,1.66021,203.6929,0.26,0.58,0.0,159.0,6.51,12.0,619.4
0.177,85.63,1.6633200000000001,203.90302,0.26,0.58,0.0,159.0,6.51,12.0,619.4
0.239,70.17,1.56218,165.69556,0.11,0.68,12.0,73.0,0.14,13.0,615.3
0.267,63.07,1.5605799999999999,165.92853,0.11,0.69,14.0,66.0,0.15,13.0,615.3
0.263,65.26,1.55901,166.16255,0.24,0.69,14.0,67.0,0.16,13.0,615.3
0.263,66.24,1.5574700000000001,166.39758999999998,0.24,0.59,14.0,69.0,0.15,13.0,615.3
0.253,65.65,1.55596,166.63238,0.09,0.59,13.0,71.0,0.11,14.0,615.3
0.252,67.72,1.55449,166.86741999999998,0.12,0.72,12.0,74.0,0.13,14.0,615.3
0.224,71.96,1.55282,167.13881999999998,0.12,0.61,12.0,68.0,0.15,14.0,615.3
0.224,71.24,1.55141,167.37448,0.21,0.61,11.0,67.0,0.16,13.0,615.3
0.249,68.15,1.55003,167.61061999999998,0.21,0.71,11.0,67.0,0.16,13.0,615.3
0.247,67.8,1.54859,167.86248999999998,0.33,0.71,11.0,71.0,0.15,14.0,615.3
0.221,71.9,1.54726,168.09985,0.33,0.77,12.0,70.0,0.13,14.0,615.3
0.229,70.64,1.54597,168.33727,0.17,0.77,12.0,70.0,0.13,13.0,615.3
0.248,66.51,1.5446,168.59311,0.16,0.69,13.0,63.0,0.12,14.0,615.3
0.265,64.86,1.5433700000000001,168.83129,0.16,0.69,12.0,77.0,0.13,13.0,615.3
0.284,62.91,1.54216,169.07029,0.29,1.04,12.0,67.0,0.13,13.0,615.3
0.295,61.6,1.54098,169.30962,0.29,0.93,12.0,67.0,0.13,13.0,615.3
0.306,61.11,1.53982,169.54916,0.22,0.93,13.0,65.0,0.12,13.0,615.3
0.293,61.19,1.5387,169.7899,0.22,0.85,12.0,67.0,0.13,13.0,615.3
0.237,69.39,1.53751,170.04989,0.23,0.85,12.0,78.0,0.13,13.0,615.3
0.261,65.24,1.53645,170.29016000000001,0.31,0.99,12.0,65.0,0.16,14.0,615.3
0.281,63.56,1.53541,170.53107,0.31,0.99,12.0,63.0,0.16,14.0,615.3
0.284,64.2,1.5344,170.77219,0.18,0.75,14.0,69.0,0.14,13.0,615.3
0.304,61.17,1.53341,171.0141,0.18,0.75,14.0,69.0,0.14,13.0,615.3
0.319,58.6,1.53246,171.25662,0.22,0.72,14.0,69.0,0.12,13.0,615.3
0.302,61.11,1.53138,171.53867,0.22,0.72,12.0,67.0,0.13,14.0,615.3
0.293,63.44,1.53043,171.79672,0.16,0.72,13.0,72.0,0.1,14.0,615.2
0.292,62.39,1.52956,172.03943999999998,0.2,0.72,13.0,67.0,0.06,14.0,615.2
0.282,62.02,1.52872,172.28259,0.2,0.86,14.0,66.0,0.02,14.0,615.2
0.29100000000000004,62.79,1.52791,172.52579,0.25,0.86,14.0,70.0,-0.03,15.0,615.2
0.279,63.88,1.5271299999999999,172.76906,0.25,0.64,16.0,64.0,-0.05,15.0,615.2
0.228,68.15,1.52631,173.03082,0.21,0.64,15.0,61.0,-0.04,15.0,615.2
0.247,67.09,1.52559,173.275,0.21,0.75,15.0,61.0,-0.04,15.0,615.2
0.26,67.04,1.52488,173.51934,0.13,0.75,14.0,64.0,-0.0,15.0,615.2
0.289,62.14,1.52421,173.76416,0.13,0.81,15.0,63.0,-0.01,15.0,615.2
0.265,65.33,1.52356,174.00922,0.16,0.81,14.0,67.0,-0.01,15.0,615.2
0.26,65.3,1.52294,174.25396999999998,0.2,0.66,14.0,65.0,-0.02,15.0,615.2
0.229,69.15,1.52224,174.54242,0.2,0.66,13.0,67.0,-0.0,15.0,615.2
0.251,63.39,1.52168,174.78742,0.06,0.58,15.0,68.0,-0.02,14.0,615.2
0.249,65.55,1.52114,175.03361,0.06,0.58,15.0,68.0,-0.02,14.0,615.2
0.226,69.73,1.52063,175.28003,0.06,0.58,16.0,67.0,-0.04,14.0,615.2
0.206,71.71,1.52014,175.52618999999999,0.21,0.71,14.0,69.0,-0.02,14.0,615.2
0.237,68.59,1.51969,175.77178,0.21,0.71,13.0,60.0,0.01,14.0,615.2
0.205,70.0,1.51922,176.03688,0.17,0.89,13.0,66.0,0.0,15.0,615.2
0.203,74.87,1.51882,176.28284,0.17,0.89,15.0,70.0,-0.02,15.0,615.2
0.233,70.36,1.51844,176.52998,0.21,0.71,14.0,71.0,0.03,14.0,615.2
0.269,64.11,1.51809,176.77681,0.21,0.82,14.0,71.0,0.03,14.0,615.2
0.276,64.08,1.51776,177.02456999999998,0.21,0.82,13.0,73.0,0.08,14.0,615.2
0.272,63.86,1.51746,177.27086,0.21,0.48,15.0,62.0,0.07,15.0,615.2
0.275,64.06,1.51716,177.53836,0.11,0.48,17.0,60.0,0.1,15.0,615.2
0.273,63.95,1.51692,177.78486,0.11,0.48,15.0,64.0,0.15,14.0,615.2
0.256,65.38,1.5166899999999999,178.0482,0.11,0.67,15.0,66.0,0.21,15.0,615.2
0.265,65.13,1.5165,178.29535,0.16,0.67,14.0,70.0,0.27,14.0,615.2
0.255,64.5,1.5163200000000001,178.56288,0.16,0.5,15.0,57.0,0.27,14.0,615.1
0.252,65.64,1.5161799999999999,178.80961000000002,0.16,0.5,15.0,57.0,0.27,14.0,615.1
0.248,65.92,1.51606,179.08618,0.2,0.63,15.0,65.0,0.3,14.0,615.1
0.21600000000000005,68.23,1.5159799999999999,179.34921,0.2,0.63,15.0,63.0,0.29,14.0,615.1
0.247,66.55,1.5159200000000002,179.59655,0.09,0.63,16.0,51.0,0.29,14.0,615.1
0.229,68.75,1.51589,179.84376,0.09,0.68,15.0,65.0,0.31,14.0,615.1
0.236,68.4,1.51589,180.09143,0.09,0.68,14.0,63.0,0.31,15.0,615.1
0.249,64.72,1.5159200000000002,180.33916000000002,0.1,0.63,14.0,64.0,0.28,15.0,615.1
0.228,69.77,1.5159799999999999,180.6153,0.1,0.63,15.0,66.0,0.25,15.0,615.1
0.264,64.29,1.51605,180.86253,0.1,0.49,16.0,76.0,0.22,14.0,615.1
0.265,64.67,1.5161799999999999,181.1423,0.13,0.49,16.0,76.0,0.22,14.0,615.1
0.25,65.82,1.51631,181.38915,0.16,0.64,15.0,56.0,0.22,15.0,615.1
