comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,strehl,fwhm
-0.859818286480798,-1.1741637491763008,0.17759492496796855,-1.6336013950889994,1.1400022669415262,-0.30157079145052695,1.3786173261558072,0.5453668688797909,0.542319555094749,0.331,59.09
-0.8544174150793706,-1.1892183966903163,0.18353535950654556,-1.6248318545032199,1.1422296696278897,-0.3005338546409347,1.3708862672739779,0.5463352604260627,0.5423033805532579,0.312,61.04
-0.7672163238385128,-1.1385349999627665,0.153751105727399,-1.4065228842470607,1.1299949125747093,-0.33438087943877826,1.484725359440249,0.47628612621066896,0.514791080964228,0.316,57.67
-0.6984593273476623,-1.1238752510800696,0.08263805369369434,-1.4049849463490658,1.1304691212002522,-0.38244005182591434,1.3870865534414138,0.4634879194048706,0.514487869409082,0.23800000000000002,73.3
-0.7338984929988808,-1.2572849891066615,0.14502085892575245,-1.6056223795721143,1.25920835972449,-0.30468404830159196,1.4367406352602947,0.5199488896625002,0.5291246501233323,0.26899999999999996,65.81
-0.5705495112958572,-1.2110736435039402,0.08576874112191235,-1.357652245778469,1.2886512683718514,-0.34907341266175235,1.63254380123631,0.42455173915637917,0.5187592847297423,0.33899999999999997,58.32
-0.607300172678177,-1.187408804082347,0.12153659230840004,-1.2817139279766951,1.20638163624085,-0.3574141421329923,1.5819593370531015,0.4198171516452918,0.46639187091685635,0.299,59.41
-0.7854580855696041,-1.1524041990449676,0.21876292114964632,-1.2753875753663386,1.0282281181893467,-0.34800924578755527,1.3740153601500975,0.4649142288158444,0.3721984306670244,0.31,60.92
-0.9303427171990383,-1.0475082063081522,0.29181076010264284,-1.05812596409592,0.7770637550410394,-0.36570964134298056,1.241978042369546,0.45556828848278014,0.24110004703150006,0.316,59.94
-1.0681968319743183,-1.1240086319327156,0.3691121048910931,-1.2986312426081257,0.739723260326409,-0.3230555582361726,1.0355340806256366,0.5504908079325532,0.24070342865327224,0.295,63.06
-1.2619535808147413,-1.13228343775532,0.46867338363863004,-1.398379311384076,0.5814754373888625,-0.29515172007595586,0.7952162990805082,0.6274213623521268,0.1764354808873938,0.306,61.08
-1.259350602948064,-1.1468737863628269,0.4718690909187319,-1.3890655810109633,0.5834144781666936,-0.2915571770655605,0.7876749861380675,0.6271821109708349,0.17979226825481012,0.312,60.47
-1.1630708272073071,-1.063636579691487,0.42666815022236576,-1.0588022982328738,0.5407435694487067,-0.3339201528519746,0.9353517164292184,0.5282077851648461,0.14102839822539712,0.336,58.63
-1.1860124450489884,-1.0581016674869692,0.4405659563817345,-1.0146619421264012,0.5004122847878577,-0.3331084202416087,0.9071731976846945,0.5261671231360038,0.12309283639704775,0.35,56.65
-1.3163877250633347,-1.080175817854472,0.5213951244120956,-0.9658881417952434,0.4183946830788655,-0.27324376875336787,0.9143115613016202,0.5521185079919259,0.04988968165121863,0.35700000000000004,55.96
-1.3164920626910621,-1.0948059154677474,0.5220204409865138,-0.955566415084023,0.4202736167423025,-0.2677598956803995,0.9068725172072515,0.5517503289971214,0.05655454660706947,0.354,56.93
-1.372832135000096,-1.134748343225383,0.5580205256726238,-1.0547972840967117,0.4050350581200093,-0.24764024830763623,0.8143932085527635,0.590887859891998,0.0565001097961224,0.335,59.45
-1.80031007584084,-0.9469952168105386,0.713027716463177,-0.36895532277767873,-0.30277532670821516,-0.23275561770985545,0.38977712273243637,0.5580782566459959,-0.27394263250821893,0.304,62.2
-1.8233385806235634,-0.9406143468214607,0.7266506509227564,-0.32571621266512485,-0.34360060686666044,-0.2303149514062827,0.36162174375792,0.5534720527273915,-0.29172286131729314,0.311,58.49
-1.8491327018847026,-0.9280221676914799,0.7447871593755655,-0.2817522090443041,-0.37345916566522086,-0.23014776054293745,0.33021104498944764,0.545941968486546,-0.3149629078139255,0.33399999999999996,56.11
-1.854692670709858,-0.9122247091575388,0.745365151997205,-0.2022032407127201,-0.40871440756557814,-0.23216640256149285,0.3309807871554405,0.5282719339774966,-0.3294126201646013,0.331,58.4
-1.8503113764528174,-0.9295795777290394,0.7427550284732225,-0.19609221839815544,-0.4186764648078391,-0.22459435957037813,0.3279915728881192,0.5278453402016244,-0.32041461880726224,0.358,56.19
-1.9000385527284314,-0.9417015952627612,0.7279386686234661,-0.18671340636531825,-0.4605006955504202,-0.20507846647075156,0.26633346328465585,0.5409229305160558,-0.3626575280394892,0.309,60.33
-1.904747663652631,-0.9581143060291348,0.7241493479264663,-0.1737586124544223,-0.45882862012516995,-0.1941495937326996,0.2578467449759217,0.5381009668503007,-0.34923655980673735,0.34700000000000003,54.56
-1.9689904006014889,-0.9985892742424954,0.7526206645884518,-0.26985865745792625,-0.47430727246670207,-0.16778034318322893,0.16532716315450527,0.5760550319867365,-0.3393165802131408,0.32899999999999996,55.81
-1.9646355444041972,-1.0094127022539068,0.7570199082659866,-0.26444383781846187,-0.47350952377679134,-0.16335870419107618,0.15887284603821683,0.5712799116520795,-0.33899174346196215,0.302,58.59
-1.8290378241516065,-0.983763892762074,0.6851794363293954,-0.0306746110961357,-0.5709607378808642,-0.18880014126255,0.33363431686536466,0.5035557546078486,-0.3355469621343254,0.319,56.92
-1.9065582205422662,-1.029952313444159,0.700803930811532,-0.27861222599255686,-0.6374636709655775,-0.19259765478677257,0.05120883642463104,0.5853962744237327,-0.28435654151566414,0.313,60.18
