,mjd,filename,rms_mean,rms_std
0,57952.39387,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0098_LGS_trs.sav,32.02678680419922,12.07058334350586
1,57952.39428,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0099_LGS_trs.sav,31.858028411865234,10.256296157836914
2,57952.39822,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0100_LGS_trs.sav,60.50886535644531,15.356801986694336
3,57952.39867,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0101_LGS_trs.sav,47.70845413208008,11.601553916931152
4,57952.39926,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0102_LGS_trs.sav,72.69216918945312,43.3527946472168
5,57952.39985,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0103_LGS_trs.sav,216.8193359375,125.05122375488281
6,57952.40044,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0104_LGS_trs.sav,68.90296936035156,19.815731048583984
7,57952.40103,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0105_LGS_trs.sav,67.77256774902344,19.461843490600586
8,57952.40162,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0106_LGS_trs.sav,88.9187240600586,34.23198318481445
9,57952.40221,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0107_LGS_trs.sav,107.05379486083984,21.889705657958984
10,57952.40288,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0108_LGS_trs.sav,105.26740264892578,18.74981689453125
11,57952.40347,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0109_LGS_trs.sav,117.06218719482422,21.093996047973633
12,57952.40406,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0110_LGS_trs.sav,304.0330505371094,218.32705688476562
13,57952.40465,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0111_LGS_trs.sav,1230.608154296875,382.68988037109375
14,57952.40524,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0112_LGS_trs.sav,1133.23974609375,333.9611511230469
15,57952.40583,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0113_LGS_trs.sav,914.0068969726562,270.2191162109375
16,57952.40646,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0114_LGS_trs.sav,1083.971923828125,693.0068359375
17,57952.40705,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0115_LGS_trs.sav,1034.3885498046875,456.8243103027344
18,57952.40764,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0116_LGS_trs.sav,1027.861083984375,272.470947265625
19,57952.40823,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0117_LGS_trs.sav,1160.5377197265625,412.6737365722656
20,57952.40882,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0118_LGS_trs.sav,1115.4072265625,390.67852783203125
21,57952.40941,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0119_LGS_trs.sav,904.3014526367188,260.1202087402344
22,57952.41018,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0120_LGS_trs.sav,1098.0555419921875,533.7674560546875
23,57952.41077,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18/n0121_LGS_trs.sav,4128.3857421875,1893.2913818359375
24,57952.44051,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0001_LGS_trs.sav,133.42840576171875,0.0
25,57952.44272,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0002_LGS_trs.sav,1373.3140869140625,0.0
26,57952.45252,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0003_LGS_trs.sav,29.005451202392578,7.28997802734375
27,57952.45346,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0004_LGS_trs.sav,28.317033767700195,7.111753940582275
28,57952.45438,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0005_LGS_trs.sav,28.037765502929688,8.26053524017334
29,57952.46545,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0006_LGS_trs.sav,155.91250610351562,29.9017333984375
30,57952.46633,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0007_LGS_trs.sav,398.62994384765625,96.00154113769531
31,57952.46758,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0008_LGS_trs.sav,162.26356506347656,29.594085693359375
32,57952.46782,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0009_LGS_trs.sav,193.3994140625,47.23405075073242
33,57952.46805,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0010_LGS_trs.sav,146.54208374023438,28.918689727783203
34,57952.46828,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0011_LGS_trs.sav,133.12628173828125,25.40951156616211
35,57952.46858,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0012_LGS_trs.sav,125.44392395019531,27.771482467651367
36,57952.46881,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0013_LGS_trs.sav,102.55471801757812,19.48769760131836
37,57952.46904,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0014_LGS_trs.sav,97.45146942138672,18.017799377441406
38,57952.46928,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0015_LGS_trs.sav,102.84871673583984,18.711999893188477
39,57952.46958,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0016_LGS_trs.sav,105.14715576171875,21.79771614074707
40,57952.46982,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0017_LGS_trs.sav,104.29105377197266,18.892818450927734
41,57952.47006,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0018_LGS_trs.sav,99.58858489990234,19.24597930908203
42,57952.47029,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0019_LGS_trs.sav,99.91339111328125,18.95387077331543
43,57952.47589,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0020_LGS_trs.sav,77.09255981445312,14.932273864746094
44,57952.47703,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0021_LGS_trs.sav,96.56653594970703,19.570659637451172
45,57952.47794,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0022_LGS_trs.sav,119.66281127929688,26.83704948425293
46,57952.47883,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0023_LGS_trs.sav,106.8093032836914,20.876117706298828
47,57952.48327,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0024_LGS_trs.sav,32.815589904785156,17.99253273010254
48,57952.48426,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0025_LGS_trs.sav,74.5020523071289,26.131362915039062
49,57952.48503,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0026_LGS_trs.sav,78.98003387451172,23.64702606201172
50,57952.48591,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0027_LGS_trs.sav,117.98471069335938,45.67814636230469
51,57952.48707,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0028_LGS_trs.sav,134.91473388671875,47.0777473449707
52,57952.48741,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0029_LGS_trs.sav,69.09651947021484,16.179960250854492
53,57952.48779,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0030_LGS_trs.sav,70.52650451660156,16.151721954345703
54,57952.49509,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0031_LGS_trs.sav,8760.326171875,2982.3681640625
55,57952.49681,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0032_LGS_trs.sav,10812.900390625,2872.767578125
56,57952.52063,/g/lu/data/keck_telemetry/20170718/sdata901/nirc15/2017jul18_B/n0033_LGS_trs.sav,541.9050903320312,216.893798828125
57,57952.39387,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0098_LGS_trs.sav,32.02678680419922,12.07058334350586
58,57952.39428,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0099_LGS_trs.sav,31.858028411865234,10.256296157836914
59,57952.39822,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0100_LGS_trs.sav,60.50886535644531,15.356801986694336
60,57952.39867,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0101_LGS_trs.sav,47.70845413208008,11.601553916931152
61,57952.39926,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0102_LGS_trs.sav,72.69216918945312,43.3527946472168
62,57952.39985,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0103_LGS_trs.sav,216.8193359375,125.05122375488281
63,57952.40044,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0104_LGS_trs.sav,68.90296936035156,19.815731048583984
64,57952.40103,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0105_LGS_trs.sav,67.77256774902344,19.461843490600586
65,57952.40162,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0106_LGS_trs.sav,88.9187240600586,34.23198318481445
66,57952.40221,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0107_LGS_trs.sav,107.05379486083984,21.889705657958984
67,57952.40288,/g/lu/data/keck_telemetry/93d38ad3-da2d-4a00-a39e-f437309dcafe/20170718/sdata901/nirc15/2017jul18/n0108_LGS_trs.sav,105.26740264892578,18.74981689453125
68,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2001_fullLGS_trs.sav,331.8340759277344,89.33721923828125
69,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2002_fullLGS_trs.sav,87.52652740478516,17.826313018798828
70,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2003_fullLGS_trs.sav,86.31059265136719,18.7637882232666
71,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2004_fullLGS_trs.sav,85.71481323242188,17.30544090270996
72,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2005_fullLGS_trs.sav,97.21410369873047,20.09585952758789
73,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2006_fullLGS_trs.sav,94.50870513916016,19.73381805419922
74,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2007_fullLGS_trs.sav,95.10599517822266,21.136180877685547
75,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2008_fullLGS_trs.sav,96.38229370117188,20.80643653869629
76,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2009_fullLGS_trs.sav,98.54820251464844,21.548391342163086
77,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2010_fullLGS_trs.sav,91.76881408691406,19.076801300048828
78,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2011_fullLGS_trs.sav,88.87544250488281,18.572338104248047
79,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2012_fullLGS_trs.sav,89.83815002441406,18.263891220092773
80,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2013_fullLGS_trs.sav,87.28253173828125,18.174617767333984
81,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2014_fullLGS_trs.sav,85.59639739990234,17.389768600463867
82,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2015_fullLGS_trs.sav,93.6978759765625,20.66412353515625
83,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2016_fullLGS_trs.sav,97.35536193847656,21.480871200561523
84,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2017_fullLGS_trs.sav,99.70511627197266,22.480060577392578
85,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2018_fullLGS_trs.sav,100.18903350830078,25.25754737854004
86,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2019_fullLGS_trs.sav,82.17277526855469,17.54743766784668
87,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2020_fullLGS_trs.sav,82.63433074951172,17.419994354248047
88,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2021_fullLGS_trs.sav,85.39041900634766,16.885286331176758
89,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2022_fullLGS_trs.sav,80.03929901123047,15.92647647857666
90,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2023_fullLGS_trs.sav,85.30770874023438,17.864788055419922
91,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2024_fullLGS_trs.sav,87.85136413574219,18.58420753479004
92,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2025_fullLGS_trs.sav,93.25606536865234,20.445077896118164
93,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2026_fullLGS_trs.sav,103.71082305908203,22.558950424194336
94,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2027_fullLGS_trs.sav,96.67330169677734,20.370386123657227
95,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2028_fullLGS_trs.sav,92.3566665649414,18.817626953125
96,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2029_fullLGS_trs.sav,94.36007690429688,19.864046096801758
97,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2030_fullLGS_trs.sav,90.19770812988281,17.587244033813477
98,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2031_fullLGS_trs.sav,90.06243896484375,17.895565032958984
99,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2032_fullLGS_trs.sav,80.90055847167969,15.50290584564209
100,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2033_fullLGS_trs.sav,88.98089599609375,18.60137939453125
101,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2034_fullLGS_trs.sav,95.7343521118164,20.324630737304688
102,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2035_fullLGS_trs.sav,97.50991821289062,20.981163024902344
103,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2036_fullLGS_trs.sav,113.29944610595703,27.78274154663086
104,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2037_fullLGS_trs.sav,115.24098205566406,27.42704963684082
105,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2038_fullLGS_trs.sav,118.97660064697266,29.530330657958984
106,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2039_fullLGS_trs.sav,108.56261444091797,26.847267150878906
107,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2040_fullLGS_trs.sav,107.47747802734375,25.272705078125
108,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2041_fullLGS_trs.sav,115.45133972167969,27.162490844726562
109,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2042_fullLGS_trs.sav,124.28433227539062,28.364694595336914
110,0.0,/g/lu/data/keck_telemetry/20130426.tmp/sdata902/nirc12/2013apr26_C/n2043_fullLGS_trs.sav,124.15884399414062,29.31565284729004
