mass,mjd
0.25,55798.257627314815
0.16,55798.25865740741
0.11,55798.260729166665
0.11,55798.264872685184
0.14,55798.26696759259
0.09,55798.26799768519
0.18,55798.26903935185
0.15,55798.272141203706
0.11,55798.2731712963
0.09,55798.27421296296
0.28,55798.275243055556
0.07,55798.279398148145
0.18,55798.285625
0.12,55798.29251157407
0.12,55798.293541666666
0.12,55798.294594907406
0.2,55798.29561342593
0.18,55798.29666666667
0.18,55798.29769675926
0.19,55798.298738425925
0.18,55798.299780092595
0.16,55798.30082175926
0.14,55798.304375
0.11,55798.30541666667
0.15,55798.30645833333
0.12,55798.308530092596
0.13,55798.30957175926
0.12,55798.31061342593
0.1,55798.31164351852
0.11,55798.313726851855
0.14,55798.31475694444
0.1,55798.3171875
0.17,55798.31925925926
0.2,55798.32030092592
0.39,55798.32134259259
0.48,55798.32341435185
0.35,55798.32445601852
0.3,55798.32549768518
0.26,55798.32653935185
0.31,55798.327581018515
0.26,55798.328622685185
0.19,55798.329664351855
0.23,55798.33070601852
0.23,55798.33174768519
0.19,55798.33278935185
0.23,55798.33384259259
0.36,55798.33488425926
0.33,55798.33592592592
0.33,55798.33696759259
0.2,55798.33696759259
0.33,55798.33802083333
0.36,55798.3390625
0.32,55798.340104166666
0.23,55798.341145833336
0.23,55798.34322916667
0.25,55798.34428240741
0.22,55798.34637731482
0.22,55798.34846064815
0.22,55798.34950231481
0.24,55798.35055555555
0.26,55798.352638888886
0.25,55798.35369212963
0.3,55798.35369212963
0.29,55798.355775462966
0.22,55798.356828703705
0.21,55798.35787037037
0.2,55798.35891203704
0.21,55798.3599537037
0.23,55798.36099537037
0.27,55798.36309027778
0.21,55798.36413194444
0.29,55798.36518518518
0.32,55798.36623842592
0.27,55798.367268518516
0.28,55798.36832175926
0.22,55798.369375
0.23,55798.370405092595
0.25,55798.371458333335
0.27,55798.372511574074
0.28,55798.373564814814
0.22,55798.37459490741
0.3,55798.37564814815
0.28,55798.37670138889
0.25,55798.37774305556
0.32,55798.37878472222
0.27,55798.379837962966
0.27,55798.38087962963
0.23,55798.38459490741
0.17,55798.38668981481
0.17,55798.38773148148
0.16,55798.38878472222
0.1,55798.38983796296
0.06,55798.39297453704
0.1,55798.39402777778
0.13,55798.398206018515
0.18,55798.40553240741
0.22,55798.407638888886
0.16,55798.408680555556
0.2,55798.40972222222
0.24,55798.410775462966
0.44,55798.411840277775
0.33,55798.412881944445
0.39,55798.413935185185
0.48,55798.414988425924
0.43,55798.416030092594
0.18,55798.41707175926
0.26,55798.418125
0.11,55798.420219907406
0.29,55798.42230324074
0.17,55798.42335648148
0.17,55798.424409722225
0.21,55798.42545138889
0.15,55798.42650462963
0.3,55798.42755787037
0.46,55798.42859953704
0.6,55798.42965277778
0.78,55798.43070601852
1.01,55798.431759259256
0.76,55798.433854166666
1.43,55798.435949074075
0.91,55798.43803240741
1.05,55798.44012731482
1.07,55798.44118055556
0.94,55798.44222222222
1.19,55798.44327546296
1.38,55798.44431712963
1.0,55798.44537037037
1.84,55798.44641203704
1.33,55798.44747685185
1.05,55798.448530092595
1.29,55798.449583333335
1.03,55798.450636574074
1.67,55798.45167824074
1.67,55798.45274305555
1.66,55798.45379629629
0.97,55798.45484953704
0.98,55798.4558912037
0.82,55798.45694444444
0.94,55798.45799768518
0.86,55798.45905092593
0.83,55798.46009259259
0.76,55798.46114583333
1.41,55798.46219907407
1.44,55798.46428240741
0.82,55798.46640046296
1.29,55798.46744212963
0.91,55798.46849537037
1.06,55798.469560185185
1.01,55798.470601851855
0.62,55798.471655092595
0.43,55798.472719907404
0.82,55798.473761574074
0.52,55798.474814814814
0.41,55798.47586805555
0.53,55798.47692129629
0.43,55798.47797453704
0.24,55798.47902777778
0.34,55798.48008101852
0.3,55798.48112268518
0.22,55798.4821875
0.11,55798.48324074074
0.2,55798.48428240741
0.2,55798.485347222224
0.17,55798.4874537037
0.21,55798.48849537037
0.25,55798.48954861111
0.09,55798.49166666667
0.12,55798.49271990741
0.09,55798.49799768518
0.08,55798.49905092592
0.09,55798.50465277778
0.1,55798.51008101852
0.07,55798.51113425926
0.08,55798.513240740744
0.14,55798.51851851852
0.12,55798.5290625
0.06,55798.53331018519
0.07,55798.54599537037
0.06,55798.549166666664
0.09,55798.55767361111
0.06,55798.560844907406
0.06,55798.596342592595
0.09,55798.60271990741
