mass,mjd
0.98,56843.288148148145
0.98,56843.289189814815
0.98,56843.29025462963
0.98,56843.29130787037
0.98,56843.29238425926
0.98,56843.2934375
0.98,56843.294490740744
1.66,56843.298946759256
1.66,56843.308599537035
2.95,56843.32247685185
1.04,56843.323541666665
1.41,56843.32460648148
2.25,56843.32565972222
2.25,56843.326689814814
2.25,56843.32775462963
2.25,56843.32881944445
2.25,56843.329872685186
0.82,56843.33629629629
0.82,56843.33982638889
0.19,56843.34302083333
0.23,56843.34408564815
0.21,56843.345138888886
0.45,56843.346180555556
0.38,56843.347233796296
0.49,56843.348333333335
0.51,56843.349386574075
0.39,56843.35042824074
0.42,56843.351493055554
0.23,56843.35256944445
0.26,56843.353634259256
0.19,56843.35469907407
0.13,56843.35576388889
0.24,56843.35681712963
0.23,56843.35789351852
0.26,56843.35895833333
0.28,56843.36216435185
0.34,56843.363229166665
0.14,56843.36430555556
0.8,56843.36537037037
0.7,56843.366435185184
0.61,56843.36856481482
0.8,56843.36962962963
0.81,56843.37068287037
0.81,56843.37175925926
2.37,56843.372824074075
1.94,56843.375601851854
0.94,56843.37666666666
2.81,56843.384108796294
2.81,56843.38518518519
2.81,56843.38625
2.81,56843.38731481481
0.82,56843.38943287037
0.78,56843.39052083333
0.78,56843.39263888889
0.78,56843.39371527778
0.78,56843.394780092596
0.63,56843.39697916667
0.85,56843.398043981484
0.79,56843.39910879629
0.56,56843.401238425926
0.58,56843.40231481481
1.08,56843.40337962963
0.78,56843.40443287037
0.89,56843.405497685184
0.93,56843.4065625
0.66,56843.407638888886
0.64,56843.4087037037
0.8,56843.40976851852
0.66,56843.410833333335
0.43,56843.411886574075
0.42,56843.41295138889
0.39,56843.41402777778
0.54,56843.41510416667
0.59,56843.416180555556
0.67,56843.41725694444
0.44,56843.41832175926
0.42,56843.419386574074
0.5,56843.42046296296
0.55,56843.42408564815
0.86,56843.425162037034
0.69,56843.42623842593
0.5,56843.429930555554
0.36,56843.43099537037
0.23,56843.43208333333
0.28,56843.43314814815
0.29,56843.43423611111
0.38,56843.43530092593
0.37,56843.436377314814
0.25,56843.43746527778
0.26,56843.43853009259
0.3,56843.43960648148
0.35,56843.440671296295
0.37,56843.44174768519
0.3,56843.4428125
0.25,56843.44493055555
0.22,56843.44603009259
0.26,56843.44709490741
0.27,56843.448159722226
0.19,56843.44924768519
0.16,56843.4503125
0.21,56843.45138888889
0.23,56843.45247685185
0.23,56843.45355324074
0.2,56843.45462962963
0.15,56843.456770833334
0.16,56843.45784722222
0.1,56843.45893518518
0.08,56843.460023148145
0.07,56843.46108796296
0.08,56843.462175925924
0.13,56843.46325231482
0.15,56843.4643287037
0.14,56843.46648148148
0.16,56843.467569444445
0.19,56843.46863425926
0.19,56843.46971064815
0.19,56843.47079861111
0.22,56843.471863425926
0.25,56843.47292824074
0.35,56843.47405092593
0.34,56843.475127314814
0.38,56843.47620370371
0.34,56843.47729166667
0.42,56843.47835648148
0.44,56843.479421296295
0.38,56843.48048611111
0.38,56843.481574074074
0.37,56843.48265046296
0.4,56843.483715277776
0.36,56843.48479166667
0.32,56843.48585648148
0.29,56843.48693287037
0.2,56843.48800925926
0.21,56843.48909722222
0.16,56843.49016203704
0.14,56843.492314814815
0.16,56843.4933912037
0.15,56843.494467592594
0.11,56843.49555555556
0.13,56843.49663194444
0.12,56843.497719907406
0.1,56843.498819444445
0.11,56843.49988425926
0.13,56843.50096064815
0.1,56843.50202546296
0.1,56843.50310185185
0.08,56843.50418981481
0.11,56843.505277777775
0.12,56843.50636574074
0.18,56843.50745370371
0.14,56843.50854166667
0.17,56843.509618055556
0.15,56843.51070601852
0.16,56843.511782407404
0.12,56843.51288194444
0.15,56843.51395833334
0.14,56843.5150462963
0.14,56843.516122685185
0.14,56843.51721064815
0.1,56843.51828703703
0.13,56843.51936342593
0.13,56843.52300925926
0.23,56843.52408564815
0.16,56843.52516203704
0.15,56843.52731481481
0.17,56843.528402777774
0.14,56843.531643518516
0.16,56843.53487268519
0.1,56843.53810185185
0.16,56843.53920138889
0.1,56843.540289351855
0.16,56843.54138888889
0.16,56843.552199074074
0.15,56843.55650462963
0.14,56843.55866898148
0.11,56843.55975694444
0.17,56843.56083333334
0.49,56843.56193287037
0.43,56843.56300925926
0.29,56843.56408564815
0.25,56843.56623842593
0.25,56843.56730324074
0.42,56843.568391203706
0.3,56843.56946759259
0.43,56843.570543981485
0.29,56843.571608796294
0.14,56843.572696759256
0.23,56843.57378472222
0.15,56843.574849537035
0.06,56843.57592592593
0.13,56843.579189814816
0.14,56843.58027777778
0.2,56843.581354166665
0.22,56843.58572916667
0.21,56843.586851851855
0.19,56843.58796296296
0.09,56843.59340277778
0.08,56843.59449074074
0.07,56843.596666666665
0.11,56843.59775462963
0.07,56843.59883101852
0.16,56843.59991898148
