masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
3.21e-13,2.1899999999999998e-16,1.8199999999999998e-13,6.2e-14,3.32e-22,1.56e-14,0.91,56766.26341435185
2.1499999999999997e-18,2.49e-13,1.3e-13,1.17e-13,2.05e-21,1.67e-14,0.84,56766.26446759259
1.0800000000000002e-13,1.3e-13,1.5399999999999997e-13,1.8100000000000004e-13,9.029999999999999e-16,2.41e-14,0.92,56766.26552083333
1e-13,2.13e-13,1.29e-13,9.54e-14,5.92e-15,2.24e-14,0.89,56766.26657407408
4.3399999999999997e-13,1.17e-12,4.2e-14,1.8199999999999998e-13,7.09e-22,2.21e-14,1.82,56766.26763888889
9.65e-13,4.620000000000001e-13,4.4e-13,6.41e-14,3.0899999999999997e-15,2.23e-14,1.88,56766.268692129626
4.61e-14,7.659999999999999e-13,2.2500000000000003e-13,1.0800000000000002e-13,1.21e-18,2.13e-14,1.38,56766.26976851852
2.7600000000000004e-13,7.229999999999999e-13,2.2500000000000003e-13,1.3e-13,7.370000000000001e-15,2.36e-14,1.53,56766.27082175926
5.060000000000001e-13,5.37e-13,2.58e-13,1.84e-13,3.5e-14,3.68e-14,1.64,56766.271886574075
7.05e-16,4.0600000000000004e-13,1.6200000000000002e-13,2.1399999999999997e-13,1.48e-16,3.18e-14,1.11,56766.27295138889
1.02e-13,5.3e-13,2.35e-13,1.21e-13,6.8599999999999995e-15,2.81e-14,1.27,56766.27400462963
5.28e-15,7.650000000000001e-13,1.8600000000000002e-13,1.09e-13,5.9e-23,2.02e-14,1.32,56766.27505787037
2.65e-13,8.41e-13,1.17e-13,1.9600000000000002e-13,4.4700000000000005e-15,1.78e-14,1.57,56766.27612268519
2.49e-13,7.929999999999999e-13,2.46e-13,2.02e-13,1.97e-14,3.16e-14,1.63,56766.27821759259
2.1500000000000002e-13,9.03e-13,1.9600000000000002e-13,1.4599999999999998e-13,1.14e-14,2.67e-14,1.6,56766.279282407406
4.49e-13,7.659999999999999e-13,1.36e-13,1.52e-13,2.3e-15,3.75e-14,1.63,56766.28034722222
3.8799999999999996e-13,7.31e-13,3.02e-13,1.42e-13,1.8e-14,4.06e-14,1.68,56766.28140046296
6.389999999999999e-13,6.059999999999999e-13,3.1699999999999996e-13,8.32e-14,1.59e-14,2.58e-14,1.72,56766.28246527778
2e-12,1.3999999999999999e-12,2.38e-15,1.6299999999999999e-13,2.16e-21,6.45e-14,2.73,56766.283530092594
6.22e-12,4.13e-14,9.759999999999999e-22,9.079999999999999e-23,4.2600000000000004e-23,8.96e-14,3.81,56766.28459490741
3.18e-12,3.4e-13,3.82e-13,1.1900000000000002e-13,1.15e-15,5.81e-14,2.92,56766.28563657407
2.9300000000000002e-12,6.11e-14,2.71e-13,1.85e-13,6.4799999999999996e-15,4.99e-14,2.67,56766.28670138889
6.3700000000000006e-15,9.18e-13,1.17e-13,2.36e-13,4.88e-15,3.29e-14,1.5,56766.31512731482
1.5399999999999997e-13,8.75e-13,2.08e-13,2.0699999999999998e-13,9.859999999999999e-16,4.53e-14,1.62,56766.31618055556
5.330000000000001e-12,2.09e-15,5.479999999999999e-13,2.04e-13,4.61e-22,5.74e-14,3.79,56766.3172337963
1.9e-12,1.8100000000000002e-12,4.0300000000000004e-16,3.68e-13,5.249999999999999e-22,8.8e-14,3.01,56766.31829861111
1.17e-12,2.66e-12,8.28e-15,2.27e-13,8.03e-14,7.94e-14,3.03,56766.319375
7.329999999999999e-13,1.47e-12,4.2200000000000007e-17,4.629999999999999e-13,2.56e-15,9.25e-14,2.35,56766.32042824074
2.6400000000000004e-13,1.4099999999999998e-12,1.47e-14,1.8000000000000002e-13,4.18e-14,3.39e-14,1.9,56766.32148148148
6.15e-17,1.21e-12,4.41e-20,1.95e-13,5.55e-15,3.48e-14,1.59,56766.322534722225
1.37e-14,9.240000000000001e-13,1.4599999999999998e-13,1.87e-13,3.1e-14,1.59e-14,1.51,56766.323587962965
2.1399999999999997e-13,1.84e-12,3.1e-13,1.2e-13,1.02e-14,3.13e-14,2.23,56766.32466435185
2.59e-13,1.2500000000000001e-12,3.5600000000000005e-13,2.46e-13,4.45e-15,1.51e-14,2.01,56766.32572916667
5.17e-13,1.2500000000000001e-12,4.98e-13,1.9899999999999999e-13,3.14e-14,2.61e-14,2.22,56766.32679398148
2.4e-14,8.880000000000001e-13,2.6600000000000003e-13,1.76e-13,4.86e-16,2.46e-14,1.55,56766.32784722222
4.28e-17,8.690000000000001e-13,1.74e-13,2.4e-13,1.59e-14,2.39e-14,1.51,56766.32892361111
5.57e-13,6.82e-13,4.4299999999999993e-13,2.4100000000000003e-13,2.2e-14,2.4e-14,1.92,56766.329988425925
7.27e-14,1.84e-12,1.4099999999999998e-13,2.8600000000000004e-13,8.95e-22,2.74e-14,2.14,56766.33105324074
2.2e-18,1.3000000000000001e-12,3.01e-13,3.06e-13,5.53e-23,2.41e-14,1.89,56766.33211805556
5.4600000000000006e-12,2.73e-14,7.469999999999999e-13,1.7100000000000003e-13,2.84e-14,2.68e-14,3.91,56766.33319444444
3.61e-13,9.890000000000001e-13,2.27e-13,9.71e-14,1.4e-14,2.85e-14,1.77,56766.33509259259
4.1100000000000005e-17,9.87e-13,7.62e-14,3.35e-13,1.45e-15,3.11e-14,1.58,56766.33619212963
1.9099999999999997e-12,1.9099999999999997e-12,1.09e-20,3.52e-14,2.1399999999999997e-15,4.81e-14,2.89,56766.33766203704
1.17e-13,6.63e-13,6.15e-14,2.5e-13,9.28e-17,3.65e-14,1.37,56766.33894675926
2.46e-13,5.550000000000001e-13,2.3100000000000003e-13,1.4400000000000002e-13,4.52e-15,2.63e-14,1.43,56766.34
2.7300000000000003e-12,1.5300000000000001e-12,5.36e-14,1.99e-14,4.4799999999999994e-15,2.58e-14,3.09,56766.34105324074
3.6699999999999995e-12,3.7499999999999997e-13,2.99e-13,1.02e-13,1.68e-23,2.58e-14,3.13,56766.342465277776
1.03e-12,1.43e-12,1.09e-13,3.2e-13,2.37e-15,2.72e-14,2.43,56766.34386574074
2.2e-12,9.64e-14,2.2100000000000002e-13,1e-13,5.84e-14,1.85e-14,2.32,56766.34494212963
2.8499999999999998e-12,2.39e-12,1.83e-14,1.74e-13,1.44e-22,4.41e-14,3.54,56766.346608796295
5.92e-12,1.3699999999999998e-21,1.02e-13,3.3100000000000005e-13,3.91e-15,3.98e-14,3.89,56766.347662037035
8.949999999999999e-12,1.7100000000000003e-13,9.660000000000001e-13,7.86e-14,1.63e-14,4.08e-14,5.15,56766.36516203704
8.14e-12,2.1800000000000002e-16,4.859999999999999e-13,5.47e-14,3.64e-22,5.26e-14,4.69,56766.36622685185
3.21e-19,9.63e-13,3.5499999999999995e-13,1.7499999999999999e-13,2.9299999999999997e-17,2.85e-14,1.64,56766.434375
2.5299999999999995e-12,1.57e-12,2.75e-13,1.87e-13,1.35e-14,2.96e-14,3.19,56766.435428240744
1.84e-12,8.36e-13,4.54e-13,1.26e-13,5.33e-14,1.58e-14,2.63,56766.43648148148
2.16e-12,2.0299999999999996e-12,3.1699999999999996e-13,2.57e-13,9.49e-16,3.29e-14,3.27,56766.437569444446
8.89e-13,1.22e-12,3.6000000000000003e-13,2.61e-13,4.13e-18,3.19e-14,2.35,56766.43864583333
2.6000000000000002e-12,2.32e-23,3.5299999999999996e-13,5.48e-14,1.01e-21,3.27e-14,2.49,56766.439722222225
3.5399999999999995e-23,4.2799999999999994e-13,3.59e-13,1.2700000000000001e-13,2.5800000000000002e-23,2.24e-14,1.23,56766.44099537037
2.1600000000000004e-13,1.0199999999999999e-12,3.27e-13,1.42e-13,2.4e-15,2.36e-14,1.77,56766.44207175926
3.54e-13,1.5800000000000001e-12,3.3799999999999997e-13,6.08e-14,6.92e-14,1.76e-14,2.17,56766.443136574075
6.47e-13,1.07e-12,4.6e-13,1.6e-13,3.36e-14,2.14e-14,2.16,56766.44422453704
1.2700000000000001e-13,1.56e-12,2.36e-13,4.72e-14,1.13e-14,3.69e-14,1.95,56766.44530092592
7.04e-14,1.47e-12,3.3899999999999997e-13,2.1899999999999998e-13,9.24e-22,2.88e-14,2.01,56766.446377314816
3.87e-14,1.95e-12,2.41e-15,1.49e-13,5.96e-16,3.68e-14,2.04,56766.44744212963
8.679999999999999e-13,1.64e-12,4.0899999999999997e-13,1.7899999999999997e-13,1.37e-16,2.94e-14,2.53,56766.44873842593
1.8899999999999998e-13,7.92e-13,3.35e-13,1.8000000000000002e-13,2.48e-17,2.5e-14,1.64,56766.44981481481
2.41e-12,8.36e-13,3.96e-13,1.4e-14,5.21e-14,1.41e-14,2.81,56766.45196759259
1.85e-12,4.52e-13,3.71e-13,5.42e-14,4.64e-14,4.61e-15,2.36,56766.45303240741
1.55e-13,5.639999999999999e-13,2.9299999999999996e-13,7.47e-14,1.38e-14,1.6e-14,1.36,56766.45408564815
2.7600000000000004e-13,8.190000000000001e-13,3.43e-13,7.23e-14,9.76e-15,1.85e-14,1.65,56766.45517361111
6.45e-13,8.75e-13,4.65e-13,3.05e-14,3.82e-14,1.16e-14,1.97,56766.45625
7.700000000000001e-13,1.04e-12,3.8299999999999993e-13,3.93e-14,3.56e-21,1.93e-14,2.08,56766.45732638889
2.7800000000000003e-13,1.08e-12,3.5100000000000007e-13,7.45e-14,7.729999999999999e-15,1.52e-14,1.82,56766.458402777775
1.3900000000000001e-13,7.46e-13,3.4999999999999997e-13,1.01e-13,3.23e-23,1.74e-14,1.53,56766.45949074074
3.19e-13,8.08e-13,3.9200000000000005e-13,4.18e-14,6.74e-23,1.53e-14,1.68,56766.46055555555
5.78e-14,6.490000000000001e-13,3.19e-13,5.8e-14,7.77e-15,1.62e-14,1.36,56766.46165509259
2.68e-15,6.91e-13,4.79e-13,5.66e-14,1.91e-23,1.36e-14,1.45,56766.46271990741
7.8e-14,6.91e-13,5.379999999999999e-13,1.2700000000000001e-13,1.4300000000000002e-15,1.13e-14,1.59,56766.463796296295
3.2399999999999998e-15,4.3399999999999997e-13,5.13e-13,8.35e-14,7.09e-22,1.45e-14,1.31,56766.46487268519
1.19e-21,2.61e-13,4.1e-13,8.64e-14,6.42e-15,1.68e-14,1.1,56766.465949074074
3.96e-13,8.52e-13,1.36e-13,1.4e-13,7.040000000000001e-15,3.03e-14,1.67,56766.46703703704
4.26e-12,1.23e-12,5.720000000000001e-13,3.92e-14,2.12e-14,2.18e-14,3.79,56766.469189814816
5.370000000000001e-12,1.49e-13,6.750000000000001e-13,5.35e-14,2.1e-16,2.67e-14,3.84,56766.4702662037
1.96e-12,1.27e-12,1.8600000000000002e-13,1.4599999999999998e-13,2.23e-15,2.25e-14,2.74,56766.47133101852
1.31e-12,9.3e-13,6.95e-13,2.9700000000000004e-16,3.58e-14,1.9e-14,2.46,56766.472395833334
2.49e-13,8.109999999999999e-13,4e-13,7e-14,2.95e-14,1.7e-14,1.68,56766.47347222222
9.11e-14,6.05e-13,4.41e-13,1.23e-13,1.72e-14,1.84e-14,1.49,56766.47453703704
2.18e-14,3.46e-13,3.5299999999999996e-13,1.2e-13,1.36e-14,2.57e-14,1.18,56766.475625
4.1899999999999993e-13,1.1100000000000001e-12,5.080000000000001e-13,1.2799999999999998e-13,2.37e-14,3.43e-14,2.06,56766.476689814815
2.5299999999999995e-12,8.009999999999999e-13,5.290000000000001e-13,1.34e-13,1.05e-14,2.41e-14,2.95,56766.47775462963
