masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,mjd
3.33e-22,2.35e-22,5.859999999999999e-21,1.13e-13,1.3300000000000001e-13,1.47e-14,0.56,56764.249189814815
8.029999999999999e-22,5.11e-21,2.7999999999999997e-20,6.88e-14,1.7199999999999997e-13,1.08e-14,0.55,56764.250231481485
6.13e-15,2.68e-15,1.5999999999999999e-21,4.22e-14,1.1900000000000002e-13,1.99e-14,0.46,56764.25127314815
1.4099999999999999e-21,5.2e-24,1.8600000000000004e-20,3.26e-14,1.2700000000000001e-13,1.92e-14,0.45,56764.25232638889
1.18e-14,2.2400000000000002e-22,7.48e-20,2.23e-14,9.02e-14,1.62e-14,0.39,56764.255949074075
2.2e-14,6.040000000000001e-16,4.02e-20,2.32e-14,1.15e-13,1.82e-14,0.45,56764.257002314815
8.47e-23,7.69e-24,2.16e-20,1.85e-14,1.01e-13,1.48e-14,0.38,56764.258055555554
7.37e-23,8.05e-23,1.86e-19,2.51e-14,1.34e-13,1.11e-14,0.44,56764.25912037037
8.54e-24,7.77e-23,5.480000000000001e-20,1.47e-14,1.31e-13,1.8e-14,0.42,56764.26017361111
1.32e-21,6.81e-17,1.33e-20,3.28e-14,1.01e-13,1.02e-14,0.39,56764.2612037037
5.57e-24,1.5399999999999999e-21,3.75e-20,2.12e-14,1.1e-13,1.18e-14,0.39,56764.26226851852
1.2499999999999999e-23,1.26e-21,1.6999999999999999e-19,1.13e-14,1.22e-13,1.04e-14,0.39,56764.26332175926
5.999999999999999e-24,2.6199999999999998e-23,7.9e-21,6.47e-14,1.3300000000000001e-13,9.9e-15,0.49,56764.264386574076
1.4700000000000002e-23,2.7100000000000005e-23,4.26e-20,5.92e-14,1.26e-13,1.63e-14,0.48,56764.265439814815
2.12e-22,4.93e-23,1.9300000000000003e-21,2.91e-14,1.1199999999999999e-13,5.1e-15,0.4,56764.26650462963
2.2999999999999997e-24,9.67e-22,1.0700000000000002e-20,1.29e-14,1.09e-13,1.5099999999999999e-15,0.36,56764.267546296294
1.47e-21,7.650000000000001e-24,4.8399999999999994e-21,2.58e-14,1.1599999999999999e-13,5.06e-15,0.4,56764.26862268519
7.49e-22,1.2800000000000001e-22,6.56e-21,7.07e-14,1.01e-13,6.15e-15,0.45,56764.26965277778
4.82e-15,7.140000000000001e-17,3.44e-20,3.75e-14,7.29e-14,6.26e-15,0.36,56764.27071759259
1.23e-23,5.56e-23,1.2e-22,1.86e-14,7.45e-14,5.5600000000000004e-15,0.31,56764.27177083334
6.409999999999999e-22,4.09e-21,1.52e-21,2.82e-14,9.24e-14,3.16e-15,0.36,56764.2728125
8.339999999999999e-22,1.72e-23,1.92e-20,5.73e-14,9.41e-14,3.18e-15,0.41,56764.273877314816
1.2099999999999998e-21,1.2499999999999999e-23,8.6e-21,5.07e-14,7.05e-14,9.359999999999999e-15,0.37,56764.274930555555
5.53e-22,7.07e-22,1.45e-20,2.85e-14,1.0800000000000002e-13,9.429999999999999e-15,0.4,56764.275983796295
3.36e-23,4.0999999999999997e-23,4.31e-21,1.96e-14,9.3e-14,4.4399999999999996e-15,0.35,56764.277037037034
1.13e-14,1.9600000000000003e-21,2.97e-20,6.18e-14,8.82e-14,1.06e-14,0.44,56764.27810185185
3e-23,5.730000000000001e-22,5.82e-23,3.77e-14,9.29e-14,9.86e-15,0.39,56764.27916666667
1.4899999999999999e-21,1.6100000000000001e-21,1.7799999999999998e-20,1.85e-14,1.04e-13,9.48e-15,0.37,56764.28023148148
2.2400000000000002e-22,1.88e-21,9.670000000000001e-21,3.08e-14,1.1100000000000001e-13,7.94e-15,0.4,56764.281331018516
1.73e-23,3.5e-23,2.28e-20,5.84e-14,1.2799999999999998e-13,5.39e-15,0.47,56764.28239583333
9.3e-22,1.52e-21,1.58e-20,8.95e-14,1.05e-13,6.4e-15,0.48,56764.284537037034
1.24e-21,9.969999999999999e-22,1.85e-20,1.05e-13,1.1400000000000002e-13,6.33e-15,0.51,56764.28559027778
1.33e-23,8.13e-23,2.5899999999999996e-23,7.24e-14,1.36e-13,4.0999999999999996e-16,0.49,56764.28665509259
8.03e-24,1.59e-23,5.98e-20,6.98e-14,1.2700000000000001e-13,1.04e-15,0.48,56764.28770833334
5.2200000000000006e-23,9.95e-23,1.04e-20,9.99e-14,1.3900000000000001e-13,6.1399999999999996e-15,0.54,56764.28876157408
1.18e-22,9.289999999999999e-24,3.82e-20,1.4300000000000002e-13,1.23e-13,6.19e-15,0.58,56764.289826388886
3.6299999999999994e-15,2.94e-14,1.4400000000000001e-19,2.98e-13,1.2700000000000001e-13,2.04e-14,0.81,56764.2908912037
4.25e-14,6.16e-17,1.2e-21,2.2399999999999998e-13,1.56e-13,1.12e-14,0.76,56764.29195601852
5.91e-20,3.34e-14,2.5699999999999996e-20,2.67e-13,1.15e-13,1.1e-14,0.75,56764.293020833335
7.520000000000001e-23,4.470000000000001e-22,6.959999999999999e-19,2.1e-13,1.04e-13,1.81e-14,0.65,56764.294074074074
8.71e-22,2.91e-14,2.8999999999999997e-17,2.2500000000000003e-13,8.75e-14,1.78e-14,0.68,56764.295127314814
4.69e-14,1.5699999999999999e-21,7.09e-17,3.2799999999999997e-13,2.04e-14,2.88e-14,0.75,56764.29618055555
1.71e-14,4.96e-16,3.81e-20,1.49e-13,8.36e-14,9.85e-15,0.56,56764.29724537037
1.1599999999999999e-21,1.58e-14,5.21e-21,1.58e-13,8.3e-14,1.16e-14,0.57,56764.29829861111
8.63e-22,7.48e-22,5.94e-19,1.56e-13,8.5e-14,1.28e-14,0.55,56764.299375
1.49e-17,2.21e-14,1.6899999999999998e-19,1.8899999999999998e-13,8.5e-14,1.43e-14,0.62,56764.30042824074
1.53e-14,3.01e-22,1.21e-20,1.34e-13,9.39e-14,2.51e-14,0.57,56764.30149305556
3.07e-14,2.07e-14,1.0800000000000002e-13,9.72e-14,1.3200000000000002e-13,1.39e-14,0.74,56764.374236111114
5.24e-14,9.15e-15,7.92e-14,2.3100000000000003e-13,6.54e-14,2.95e-14,0.81,56764.37530092592
3.89e-15,5.47e-14,1.1e-13,1.6200000000000002e-13,1.15e-13,2.15e-14,0.81,56764.37635416666
1.54e-15,9.88e-14,7.28e-14,1.5e-13,1.35e-13,1.41e-14,0.81,56764.37740740741
1.38e-14,1.18e-14,1.8000000000000002e-13,1.31e-13,1.04e-13,1.65e-14,0.8,56764.37847222222
2.43e-14,3.25e-14,1.92e-13,1.6299999999999999e-13,7.79e-14,2.39e-14,0.86,56764.379537037035
5.48e-14,2.85e-14,1.87e-13,1.88e-13,8.08e-14,2.15e-14,0.9,56764.380578703705
2.06e-14,1.09e-15,2.2200000000000001e-13,1.0800000000000002e-13,1.1100000000000001e-13,1.86e-14,0.82,56764.381631944445
8.95e-16,1.55e-14,1.1900000000000002e-13,1.49e-13,6.29e-14,3.31e-14,0.71,56764.38269675926
5.88e-14,4.8399999999999995e-24,1.34e-13,6.43e-14,1e-13,1.36e-14,0.7,56764.38376157408
2.41e-14,5.58e-14,7.33e-14,1.7199999999999997e-13,2.36e-14,3.12e-14,0.71,56764.38482638889
1.1099999999999999e-15,1.26e-14,1.45e-13,1.1199999999999999e-13,1.18e-13,1.58e-14,0.74,56764.38590277778
4.1e-14,2.2e-14,1.6899999999999999e-13,1.59e-13,1.1400000000000002e-13,1.81e-14,0.87,56764.386967592596
1.12e-14,2.16e-14,2.04e-13,1.6399999999999998e-13,1.3e-13,1.59e-14,0.89,56764.38804398148
1.48e-15,6.81e-14,1.6299999999999999e-13,2.7399999999999994e-13,8.6e-14,2.22e-14,0.95,56764.38909722222
6.71e-15,9.97e-14,2.01e-13,1.76e-13,1.09e-13,1.71e-14,0.95,56764.39016203704
2.26e-15,5.69e-14,1.5399999999999997e-13,1.6299999999999999e-13,9.48e-14,1.83e-14,0.83,56764.391226851854
2.3599999999999998e-18,1.45e-14,1.52e-13,2.3199999999999997e-13,6.8e-14,2.06e-14,0.83,56764.39229166666
3.47e-22,7.64e-14,3.2200000000000003e-15,1.91e-13,8.82e-14,1.2e-14,0.7,56764.39561342593
2.76e-20,8.09e-14,7.58e-16,1.8600000000000002e-13,9.73e-14,1.08e-14,0.71,56764.396678240744
9.76e-18,9.32e-14,2.96e-16,3.21e-13,6.6e-14,2.39e-14,0.85,56764.39774305555
1.27e-14,6.26e-14,6.2e-14,2.9299999999999996e-13,8.67e-14,3.7e-14,0.9,56764.399872685186
9.650000000000001e-16,6.17e-14,2.39e-14,2.8199999999999996e-13,6.03e-14,4.37e-14,0.81,56764.400925925926
2.8100000000000003e-15,7.02e-14,4.53e-14,2.18e-13,1.1e-13,5.37e-14,0.84,56764.40199074074
1.85e-14,1.35e-13,2.23e-14,2.1e-13,6.48e-14,4.76e-14,0.84,56764.40305555556
1.78e-14,6.1e-14,3.97e-14,1.6100000000000002e-13,6.21e-14,5.71e-14,0.73,56764.404131944444
2.39e-14,5.78e-14,2.03e-14,1.45e-13,8.42e-14,5.59e-14,0.72,56764.405185185184
2.9799999999999996e-20,1.17e-13,7.6e-15,1.4599999999999998e-13,6.82e-14,4.56e-14,0.72,56764.40625
1.78e-14,3.85e-14,6.8e-15,1.15e-13,5.01e-14,4.39e-14,0.58,56764.407314814816
1.21e-15,7.28e-14,3.46e-16,9.03e-14,6.33e-14,3.96e-14,0.58,56764.40945601852
1.05e-17,2.74e-14,8.38e-15,1.2e-13,3e-14,1.77e-14,0.49,56764.459814814814
1.2999999999999998e-19,1.1e-15,1.39e-14,1.3e-13,4.5e-14,1.59e-14,0.5,56764.4608912037
4.62e-15,2.36e-14,4.94e-15,1.87e-13,2.05e-14,3.65e-14,0.59,56764.46195601852
6.740000000000001e-15,1.41e-14,9.7e-16,1.21e-13,4.4e-14,2.52e-14,0.5,56764.46299768519
9.19e-27,1.84e-14,9.13e-15,1.77e-13,5.85e-14,1.73e-14,0.6,56764.46513888889
9.19e-27,1.84e-14,8.37e-20,1.1e-13,8.02e-14,1.45e-14,0.6,56764.46513888889
7.1e-22,1.04e-15,1.11e-23,8.45e-14,8.25e-14,1.67e-14,0.46,56764.46728009259
2.0699999999999997e-21,4.63e-15,3.46e-21,5.66e-14,9.36e-14,2.02e-14,0.45,56764.46833333333
6.2e-16,9.86e-15,1.0000000000000001e-21,8.97e-14,8.91e-14,2.43e-14,0.51,56764.469409722224
1.28e-15,1.71e-14,1.36e-20,1.26e-13,1.02e-13,1.73e-14,0.57,56764.47046296296
2.11e-24,4.99e-21,3.6e-21,1.31e-13,9.65e-14,1.75e-14,0.55,56764.471504629626
1.6399999999999998e-15,4.13e-15,1.58e-20,7.3e-14,8.74e-14,2.37e-14,0.47,56764.47258101852
3.22e-22,3.6299999999999994e-15,9.209999999999999e-21,8.85e-14,8.42e-14,3.34e-14,0.5,56764.473703703705
1.6000000000000002e-23,4.93e-23,5.539999999999999e-21,9.29e-14,6.74e-14,3.22e-14,0.47,56764.474756944444
4.7399999999999994e-18,4.920000000000001e-21,3.99e-14,2.35e-13,9.03e-14,2.71e-14,0.73,56764.47583333333
3.9e-14,3.8e-14,1.3300000000000001e-13,4.22e-13,5.67e-14,2.43e-14,1.04,56764.47689814815
8.88e-16,9e-14,2.75e-13,4.02e-13,1.1e-13,1.52e-14,1.19,56764.47796296296
1.72e-15,2.93e-14,7.51e-14,3.3e-13,5.12e-14,1.74e-14,0.85,56764.47902777778
3.86e-14,2.2599999999999997e-16,2.54e-14,3.16e-13,3.14e-14,2.51e-14,0.78,56764.48011574074
3.5e-20,3.67e-14,4.379999999999999e-15,2.65e-13,5.8e-14,1.78e-14,0.72,56764.48116898148
1.29e-21,3.71e-15,2.18e-14,2.47e-13,6.75e-14,8.609999999999999e-15,0.68,56764.48224537037
3.64e-15,1.28e-14,6.51e-20,1.93e-13,5.82e-14,1.08e-14,0.59,56764.483298611114
9.999999999999999e-23,4.43e-23,4.210000000000001e-21,9.82e-14,6.85e-14,9.690000000000001e-15,0.45,56764.48436342592
2.69e-23,1.43e-22,5.99e-17,1.17e-13,5.54e-14,1.11e-14,0.46,56764.48541666667
7.720000000000001e-22,3.92e-22,1.88e-21,7.37e-14,6.5e-14,1.52e-14,0.42,56764.48681712963
2.4600000000000003e-21,9.32e-15,1.07e-16,4.16e-14,5.14e-14,1.98e-14,0.36,56764.48788194444
1.6800000000000003e-21,8.19e-23,8.7e-21,8.62e-14,3.86e-14,2.09e-14,0.4,56764.488958333335
3.01e-22,2.87e-22,2.73e-19,7.01e-14,4.41e-14,3.09e-14,0.4,56764.490011574075
6.49e-22,4.36e-15,7.869999999999999e-22,5.6e-14,4.25e-14,3.15e-14,0.38,56764.49107638889
1.7e-14,3.18e-15,5.1499999999999996e-18,6.26e-14,3.03e-14,2.5e-14,0.39,56764.49215277778
8.2e-22,2.8000000000000003e-23,1.76e-16,6.11e-14,1.02e-14,2.67e-14,0.32,56764.49322916667
6.28e-22,7.56e-22,2.17e-21,4.71e-14,4.42e-14,2.32e-14,0.35,56764.494305555556
2.0000000000000002e-21,1.6300000000000003e-23,8.609999999999999e-20,5.62e-14,6.76e-14,3e-14,0.42,56764.49642361111
1.3e-18,8.07e-15,5.11e-17,9.44e-14,6.07e-14,2.53e-14,0.47,56764.49748842593
1.4200000000000001e-18,7.0299999999999995e-15,1.92e-20,7.1e-14,4.75e-14,2.42e-14,0.41,56764.498564814814
3.0499999999999997e-23,4.25e-16,1.47e-15,6.4e-14,1.38e-14,3.26e-14,0.34,56764.49962962963
4.88e-15,4.19e-15,9.540000000000001e-15,7.75e-14,6.740000000000001e-15,3.19e-14,0.38,56764.50069444445
6.840000000000001e-15,6.490000000000001e-15,8.49e-22,5.53e-14,3.66e-14,2.2e-14,0.37,56764.50173611111
4.54e-15,6.3e-15,2.0100000000000003e-15,7.99e-14,6.65e-15,3.22e-14,0.38,56764.50277777778
8.49e-22,9.889999999999999e-23,1.7e-14,7.95e-14,7.27e-15,2.83e-14,0.38,56764.50383101852
1.16e-23,2.9400000000000003e-23,7.240000000000001e-15,5.27e-14,3.06e-14,2.35e-14,0.35,56764.504907407405
7.47e-24,4.31e-15,7.76e-18,4.94e-14,3.35e-14,1.78e-14,0.33,56764.5059837963
1.26e-22,7.97e-22,2.1e-14,6.71e-14,2.67e-14,1.74e-14,0.38,56764.50703703704
2.7e-22,5.93e-23,2.84e-15,7.95e-14,3.44e-15,2.15e-14,0.33,56764.508101851854
1.17e-21,7.94e-17,1.38e-14,6.06e-14,3.75e-15,2.4e-14,0.32,56764.50916666666
2.51e-22,5.32e-22,1.31e-15,6.95e-14,4.8100000000000005e-15,2.88e-14,0.33,56764.510243055556
9.58e-23,6.790000000000001e-23,1.72e-15,6.16e-14,2.52e-14,2.04e-14,0.34,56764.51130787037
1.06e-21,5.69e-22,1.13e-14,8.27e-14,4.92e-15,2.55e-14,0.37,56764.51238425926
2.25e-23,5.249999999999999e-22,8.62e-15,7.97e-14,5.4200000000000005e-15,2.83e-14,0.36,56764.513449074075
6.39e-22,2.2899999999999997e-15,1.9899999999999997e-17,7.68e-14,2.67e-14,2.24e-14,0.37,56764.51453703704
1.75e-22,4.22e-15,8.22e-14,7.28e-14,3.27e-14,2.43e-14,0.51,56764.515601851854
7.320000000000001e-22,1.14e-14,4.96e-16,8.33e-14,3.25e-14,2.66e-14,0.42,56764.51666666667
7.729999999999999e-15,1.76e-21,2.21e-15,9.27e-14,9.04e-15,3.23e-14,0.4,56764.51773148148
5.4199999999999994e-20,1.12e-14,2.09e-21,8.03e-14,4.73e-14,2.44e-14,0.43,56764.51880787037
9.69e-24,5.96e-24,1.13e-15,1.17e-13,8.83e-15,3.22e-14,0.42,56764.5212962963
9.329999999999999e-24,7.8e-16,1.5e-14,8.93e-14,5.03e-14,2.38e-14,0.46,56764.522361111114
1.04e-20,3.51e-16,1.35e-14,8.31e-14,6.79e-14,1.66e-14,0.46,56764.523414351854
6.49e-20,7.75e-15,1.93e-14,9.82e-14,8.07e-14,1.48e-14,0.52,56764.52449074074
1.5500000000000001e-21,2.2400000000000002e-22,3.02e-14,1e-13,4.65e-14,1.48e-14,0.47,56764.525555555556
9.53e-21,1.65e-14,2.64e-15,1.06e-13,4.27e-14,1.52e-14,0.46,56764.52662037037
1.08e-21,1.67e-21,1.1000000000000001e-20,8.76e-14,3.9e-14,1.67e-14,0.4,56764.52769675926
8.25e-22,1.12e-14,1.26e-16,9.08e-14,4.82e-14,2.87e-14,0.45,56764.530960648146
4.89e-22,3.8399999999999995e-22,1.38e-18,9.75e-14,4.17e-14,2.5e-14,0.43,56764.53202546296
2.78e-23,4.95e-22,3.25e-15,1.56e-13,2.49e-14,2.42e-14,0.49,56764.533101851855
1.15e-22,1.37e-14,7.209999999999999e-21,9.28e-14,4.8e-14,2.12e-14,0.44,56764.53417824074
1.17e-21,8.52e-15,1.03e-16,9.73e-14,4.77e-14,2.49e-14,0.45,56764.535266203704
3.2100000000000004e-23,4.59e-15,1.05e-14,2.51e-13,2.3e-14,3.56e-14,0.64,56764.53631944444
2.12e-14,1.6299999999999999e-13,3.1300000000000003e-13,4.79e-13,8.76e-14,2.88e-14,1.33,56764.53739583334
2.8e-14,6.17e-14,2.9299999999999996e-13,4.46e-13,4.21e-14,3.5e-14,1.19,56764.53847222222
2.0699999999999998e-13,7.78e-14,3.9e-13,5.280000000000001e-13,3.97e-14,3.59e-14,1.46,56764.53953703704
9.16e-14,1.3600000000000002e-16,2.18e-13,3.5499999999999995e-13,8.26e-14,1.92e-14,1.08,56764.540613425925
1.36e-15,2.44e-13,2.6300000000000004e-13,6.18e-13,1.72e-14,3.87e-14,1.4,56764.54168981482
9.340000000000001e-21,7.72e-14,4.79e-14,3.4e-13,4.14e-15,3.45e-14,0.84,56764.542766203704
7.26e-14,4.35e-14,1.83e-13,3.2599999999999997e-13,3.4e-14,3.96e-14,1.02,56764.54418981481
4.1399999999999997e-19,5.86e-14,8.37e-14,4.2499999999999996e-13,3.85e-14,4.93e-14,0.98,56764.54525462963
6.73e-14,3.23e-14,1.1599999999999999e-13,4.889999999999999e-13,4.61e-14,4.02e-14,1.1,56764.54634259259
1.02e-22,3.24e-22,1.9399999999999998e-13,2.6899999999999996e-13,1.4099999999999998e-13,2.88e-14,0.96,56764.54739583333
7.1e-24,7.899999999999999e-23,6.64e-14,3.4999999999999997e-13,3.99e-14,4.58e-14,0.84,56764.548472222225
1.98e-21,2.26e-15,6.81e-14,2.1500000000000002e-13,5.22e-14,2.89e-14,0.69,56764.54953703703
1.2e-21,4.45e-15,1.0699999999999999e-13,2.29e-13,5.23e-14,2.2e-14,0.75,56764.55061342593
7.28e-24,5.14e-15,9.97e-14,2.65e-13,1.89e-14,3.73e-14,0.76,56764.55168981481
1.04e-21,1.5699999999999999e-21,6.37e-14,2.35e-13,1.85e-14,3.88e-14,0.68,56764.55275462963
3.39e-14,1.34e-14,9.44e-14,2.1500000000000002e-13,3.99e-14,3.9e-14,0.77,56764.553819444445
1.67e-21,9.94e-16,1.2e-13,1.87e-13,4.39e-14,3.29e-14,0.71,56764.55490740741
1.3800000000000003e-21,2.35e-22,2.32e-14,1.59e-13,8.32e-15,4.72e-14,0.53,56764.555972222224
5.67e-23,7.3e-22,6.43e-20,1.0800000000000002e-13,3.74e-14,3.35e-14,0.45,56764.55704861111
8.8e-22,1.3800000000000003e-21,7.19e-20,5.57e-14,8.54e-14,2.82e-14,0.43,56764.55809027778
