mass,mjd
0.58,56764.24988425926
0.56,56764.250925925924
0.49,56764.251979166664
0.45,56764.25560185185
0.39,56764.25665509259
0.46,56764.25770833333
0.35,56764.25877314815
0.44,56764.25981481482
0.43,56764.26085648148
0.41,56764.26190972222
0.4,56764.262974537036
0.4,56764.26403935185
0.48,56764.26509259259
0.49,56764.26615740741
0.4,56764.26719907407
0.3,56764.26826388889
0.39,56764.26930555556
0.45,56764.270370370374
0.35,56764.27142361111
0.28,56764.272465277776
0.32,56764.273518518516
0.44,56764.27458333333
0.37,56764.27563657407
0.4,56764.27668981482
0.35,56764.27775462963
0.47,56764.278819444444
0.37,56764.27988425926
0.34,56764.2809837963
0.41,56764.28204861111
0.47,56764.283113425925
0.51,56764.28524305556
0.53,56764.286307870374
0.49,56764.28736111111
0.46,56764.28841435185
0.54,56764.28947916667
0.59,56764.29054398148
0.84,56764.291608796295
0.79,56764.29267361111
0.78,56764.29372685185
0.66,56764.29478009259
0.7,56764.29582175926
0.77,56764.296898148146
0.58,56764.297951388886
0.58,56764.2990162037
0.55,56764.30008101852
0.64,56764.30113425926
0.6,56764.30221064815
0.74,56764.3749537037
0.8,56764.37600694445
0.81,56764.37706018519
0.82,56764.378125
0.81,56764.37918981481
0.87,56764.38023148148
0.91,56764.381273148145
0.84,56764.38234953704
0.73,56764.38340277778
0.7,56764.38447916666
0.72,56764.38555555556
0.75,56764.386608796296
0.88,56764.38769675926
0.9,56764.38875
0.97,56764.389814814815
0.97,56764.390868055554
0.85,56764.39194444445
0.71,56764.39633101852
0.72,56764.39739583333
0.86,56764.39844907408
0.9,56764.4005787037
0.83,56764.40164351852
0.86,56764.402708333335
0.85,56764.40378472222
0.74,56764.40483796296
0.73,56764.40590277778
0.73,56764.40696759259
0.59,56764.40803240741
0.59,56764.41017361111
0.5,56764.46053240741
0.5,56764.461597222224
0.6,56764.46265046296
0.51,56764.4637037037
0.61,56764.46585648148
0.47,56764.467986111114
0.45,56764.46905092592
0.52,56764.47011574074
0.59,56764.47115740741
0.56,56764.472233796296
0.48,56764.47335648148
0.51,56764.47440972222
0.47,56764.475486111114
0.74,56764.47655092592
1.06,56764.47760416667
1.22,56764.478680555556
0.86,56764.47975694444
0.78,56764.48082175926
0.73,56764.48189814815
0.69,56764.48295138889
0.6,56764.48400462963
0.45,56764.48506944445
0.47,56764.48645833333
0.41,56764.48753472222
0.37,56764.488599537035
0.41,56764.48966435185
0.39,56764.49072916667
0.39,56764.49180555555
0.39,56764.49288194445
0.32,56764.49395833333
0.35,56764.49501157407
0.42,56764.49607638889
0.42,56764.497141203705
0.48,56764.49821759259
0.42,56764.49928240741
0.36,56764.50034722222
0.39,56764.501388888886
0.37,56764.502430555556
0.39,56764.503483796296
0.39,56764.50456018518
0.35,56764.505636574075
0.34,56764.506689814814
0.38,56764.507743055554
0.33,56764.50881944445
0.33,56764.50989583333
0.33,56764.51096064815
0.34,56764.512025462966
0.36,56764.51310185185
0.37,56764.514189814814
0.38,56764.51525462963
0.52,56764.51631944445
0.42,56764.517384259256
0.41,56764.51846064815
0.44,56764.51987268519
0.44,56764.52201388889
0.46,56764.52306712963
0.47,56764.524143518516
0.52,56764.52520833333
0.47,56764.52627314815
0.47,56764.527337962965
0.4,56764.53061342592
0.4,56764.53167824074
0.37,56764.532743055555
0.48,56764.53383101852
0.43,56764.53491898148
0.44,56764.53597222222
0.66,56764.53704861111
1.36,56764.538125
1.21,56764.539189814815
1.46,56764.5402662037
1.08,56764.541342592594
1.42,56764.54241898148
0.84,56764.54383101852
1.03,56764.544907407406
1.0,56764.5459837963
1.11,56764.54704861111
0.94,56764.548125
0.83,56764.54918981482
0.68,56764.5502662037
0.75,56764.55133101852
0.77,56764.552407407406
0.66,56764.55347222222
0.78,56764.55454861111
0.72,56764.555625
0.5,56764.55668981482
0.39,56764.55774305556
0.33,56764.55881944444
0.38,56764.559907407405
0.59,56764.56238425926
0.61,56764.56346064815
0.49,56764.56452546296
0.41,56764.56560185185
0.37,56764.566666666666
0.44,56764.567766203705
0.58,56764.56884259259
0.71,56764.569918981484
0.42,56764.57099537037
0.44,56764.572060185186
0.43,56764.57313657407
0.39,56764.574212962965
0.31,56764.57564814815
0.39,56764.57671296296
0.5,56764.57778935185
0.48,56764.57886574074
0.45,56764.57994212963
0.39,56764.58100694444
0.32,56764.58207175926
0.35,56764.583125
0.41,56764.58421296296
0.62,56764.58528935185
0.47,56764.586377314816
0.62,56764.5875
0.47,56764.58859953703
0.34,56764.5896875
0.52,56764.59075231481
0.58,56764.59181712963
0.46,56764.59289351852
0.5,56764.59396990741
0.93,56764.595046296294
0.65,56764.59611111111
0.43,56764.5971875
0.46,56764.59824074074
0.57,56764.59930555556
0.51,56764.60041666667
0.41,56764.601481481484
0.48,56764.60256944445
0.4,56764.60366898148
0.46,56764.60472222222
0.44,56764.605787037035
0.39,56764.60686342593
0.4,56764.607939814814
0.5,56764.60901620371
0.52,56764.61009259259
0.43,56764.611180555556
0.47,56764.61226851852
0.43,56764.613344907404
0.37,56764.6144212963
