mass,mjd
0.53,56767.254155092596
0.53,56767.255208333336
0.53,56767.25732638889
0.53,56767.2583912037
0.53,56767.25945601852
0.53,56767.26050925926
0.8,56767.26262731481
0.85,56767.26368055555
0.73,56767.2647337963
0.68,56767.26578703704
0.66,56767.266851851855
0.44,56767.26789351852
0.44,56767.268958333334
0.75,56767.27002314815
4.89,56767.27212962963
1.76,56767.273194444446
2.3,56767.27423611111
0.42,56767.2784375
0.37,56767.279502314814
0.24,56767.28055555555
0.35,56767.281643518516
0.48,56767.282685185186
0.7,56767.28375
0.69,56767.28480324074
0.85,56767.28586805556
0.54,56767.2869212963
0.76,56767.29219907407
0.8,56767.29326388889
0.64,56767.29430555556
0.54,56767.2953587963
0.71,56767.296435185184
0.78,56767.2975
0.72,56767.29855324074
0.72,56767.29960648148
0.72,56767.300671296296
0.72,56767.33540509259
1.0,56767.33645833333
0.8,56767.33752314815
1.0,56767.33865740741
0.89,56767.34079861111
1.11,56767.341875
0.89,56767.342939814815
0.99,56767.343993055554
0.86,56767.34505787037
0.91,56767.346134259256
0.74,56767.3471875
0.68,56767.34824074074
0.71,56767.34930555556
0.68,56767.35037037037
0.55,56767.35144675926
0.59,56767.3525
0.44,56767.35357638889
0.38,56767.35465277778
0.36,56767.355729166666
0.46,56767.356782407405
0.32,56767.35784722222
0.44,56767.35891203704
0.47,56767.359976851854
0.43,56767.36104166666
0.38,56767.36211805556
0.43,56767.36319444444
0.44,56767.36425925926
0.39,56767.36638888889
0.37,56767.36853009259
0.47,56767.36959490741
0.61,56767.370671296296
0.66,56767.37173611111
0.64,56767.3728125
0.66,56767.373877314814
0.64,56767.3749537037
0.7,56767.37604166667
0.68,56767.37709490741
0.66,56767.37819444444
0.63,56767.379270833335
0.59,56767.380324074074
0.66,56767.38138888889
0.53,56767.38245370371
0.67,56767.38354166667
0.52,56767.38701388889
0.48,56767.388078703705
0.42,56767.39021990741
0.43,56767.39127314815
0.4,56767.39232638889
0.06,56767.3933912037
0.77,56767.409583333334
0.23,56767.41064814815
0.22,56767.41170138889
0.25,56767.412777777776
0.16,56767.41385416667
0.19,56767.41491898148
0.12,56767.415983796294
0.35,56767.417083333334
0.49,56767.41814814815
0.56,56767.419224537036
0.23,56767.42028935185
0.23,56767.42135416667
0.06,56767.42244212963
0.12,56767.42457175926
0.17,56767.42563657407
0.22,56767.42668981481
0.19,56767.42775462963
3.71,56767.428819444445
0.19,56767.42988425926
0.23,56767.43094907407
0.28,56767.43201388889
0.3,56767.43309027778
0.18,56767.43414351852
0.07,56767.43565972222
1.55,56767.452881944446
3.95,56767.453935185185
4.39,56767.45649305556
1.5,56767.45778935185
3.33,56767.45929398148
0.68,56767.46037037037
0.58,56767.46142361111
0.11,56767.46251157407
0.68,56767.46362268519
0.38,56767.46469907407
0.38,56767.46575231481
0.42,56767.467673611114
0.42,56767.46875
1.25,56767.469814814816
1.11,56767.4708912037
0.36,56767.471967592595
0.52,56767.474340277775
0.52,56767.47541666667
0.56,56767.47755787037
0.38,56767.47864583333
0.6,56767.47969907407
1.31,56767.480775462966
0.55,56767.48185185185
0.5,56767.48292824074
0.48,56767.48399305555
0.27,56767.48505787037
0.27,56767.486979166664
0.78,56767.488032407404
0.54,56767.489120370374
0.5,56767.49018518518
0.52,56767.49125
0.64,56767.5371875
1.81,56767.53827546296
1.55,56767.539351851854
1.64,56767.54042824074
1.75,56767.5415162037
1.34,56767.542592592596
1.34,56767.54366898148
1.34,56767.54474537037
1.34,56767.54641203704
1.34,56767.55375
1.47,56767.555914351855
1.26,56767.55700231482
1.41,56767.55809027778
1.35,56767.559166666666
1.46,56767.56025462963
1.11,56767.56133101852
0.99,56767.563726851855
1.16,56767.56480324074
1.39,56767.5658912037
0.69,56767.56696759259
0.69,56767.569131944445
1.73,56767.57375
1.89,56767.574837962966
1.57,56767.576273148145
1.97,56767.5784375
1.68,56767.579513888886
1.68,56767.58060185185
1.68,56767.58167824074
