mass,mjd
0.46,56133.27326388889
0.37,56133.275347222225
0.99,56133.28827546296
0.85,56133.28931712963
0.71,56133.29137731482
0.42,56133.29864583333
0.31,56133.2996875
0.25,56133.300729166665
0.27,56133.30180555556
0.29,56133.308020833334
0.28,56133.31395833333
0.22,56133.314988425926
0.31,56133.31922453704
0.49,56133.32233796296
0.35,56133.32545138889
0.23,56133.328576388885
0.3,56133.3296875
0.27,56133.33594907408
0.29,56133.33907407407
0.23,56133.343298611115
0.23,56133.34850694444
0.18,56133.34956018518
0.46,56133.353854166664
0.24,56133.35810185185
0.11,56133.367581018516
0.1,56133.36966435185
0.34,56133.37608796296
0.4,56133.37712962963
0.47,56133.38134259259
0.29,56133.38238425926
0.28,56133.383425925924
0.36,56133.38872685185
0.53,56133.39083333333
0.38,56133.39293981482
0.32,56133.39623842593
0.36,56133.39833333333
0.27,56133.41238425926
0.33,56133.41446759259
0.23,56133.41657407407
0.3,56133.41763888889
0.24,56133.41868055556
0.25,56133.42078703704
0.27,56133.42920138889
0.3,56133.432442129626
0.24,56133.445497685185
0.16,56133.447604166664
0.27,56133.452939814815
0.27,56133.46034722222
0.16,56133.46244212963
0.22,56133.46834490741
0.34,56133.480046296296
0.31,56133.48851851852
0.22,56133.489583333336
0.35,56133.49380787037
0.21,56133.50025462963
0.27,56133.507743055554
0.29,56133.51775462963
0.31,56133.523125
0.5,56133.52957175926
0.45,56133.53804398148
0.59,56133.540289351855
0.48,56133.541354166664
0.3,56133.545590277776
0.74,56133.55097222222
0.34,56133.552037037036
0.52,56133.56267361111
0.39,56133.57974537037
0.29,56133.59743055556
0.58,56133.6028125
0.43,56133.60600694444
0.39,56133.60707175926
