dimm,mjd
0.44,56133.259675925925
0.45,56133.26278935185
0.5,56133.26383101852
0.44,56133.264872685184
0.7,56133.28586805556
0.6,56133.28896990741
0.67,56133.29
0.66,56133.291041666664
0.75,56133.292083333334
0.48,56133.29935185185
0.5,56133.3025
0.47,56133.30457175926
0.42,56133.30768518519
0.45,56133.30872685185
0.49,56133.31465277778
0.49,56133.319918981484
0.57,56133.32511574074
0.6,56133.326157407406
0.49,56133.33039351852
0.65,56133.336643518516
0.77,56133.337685185186
0.5,56133.34186342593
0.59,56133.34815972222
0.75,56133.35349537037
0.53,56133.35560185185
0.58,56133.35775462963
0.61,56133.35880787037
0.55,56133.364016203705
0.48,56133.36827546296
0.41,56133.370358796295
0.52,56133.37888888889
0.52,56133.38203703704
0.48,56133.389444444445
0.41,56133.39152777778
0.43,56133.392592592594
0.75,56133.397997685184
0.5,56133.400092592594
0.6,56133.40744212963
0.47,56133.408472222225
0.5,56133.41517361111
0.63,56133.416238425925
0.61,56133.417280092595
0.4,56133.418344907404
0.62,56133.421481481484
0.5,56133.42465277778
0.51,56133.42675925926
0.48,56133.43209490741
0.56,56133.43884259259
0.55,56133.4409375
0.51,56133.44199074074
0.82,56133.44515046296
0.42,56133.44724537037
0.48,56133.45041666667
0.51,56133.45259259259
0.79,56133.46
0.44,56133.467986111114
0.52,56133.469039351854
0.37,56133.47219907407
0.38,56133.474328703705
0.39,56133.47756944445
0.44,56133.478634259256
0.5,56133.4796875
0.49,56133.48179398148
0.55,56133.483923611115
0.57,56133.486030092594
0.42,56133.48923611111
0.6,56133.4955787037
0.37,56133.50738425926
0.33,56133.5084375
0.4,56133.50950231482
0.39,56133.51159722222
0.45,56133.51740740741
0.54,56133.52065972222
0.62,56133.52381944445
0.65,56133.52922453704
0.61,56133.530277777776
0.83,56133.536631944444
0.53,56133.53768518518
0.58,56133.54099537037
0.95,56133.55168981481
0.65,56133.555925925924
0.65,56133.55809027778
0.63,56133.55914351852
0.46,56133.56869212963
0.49,56133.57082175926
0.58,56133.57189814815
0.53,56133.58045138889
0.55,56133.58261574074
0.58,56133.58368055556
0.66,56133.58582175926
0.68,56133.58688657408
0.64,56133.60025462963
0.65,56133.6024537037
0.65,56133.604583333334
0.5,56133.60787037037
0.56,56133.626655092594
0.59,56133.62886574074
