dimm,mjd
0.99,57243.242789351854
1.13,57243.24383101852
0.87,57243.24486111111
0.91,57243.245891203704
0.95,57243.24690972222
0.98,57243.24793981481
0.81,57243.24896990741
0.72,57243.25
0.73,57243.25104166667
0.91,57243.252071759256
0.78,57243.253125
0.82,57243.254155092596
0.79,57243.25518518518
0.76,57243.25622685185
0.9,57243.257256944446
0.78,57243.25828703704
0.83,57243.25931712963
0.94,57243.26111111111
0.86,57243.262141203704
0.68,57243.26318287037
0.7,57243.26422453704
0.74,57243.26525462963
0.76,57243.26629629629
0.7,57243.26733796296
0.67,57243.268379629626
0.75,57243.26940972222
0.72,57243.27045138889
0.82,57243.27149305555
0.6,57243.27253472222
0.79,57243.273564814815
0.67,57243.27460648148
0.63,57243.27564814815
0.54,57243.277719907404
0.49,57243.27875
0.54,57243.27979166667
0.74,57243.28082175926
0.53,57243.281863425924
0.71,57243.28289351852
0.77,57243.28394675926
0.65,57243.28497685185
0.74,57243.28601851852
0.5,57243.28810185185
0.48,57243.28915509259
0.66,57243.29019675926
0.66,57243.291238425925
0.77,57243.29484953704
0.7,57243.29693287037
0.71,57243.29796296296
1.04,57243.29900462963
0.77,57243.300046296295
0.69,57243.30107638889
0.69,57243.30211805556
0.89,57243.303148148145
0.86,57243.304189814815
0.87,57243.30521990741
0.67,57243.30626157407
0.92,57243.30730324074
0.59,57243.308344907404
0.57,57243.309386574074
0.74,57243.310428240744
0.91,57243.31146990741
0.54,57243.3125
0.69,57243.31355324074
0.79,57243.31460648148
0.78,57243.31564814815
0.92,57243.31667824074
0.62,57243.31773148148
0.76,57243.318773148145
0.58,57243.319814814815
0.63,57243.32084490741
0.89,57243.322916666664
0.55,57243.323969907404
0.8,57243.32606481481
0.66,57243.32710648148
0.8,57243.32813657408
0.73,57243.32917824074
0.78,57243.33023148148
0.65,57243.33127314815
0.55,57243.337013888886
0.55,57243.338055555556
0.52,57243.33909722222
0.58,57243.34013888889
0.58,57243.341203703705
0.53,57243.34224537037
0.44,57243.3443287037
0.53,57243.34537037037
0.62,57243.34642361111
0.54,57243.34746527778
0.56,57243.34850694444
0.62,57243.34956018518
0.47,57243.35061342592
0.59,57243.35165509259
0.61,57243.35270833333
0.42,57243.35375
0.64,57243.35480324074
0.77,57243.35585648148
0.66,57243.356886574074
0.35,57243.35795138889
0.63,57243.35900462963
0.65,57243.36004629629
0.67,57243.36109953704
0.59,57243.36215277778
0.73,57243.36320601852
0.52,57243.36424768518
0.86,57243.36530092593
0.66,57243.36634259259
0.76,57243.36739583333
0.64,57243.3684375
0.66,57243.36949074074
0.64,57243.37054398148
0.69,57243.37159722222
0.88,57243.37265046296
0.54,57243.3747337963
0.42,57243.37578703704
0.42,57243.3768287037
0.84,57243.37893518519
0.8,57243.37998842593
0.73,57243.38103009259
0.83,57243.38208333333
0.84,57243.383125
0.73,57243.38523148148
1.07,57243.38628472222
0.83,57243.38732638889
0.54,57243.38837962963
0.49,57243.38943287037
0.48,57243.390497685185
0.69,57243.391539351855
0.67,57243.39258101852
0.72,57243.39363425926
0.69,57243.3946875
0.62,57243.39575231481
0.8,57243.39679398148
0.87,57243.397824074076
0.77,57243.39886574074
0.84,57243.399930555555
0.55,57243.400972222225
0.6,57243.402025462965
0.48,57243.40306712963
0.47,57243.40412037037
0.64,57243.405185185184
0.49,57243.40623842592
0.63,57243.40729166667
0.44,57243.40834490741
0.42,57243.40939814815
0.55,57243.41045138889
0.42,57243.41150462963
0.57,57243.41253472222
0.51,57243.41359953704
0.69,57243.41465277778
0.62,57243.41570601852
0.5,57243.41675925926
0.64,57243.4178125
0.5,57243.41886574074
0.65,57243.41991898148
0.63,57243.420960648145
0.57,57243.42202546296
0.44,57243.42306712963
0.51,57243.42412037037
0.62,57243.42518518519
0.51,57243.431180555555
0.49,57243.433275462965
0.42,57243.434328703705
0.5,57243.435381944444
0.49,57243.436435185184
0.51,57243.43748842592
0.46,57243.43855324074
0.37,57243.43959490741
0.37,57243.44064814815
0.43,57243.44170138889
0.38,57243.44275462963
0.39,57243.4437962963
0.4,57243.44484953704
0.4,57243.4458912037
0.37,57243.44694444445
0.4,57243.44799768519
0.41,57243.44905092593
0.4,57243.450104166666
0.5,57243.45116898148
0.34,57243.452210648145
0.29,57243.45327546296
0.34,57243.4543287037
0.53,57243.45537037037
0.58,57243.45747685185
0.39,57243.45853009259
0.35,57243.45958333334
0.4,57243.46063657408
0.51,57243.461689814816
0.52,57243.462743055556
0.47,57243.463784722226
0.47,57243.464837962965
0.44,57243.465902777774
0.54,57243.46695601852
0.47,57243.46800925926
0.39,57243.4690625
0.32,57243.47011574074
0.33,57243.47116898148
0.4,57243.47222222222
0.34,57243.473287037035
0.41,57243.474328703705
0.38,57243.475381944445
0.35,57243.476435185185
0.31,57243.4775
0.33,57243.47855324074
0.33,57243.47959490741
0.34,57243.48065972222
0.35,57243.48171296297
0.37,57243.48275462963
0.39,57243.48380787037
0.34,57243.485914351855
0.4,57243.486967592595
0.42,57243.488020833334
0.38,57243.489074074074
0.46,57243.49013888889
0.43,57243.49119212963
0.42,57243.49224537037
0.65,57243.49329861111
0.81,57243.49435185185
0.77,57243.495405092595
0.67,57243.496469907404
0.68,57243.497511574074
0.9,57243.498564814814
0.87,57243.49962962963
0.72,57243.50068287037
0.75,57243.501747685186
0.74,57243.502800925926
0.67,57243.503842592596
0.56,57243.504907407405
0.69,57243.505960648145
0.57,57243.50702546296
0.55,57243.5080787037
0.59,57243.510196759256
0.49,57243.51125
0.48,57243.51231481481
0.47,57243.51335648148
0.47,57243.51443287037
0.39,57243.51548611111
0.44,57243.516550925924
0.48,57243.517604166664
0.45,57243.51865740741
0.49,57243.51972222222
0.4,57243.520787037036
0.36,57243.521840277775
0.42,57243.522893518515
0.43,57243.52395833333
0.4,57243.52501157407
0.43,57243.52607638889
0.43,57243.52712962963
0.41,57243.528182870374
0.35,57243.52924768518
0.43,57243.53030092592
0.43,57243.53136574074
0.41,57243.53241898148
0.43,57243.533483796295
0.62,57243.534537037034
0.58,57243.53560185185
0.56,57243.53665509259
0.55,57243.53770833334
0.48,57243.538773148146
0.57,57243.539826388886
0.82,57243.5408912037
0.74,57243.54194444444
0.65,57243.54300925926
0.78,57243.544074074074
0.66,57243.54513888889
0.65,57243.54620370371
0.52,57243.547268518516
0.71,57243.54833333333
0.65,57243.54938657407
