dimm,mjd
0.52,57242.24204861111
0.66,57242.24309027778
0.6,57242.244108796294
0.58,57242.245162037034
0.72,57242.246203703704
0.61,57242.2472337963
0.49,57242.24826388889
0.51,57242.24930555555
0.58,57242.25033564815
0.54,57242.25135416666
0.59,57242.252384259256
0.82,57242.25342592593
0.87,57242.25445601852
0.87,57242.25548611111
0.95,57242.256527777776
0.71,57242.25755787037
0.73,57242.2596412037
0.63,57242.26167824074
0.49,57242.262708333335
0.48,57242.26373842593
0.49,57242.26478009259
0.48,57242.26582175926
0.53,57242.26684027778
0.61,57242.26789351852
0.48,57242.26893518519
0.46,57242.269953703704
0.36,57242.271006944444
0.33,57242.272048611114
0.34,57242.27307870371
0.47,57242.27410879629
0.54,57242.27515046296
0.66,57242.27618055556
0.61,57242.27722222222
0.66,57242.27825231481
0.62,57242.27929398148
0.6,57242.280335648145
0.65,57242.28239583333
0.68,57242.28344907407
0.68,57242.284479166665
0.7,57242.285520833335
0.67,57242.28655092593
0.59,57242.28759259259
0.8,57242.28863425926
0.64,57242.289664351854
0.54,57242.29070601852
0.57,57242.29280092593
0.63,57242.29383101852
0.72,57242.29488425926
0.59,57242.29591435185
0.61,57242.296956018516
0.57,57242.29798611111
0.55,57242.29902777778
0.66,57242.301099537035
1.08,57242.30212962963
0.93,57242.30318287037
0.91,57242.30422453704
1.34,57242.30525462963
0.6,57242.310740740744
0.57,57242.31178240741
0.62,57242.31387731482
0.54,57242.31491898148
0.53,57242.31596064815
0.45,57242.317025462966
0.64,57242.31806712963
0.67,57242.31909722222
0.5,57242.32013888889
0.63,57242.32119212963
0.75,57242.323275462964
0.75,57242.324328703704
0.8,57242.3253587963
0.88,57242.32640046296
0.9,57242.32744212963
0.62,57242.32848379629
0.88,57242.32953703704
0.7,57242.33056712963
0.85,57242.33162037037
0.92,57242.332662037035
0.75,57242.333715277775
0.79,57242.334756944445
0.95,57242.340520833335
1.08,57242.3415625
0.94,57242.34260416667
1.09,57242.34365740741
0.93,57242.34469907408
0.9,57242.34574074074
0.72,57242.34782407407
1.17,57242.34887731481
0.8,57242.34991898148
1.1,57242.35097222222
0.9,57242.352002314816
0.83,57242.353055555555
1.05,57242.354108796295
0.81,57242.355150462965
0.94,57242.35619212963
0.98,57242.35724537037
1.02,57242.35828703704
0.79,57242.35934027778
0.75,57242.36038194445
1.02,57242.36143518519
1.0,57242.362488425926
0.67,57242.363530092596
1.14,57242.36457175926
1.12,57242.365625
1.05,57242.36666666667
0.73,57242.36771990741
0.64,57242.36877314815
0.52,57242.36981481482
0.47,57242.37085648148
0.42,57242.37190972222
0.71,57242.37295138889
0.59,57242.37399305555
0.81,57242.37609953704
0.77,57242.3771412037
0.49,57242.37819444444
0.59,57242.37923611111
0.82,57242.38028935185
0.8,57242.38133101852
1.11,57242.38238425926
1.13,57242.384467592594
0.89,57242.38550925926
0.73,57242.3865625
0.93,57242.38761574074
0.89,57242.38866898148
0.7,57242.389710648145
0.69,57242.39074074074
0.89,57242.39179398148
0.76,57242.39283564815
0.79,57242.39388888889
0.88,57242.39493055556
0.97,57242.3959837963
0.93,57242.39703703704
0.92,57242.39809027778
0.88,57242.39913194445
0.82,57242.400185185186
0.75,57242.40122685185
1.1,57242.40226851852
0.74,57242.40332175926
0.55,57242.404375
0.47,57242.40542824074
0.57,57242.406481481485
0.61,57242.407534722224
0.55,57242.40857638889
0.59,57242.40962962963
0.78,57242.41068287037
0.6,57242.411724537036
0.67,57242.41278935185
0.65,57242.41384259259
0.65,57242.41594907407
0.53,57242.41700231482
0.67,57242.41805555556
0.7,57242.4191087963
0.69,57242.42015046296
0.7,57242.42120370371
0.66,57242.42225694445
0.64,57242.423310185186
0.65,57242.424363425926
0.69,57242.425405092596
0.62,57242.426458333335
0.56,57242.4275
0.61,57242.43361111111
0.46,57242.43466435185
0.59,57242.43571759259
0.6,57242.43675925926
0.47,57242.43782407408
0.45,57242.43887731482
0.46,57242.43991898148
0.53,57242.44097222222
0.54,57242.44204861111
0.62,57242.44310185185
0.78,57242.44414351852
0.71,57242.44519675926
0.61,57242.446238425924
0.67,57242.447291666664
0.68,57242.448333333334
0.49,57242.449375
0.62,57242.45042824074
0.66,57242.451469907406
0.62,57242.45253472222
0.72,57242.453564814816
0.66,57242.454976851855
0.49,57242.45601851852
0.59,57242.45707175926
0.61,57242.458125
0.62,57242.45916666667
0.47,57242.46021990741
0.58,57242.46126157408
0.48,57242.462326388886
0.65,57242.46337962963
0.44,57242.464421296296
0.58,57242.465474537035
0.53,57242.46653935185
0.59,57242.46759259259
0.55,57242.46863425926
0.45,57242.4696875
0.6,57242.47074074074
0.61,57242.47180555556
0.48,57242.472858796296
0.47,57242.473912037036
0.48,57242.474965277775
0.61,57242.47603009259
0.57,57242.47708333333
0.58,57242.47814814815
0.53,57242.47918981482
0.49,57242.48024305556
0.51,57242.481307870374
0.68,57242.48234953704
0.6,57242.483402777776
0.4,57242.484456018516
0.64,57242.48552083333
0.59,57242.48657407407
0.52,57242.48868055556
0.67,57242.489756944444
0.5,57242.490798611114
0.47,57242.49185185185
0.57,57242.49291666667
0.63,57242.49396990741
0.56,57242.49501157407
0.58,57242.496087962965
0.63,57242.497141203705
0.72,57242.49821759259
0.6,57242.49925925926
0.53,57242.50032407408
0.6,57242.50137731482
0.62,57242.502430555556
0.63,57242.503483796296
0.53,57242.50454861111
0.7,57242.50664351852
0.54,57242.50770833333
0.54,57242.50877314815
0.5,57242.50982638889
0.48,57242.510879629626
0.53,57242.51193287037
0.5,57242.51300925926
0.43,57242.51405092593
0.43,57242.51511574074
0.53,57242.51615740741
0.49,57242.517222222225
0.52,57242.518275462964
0.63,57242.519328703704
0.58,57242.52040509259
0.64,57242.52144675926
0.68,57242.522511574076
0.67,57242.52355324074
0.71,57242.524618055555
0.83,57242.52568287037
0.59,57242.52674768519
0.6,57242.52780092593
0.66,57242.52885416667
0.56,57242.52991898148
0.6,57242.5309837963
0.59,57242.53203703704
0.58,57242.533101851855
0.74,57242.534166666665
0.65,57242.535219907404
0.68,57242.53628472222
0.68,57242.53734953704
0.7,57242.53839120371
0.68,57242.53946759259
0.74,57242.54052083333
0.81,57242.54157407407
0.83,57242.54263888889
0.66,57242.54369212963
0.72,57242.544756944444
0.85,57242.54582175926
0.79,57242.54688657408
0.73,57242.54902777778
0.79,57242.55008101852
0.75,57242.551145833335
0.71,57242.55222222222
0.76,57242.556238425925
0.71,57242.55730324074
0.7,57242.55835648148
0.79,57242.559432870374
0.77,57242.56048611111
0.85,57242.5615625
0.71,57242.56366898148
0.71,57242.564733796295
0.66,57242.56581018519
0.59,57242.56686342593
0.59,57242.56793981481
0.51,57242.56900462963
0.68,57242.57005787037
0.7,57242.57111111111
0.65,57242.572175925925
0.55,57242.57325231482
0.51,57242.57431712963
0.6,57242.57538194444
0.44,57242.57644675926
0.61,57242.577511574076
0.5,57242.578576388885
0.54,57242.5796412037
0.48,57242.58069444444
0.6,57242.58175925926
0.58,57242.5828125
0.52,57242.58388888889
0.6,57242.58495370371
0.57,57242.58604166667
0.62,57242.58715277778
0.65,57242.588217592594
0.64,57242.58935185185
0.52,57242.59040509259
0.88,57242.591469907406
1.09,57242.59253472222
0.72,57242.59358796296
0.56,57242.5946412037
0.76,57242.595717592594
0.84,57242.59678240741
0.75,57242.59784722222
0.96,57242.59890046297
0.73,57242.59997685185
0.65,57242.60104166667
0.57,57242.602106481485
0.63,57242.603171296294
0.66,57242.60423611111
0.55,57242.60530092593
0.58,57242.606354166666
0.56,57242.60741898148
0.64,57242.6084837963
0.65,57242.60954861111
0.43,57242.610613425924
0.58,57242.61167824074
0.5,57242.61277777778
0.58,57242.61440972222
0.51,57242.61547453704
0.59,57242.61653935185
0.64,57242.61760416667
0.65,57242.61865740741
0.66,57242.619733796295
0.64,57242.62079861111
0.7,57242.62185185185
0.56,57242.622928240744
0.74,57242.62398148148
0.86,57242.626122685186
1.1,57242.6271875
0.84,57242.62825231482
0.78,57242.62931712963
0.81,57242.630381944444
0.66,57242.63144675926
0.68,57242.63251157408
0.58,57242.63358796296
