mass,mjd
0.23,57244.260775462964
0.2,57244.26180555556
0.22,57244.26284722222
0.17,57244.26699074074
0.07,57244.26803240741
0.15,57244.2690625
0.24,57244.272210648145
0.22,57244.27327546296
0.66,57244.27429398148
0.31,57244.27533564815
0.28,57244.27637731482
0.39,57244.27743055556
0.61,57244.27846064815
0.66,57244.279490740744
0.49,57244.28053240741
0.49,57244.28157407408
0.27,57244.28260416666
0.3,57244.283634259256
0.42,57244.2846875
0.3,57244.28673611111
0.15,57244.287777777776
0.3,57244.288819444446
0.18,57244.2908912037
0.07,57244.29194444444
0.16,57244.29298611111
0.28,57244.294027777774
0.17,57244.29505787037
0.22,57244.296111111114
0.35,57244.29715277778
0.12,57244.29922453704
0.27,57244.30025462963
0.36,57244.30130787037
0.38,57244.30233796296
0.45,57244.30337962963
0.45,57244.30443287037
0.31,57244.30546296296
0.15,57244.3065162037
0.3,57244.307546296295
0.16,57244.308587962965
0.63,57244.30962962963
0.26,57244.3106712963
0.17,57244.31172453704
0.25,57244.31275462963
0.36,57244.313796296294
0.21,57244.314837962964
0.42,57244.31586805556
0.39,57244.31690972222
0.26,57244.31795138889
0.18,57244.31899305555
0.29,57244.323171296295
0.39,57244.324212962965
0.22,57244.32525462963
0.12,57244.3262962963
0.22,57244.32732638889
0.17,57244.32837962963
0.15,57244.33530092592
0.17,57244.336331018516
0.14,57244.33736111111
0.16,57244.33840277778
0.19,57244.33945601852
0.16,57244.34048611111
0.15,57244.341527777775
0.15,57244.34258101852
0.18,57244.34361111111
0.16,57244.34465277778
0.17,57244.34570601852
0.17,57244.34675925926
0.2,57244.34778935185
0.19,57244.34884259259
0.22,57244.34988425926
0.17,57244.3509375
0.21,57244.35197916667
0.21,57244.35302083333
0.26,57244.35408564815
0.29,57244.355150462965
0.33,57244.35619212963
0.29,57244.3572337963
0.23,57244.35828703704
0.2,57244.3593287037
0.22,57244.36038194445
0.21,57244.36142361111
0.22,57244.3624537037
0.18,57244.36350694444
0.18,57244.36456018518
0.17,57244.36665509259
0.15,57244.36770833333
0.14,57244.369791666664
0.14,57244.370844907404
0.12,57244.37189814815
0.12,57244.37295138889
0.09,57244.37399305555
0.13,57244.37608796296
0.13,57244.3771412037
0.11,57244.37818287037
0.08,57244.37923611111
0.18,57244.380277777775
0.1,57244.381319444445
0.1,57244.382361111115
0.1,57244.383414351854
0.14,57244.38445601852
0.2,57244.38550925926
0.17,57244.38657407407
0.12,57244.387604166666
0.13,57244.388645833336
0.12,57244.389710648145
0.12,57244.39076388889
0.16,57244.391805555555
0.15,57244.392847222225
0.09,57244.39496527778
0.11,57244.39706018518
0.14,57244.39810185185
0.1,57244.399143518516
0.1,57244.400196759256
0.1,57244.40125
0.11,57244.403333333335
0.11,57244.404386574075
0.11,57244.405439814815
0.1,57244.406493055554
0.09,57244.407534722224
0.16,57244.408587962964
0.13,57244.4096412037
0.1,57244.41068287037
0.07,57244.41173611111
0.09,57244.41280092593
0.11,57244.41384259259
0.11,57244.41490740741
0.1,57244.41594907407
0.15,57244.41805555556
0.16,57244.41915509259
0.19,57244.42020833334
0.22,57244.421261574076
0.21,57244.42744212963
0.19,57244.43268518519
0.24,57244.43373842593
0.15,57244.43582175926
0.11,57244.43900462963
0.16,57244.44005787037
0.06,57244.444236111114
0.11,57244.44530092592
0.15,57244.44635416667
0.07,57244.45054398148
0.19,57244.45297453704
0.16,57244.45508101852
0.11,57244.46034722222
0.26,57244.463483796295
0.15,57244.465625
0.27,57244.46666666667
0.08,57244.46806712963
0.23,57244.46912037037
0.14,57244.47015046296
0.27,57244.4712037037
0.16,57244.47436342593
0.12,57244.47541666667
0.07,57244.48385416667
0.12,57244.48489583333
0.14,57244.48700231482
0.22,57244.48806712963
0.13,57244.49650462963
0.09,57244.497569444444
0.19,57244.502858796295
0.08,57244.50707175926
0.07,57244.508125
0.07,57244.513819444444
0.11,57244.514872685184
0.19,57244.51592592592
0.14,57244.51699074074
0.15,57244.51804398148
0.22,57244.51909722222
0.11,57244.520162037035
0.1,57244.521215277775
0.24,57244.52332175926
0.19,57244.52648148148
0.17,57244.52753472222
0.21,57244.53704861111
0.25,57244.53811342592
0.2,57244.53917824074
0.07,57244.54023148148
0.09,57244.541296296295
0.18,57244.542337962965
0.16,57244.54340277778
