dimm,mjd
0.66,57511.23905092593
0.63,57511.24008101852
0.62,57511.241111111114
0.62,57511.2421412037
0.73,57511.24317129629
0.7,57511.24421296296
0.61,57511.24524305556
0.62,57511.24627314815
0.71,57511.24730324074
0.76,57511.248344907406
0.63,57511.249375
0.68,57511.25040509259
0.64,57511.251435185186
0.63,57511.2524537037
0.72,57511.253483796296
0.64,57511.255277777775
0.51,57511.25994212963
0.54,57511.26097222222
0.57,57511.26201388889
0.53,57511.26305555556
0.53,57511.264085648145
0.55,57511.265127314815
0.66,57511.272939814815
0.61,57511.273981481485
0.67,57511.27502314815
0.61,57511.27605324074
0.77,57511.277094907404
0.63,57511.279178240744
0.65,57511.28021990741
0.69,57511.28230324074
0.53,57511.28334490741
0.61,57511.28439814815
0.71,57511.28648148148
0.72,57511.287523148145
0.64,57511.288564814815
0.58,57511.29063657407
0.62,57511.292719907404
0.67,57511.293761574074
0.67,57511.294803240744
0.64,57511.29584490741
0.6,57511.29688657408
0.61,57511.29792824074
0.62,57511.29896990741
0.56,57511.3
0.76,57511.30105324074
0.6,57511.302094907405
0.72,57511.303136574075
0.66,57511.30416666667
0.75,57511.305231481485
0.59,57511.30627314815
0.73,57511.30730324074
0.76,57511.308344907404
0.58,57511.30939814815
0.55,57511.310428240744
0.7,57511.31146990741
0.73,57511.31251157408
0.66,57511.313564814816
0.55,57511.31460648148
0.57,57511.31563657407
0.69,57511.31668981481
0.54,57511.317719907405
0.76,57511.318761574075
0.53,57511.319814814815
0.55,57511.320856481485
0.49,57511.32189814815
0.46,57511.32293981482
0.6,57511.32398148148
0.49,57511.325011574074
0.45,57511.32606481481
0.43,57511.32710648148
0.44,57511.32815972222
0.44,57511.329201388886
0.42,57511.330243055556
0.33,57511.33128472222
0.32,57511.33232638889
0.42,57511.33440972222
0.48,57511.33546296296
0.36,57511.3365162037
0.32,57511.33755787037
0.33,57511.338587962964
0.37,57511.339641203704
0.38,57511.3406712963
0.42,57511.34172453704
0.42,57511.342777777776
0.45,57511.34486111111
0.43,57511.34591435185
0.49,57511.34695601852
0.57,57511.34799768519
0.29,57511.35228009259
0.36,57511.353321759256
0.37,57511.355416666665
0.34,57511.357511574075
0.29,57511.35890046296
0.33,57511.3599537037
0.44,57511.360983796294
0.29,57511.362025462964
0.36,57511.36341435185
0.36,57511.36445601852
0.32,57511.36655092592
0.32,57511.36863425926
0.3,57511.370729166665
0.36,57511.371782407405
0.33,57511.372824074075
0.32,57511.37386574074
0.32,57511.37490740741
0.29,57511.37701388889
0.29,57511.37804398148
0.29,57511.37909722222
0.29,57511.38119212963
0.26,57511.38224537037
0.26,57511.38328703704
0.24,57511.38434027778
0.27,57511.38539351852
0.33,57511.38643518519
0.27,57511.38748842593
0.32,57511.388553240744
0.31,57511.390648148146
0.43,57511.392743055556
0.37,57511.39378472222
0.32,57511.394837962966
0.31,57511.39587962963
0.34,57511.39693287037
0.38,57511.39902777778
0.36,57511.40006944445
0.39,57511.40112268519
0.39,57511.40321759259
0.4,57511.4053125
0.37,57511.40636574074
0.37,57511.40741898148
0.4,57511.408472222225
0.46,57511.40951388889
0.38,57511.41056712963
0.41,57511.41162037037
0.41,57511.412673611114
0.35,57511.41372685185
0.37,57511.414768518516
0.36,57511.415821759256
0.45,57511.416863425926
0.4,57511.41792824074
0.45,57511.418969907405
0.47,57511.420023148145
0.42,57511.42108796296
0.4,57511.42212962963
0.44,57511.42318287037
0.4,57511.42423611111
0.44,57511.42528935185
0.48,57511.42634259259
0.39,57511.427407407406
0.53,57511.428449074076
0.43,57511.42951388889
0.61,57511.430555555555
0.52,57511.431608796294
0.39,57511.43267361111
0.39,57511.43371527778
0.46,57511.43476851852
0.49,57511.43582175926
0.59,57511.43686342592
0.65,57511.43791666667
0.43,57511.44002314815
0.49,57511.44107638889
0.5,57511.44211805556
0.58,57511.44318287037
0.55,57511.444236111114
0.52,57511.445289351854
0.57,57511.44633101852
0.48,57511.447384259256
0.62,57511.44844907407
0.62,57511.44949074074
0.49,57511.45054398148
0.67,57511.45159722222
0.56,57511.45265046296
0.7,57511.45371527778
0.48,57511.45476851852
0.57,57511.45581018519
0.46,57511.456875
0.39,57511.45792824074
0.32,57511.458969907406
0.42,57511.46003472222
0.33,57511.46109953704
0.5,57511.46215277778
0.48,57511.46320601852
0.47,57511.46425925926
0.51,57511.46637731481
0.54,57511.46847222222
0.37,57511.47059027778
0.32,57511.47268518519
0.39,57511.47373842593
0.44,57511.47479166667
0.61,57511.47690972222
0.57,57511.47796296296
0.48,57511.4790162037
0.51,57511.48006944444
0.4,57511.48112268518
0.48,57511.4821875
0.41,57511.48324074074
0.35,57511.486493055556
0.31,57511.48861111111
0.36,57511.48966435185
0.31,57511.49072916667
