dimm,mjd
0.61,57525.25115740741
0.58,57525.253217592595
0.61,57525.254270833335
0.56,57525.25530092593
0.63,57525.25634259259
0.68,57525.257372685184
0.61,57525.2583912037
0.55,57525.26016203704
0.48,57525.26118055556
0.66,57525.26222222222
0.75,57525.26431712963
0.95,57525.265335648146
0.77,57525.26636574074
0.79,57525.26740740741
0.71,57525.26844907407
0.92,57525.269479166665
0.76,57525.270520833335
0.64,57525.271574074075
0.78,57525.27261574074
0.76,57525.27363425926
0.92,57525.2746875
0.69,57525.275717592594
0.65,57525.27675925926
0.63,57525.27780092593
0.55,57525.27884259259
0.61,57525.27988425926
0.59,57525.2809375
0.64,57525.28197916667
0.54,57525.283009259256
0.54,57525.2840625
0.49,57525.285092592596
0.49,57525.28613425926
0.45,57525.2871875
0.45,57525.28821759259
0.44,57525.28925925926
0.42,57525.2903125
0.43,57525.291354166664
0.42,57525.292395833334
0.41,57525.2934375
0.42,57525.294490740744
0.38,57525.29552083334
0.39,57525.2965625
0.4,57525.29759259259
0.38,57525.298634259256
0.41,57525.2996875
0.4,57525.300729166665
0.42,57525.301770833335
0.38,57525.30280092593
0.41,57525.30384259259
0.41,57525.30488425926
0.4,57525.305914351855
0.4,57525.306967592594
0.41,57525.30800925926
0.4,57525.30905092593
0.44,57525.31008101852
0.38,57525.31428240741
0.42,57525.3153125
0.41,57525.316354166665
0.43,57525.317395833335
0.43,57525.31842592593
0.44,57525.31946759259
0.4,57525.32050925926
0.42,57525.3215625
0.38,57525.322592592594
0.44,57525.32363425926
0.49,57525.32467592593
0.51,57525.32571759259
0.46,57525.32675925926
0.39,57525.32778935185
0.41,57525.32884259259
0.43,57525.329884259256
0.41,57525.33091435185
0.5,57525.33300925926
0.45,57525.3340625
0.37,57525.33510416667
0.51,57525.33614583333
0.43,57525.337175925924
0.49,57525.338229166664
0.5,57525.339270833334
0.42,57525.34032407407
0.4,57525.34135416667
0.54,57525.34240740741
0.48,57525.3434375
0.48,57525.34447916667
0.44,57525.34553240741
0.37,57525.34657407407
0.4,57525.34761574074
0.43,57525.348657407405
0.43,57525.349699074075
0.51,57525.35074074074
0.48,57525.351793981485
0.5,57525.35282407407
0.48,57525.35387731482
0.54,57525.35491898148
0.4,57525.35596064815
0.54,57525.35804398148
0.46,57525.35909722222
0.48,57525.360138888886
0.46,57525.361180555556
0.47,57525.362233796295
0.5,57525.363287037035
0.5,57525.36431712963
0.54,57525.36537037037
0.49,57525.36641203704
0.56,57525.36746527778
0.62,57525.36850694445
0.58,57525.36956018519
0.55,57525.37059027778
0.54,57525.37164351852
0.62,57525.37268518518
0.59,57525.37478009259
0.63,57525.37582175926
0.56,57525.376851851855
0.52,57525.377905092595
0.51,57525.378958333335
0.52,57525.38
0.53,57525.38104166667
0.66,57525.38209490741
0.64,57525.38313657408
0.61,57525.38452546296
0.51,57525.3855787037
0.6,57525.38662037037
0.56,57525.388703703706
0.57,57525.389756944445
0.64,57525.39079861111
0.56,57525.39184027778
0.48,57525.39288194444
0.55,57525.39392361111
0.48,57525.39496527778
0.51,57525.39601851852
0.63,57525.39706018518
0.57,57525.39811342592
0.54,57525.399143518516
0.63,57525.400196759256
0.52,57525.401238425926
0.62,57525.40230324074
0.66,57525.40335648148
0.58,57525.404398148145
0.53,57525.40545138889
0.66,57525.40650462963
0.53,57525.40755787037
0.54,57525.40859953704
0.56,57525.40965277778
0.53,57525.41070601852
0.52,57525.412083333336
0.6,57525.413125
0.58,57525.41523148148
0.55,57525.41732638889
0.56,57525.4194212963
0.5,57525.42047453704
0.57,57525.42153935185
0.55,57525.422581018516
0.5,57525.423634259256
0.54,57525.4246875
0.45,57525.42574074074
0.46,57525.426770833335
0.41,57525.427835648145
0.38,57525.428877314815
0.44,57525.430983796294
0.54,57525.432025462964
0.49,57525.4330787037
0.5,57525.43413194444
0.55,57525.43517361111
0.43,57525.43622685185
0.45,57525.43728009259
0.43,57525.43833333333
0.47,57525.439375
0.53,57525.440416666665
0.49,57525.441469907404
0.47,57525.443564814814
0.45,57525.44461805555
0.47,57525.447962962964
0.49,57525.44902777778
0.55,57525.45008101852
0.5,57525.45113425926
0.56,57525.4521875
0.45,57525.45324074074
0.48,57525.45429398148
0.42,57525.45533564815
0.47,57525.45638888889
0.5,57525.457453703704
0.51,57525.458506944444
0.45,57525.45956018518
0.5,57525.46061342592
0.6,57525.46166666667
0.52,57525.46271990741
0.47,57525.46376157407
0.54,57525.46482638889
0.46,57525.46587962963
0.52,57525.46693287037
0.49,57525.467997685184
0.61,57525.4690625
0.47,57525.47011574074
0.51,57525.471180555556
0.5,57525.47222222222
0.5,57525.473275462966
0.46,57525.474328703705
0.48,57525.47539351852
0.55,57525.477488425924
0.55,57525.478541666664
0.5,57525.47959490741
0.47,57525.48064814815
0.53,57525.48170138889
0.51,57525.482766203706
0.51,57525.48380787037
0.5,57525.48486111111
0.57,57525.485925925925
0.61,57525.48699074074
0.5,57525.488032407404
0.65,57525.48908564815
0.59,57525.49013888889
0.52,57525.49119212963
0.53,57525.49224537037
0.49,57525.49329861111
0.67,57525.494363425925
0.54,57525.49542824074
0.54,57525.496469907404
0.54,57525.49753472222
0.54,57525.49858796296
0.53,57525.49964120371
0.51,57525.500706018516
0.57,57525.501759259256
0.63,57525.5028125
0.62,57525.50387731481
0.47,57525.50494212963
0.53,57525.506006944444
0.49,57525.507060185184
0.5,57525.508125
0.59,57525.50916666666
0.6,57525.51023148148
0.59,57525.511296296296
0.54,57525.512349537035
0.52,57525.513391203705
0.64,57525.51445601852
0.52,57525.51550925926
0.56,57525.5165625
0.54,57525.51762731482
0.51,57525.518692129626
0.55,57525.52079861111
0.49,57525.521886574075
0.47,57525.52295138889
0.49,57525.52400462963
0.57,57525.52505787037
0.65,57525.52613425926
0.68,57525.52719907407
0.66,57525.52824074074
0.6,57525.52930555555
0.46,57525.53037037037
0.63,57525.531435185185
0.6,57525.532488425924
0.5,57525.533541666664
0.6,57525.53460648148
0.61,57525.53564814815
0.61,57525.53671296296
0.5,57525.53778935185
0.62,57525.53885416667
0.55,57525.53991898148
0.5,57525.540972222225
0.58,57525.54209490741
0.58,57525.54315972222
0.57,57525.54421296297
0.61,57525.545277777775
0.41,57525.54634259259
0.55,57525.54739583333
0.59,57525.5484375
0.61,57525.54949074074
0.63,57525.55055555556
0.61,57525.55415509259
0.65,57525.55521990741
0.65,57525.55627314815
0.71,57525.570601851854
0.65,57525.57165509259
0.61,57525.57271990741
0.62,57525.57377314815
0.67,57525.574837962966
0.58,57525.575902777775
0.77,57525.57696759259
0.61,57525.57803240741
0.58,57525.57908564815
0.66,57525.58016203704
0.81,57525.58121527778
0.65,57525.582291666666
0.78,57525.583344907405
0.75,57525.58440972222
0.64,57525.585486111115
0.64,57525.58657407408
0.63,57525.587789351855
0.65,57525.588854166665
0.54,57525.58993055556
0.71,57525.590995370374
0.66,57525.59207175926
0.68,57525.59326388889
0.64,57525.59434027778
0.56,57525.59539351852
0.67,57525.59645833333
0.6,57525.59753472222
0.58,57525.598599537036
0.63,57525.59967592593
0.59,57525.60072916667
0.61,57525.6021412037
0.71,57525.60320601852
0.62,57525.60427083333
0.7,57525.60533564815
0.6,57525.606400462966
0.66,57525.607465277775
0.7,57525.60853009259
0.67,57525.60959490741
0.61,57525.610659722224
0.7,57525.61172453704
0.63,57525.61278935185
0.64,57525.613854166666
0.63,57525.618263888886
0.61,57525.61931712963
0.62,57525.62038194444
0.51,57525.62144675926
